,0,1,2
0,Sync10_#bangkok,106,3.512129380053908
1,Sync10_#bestfanarmy,50,19.82938775510204
2,Sync10_#chennai,52,46.81674208144796
3,Sync10_#dubai,218,4.913795290238025
4,Sync10_#endomondo,99,11.846011131725417
5,Sync10_#endorphins,116,8.645727136431784
6,Sync10_#hyderabad,53,17.827285921625545
7,Sync10_#iheartawards,47,13.566142460684551
8,Sync10_#india,119,6.537245406637231
9,Sync10_#love,387,5.517933887616982
10,Sync10_#mumbai,69,9.020460358056265
11,Sync10_#photography,66,4.231235431235431
12,Sync10_#repost,90,3.8474406991260923
13,Sync10_#thailand,134,3.391875210414095
14,Sync10_#travel,111,5.259131859131859
15,Sync10_#trndnl,39,24.819163292847502
16,Sync11_#bangkok,81,6.357407407407408
17,Sync11_#bestfanarmy,47,13.337650323774284
18,Sync11_#chennai,70,24.620289855072464
19,Sync11_#dubai,104,3.4260642270351007
20,Sync11_#endomondo,116,8.645727136431784
21,Sync11_#hyderabad,139,32.56177666562402
22,Sync11_#iheartawards,419,14.338548149501547
23,Sync11_#india,81,6.26820987654321
24,Sync11_#love,309,5.610788887487916
25,Sync11_#mumbai,52,13.767722473604827
26,Sync11_#repost,96,3.7304824561403507
27,Sync11_#thailand,253,3.1898487985444506
28,Sync11_#travel,137,3.935916702447402
29,Sync11_#trndnl,64,12.241071428571429
30,Sync12_#bangkok,95,5.3052631578947365
31,Sync12_#bestfanarmy,922,8.800266615792982
32,Sync12_#chennai,249,30.44937815779246
33,Sync12_#dubai,3,3.3333333333333335
34,Sync12_#hyderabad,95,28.263381858902576
35,Sync12_#iheartawards,1088,9.089645678878727
36,Sync12_#love,181,4.0096378146101905
37,Sync12_#mumbai,41,7.826829268292683
38,Sync12_#thailand,121,3.440909090909091
39,Sync12_#travel,227,4.048185255935441
40,Sync12_#trndnl,54,32.11390635918938
41,Sync13_#chennai,8,102.57142857142857
42,Sync13_#hyderabad,185,22.220916568742656
43,Sync13_#thailand,152,3.7625479261066572
44,Sync13_#travel,211,4.378921236741142
45,Sync14_#hyderabad,1,0.0
46,Sync14_#thailand,121,3.7143250688705236
47,Sync1_#bangkok,84,2.7280550774526677
48,Sync1_#bestfanarmy,9,6.666666666666667
49,Sync1_#bts,34,8.258467023172905
50,Sync1_#btsarmy,8,7.5
51,Sync1_#chennai,67,50.597467209407505
52,Sync1_#dubai,104,4.892830470500374
53,Sync1_#endomondo,160,10.655817610062893
54,Sync1_#endorphins,157,10.640290707169688
55,Sync1_#exol,4,21.5
56,Sync1_#favpinoynewbieinigo,89,39.581716036772214
57,Sync1_#hyderabad,107,36.14053958737436
58,Sync1_#iheartawards,27,12.193732193732194
59,Sync1_#india,95,6.163269876819709
60,Sync1_#kaala,5,448.6
61,Sync1_#kaalateaser,59,77.13559322033899
62,Sync1_#kca,201,29.382885572139305
63,Sync1_#love,170,3.6627915071353985
64,Sync1_#mumbai,74,9.48611625323954
65,Sync1_#photography,114,5.03803757180562
66,Sync1_#realholiwithgod,90,162.92284644194757
67,Sync1_#repost,202,4.146150435939116
68,Sync1_#savesyrianchildren,561,15.515157881334352
69,Sync1_#singapore,86,2.7958960328317373
70,Sync1_#spiritualleadersaintrampalji,355,115.66165353704146
71,Sync1_#sscexamscam,-1,0.0
72,Sync1_#thailand,181,2.3194597912829957
73,Sync1_#thtraffic,1,0.0
74,Sync1_#travel,133,6.203804966962862
75,Sync1_#trndnl,60,18.670056497175143
76,Sync2_#bangkok,109,2.408256880733945
77,Sync2_#bestfanarmy,10,8.866666666666667
78,Sync2_#bts,8,2.4285714285714284
79,Sync2_#btsarmy,3,32.0
80,Sync2_#chennai,39,49.38461538461539
81,Sync2_#dubai,178,4.926934552148797
82,Sync2_#endomondo,142,10.067425831585256
83,Sync2_#endorphins,140,10.292600205549846
84,Sync2_#exol,71,21.287726358148895
85,Sync2_#favpinoynewbieinigo,97,48.11791237113402
86,Sync2_#hyderabad,111,31.442915642915644
87,Sync2_#iheartawards,2,21.0
88,Sync2_#india,79,8.697176241480038
89,Sync2_#kaala,6,83.53333333333333
90,Sync2_#kaalateaser,162,65.79326738747028
91,Sync2_#love,100,4.573939393939394
92,Sync2_#mumbai,58,11.180883242589232
93,Sync2_#photography,69,9.294970161977835
94,Sync2_#repost,174,3.6125838814696696
95,Sync2_#singapore,133,3.5574162679425836
96,Sync2_#thailand,125,3.067483870967742
97,Sync2_#thtraffic,0,0.0
98,Sync2_#travel,134,5.154303669621815
99,Sync2_#trndnl,134,15.214678487262933
100,Sync3_#bangkok,49,3.598639455782313
101,Sync3_#bestfanarmy,1,0.0
102,Sync3_#bts,8,1.6428571428571428
103,Sync3_#btsarmy,3,5.333333333333333
104,Sync3_#chennai,40,46.01923076923077
105,Sync3_#dubai,226,4.269931170108161
106,Sync3_#endomondo,144,9.527972027972028
107,Sync3_#endorphins,143,9.535014281493154
108,Sync3_#exol,11,30.672727272727272
109,Sync3_#hyderabad,176,29.352597402597404
110,Sync3_#iheartawards,4,16.166666666666668
111,Sync3_#india,166,5.074771814530851
112,Sync3_#kaala,89,97.98212461695607
113,Sync3_#love,116,4.605397301349325
114,Sync3_#mumbai,122,42.9024522422436
115,Sync3_#photography,61,4.420765027322404
116,Sync3_#repost,250,4.653590361445783
117,Sync3_#singapore,124,3.8785733018620507
118,Sync3_#thailand,225,3.03781746031746
119,Sync3_#thtraffic,0,0.0
120,Sync3_#travel,223,4.475497919444107
121,Sync3_#trndnl,253,24.877376246941463
122,Sync4_#bangkok,106,3.2397124887690927
123,Sync4_#bestfanarmy,3,15.333333333333334
124,Sync4_#bts,55,7.519191919191919
125,Sync4_#btsarmy,6,22.266666666666666
126,Sync4_#chennai,81,28.474074074074075
127,Sync4_#dubai,121,4.124931129476584
128,Sync4_#endomondo,149,9.236894612733538
129,Sync4_#endorphins,146,9.462163438828531
130,Sync4_#exol,49,27.020408163265305
131,Sync4_#hyderabad,165,35.000665188470066
132,Sync4_#iheartawards,4,3.6666666666666665
133,Sync4_#india,161,12.285869565217391
134,Sync4_#love,175,4.120788177339901
135,Sync4_#mumbai,34,16.267379679144383
136,Sync4_#photography,133,5.2319434951013895
137,Sync4_#repost,133,3.342447026657553
138,Sync4_#singapore,128,3.998154527559055
139,Sync4_#thailand,152,5.441878703380969
140,Sync4_#thtraffic,1,0.0
141,Sync4_#travel,218,3.8803534435378175
142,Sync4_#trndnl,142,13.613625012486265
143,Sync5_#bangkok,55,7.183164983164983
144,Sync5_#bestfanarmy,4,3.6666666666666665
145,Sync5_#bts,7,2.5238095238095237
146,Sync5_#btsarmy,15,8.980952380952381
147,Sync5_#chennai,46,28.27536231884058
148,Sync5_#dubai,214,5.5796586371813435
149,Sync5_#endomondo,155,9.326099706744868
150,Sync5_#endorphins,155,9.32685379136992
151,Sync5_#exol,4,38.833333333333336
152,Sync5_#hyderabad,70,29.384679089026914
153,Sync5_#iheartawards,6,23.2
154,Sync5_#india,283,8.415006390496956
155,Sync5_#love,165,6.0814486326681445
156,Sync5_#mumbai,98,10.51756785188302
157,Sync5_#photography,97,6.012242268041237
158,Sync5_#repost,84,1.9879518072289157
159,Sync5_#singapore,73,4.811263318112633
160,Sync5_#thailand,189,3.053304063942362
161,Sync5_#thtraffic,0,0.0
162,Sync5_#travel,274,5.230314697467982
163,Sync5_#trndnl,29,20.396551724137932
164,Sync6_#bangkok,145,3.0192528735632185
165,Sync6_#bestfanarmy,5,24.3
166,Sync6_#bts,4,10.833333333333334
167,Sync6_#btsarmy,18,14.784313725490197
168,Sync6_#chennai,71,31.69939637826962
169,Sync6_#dubai,250,6.935164658634538
170,Sync6_#endomondo,138,8.339892097746747
171,Sync6_#endorphins,135,8.2742951907131
172,Sync6_#exol,395,15.538276681873675
173,Sync6_#hyderabad,124,16.384080776291633
174,Sync6_#iheartawards,23,4.363636363636363
175,Sync6_#india,133,7.460127591706539
176,Sync6_#love,167,5.820792150638482
177,Sync6_#mumbai,78,10.92074592074592
178,Sync6_#photography,202,4.476232697896656
179,Sync6_#repost,88,4.63662486938349
180,Sync6_#singapore,65,3.2365384615384616
181,Sync6_#thailand,140,2.9103802672147996
182,Sync6_#thtraffic,1,0.0
183,Sync6_#travel,158,3.9429976618560025
184,Sync6_#trndnl,270,27.770976180641608
185,Sync7_#bangkok,82,1.9536284251731406
186,Sync7_#bestfanarmy,24,4.670289855072464
187,Sync7_#bts,3,23.333333333333332
188,Sync7_#chennai,168,34.27409466780724
189,Sync7_#dubai,234,5.140567110524192
190,Sync7_#endomondo,171,8.647678018575851
191,Sync7_#endorphins,170,8.746815175774453
192,Sync7_#hyderabad,27,20.49002849002849
193,Sync7_#iheartawards,129,9.413032945736434
194,Sync7_#india,80,6.814240506329114
195,Sync7_#love,155,5.817260159195643
196,Sync7_#mumbai,103,15.058062059775366
197,Sync7_#photography,60,7.632768361581921
198,Sync7_#repost,180,3.606455617628802
199,Sync7_#singapore,73,3.7949010654490105
200,Sync7_#thailand,185,2.3800235017626323
201,Sync7_#thtraffic,1,0.0
202,Sync7_#travel,247,4.987788420394326
203,Sync7_#trndnl,33,10.721590909090908
204,Sync8_#bangkok,125,4.380645161290323
205,Sync8_#bestfanarmy,84,14.983935742971887
206,Sync8_#bts,161,20.813276397515526
207,Sync8_#btsarmy,40,15.453846153846154
208,Sync8_#chennai,158,42.25276142868661
209,Sync8_#dubai,86,3.8060191518467854
210,Sync8_#endomondo,186,11.347282766637605
211,Sync8_#endorphins,186,11.34635280441732
212,Sync8_#hyderabad,32,17.860887096774192
213,Sync8_#iheartawards,14,15.142857142857142
214,Sync8_#india,130,4.677400119260584
215,Sync8_#love,111,4.49009009009009
216,Sync8_#mumbai,73,10.560121765601219
217,Sync8_#photography,77,5.824675324675325
218,Sync8_#repost,118,3.3023323192814718
219,Sync8_#singapore,204,10.814498213078334
220,Sync8_#thailand,190,2.4478975215817322
221,Sync8_#thtraffic,2,0.0
222,Sync8_#travel,159,5.159461826287716
223,Sync8_#trndnl,149,9.591420279339742
224,Sync9_#bangkok,122,1.7352662240888768
225,Sync9_#bestfanarmy,18,14.137254901960784
226,Sync9_#bts,393,18.096237731733915
227,Sync9_#btsarmy,519,15.661667447794615
228,Sync9_#chennai,99,23.678416821273963
229,Sync9_#dubai,145,4.711111111111111
230,Sync9_#endomondo,82,12.115928937067148
231,Sync9_#endorphins,99,11.847247990105133
232,Sync9_#hyderabad,104,31.632561613144137
233,Sync9_#iheartawards,52,18.398190045248867
234,Sync9_#india,82,6.757302017464619
235,Sync9_#love,262,4.404872627299582
236,Sync9_#mumbai,35,14.29747899159664
237,Sync9_#photography,256,5.0470894607843135
238,Sync9_#repost,125,3.3651612903225807
239,Sync9_#thailand,144,2.149087024087024
240,Sync9_#thtraffic,1,0.0
241,Sync9_#travel,134,3.9567949725058917
242,Sync9_#trndnl,26,40.4
