date and time,value
[2020-04-10 15:03:31.828] ,730
[2020-04-10 15:03:31.929] ,649
[2020-04-10 15:03:32.029] ,562
[2020-04-10 15:03:32.129] ,513
[2020-04-10 15:03:32.231] ,541
[2020-04-10 15:03:32.330] ,622
[2020-04-10 15:03:32.431] ,720
[2020-04-10 15:03:32.531] ,759
[2020-04-10 15:03:32.631] ,770
[2020-04-10 15:03:32.731] ,745
[2020-04-10 15:03:32.827] ,675
[2020-04-10 15:03:32.927] ,604
[2020-04-10 15:03:33.027] ,545
[2020-04-10 15:03:33.127] ,542
[2020-04-10 15:03:33.227] ,618
[2020-04-10 15:03:33.327] ,661
[2020-04-10 15:03:33.427] ,721
[2020-04-10 15:03:33.527] ,749
[2020-04-10 15:03:33.627] ,738
[2020-04-10 15:03:33.727] ,697
[2020-04-10 15:03:33.834] ,629
[2020-04-10 15:03:33.933] ,522
[2020-04-10 15:03:34.035] ,506
[2020-04-10 15:03:34.136] ,570
[2020-04-10 15:03:34.236] ,618
[2020-04-10 15:03:34.335] ,696
[2020-04-10 15:03:34.436] ,732
[2020-04-10 15:03:34.537] ,736
[2020-04-10 15:03:34.637] ,662
[2020-04-10 15:03:34.737] ,622
[2020-04-10 15:03:34.836] ,569
[2020-04-10 15:03:34.937] ,564
[2020-04-10 15:03:35.037] ,627
[2020-04-10 15:03:35.137] ,700
[2020-04-10 15:03:35.237] ,749
[2020-04-10 15:03:35.338] ,782
[2020-04-10 15:03:35.438] ,769
[2020-04-10 15:03:35.539] ,740
[2020-04-10 15:03:35.638] ,675
[2020-04-10 15:03:35.739] ,606
[2020-04-10 15:03:35.839] ,588
[2020-04-10 15:03:35.939] ,633
[2020-04-10 15:03:36.039] ,691
[2020-04-10 15:03:36.140] ,729
[2020-04-10 15:03:36.240] ,759
[2020-04-10 15:03:36.340] ,761
[2020-04-10 15:03:36.441] ,739
[2020-04-10 15:03:36.540] ,667
[2020-04-10 15:03:36.641] ,586
[2020-04-10 15:03:36.741] ,561
[2020-04-10 15:03:36.841] ,615
[2020-04-10 15:03:36.942] ,692
[2020-04-10 15:03:37.042] ,713
[2020-04-10 15:03:37.142] ,744
[2020-04-10 15:03:37.242] ,750
[2020-04-10 15:03:37.342] ,729
[2020-04-10 15:03:37.443] ,673
[2020-04-10 15:03:37.543] ,580
[2020-04-10 15:03:37.644] ,531
[2020-04-10 15:03:37.743] ,580
[2020-04-10 15:03:37.843] ,638
[2020-04-10 15:03:37.944] ,687
[2020-04-10 15:03:38.044] ,735
[2020-04-10 15:03:38.144] ,753
[2020-04-10 15:03:38.244] ,716
[2020-04-10 15:03:38.345] ,637
[2020-04-10 15:03:38.445] ,585
[2020-04-10 15:03:38.545] ,562
[2020-04-10 15:03:38.646] ,615
[2020-04-10 15:03:38.746] ,697
[2020-04-10 15:03:38.846] ,744
[2020-04-10 15:03:38.946] ,777
[2020-04-10 15:03:39.046] ,763
[2020-04-10 15:03:39.146] ,750
[2020-04-10 15:03:39.247] ,681
[2020-04-10 15:03:39.347] ,572
[2020-04-10 15:03:39.448] ,543
[2020-04-10 15:03:39.539] ,605
[2020-04-10 15:03:39.639] ,692
[2020-04-10 15:03:39.749] ,716
[2020-04-10 15:03:39.848] ,738
[2020-04-10 15:03:39.949] ,747
[2020-04-10 15:03:40.049] ,732
[2020-04-10 15:03:40.149] ,649
[2020-04-10 15:03:40.249] ,567
[2020-04-10 15:03:40.349] ,532
[2020-04-10 15:03:40.449] ,543
[2020-04-10 15:03:40.550] ,648
[2020-04-10 15:03:40.650] ,681
[2020-04-10 15:03:40.750] ,728
[2020-04-10 15:03:40.848] ,735
[2020-04-10 15:03:40.948] ,722
[2020-04-10 15:03:41.047] ,666
[2020-04-10 15:03:41.147] ,588
[2020-04-10 15:03:41.247] ,528
[2020-04-10 15:03:41.347] ,535
[2020-04-10 15:03:41.447] ,627
[2020-04-10 15:03:41.547] ,667
[2020-04-10 15:03:41.647] ,702
[2020-04-10 15:03:41.747] ,709
[2020-04-10 15:03:41.853] ,710
[2020-04-10 15:03:41.954] ,654
[2020-04-10 15:03:42.054] ,596
[2020-04-10 15:03:42.155] ,532
[2020-04-10 15:03:42.254] ,544
[2020-04-10 15:03:42.354] ,642
[2020-04-10 15:03:42.454] ,684
[2020-04-10 15:03:42.555] ,722
[2020-04-10 15:03:42.655] ,741
[2020-04-10 15:03:42.755] ,737
[2020-04-10 15:03:42.855] ,684
[2020-04-10 15:03:42.956] ,605
[2020-04-10 15:03:43.056] ,545
[2020-04-10 15:03:43.156] ,553
[2020-04-10 15:03:43.257] ,629
[2020-04-10 15:03:43.357] ,670
[2020-04-10 15:03:43.457] ,711
[2020-04-10 15:03:43.558] ,728
[2020-04-10 15:03:43.657] ,734
[2020-04-10 15:03:43.758] ,704
[2020-04-10 15:03:43.857] ,640
[2020-04-10 15:03:43.954] ,574
[2020-04-10 15:03:44.054] ,562
[2020-04-10 15:03:44.154] ,601
[2020-04-10 15:03:44.254] ,678
[2020-04-10 15:03:44.354] ,708
[2020-04-10 15:03:44.454] ,735
[2020-04-10 15:03:44.554] ,744
[2020-04-10 15:03:44.654] ,732
[2020-04-10 15:03:44.754] ,694
[2020-04-10 15:03:44.861] ,615
[2020-04-10 15:03:44.968] ,553
[2020-04-10 15:03:45.062] ,559
[2020-04-10 15:03:45.163] ,633
[2020-04-10 15:03:45.263] ,663
[2020-04-10 15:03:45.363] ,715
[2020-04-10 15:03:45.462] ,738
[2020-04-10 15:03:45.563] ,735
[2020-04-10 15:03:45.663] ,703
[2020-04-10 15:03:45.763] ,644
[2020-04-10 15:03:45.858] ,560
[2020-04-10 15:03:45.958] ,552
[2020-04-10 15:03:46.058] ,598
[2020-04-10 15:03:46.158] ,669
[2020-04-10 15:03:46.258] ,689
[2020-04-10 15:03:46.358] ,742
[2020-04-10 15:03:46.458] ,740
[2020-04-10 15:03:46.558] ,720
[2020-04-10 15:03:46.658] ,645
[2020-04-10 15:03:46.758] ,567
[2020-04-10 15:03:46.867] ,533
[2020-04-10 15:03:46.967] ,544
[2020-04-10 15:03:47.067] ,628
[2020-04-10 15:03:47.167] ,686
[2020-04-10 15:03:47.269] ,708
[2020-04-10 15:03:47.368] ,718
[2020-04-10 15:03:47.468] ,715
[2020-04-10 15:03:47.568] ,693
[2020-04-10 15:03:47.668] ,626
[2020-04-10 15:03:47.769] ,535
[2020-04-10 15:03:47.869] ,528
[2020-04-10 15:03:47.968] ,607
[2020-04-10 15:03:48.070] ,660
[2020-04-10 15:03:48.169] ,681
[2020-04-10 15:03:48.270] ,693
[2020-04-10 15:03:48.370] ,705
[2020-04-10 15:03:48.470] ,696
[2020-04-10 15:03:48.571] ,665
[2020-04-10 15:03:48.672] ,597
[2020-04-10 15:03:48.771] ,544
[2020-04-10 15:03:48.871] ,545
[2020-04-10 15:03:48.971] ,618
[2020-04-10 15:03:49.071] ,674
[2020-04-10 15:03:49.171] ,694
[2020-04-10 15:03:49.271] ,728
[2020-04-10 15:03:49.371] ,728
[2020-04-10 15:03:49.471] ,706
[2020-04-10 15:03:49.568] ,653
[2020-04-10 15:03:49.668] ,577
[2020-04-10 15:03:49.768] ,568
[2020-04-10 15:03:49.874] ,605
[2020-04-10 15:03:49.974] ,673
[2020-04-10 15:03:50.074] ,687
[2020-04-10 15:03:50.174] ,717
[2020-04-10 15:03:50.275] ,721
[2020-04-10 15:03:50.375] ,720
[2020-04-10 15:03:50.475] ,684
[2020-04-10 15:03:50.575] ,633
[2020-04-10 15:03:50.676] ,562
[2020-04-10 15:03:50.775] ,554
[2020-04-10 15:03:50.875] ,630
[2020-04-10 15:03:50.976] ,643
[2020-04-10 15:03:51.077] ,681
[2020-04-10 15:03:51.176] ,708
[2020-04-10 15:03:51.277] ,721
[2020-04-10 15:03:51.378] ,702
[2020-04-10 15:03:51.478] ,677
[2020-04-10 15:03:51.577] ,602
[2020-04-10 15:03:51.678] ,573
[2020-04-10 15:03:51.779] ,609
[2020-04-10 15:03:51.875] ,678
[2020-04-10 15:03:51.975] ,696
[2020-04-10 15:03:52.075] ,724
[2020-04-10 15:03:52.175] ,730
[2020-04-10 15:03:52.275] ,718
[2020-04-10 15:03:52.375] ,668
[2020-04-10 15:03:52.474] ,589
[2020-04-10 15:03:52.575] ,553
[2020-04-10 15:03:52.675] ,569
[2020-04-10 15:03:52.775] ,644
[2020-04-10 15:03:52.882] ,692
[2020-04-10 15:03:52.981] ,720
[2020-04-10 15:03:53.081] ,737
[2020-04-10 15:03:53.182] ,734
[2020-04-10 15:03:53.282] ,689
[2020-04-10 15:03:53.382] ,603
[2020-04-10 15:03:53.483] ,542
[2020-04-10 15:03:53.583] ,536
[2020-04-10 15:03:53.684] ,590
[2020-04-10 15:03:53.784] ,675
[2020-04-10 15:03:53.874] ,700
[2020-04-10 15:03:53.974] ,729
[2020-04-10 15:03:54.075] ,727
[2020-04-10 15:03:54.185] ,701
[2020-04-10 15:03:54.285] ,657
[2020-04-10 15:03:54.384] ,577
[2020-04-10 15:03:54.484] ,532
[2020-04-10 15:03:54.585] ,523
[2020-04-10 15:03:54.684] ,629
[2020-04-10 15:03:54.784] ,672
[2020-04-10 15:03:54.887] ,665
[2020-04-10 15:03:54.988] ,675
[2020-04-10 15:03:55.088] ,684
[2020-04-10 15:03:55.188] ,678
[2020-04-10 15:03:55.288] ,648
[2020-04-10 15:03:55.388] ,564
[2020-04-10 15:03:55.489] ,521
[2020-04-10 15:03:55.589] ,536
[2020-04-10 15:03:55.689] ,636
[2020-04-10 15:03:55.789] ,666
[2020-04-10 15:03:55.888] ,692
[2020-04-10 15:03:55.988] ,713
[2020-04-10 15:03:56.088] ,706
[2020-04-10 15:03:56.188] ,687
[2020-04-10 15:03:56.288] ,622
[2020-04-10 15:03:56.388] ,528
[2020-04-10 15:03:56.488] ,528
[2020-04-10 15:03:56.588] ,607
[2020-04-10 15:03:56.688] ,697
[2020-04-10 15:03:56.788] ,704
[2020-04-10 15:03:56.896] ,717
[2020-04-10 15:03:56.995] ,738
[2020-04-10 15:03:57.095] ,732
[2020-04-10 15:03:57.196] ,691
[2020-04-10 15:03:57.295] ,639
[2020-04-10 15:03:57.395] ,514
[2020-04-10 15:03:57.496] ,517
[2020-04-10 15:03:57.596] ,596
[2020-04-10 15:03:57.697] ,676
[2020-04-10 15:03:57.796] ,726
[2020-04-10 15:03:57.896] ,742
[2020-04-10 15:03:57.997] ,738
[2020-04-10 15:03:58.097] ,726
[2020-04-10 15:03:58.197] ,663
[2020-04-10 15:03:58.298] ,538
[2020-04-10 15:03:58.398] ,493
[2020-04-10 15:03:58.495] ,526
[2020-04-10 15:03:58.595] ,657
[2020-04-10 15:03:58.699] ,715
[2020-04-10 15:03:58.792] ,730
[2020-04-10 15:03:58.896] ,736
[2020-04-10 15:03:58.996] ,723
[2020-04-10 15:03:59.096] ,701
[2020-04-10 15:03:59.196] ,676
[2020-04-10 15:03:59.296] ,554
[2020-04-10 15:03:59.396] ,512
[2020-04-10 15:03:59.496] ,581
[2020-04-10 15:03:59.596] ,667
[2020-04-10 15:03:59.696] ,687
[2020-04-10 15:03:59.796] ,717
[2020-04-10 15:03:59.902] ,712
[2020-04-10 15:04:00.002] ,697
[2020-04-10 15:04:00.102] ,665
[2020-04-10 15:04:00.202] ,498
[2020-04-10 15:04:00.303] ,396
[2020-04-10 15:04:00.402] ,472
[2020-04-10 15:04:00.503] ,627
[2020-04-10 15:04:00.604] ,665
[2020-04-10 15:04:00.703] ,705
[2020-04-10 15:04:00.804] ,708
[2020-04-10 15:04:00.897] ,691
[2020-04-10 15:04:00.997] ,656
[2020-04-10 15:04:01.097] ,594
[2020-04-10 15:04:01.207] ,274
[2020-04-10 15:04:01.307] ,291
[2020-04-10 15:04:01.407] ,533
[2020-04-10 15:04:01.507] ,634
[2020-04-10 15:04:01.607] ,656
[2020-04-10 15:04:01.707] ,657
[2020-04-10 15:04:01.807] ,653
[2020-04-10 15:04:01.909] ,668
[2020-04-10 15:04:02.009] ,662
[2020-04-10 15:04:02.110] ,458
[2020-04-10 15:04:02.210] ,399
[2020-04-10 15:04:02.310] ,489
[2020-04-10 15:04:02.410] ,622
[2020-04-10 15:04:02.511] ,670
[2020-04-10 15:04:02.611] ,701
[2020-04-10 15:04:02.712] ,710
[2020-04-10 15:04:02.811] ,692
[2020-04-10 15:04:02.910] ,670
[2020-04-10 15:04:03.012] ,628
[2020-04-10 15:04:03.112] ,430
[2020-04-10 15:04:03.213] ,402
[2020-04-10 15:04:03.313] ,508
[2020-04-10 15:04:03.413] ,645
[2020-04-10 15:04:03.514] ,691
[2020-04-10 15:04:03.613] ,712
[2020-04-10 15:04:03.714] ,702
[2020-04-10 15:04:03.814] ,706
[2020-04-10 15:04:03.908] ,669
[2020-04-10 15:04:04.005] ,495
[2020-04-10 15:04:04.115] ,490
[2020-04-10 15:04:04.215] ,493
[2020-04-10 15:04:04.314] ,543
[2020-04-10 15:04:04.415] ,630
[2020-04-10 15:04:04.515] ,681
[2020-04-10 15:04:04.614] ,692
[2020-04-10 15:04:04.714] ,705
[2020-04-10 15:04:04.814] ,632
[2020-04-10 15:04:04.917] ,577
[2020-04-10 15:04:05.019] ,494
[2020-04-10 15:04:05.117] ,521
[2020-04-10 15:04:05.217] ,589
[2020-04-10 15:04:05.317] ,615
[2020-04-10 15:04:05.418] ,637
[2020-04-10 15:04:05.518] ,692
[2020-04-10 15:04:05.618] ,712
[2020-04-10 15:04:05.719] ,691
[2020-04-10 15:04:05.820] ,651
[2020-04-10 15:04:05.916] ,505
[2020-04-10 15:04:06.016] ,447
[2020-04-10 15:04:06.116] ,474
[2020-04-10 15:04:06.216] ,627
[2020-04-10 15:04:06.316] ,648
[2020-04-10 15:04:06.416] ,648
[2020-04-10 15:04:06.516] ,642
[2020-04-10 15:04:06.618] ,641
[2020-04-10 15:04:06.717] ,644
[2020-04-10 15:04:06.824] ,628
[2020-04-10 15:04:06.923] ,394
[2020-04-10 15:04:07.023] ,379
[2020-04-10 15:04:07.117] ,410
[2020-04-10 15:04:07.224] ,570
[2020-04-10 15:04:07.323] ,633
[2020-04-10 15:04:07.423] ,649
[2020-04-10 15:04:07.523] ,656
[2020-04-10 15:04:07.623] ,648
[2020-04-10 15:04:07.723] ,634
[2020-04-10 15:04:07.825] ,542
[2020-04-10 15:04:07.925] ,350
[2020-04-10 15:04:08.026] ,327
[2020-04-10 15:04:08.125] ,461
[2020-04-10 15:04:08.225] ,584
[2020-04-10 15:04:08.326] ,624
[2020-04-10 15:04:08.427] ,632
[2020-04-10 15:04:08.527] ,644
[2020-04-10 15:04:08.627] ,648
[2020-04-10 15:04:08.728] ,571
[2020-04-10 15:04:08.819] ,405
[2020-04-10 15:04:08.919] ,388
[2020-04-10 15:04:09.019] ,433
[2020-04-10 15:04:09.129] ,580
[2020-04-10 15:04:09.229] ,645
[2020-04-10 15:04:09.329] ,655
[2020-04-10 15:04:09.429] ,661
[2020-04-10 15:04:09.529] ,654
[2020-04-10 15:04:09.629] ,653
[2020-04-10 15:04:09.729] ,580
[2020-04-10 15:04:09.830] ,403
[2020-04-10 15:04:09.930] ,408
[2020-04-10 15:04:10.030] ,447
[2020-04-10 15:04:10.132] ,596
[2020-04-10 15:04:10.231] ,654
[2020-04-10 15:04:10.332] ,667
[2020-04-10 15:04:10.432] ,673
[2020-04-10 15:04:10.532] ,676
[2020-04-10 15:04:10.632] ,675
[2020-04-10 15:04:10.733] ,638
[2020-04-10 15:04:10.833] ,461
[2020-04-10 15:04:10.927] ,389
[2020-04-10 15:04:11.027] ,353
[2020-04-10 15:04:11.127] ,483
[2020-04-10 15:04:11.227] ,618
[2020-04-10 15:04:11.327] ,665
[2020-04-10 15:04:11.427] ,684
[2020-04-10 15:04:11.527] ,691
[2020-04-10 15:04:11.627] ,686
[2020-04-10 15:04:11.727] ,657
[2020-04-10 15:04:11.835] ,618
[2020-04-10 15:04:11.936] ,408
[2020-04-10 15:04:12.036] ,429
[2020-04-10 15:04:12.136] ,508
[2020-04-10 15:04:12.236] ,637
[2020-04-10 15:04:12.336] ,672
[2020-04-10 15:04:12.437] ,679
[2020-04-10 15:04:12.537] ,675
[2020-04-10 15:04:12.637] ,680
[2020-04-10 15:04:12.737] ,662
[2020-04-10 15:04:12.837] ,589
[2020-04-10 15:04:12.937] ,399
[2020-04-10 15:04:13.038] ,415
[2020-04-10 15:04:13.137] ,442
[2020-04-10 15:04:13.238] ,546
[2020-04-10 15:04:13.339] ,636
[2020-04-10 15:04:13.439] ,644
[2020-04-10 15:04:13.539] ,609
[2020-04-10 15:04:13.639] ,626
[2020-04-10 15:04:13.739] ,636
[2020-04-10 15:04:13.839] ,502
[2020-04-10 15:04:13.933] ,389
[2020-04-10 15:04:14.033] ,376
[2020-04-10 15:04:14.133] ,486
[2020-04-10 15:04:14.233] ,613
[2020-04-10 15:04:14.333] ,650
[2020-04-10 15:04:14.433] ,644
[2020-04-10 15:04:14.533] ,649
[2020-04-10 15:04:14.643] ,670
[2020-04-10 15:04:14.732] ,654
[2020-04-10 15:04:14.842] ,619
[2020-04-10 15:04:14.943] ,355
[2020-04-10 15:04:15.051] ,345
[2020-04-10 15:04:15.143] ,496
[2020-04-10 15:04:15.243] ,542
[2020-04-10 15:04:15.344] ,602
[2020-04-10 15:04:15.444] ,634
[2020-04-10 15:04:15.546] ,646
[2020-04-10 15:04:15.645] ,648
[2020-04-10 15:04:15.746] ,637
[2020-04-10 15:04:15.846] ,541
[2020-04-10 15:04:15.938] ,345
[2020-04-10 15:04:16.038] ,276
[2020-04-10 15:04:16.138] ,430
[2020-04-10 15:04:16.238] ,558
[2020-04-10 15:04:16.338] ,595
[2020-04-10 15:04:16.438] ,645
[2020-04-10 15:04:16.547] ,645
[2020-04-10 15:04:16.647] ,648
[2020-04-10 15:04:16.747] ,598
[2020-04-10 15:04:16.847] ,416
[2020-04-10 15:04:16.948] ,384
[2020-04-10 15:04:17.048] ,465
[2020-04-10 15:04:17.148] ,591
[2020-04-10 15:04:17.249] ,643
[2020-04-10 15:04:17.349] ,661
[2020-04-10 15:04:17.449] ,662
[2020-04-10 15:04:17.549] ,657
[2020-04-10 15:04:17.649] ,610
[2020-04-10 15:04:17.749] ,553
[2020-04-10 15:04:17.850] ,356
[2020-04-10 15:04:17.950] ,321
[2020-04-10 15:04:18.050] ,519
[2020-04-10 15:04:18.150] ,608
[2020-04-10 15:04:18.251] ,637
[2020-04-10 15:04:18.352] ,646
[2020-04-10 15:04:18.451] ,640
[2020-04-10 15:04:18.552] ,646
[2020-04-10 15:04:18.652] ,618
[2020-04-10 15:04:18.752] ,509
[2020-04-10 15:04:18.849] ,243
[2020-04-10 15:04:18.946] ,246
[2020-04-10 15:04:19.047] ,505
[2020-04-10 15:04:19.146] ,598
[2020-04-10 15:04:19.246] ,645
[2020-04-10 15:04:19.345] ,653
[2020-04-10 15:04:19.445] ,652
[2020-04-10 15:04:19.545] ,646
[2020-04-10 15:04:19.655] ,615
[2020-04-10 15:04:19.755] ,327
[2020-04-10 15:04:19.855] ,207
[2020-04-10 15:04:19.955] ,245
[2020-04-10 15:04:20.055] ,454
[2020-04-10 15:04:20.156] ,579
[2020-04-10 15:04:20.256] ,543
[2020-04-10 15:04:20.356] ,570
[2020-04-10 15:04:20.457] ,543
[2020-04-10 15:04:20.557] ,620
[2020-04-10 15:04:20.658] ,601
[2020-04-10 15:04:20.758] ,462
[2020-04-10 15:04:20.849] ,396
[2020-04-10 15:04:20.958] ,406
[2020-04-10 15:04:21.058] ,555
[2020-04-10 15:04:21.158] ,615
[2020-04-10 15:04:21.258] ,600
[2020-04-10 15:04:21.358] ,613
[2020-04-10 15:04:21.458] ,602
[2020-04-10 15:04:21.558] ,606
[2020-04-10 15:04:21.658] ,474
[2020-04-10 15:04:21.758] ,333
[2020-04-10 15:04:21.858] ,293
[2020-04-10 15:04:21.958] ,332
[2020-04-10 15:04:22.058] ,457
[2020-04-10 15:04:22.158] ,576
[2020-04-10 15:04:22.258] ,535
[2020-04-10 15:04:22.358] ,598
[2020-04-10 15:04:22.457] ,625
[2020-04-10 15:04:22.557] ,637
[2020-04-10 15:04:22.657] ,533
[2020-04-10 15:04:22.757] ,284
[2020-04-10 15:04:22.862] ,165
[2020-04-10 15:04:22.962] ,235
[2020-04-10 15:04:23.063] ,438
[2020-04-10 15:04:23.164] ,535
[2020-04-10 15:04:23.264] ,567
[2020-04-10 15:04:23.364] ,574
[2020-04-10 15:04:23.464] ,608
[2020-04-10 15:04:23.564] ,617
[2020-04-10 15:04:23.665] ,416
[2020-04-10 15:04:23.765] ,197
[2020-04-10 15:04:23.864] ,123
[2020-04-10 15:04:23.958] ,344
[2020-04-10 15:04:24.065] ,522
[2020-04-10 15:04:24.165] ,601
[2020-04-10 15:04:24.265] ,622
[2020-04-10 15:04:24.365] ,622
[2020-04-10 15:04:24.465] ,639
[2020-04-10 15:04:24.564] ,578
[2020-04-10 15:04:24.665] ,355
[2020-04-10 15:04:24.764] ,218
[2020-04-10 15:04:24.868] ,233
[2020-04-10 15:04:24.968] ,412
[2020-04-10 15:04:25.068] ,535
[2020-04-10 15:04:25.169] ,580
[2020-04-10 15:04:25.269] ,604
[2020-04-10 15:04:25.369] ,601
[2020-04-10 15:04:25.469] ,604
[2020-04-10 15:04:25.570] ,495
[2020-04-10 15:04:25.669] ,276
[2020-04-10 15:04:25.770] ,214
[2020-04-10 15:04:25.870] ,297
[2020-04-10 15:04:25.965] ,461
[2020-04-10 15:04:26.065] ,555
[2020-04-10 15:04:26.165] ,577
[2020-04-10 15:04:26.265] ,597
[2020-04-10 15:04:26.365] ,616
[2020-04-10 15:04:26.465] ,588
[2020-04-10 15:04:26.565] ,447
[2020-04-10 15:04:26.665] ,242
[2020-04-10 15:04:26.765] ,183
[2020-04-10 15:04:26.873] ,380
[2020-04-10 15:04:26.973] ,553
[2020-04-10 15:04:27.073] ,601
[2020-04-10 15:04:27.173] ,631
[2020-04-10 15:04:27.273] ,616
[2020-04-10 15:04:27.374] ,634
[2020-04-10 15:04:27.474] ,562
[2020-04-10 15:04:27.574] ,333
[2020-04-10 15:04:27.674] ,181
[2020-04-10 15:04:27.775] ,133
[2020-04-10 15:04:27.868] ,315
[2020-04-10 15:04:27.968] ,459
[2020-04-10 15:04:28.068] ,535
[2020-04-10 15:04:28.168] ,552
[2020-04-10 15:04:28.268] ,541
[2020-04-10 15:04:28.368] ,579
[2020-04-10 15:04:28.468] ,468
[2020-04-10 15:04:28.568] ,273
[2020-04-10 15:04:28.678] ,163
[2020-04-10 15:04:28.777] ,128
[2020-04-10 15:04:28.877] ,344
[2020-04-10 15:04:28.977] ,494
[2020-04-10 15:04:29.078] ,547
[2020-04-10 15:04:29.179] ,535
[2020-04-10 15:04:29.279] ,554
[2020-04-10 15:04:29.380] ,573
[2020-04-10 15:04:29.479] ,423
[2020-04-10 15:04:29.580] ,209
[2020-04-10 15:04:29.680] ,135
[2020-04-10 15:04:29.780] ,261
[2020-04-10 15:04:29.881] ,483
[2020-04-10 15:04:29.984] ,562
[2020-04-10 15:04:30.084] ,603
[2020-04-10 15:04:30.184] ,608
[2020-04-10 15:04:30.285] ,617
[2020-04-10 15:04:30.385] ,581
[2020-04-10 15:04:30.486] ,394
[2020-04-10 15:04:30.585] ,195
[2020-04-10 15:04:30.685] ,129
[2020-04-10 15:04:30.785] ,236
[2020-04-10 15:04:30.880] ,405
[2020-04-10 15:04:30.977] ,518
[2020-04-10 15:04:31.077] ,546
[2020-04-10 15:04:31.177] ,570
[2020-04-10 15:04:31.287] ,590
[2020-04-10 15:04:31.387] ,579
[2020-04-10 15:04:31.487] ,414
[2020-04-10 15:04:31.587] ,214
[2020-04-10 15:04:31.686] ,133
[2020-04-10 15:04:31.787] ,234
[2020-04-10 15:04:31.888] ,472
[2020-04-10 15:04:31.989] ,533
[2020-04-10 15:04:32.089] ,504
[2020-04-10 15:04:32.190] ,528
[2020-04-10 15:04:32.289] ,582
[2020-04-10 15:04:32.390] ,583
[2020-04-10 15:04:32.490] ,398
[2020-04-10 15:04:32.591] ,201
[2020-04-10 15:04:32.691] ,133
[2020-04-10 15:04:32.791] ,283
[2020-04-10 15:04:32.890] ,483
[2020-04-10 15:04:32.991] ,548
[2020-04-10 15:04:33.092] ,532
[2020-04-10 15:04:33.192] ,516
[2020-04-10 15:04:33.292] ,578
[2020-04-10 15:04:33.393] ,506
[2020-04-10 15:04:33.494] ,291
[2020-04-10 15:04:33.593] ,171
[2020-04-10 15:04:33.693] ,124
[2020-04-10 15:04:33.797] ,482
[2020-04-10 15:04:33.886] ,590
[2020-04-10 15:04:33.986] ,628
[2020-04-10 15:04:34.086] ,625
[2020-04-10 15:04:34.186] ,625
[2020-04-10 15:04:34.286] ,627
[2020-04-10 15:04:34.396] ,620
[2020-04-10 15:04:34.496] ,478
[2020-04-10 15:04:34.596] ,387
[2020-04-10 15:04:34.696] ,389
[2020-04-10 15:04:34.796] ,546
[2020-04-10 15:04:34.898] ,572
[2020-04-10 15:04:34.999] ,490
[2020-04-10 15:04:35.099] ,437
[2020-04-10 15:04:35.199] ,504
[2020-04-10 15:04:35.299] ,590
[2020-04-10 15:04:35.399] ,552
[2020-04-10 15:04:35.500] ,276
[2020-04-10 15:04:35.599] ,170
[2020-04-10 15:04:35.700] ,243
[2020-04-10 15:04:35.800] ,449
[2020-04-10 15:04:35.900] ,555
[2020-04-10 15:04:36.001] ,589
[2020-04-10 15:04:36.101] ,598
[2020-04-10 15:04:36.202] ,601
[2020-04-10 15:04:36.301] ,607
[2020-04-10 15:04:36.401] ,507
[2020-04-10 15:04:36.501] ,262
[2020-04-10 15:04:36.601] ,193
[2020-04-10 15:04:36.702] ,368
[2020-04-10 15:04:36.802] ,554
[2020-04-10 15:04:36.903] ,596
[2020-04-10 15:04:37.003] ,600
[2020-04-10 15:04:37.103] ,608
[2020-04-10 15:04:37.203] ,618
[2020-04-10 15:04:37.303] ,621
[2020-04-10 15:04:37.403] ,535
[2020-04-10 15:04:37.503] ,249
[2020-04-10 15:04:37.603] ,171
[2020-04-10 15:04:37.704] ,344
[2020-04-10 15:04:37.804] ,517
[2020-04-10 15:04:37.900] ,553
[2020-04-10 15:04:38.000] ,565
[2020-04-10 15:04:38.100] ,571
[2020-04-10 15:04:38.200] ,590
[2020-04-10 15:04:38.300] ,592
[2020-04-10 15:04:38.400] ,481
[2020-04-10 15:04:38.500] ,330
[2020-04-10 15:04:38.600] ,301
[2020-04-10 15:04:38.700] ,494
[2020-04-10 15:04:38.800] ,579
[2020-04-10 15:04:38.908] ,577
[2020-04-10 15:04:39.008] ,577
[2020-04-10 15:04:39.108] ,536
[2020-04-10 15:04:39.208] ,580
[2020-04-10 15:04:39.309] ,606
[2020-04-10 15:04:39.409] ,471
[2020-04-10 15:04:39.510] ,379
[2020-04-10 15:04:39.610] ,400
[2020-04-10 15:04:39.710] ,577
[2020-04-10 15:04:39.810] ,592
[2020-04-10 15:04:39.905] ,528
[2020-04-10 15:04:40.005] ,543
[2020-04-10 15:04:40.105] ,558
[2020-04-10 15:04:40.205] ,616
[2020-04-10 15:04:40.305] ,544
[2020-04-10 15:04:40.405] ,277
[2020-04-10 15:04:40.505] ,187
[2020-04-10 15:04:40.605] ,250
[2020-04-10 15:04:40.705] ,436
[2020-04-10 15:04:40.805] ,504
[2020-04-10 15:04:40.912] ,508
[2020-04-10 15:04:41.013] ,529
[2020-04-10 15:04:41.113] ,556
[2020-04-10 15:04:41.213] ,506
[2020-04-10 15:04:41.313] ,385
[2020-04-10 15:04:41.414] ,223
[2020-04-10 15:04:41.514] ,168
[2020-04-10 15:04:41.614] ,292
[2020-04-10 15:04:41.715] ,444
[2020-04-10 15:04:41.814] ,495
