date and time,value
[2020-04-10 15:48:59.122] ,333
[2020-04-10 15:48:59.222] ,235
[2020-04-10 15:48:59.330] ,127
[2020-04-10 15:48:59.420] ,84
[2020-04-10 15:48:59.530] ,63
[2020-04-10 15:48:59.627] ,70
[2020-04-10 15:48:59.726] ,218
[2020-04-10 15:48:59.830] ,175
[2020-04-10 15:48:59.931] ,117
[2020-04-10 15:49:00.030] ,86
[2020-04-10 15:49:00.130] ,69
[2020-04-10 15:49:00.231] ,60
[2020-04-10 15:49:00.332] ,199
[2020-04-10 15:49:00.433] ,256
[2020-04-10 15:49:00.533] ,190
[2020-04-10 15:49:00.634] ,122
[2020-04-10 15:49:00.732] ,88
[2020-04-10 15:49:00.833] ,61
[2020-04-10 15:49:00.933] ,97
[2020-04-10 15:49:01.035] ,320
[2020-04-10 15:49:01.136] ,283
[2020-04-10 15:49:01.236] ,165
[2020-04-10 15:49:01.336] ,102
[2020-04-10 15:49:01.436] ,68
[2020-04-10 15:49:01.535] ,61
[2020-04-10 15:49:01.637] ,204
[2020-04-10 15:49:01.737] ,288
[2020-04-10 15:49:01.838] ,172
[2020-04-10 15:49:01.936] ,98
[2020-04-10 15:49:02.037] ,66
[2020-04-10 15:49:02.137] ,48
[2020-04-10 15:49:02.238] ,56
[2020-04-10 15:49:02.338] ,160
[2020-04-10 15:49:02.438] ,110
[2020-04-10 15:49:02.537] ,69
[2020-04-10 15:49:02.637] ,54
[2020-04-10 15:49:02.739] ,42
[2020-04-10 15:49:02.839] ,33
[2020-04-10 15:49:02.935] ,87
[2020-04-10 15:49:03.035] ,196
[2020-04-10 15:49:03.135] ,123
[2020-04-10 15:49:03.235] ,73
[2020-04-10 15:49:03.335] ,61
[2020-04-10 15:49:03.434] ,43
[2020-04-10 15:49:03.534] ,61
[2020-04-10 15:49:03.634] ,270
[2020-04-10 15:49:03.734] ,280
[2020-04-10 15:49:03.841] ,204
[2020-04-10 15:49:03.941] ,125
[2020-04-10 15:49:04.040] ,98
[2020-04-10 15:49:04.140] ,76
[2020-04-10 15:49:04.242] ,159
[2020-04-10 15:49:04.343] ,353
[2020-04-10 15:49:04.443] ,307
[2020-04-10 15:49:04.543] ,190
[2020-04-10 15:49:04.644] ,197
[2020-04-10 15:49:04.744] ,130
[2020-04-10 15:49:04.839] ,94
[2020-04-10 15:49:04.939] ,181
[2020-04-10 15:49:05.039] ,247
[2020-04-10 15:49:05.139] ,189
[2020-04-10 15:49:05.239] ,123
[2020-04-10 15:49:05.339] ,108
[2020-04-10 15:49:05.440] ,78
[2020-04-10 15:49:05.540] ,108
[2020-04-10 15:49:05.639] ,236
[2020-04-10 15:49:05.739] ,272
[2020-04-10 15:49:05.847] ,240
[2020-04-10 15:49:05.947] ,157
[2020-04-10 15:49:06.047] ,105
[2020-04-10 15:49:06.147] ,85
[2020-04-10 15:49:06.247] ,110
[2020-04-10 15:49:06.348] ,207
[2020-04-10 15:49:06.448] ,216
[2020-04-10 15:49:06.549] ,138
[2020-04-10 15:49:06.649] ,104
[2020-04-10 15:49:06.748] ,75
[2020-04-10 15:49:06.847] ,58
[2020-04-10 15:49:06.947] ,182
[2020-04-10 15:49:07.047] ,367
[2020-04-10 15:49:07.147] ,184
[2020-04-10 15:49:07.247] ,96
[2020-04-10 15:49:07.345] ,276
[2020-04-10 15:49:07.445] ,145
[2020-04-10 15:49:07.545] ,93
[2020-04-10 15:49:07.645] ,256
[2020-04-10 15:49:07.745] ,351
[2020-04-10 15:49:07.852] ,190
[2020-04-10 15:49:07.951] ,93
[2020-04-10 15:49:08.051] ,74
[2020-04-10 15:49:08.152] ,49
[2020-04-10 15:49:08.252] ,51
[2020-04-10 15:49:08.353] ,181
[2020-04-10 15:49:08.453] ,161
[2020-04-10 15:49:08.553] ,97
[2020-04-10 15:49:08.653] ,76
[2020-04-10 15:49:08.753] ,57
[2020-04-10 15:49:08.844] ,46
[2020-04-10 15:49:08.944] ,61
[2020-04-10 15:49:09.054] ,177
[2020-04-10 15:49:09.154] ,122
[2020-04-10 15:49:09.254] ,70
[2020-04-10 15:49:09.353] ,69
[2020-04-10 15:49:09.454] ,55
[2020-04-10 15:49:09.553] ,70
[2020-04-10 15:49:09.653] ,36
[2020-04-10 15:49:09.753] ,40
[2020-04-10 15:49:09.856] ,38
[2020-04-10 15:49:09.956] ,32
[2020-04-10 15:49:10.056] ,40
[2020-04-10 15:49:10.157] ,30
[2020-04-10 15:49:10.257] ,30
[2020-04-10 15:49:10.358] ,30
[2020-04-10 15:49:10.458] ,33
[2020-04-10 15:49:10.559] ,32
[2020-04-10 15:49:10.659] ,22
[2020-04-10 15:49:10.759] ,44
[2020-04-10 15:49:10.859] ,38
[2020-04-10 15:49:10.959] ,30
[2020-04-10 15:49:11.059] ,39
[2020-04-10 15:49:11.159] ,49
[2020-04-10 15:49:11.259] ,39
[2020-04-10 15:49:11.359] ,30
[2020-04-10 15:49:11.459] ,44
[2020-04-10 15:49:11.559] ,41
[2020-04-10 15:49:11.658] ,33
[2020-04-10 15:49:11.759] ,160
[2020-04-10 15:49:11.862] ,303
[2020-04-10 15:49:11.962] ,222
[2020-04-10 15:49:12.063] ,112
[2020-04-10 15:49:12.162] ,75
[2020-04-10 15:49:12.262] ,48
[2020-04-10 15:49:12.362] ,42
[2020-04-10 15:49:12.463] ,210
[2020-04-10 15:49:12.564] ,402
[2020-04-10 15:49:12.664] ,314
[2020-04-10 15:49:12.764] ,160
[2020-04-10 15:49:12.864] ,220
[2020-04-10 15:49:12.960] ,134
[2020-04-10 15:49:13.060] ,82
[2020-04-10 15:49:13.160] ,62
[2020-04-10 15:49:13.260] ,65
[2020-04-10 15:49:13.360] ,51
[2020-04-10 15:49:13.460] ,46
[2020-04-10 15:49:13.560] ,64
[2020-04-10 15:49:13.660] ,43
[2020-04-10 15:49:13.760] ,36
[2020-04-10 15:49:13.866] ,154
[2020-04-10 15:49:13.966] ,283
[2020-04-10 15:49:14.067] ,209
[2020-04-10 15:49:14.167] ,118
[2020-04-10 15:49:14.267] ,204
[2020-04-10 15:49:14.367] ,159
[2020-04-10 15:49:14.467] ,100
[2020-04-10 15:49:14.573] ,166
[2020-04-10 15:49:14.668] ,295
[2020-04-10 15:49:14.769] ,224
[2020-04-10 15:49:14.869] ,139
[2020-04-10 15:49:14.966] ,177
[2020-04-10 15:49:15.064] ,120
[2020-04-10 15:49:15.164] ,88
[2020-04-10 15:49:15.264] ,88
[2020-04-10 15:49:15.364] ,106
[2020-04-10 15:49:15.474] ,80
[2020-04-10 15:49:15.564] ,65
[2020-04-10 15:49:15.665] ,127
[2020-04-10 15:49:15.764] ,76
[2020-04-10 15:49:15.870] ,66
[2020-04-10 15:49:15.971] ,224
[2020-04-10 15:49:16.071] ,256
[2020-04-10 15:49:16.172] ,175
[2020-04-10 15:49:16.272] ,109
[2020-04-10 15:49:16.370] ,86
[2020-04-10 15:49:16.467] ,63
[2020-04-10 15:49:16.566] ,49
[2020-04-10 15:49:16.666] ,56
[2020-04-10 15:49:16.766] ,49
[2020-04-10 15:49:16.873] ,45
[2020-04-10 15:49:16.970] ,45
[2020-04-10 15:49:17.067] ,49
[2020-04-10 15:49:17.167] ,33
[2020-04-10 15:49:17.267] ,37
[2020-04-10 15:49:17.367] ,41
[2020-04-10 15:49:17.467] ,40
[2020-04-10 15:49:17.567] ,31
[2020-04-10 15:49:17.667] ,41
[2020-04-10 15:49:17.767] ,43
[2020-04-10 15:49:17.876] ,32
[2020-04-10 15:49:17.976] ,50
[2020-04-10 15:49:18.077] ,135
[2020-04-10 15:49:18.177] ,113
[2020-04-10 15:49:18.277] ,68
[2020-04-10 15:49:18.377] ,46
[2020-04-10 15:49:18.471] ,42
[2020-04-10 15:49:18.578] ,33
[2020-04-10 15:49:18.678] ,46
[2020-04-10 15:49:18.778] ,67
[2020-04-10 15:49:18.879] ,68
[2020-04-10 15:49:18.978] ,51
[2020-04-10 15:49:19.079] ,56
[2020-04-10 15:49:19.179] ,53
[2020-04-10 15:49:19.280] ,30
[2020-04-10 15:49:19.380] ,88
[2020-04-10 15:49:19.482] ,329
[2020-04-10 15:49:19.582] ,276
[2020-04-10 15:49:19.683] ,141
[2020-04-10 15:49:19.782] ,84
[2020-04-10 15:49:19.877] ,62
[2020-04-10 15:49:19.976] ,42
[2020-04-10 15:49:20.076] ,46
[2020-04-10 15:49:20.176] ,56
[2020-04-10 15:49:20.275] ,48
[2020-04-10 15:49:20.375] ,48
[2020-04-10 15:49:20.475] ,55
[2020-04-10 15:49:20.575] ,45
[2020-04-10 15:49:20.675] ,37
[2020-04-10 15:49:20.785] ,52
[2020-04-10 15:49:20.884] ,68
[2020-04-10 15:49:20.985] ,58
[2020-04-10 15:49:21.085] ,46
[2020-04-10 15:49:21.185] ,50
[2020-04-10 15:49:21.285] ,60
[2020-04-10 15:49:21.385] ,40
[2020-04-10 15:49:21.485] ,38
[2020-04-10 15:49:21.585] ,60
[2020-04-10 15:49:21.686] ,58
[2020-04-10 15:49:21.786] ,39
[2020-04-10 15:49:21.886] ,41
[2020-04-10 15:49:21.985] ,41
[2020-04-10 15:49:22.085] ,33
[2020-04-10 15:49:22.185] ,33
[2020-04-10 15:49:22.285] ,81
[2020-04-10 15:49:22.385] ,58
[2020-04-10 15:49:22.484] ,40
[2020-04-10 15:49:22.585] ,37
[2020-04-10 15:49:22.684] ,43
[2020-04-10 15:49:22.784] ,36
[2020-04-10 15:49:22.888] ,84
[2020-04-10 15:49:22.990] ,190
[2020-04-10 15:49:23.089] ,187
[2020-04-10 15:49:23.190] ,109
[2020-04-10 15:49:23.290] ,72
[2020-04-10 15:49:23.389] ,57
[2020-04-10 15:49:23.489] ,48
[2020-04-10 15:49:23.590] ,87
[2020-04-10 15:49:23.691] ,224
[2020-04-10 15:49:23.791] ,252
[2020-04-10 15:49:23.889] ,170
[2020-04-10 15:49:23.989] ,99
[2020-04-10 15:49:24.089] ,77
[2020-04-10 15:49:24.189] ,55
[2020-04-10 15:49:24.289] ,42
[2020-04-10 15:49:24.389] ,50
[2020-04-10 15:49:24.489] ,44
[2020-04-10 15:49:24.589] ,41
[2020-04-10 15:49:24.689] ,68
[2020-04-10 15:49:24.789] ,50
[2020-04-10 15:49:24.894] ,43
[2020-04-10 15:49:24.995] ,84
[2020-04-10 15:49:25.097] ,259
[2020-04-10 15:49:25.197] ,248
[2020-04-10 15:49:25.298] ,156
[2020-04-10 15:49:25.397] ,97
[2020-04-10 15:49:25.498] ,74
[2020-04-10 15:49:25.598] ,52
[2020-04-10 15:49:25.698] ,81
[2020-04-10 15:49:25.799] ,230
[2020-04-10 15:49:25.899] ,246
[2020-04-10 15:49:25.995] ,195
[2020-04-10 15:49:26.095] ,127
[2020-04-10 15:49:26.195] ,96
[2020-04-10 15:49:26.294] ,70
[2020-04-10 15:49:26.394] ,57
[2020-04-10 15:49:26.494] ,58
[2020-04-10 15:49:26.594] ,50
[2020-04-10 15:49:26.694] ,43
[2020-04-10 15:49:26.794] ,49
[2020-04-10 15:49:26.900] ,46
[2020-04-10 15:49:27.000] ,31
[2020-04-10 15:49:27.101] ,33
[2020-04-10 15:49:27.201] ,41
[2020-04-10 15:49:27.301] ,36
[2020-04-10 15:49:27.401] ,25
[2020-04-10 15:49:27.502] ,32
[2020-04-10 15:49:27.602] ,36
[2020-04-10 15:49:27.703] ,29
[2020-04-10 15:49:27.804] ,114
[2020-04-10 15:49:27.897] ,273
[2020-04-10 15:49:27.997] ,266
[2020-04-10 15:49:28.097] ,151
[2020-04-10 15:49:28.197] ,90
[2020-04-10 15:49:28.297] ,64
[2020-04-10 15:49:28.397] ,58
[2020-04-10 15:49:28.497] ,52
[2020-04-10 15:49:28.597] ,55
[2020-04-10 15:49:28.697] ,49
[2020-04-10 15:49:28.797] ,32
[2020-04-10 15:49:28.904] ,41
[2020-04-10 15:49:29.005] ,36
[2020-04-10 15:49:29.106] ,26
[2020-04-10 15:49:29.206] ,36
[2020-04-10 15:49:29.306] ,46
[2020-04-10 15:49:29.407] ,42
[2020-04-10 15:49:29.506] ,34
[2020-04-10 15:49:29.607] ,50
[2020-04-10 15:49:29.707] ,31
[2020-04-10 15:49:29.808] ,24
[2020-04-10 15:49:29.908] ,39
[2020-04-10 15:49:30.008] ,45
[2020-04-10 15:49:30.108] ,30
[2020-04-10 15:49:30.209] ,31
[2020-04-10 15:49:30.309] ,57
[2020-04-10 15:49:30.410] ,32
[2020-04-10 15:49:30.510] ,36
[2020-04-10 15:49:30.611] ,42
[2020-04-10 15:49:30.711] ,46
[2020-04-10 15:49:30.811] ,37
[2020-04-10 15:49:30.907] ,32
[2020-04-10 15:49:31.007] ,55
[2020-04-10 15:49:31.107] ,38
[2020-04-10 15:49:31.207] ,27
[2020-04-10 15:49:31.307] ,46
[2020-04-10 15:49:31.407] ,42
[2020-04-10 15:49:31.507] ,36
[2020-04-10 15:49:31.607] ,67
[2020-04-10 15:49:31.707] ,84
[2020-04-10 15:49:31.807] ,48
[2020-04-10 15:49:31.914] ,36
[2020-04-10 15:49:32.016] ,187
[2020-04-10 15:49:32.115] ,89
[2020-04-10 15:49:32.215] ,60
[2020-04-10 15:49:32.315] ,57
[2020-04-10 15:49:32.416] ,48
[2020-04-10 15:49:32.515] ,38
[2020-04-10 15:49:32.616] ,37
[2020-04-10 15:49:32.716] ,41
[2020-04-10 15:49:32.816] ,38
[2020-04-10 15:49:32.917] ,32
[2020-04-10 15:49:33.017] ,52
[2020-04-10 15:49:33.117] ,41
[2020-04-10 15:49:33.216] ,37
[2020-04-10 15:49:33.317] ,38
[2020-04-10 15:49:33.417] ,45
[2020-04-10 15:49:33.518] ,36
[2020-04-10 15:49:33.617] ,32
[2020-04-10 15:49:33.718] ,44
[2020-04-10 15:49:33.816] ,38
[2020-04-10 15:49:33.919] ,34
[2020-04-10 15:49:34.017] ,31
[2020-04-10 15:49:34.114] ,30
[2020-04-10 15:49:34.214] ,32
[2020-04-10 15:49:34.314] ,43
[2020-04-10 15:49:34.414] ,61
[2020-04-10 15:49:34.514] ,41
[2020-04-10 15:49:34.624] ,28
[2020-04-10 15:49:34.714] ,38
[2020-04-10 15:49:34.814] ,42
[2020-04-10 15:49:34.922] ,33
[2020-04-10 15:49:35.022] ,46
[2020-04-10 15:49:35.123] ,50
[2020-04-10 15:49:35.223] ,38
[2020-04-10 15:49:35.323] ,31
[2020-04-10 15:49:35.423] ,42
[2020-04-10 15:49:35.523] ,36
[2020-04-10 15:49:35.624] ,36
[2020-04-10 15:49:35.724] ,62
[2020-04-10 15:49:35.817] ,45
[2020-04-10 15:49:35.916] ,33
[2020-04-10 15:49:36.016] ,41
[2020-04-10 15:49:36.116] ,40
[2020-04-10 15:49:36.216] ,31
[2020-04-10 15:49:36.325] ,30
[2020-04-10 15:49:36.425] ,52
[2020-04-10 15:49:36.525] ,38
[2020-04-10 15:49:36.625] ,32
[2020-04-10 15:49:36.725] ,56
[2020-04-10 15:49:36.827] ,45
[2020-04-10 15:49:36.927] ,37
[2020-04-10 15:49:37.026] ,33
[2020-04-10 15:49:37.126] ,41
[2020-04-10 15:49:37.227] ,33
[2020-04-10 15:49:37.327] ,41
[2020-04-10 15:49:37.428] ,46
[2020-04-10 15:49:37.528] ,53
[2020-04-10 15:49:37.627] ,52
[2020-04-10 15:49:37.728] ,67
[2020-04-10 15:49:37.827] ,78
[2020-04-10 15:49:37.927] ,84
[2020-04-10 15:49:38.027] ,81
[2020-04-10 15:49:38.127] ,86
[2020-04-10 15:49:38.227] ,89
[2020-04-10 15:49:38.327] ,93
[2020-04-10 15:49:38.427] ,100
[2020-04-10 15:49:38.527] ,108
[2020-04-10 15:49:38.626] ,108
[2020-04-10 15:49:38.727] ,100
[2020-04-10 15:49:38.830] ,93
[2020-04-10 15:49:38.930] ,87
[2020-04-10 15:49:39.031] ,77
[2020-04-10 15:49:39.131] ,77
[2020-04-10 15:49:39.233] ,78
[2020-04-10 15:49:39.334] ,113
[2020-04-10 15:49:39.435] ,175
[2020-04-10 15:49:39.536] ,219
[2020-04-10 15:49:39.636] ,257
[2020-04-10 15:49:39.735] ,280
[2020-04-10 15:49:39.836] ,294
[2020-04-10 15:49:39.936] ,301
[2020-04-10 15:49:40.036] ,298
[2020-04-10 15:49:40.136] ,295
[2020-04-10 15:49:40.237] ,290
[2020-04-10 15:49:40.337] ,293
[2020-04-10 15:49:40.438] ,276
[2020-04-10 15:49:40.538] ,260
[2020-04-10 15:49:40.638] ,262
[2020-04-10 15:49:40.739] ,268
[2020-04-10 15:49:40.838] ,274
[2020-04-10 15:49:40.935] ,277
[2020-04-10 15:49:41.035] ,282
[2020-04-10 15:49:41.135] ,286
[2020-04-10 15:49:41.234] ,293
[2020-04-10 15:49:41.334] ,300
[2020-04-10 15:49:41.434] ,305
[2020-04-10 15:49:41.534] ,309
[2020-04-10 15:49:41.634] ,315
