,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
34,553504196.0,10.0,217.0,10.0,55.0,50.0,228.0,25.0,1036.0,42.0,310.0,1145.0,712.0,1138.0,0.0,539.0,12.0,105.0,541.0,14.0,295.0,122.0,786.0,84.0,678.0,385.0,20.0,508.0,526.0,22.0,402.0,564.0,807.0,567.0,0.0,456.0,1150.0,795.0,164.0,466.0,2.0,209.0,0.0,187.0,158.0,18.0,1171.0,243.0,55.0,144.0,0.0,0.0,116.0,29.0,57.0,410.0,145.0,108.0,78.0,25.0
35,66122954.0,1.0,101.0,5.0,24.0,28.0,92.0,7.0,299.0,31.0,139.0,322.0,190.0,267.0,0.0,177.0,5.0,62.0,176.0,12.0,63.0,57.0,229.0,11.0,234.0,163.0,1.0,217.0,197.0,10.0,127.0,132.0,271.0,232.0,456.0,0.0,315.0,267.0,52.0,101.0,2.0,55.0,0.0,94.0,44.0,13.0,242.0,113.0,30.0,58.0,0.0,0.0,15.0,13.0,25.0,127.0,47.0,59.0,42.0,11.0
36,7.042462039075963e+17,0.0,145.0,4.0,24.0,32.0,188.0,6.0,669.0,31.0,258.0,756.0,265.0,621.0,0.0,205.0,4.0,97.0,296.0,14.0,54.0,57.0,558.0,5.0,464.0,265.0,0.0,302.0,251.0,13.0,253.0,220.0,433.0,427.0,1150.0,315.0,0.0,525.0,121.0,321.0,2.0,146.0,0.0,147.0,35.0,18.0,688.0,148.0,45.0,86.0,0.0,0.0,7.0,14.0,28.0,256.0,33.0,85.0,69.0,14.0
37,7.469687692437996e+17,0.0,173.0,4.0,23.0,34.0,197.0,5.0,580.0,32.0,205.0,662.0,317.0,414.0,0.0,240.0,3.0,88.0,322.0,13.0,60.0,61.0,305.0,5.0,326.0,364.0,0.0,262.0,220.0,12.0,199.0,185.0,659.0,418.0,795.0,267.0,525.0,0.0,51.0,88.0,2.0,68.0,0.0,102.0,38.0,15.0,388.0,146.0,43.0,89.0,0.0,0.0,10.0,18.0,27.0,224.0,36.0,83.0,72.0,7.0
38,7.513127665063731e+17,1.0,19.0,4.0,10.0,6.0,25.0,5.0,73.0,8.0,34.0,134.0,67.0,128.0,0.0,46.0,1.0,12.0,46.0,5.0,26.0,12.0,113.0,18.0,98.0,28.0,3.0,39.0,39.0,4.0,53.0,54.0,55.0,49.0,164.0,52.0,121.0,51.0,0.0,76.0,0.0,57.0,0.0,39.0,9.0,1.0,131.0,24.0,8.0,22.0,0.0,0.0,11.0,10.0,7.0,62.0,14.0,17.0,16.0,3.0
39,7.525573371524547e+17,0.0,23.0,1.0,3.0,3.0,48.0,1.0,118.0,4.0,73.0,276.0,55.0,289.0,0.0,32.0,1.0,22.0,81.0,2.0,5.0,9.0,246.0,1.0,179.0,25.0,0.0,53.0,25.0,1.0,112.0,77.0,76.0,74.0,466.0,101.0,321.0,88.0,76.0,0.0,0.0,107.0,0.0,56.0,4.0,4.0,370.0,23.0,9.0,33.0,0.0,0.0,2.0,4.0,4.0,116.0,5.0,17.0,14.0,8.0
40,7.793474572053463e+17,0.0,2.0,1.0,1.0,2.0,0.0,1.0,3.0,2.0,2.0,2.0,3.0,2.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,2.0,2.0,0.0,2.0,2.0,0.0,3.0,3.0,0.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,0.0
41,7.93680660850434e+17,0.0,32.0,2.0,8.0,14.0,50.0,2.0,88.0,8.0,65.0,161.0,52.0,155.0,0.0,38.0,3.0,21.0,75.0,5.0,13.0,14.0,122.0,3.0,114.0,34.0,0.0,38.0,30.0,3.0,84.0,76.0,64.0,71.0,209.0,55.0,146.0,68.0,57.0,107.0,0.0,0.0,0.0,36.0,12.0,4.0,206.0,28.0,22.0,29.0,0.0,0.0,4.0,4.0,9.0,86.0,16.0,28.0,26.0,10.0
42,7.965865850138092e+17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,8.152582154747453e+17,0.0,51.0,4.0,18.0,15.0,44.0,3.0,109.0,16.0,51.0,154.0,80.0,132.0,0.0,81.0,3.0,19.0,71.0,10.0,31.0,28.0,126.0,3.0,110.0,67.0,0.0,80.0,72.0,7.0,82.0,78.0,98.0,111.0,187.0,94.0,147.0,102.0,39.0,56.0,1.0,36.0,0.0,0.0,17.0,3.0,127.0,48.0,22.0,26.0,0.0,0.0,5.0,10.0,13.0,68.0,20.0,41.0,26.0,4.0
44,8.16603217605718e+17,2.0,49.0,5.0,22.0,19.0,17.0,13.0,127.0,18.0,27.0,43.0,216.0,108.0,0.0,186.0,14.0,9.0,115.0,5.0,153.0,54.0,62.0,45.0,70.0,43.0,4.0,89.0,163.0,10.0,63.0,131.0,137.0,71.0,158.0,44.0,35.0,38.0,9.0,4.0,1.0,12.0,0.0,17.0,0.0,7.0,51.0,96.0,22.0,24.0,0.0,0.0,83.0,5.0,24.0,50.0,78.0,20.0,17.0,9.0
45,8.23040761134465e+17,0.0,9.0,1.0,1.0,3.0,7.0,2.0,24.0,2.0,15.0,15.0,17.0,11.0,0.0,10.0,1.0,6.0,13.0,1.0,6.0,3.0,8.0,3.0,12.0,9.0,0.0,12.0,15.0,4.0,7.0,12.0,15.0,17.0,18.0,13.0,18.0,15.0,1.0,4.0,0.0,4.0,0.0,3.0,7.0,0.0,10.0,14.0,2.0,2.0,0.0,0.0,4.0,2.0,3.0,4.0,6.0,3.0,5.0,1.0
46,8.292044062142587e+17,3.0,128.0,6.0,31.0,27.0,184.0,14.0,416.0,26.0,198.0,724.0,306.0,734.0,0.0,211.0,2.0,72.0,298.0,10.0,103.0,65.0,518.0,40.0,427.0,162.0,7.0,165.0,157.0,13.0,287.0,299.0,358.0,277.0,1171.0,242.0,688.0,388.0,131.0,370.0,2.0,206.0,0.0,127.0,51.0,10.0,0.0,115.0,43.0,112.0,0.0,0.0,37.0,19.0,35.0,286.0,71.0,76.0,77.0,22.0
47,8.38255186539864e+17,3.0,100.0,4.0,23.0,25.0,51.0,13.0,209.0,30.0,86.0,169.0,222.0,142.0,0.0,166.0,12.0,40.0,156.0,12.0,92.0,56.0,135.0,40.0,142.0,110.0,5.0,137.0,176.0,11.0,94.0,153.0,198.0,147.0,243.0,113.0,148.0,146.0,24.0,23.0,2.0,28.0,0.0,48.0,96.0,14.0,115.0,0.0,32.0,51.0,0.0,0.0,58.0,11.0,28.0,97.0,57.0,51.0,37.0,7.0
48,8.670853615281889e+17,0.0,38.0,4.0,15.0,20.0,24.0,4.0,50.0,15.0,38.0,48.0,49.0,56.0,0.0,41.0,5.0,9.0,48.0,7.0,30.0,27.0,45.0,6.0,48.0,34.0,0.0,38.0,42.0,7.0,40.0,50.0,48.0,48.0,55.0,30.0,45.0,43.0,8.0,9.0,1.0,22.0,0.0,22.0,22.0,2.0,43.0,32.0,0.0,20.0,0.0,0.0,13.0,6.0,14.0,39.0,19.0,28.0,23.0,5.0
49,8.690339645598392e+17,4.0,50.0,5.0,22.0,17.0,38.0,11.0,93.0,20.0,42.0,107.0,116.0,112.0,0.0,82.0,5.0,35.0,76.0,9.0,55.0,38.0,74.0,29.0,84.0,53.0,7.0,62.0,78.0,6.0,60.0,84.0,113.0,62.0,144.0,58.0,86.0,89.0,22.0,33.0,2.0,29.0,0.0,26.0,24.0,2.0,112.0,51.0,20.0,0.0,0.0,0.0,18.0,8.0,19.0,77.0,34.0,27.0,23.0,8.0
50,8.697949348904796e+17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,8.818545596934267e+17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,8.842459902779064e+17,8.0,29.0,3.0,20.0,10.0,5.0,16.0,89.0,5.0,7.0,16.0,223.0,87.0,0.0,167.0,9.0,6.0,93.0,2.0,141.0,36.0,37.0,84.0,43.0,23.0,14.0,64.0,149.0,8.0,39.0,145.0,104.0,34.0,116.0,15.0,7.0,10.0,11.0,2.0,0.0,4.0,0.0,5.0,83.0,4.0,37.0,58.0,13.0,18.0,0.0,0.0,0.0,7.0,15.0,30.0,96.0,6.0,6.0,9.0
53,8.879175210383032e+17,0.0,19.0,3.0,10.0,6.0,4.0,3.0,26.0,5.0,11.0,28.0,31.0,24.0,0.0,21.0,1.0,7.0,19.0,3.0,12.0,6.0,14.0,9.0,16.0,13.0,0.0,16.0,28.0,1.0,25.0,27.0,26.0,22.0,29.0,13.0,14.0,18.0,10.0,4.0,0.0,4.0,0.0,10.0,5.0,2.0,19.0,11.0,6.0,8.0,0.0,0.0,7.0,0.0,8.0,15.0,12.0,9.0,6.0,4.0
