date and time,value
[2020-04-10 14:49:26.557] 619,
[2020-04-10 14:49:26.577] 617,
[2020-04-10 14:49:26.577] 624,
[2020-04-10 14:49:26.577] 624,
[2020-04-10 14:49:26.577] 622,
[2020-04-10 14:49:26.577] 625,
[2020-04-10 14:49:26.577] 620,
[2020-04-10 14:49:26.577] 620,
[2020-04-10 14:49:26.577] 610,
[2020-04-10 14:49:26.577] 612,
[2020-04-10 14:49:26.577] 609,
[2020-04-10 14:49:26.577] 603,
[2020-04-10 14:49:26.577] 604,
[2020-04-10 14:49:26.577] 607,
[2020-04-10 14:49:26.577] 607,
[2020-04-10 14:49:26.577] 607,
[2020-04-10 14:49:26.577] 604,
[2020-04-10 14:49:26.577] 600,
[2020-04-10 14:49:26.577] 602,
[2020-04-10 14:49:26.577] 602,
[2020-04-10 14:49:26.577] 597,
[2020-04-10 14:49:26.577] 600,
[2020-04-10 14:49:26.577] 597,
[2020-04-10 14:49:26.577] 593,
[2020-04-10 14:49:26.577] 577,
[2020-04-10 14:49:26.577] 549,
[2020-04-10 14:49:26.577] 537,
[2020-04-10 14:49:26.577] 581,
[2020-04-10 14:49:26.577] 595,
[2020-04-10 14:49:26.577] 584,
[2020-04-10 14:49:26.577] 552,
[2020-04-10 14:49:26.577] 516,
[2020-04-10 14:49:26.577] 533,
[2020-04-10 14:49:26.577] 560,
[2020-04-10 14:49:26.577] 556,
[2020-04-10 14:49:26.577] 562,
[2020-04-10 14:49:26.577] 594,
[2020-04-10 14:49:26.577] 618,
[2020-04-10 14:49:26.577] 624,
[2020-04-10 14:49:26.577] 624,
[2020-04-10 14:49:26.577] 627,
[2020-04-10 14:49:26.577] 639,
[2020-04-10 14:49:26.577] 642,
[2020-04-10 14:49:26.577] 643,
[2020-04-10 14:49:26.577] 639,
[2020-04-10 14:49:26.577] 644,
[2020-04-10 14:49:26.577] 661,
[2020-04-10 14:49:26.577] 664,
[2020-04-10 14:49:26.577] 666,
[2020-04-10 14:49:26.577] 663,
[2020-04-10 14:49:26.577] 666,
[2020-04-10 14:49:26.577] 670,
[2020-04-10 14:49:26.577] 674,
[2020-04-10 14:49:26.577] 672,
[2020-04-10 14:49:26.577] 672,
[2020-04-10 14:49:26.577] 676,
[2020-04-10 14:49:26.577] 690,
[2020-04-10 14:49:26.577] 701,
[2020-04-10 14:49:26.577] 700,
[2020-04-10 14:49:26.577] 710,
[2020-04-10 14:49:26.577] 715,
[2020-04-10 14:49:26.577] 722,
[2020-04-10 14:49:26.577] 721,
[2020-04-10 14:49:26.577] 723,
[2020-04-10 14:49:26.577] 727,
[2020-04-10 14:49:26.577] 733,
[2020-04-10 14:49:26.577] 733,
[2020-04-10 14:49:26.577] 734,
