,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
25,3977451149.0,0.0,18.0,6.0,39.0,53.0,16.0,51.0,9.0,44.0,27.0,0.0,7.0,0.0,9.0,42.0,26.0,0.0,21.0,19.0,39.0,72.0,38.0,26.0,37.0,0.0,47.0,46.0,1.0,12.0,30.0,0.0,62.0,48.0,13.0,1.0,16.0,8.0,47.0,17.0
26,4605077532.0,0.0,23.0,8.0,66.0,109.0,13.0,102.0,20.0,100.0,50.0,0.0,7.0,0.0,12.0,82.0,57.0,0.0,44.0,22.0,56.0,256.0,63.0,28.0,74.0,47.0,0.0,145.0,0.0,27.0,47.0,0.0,130.0,114.0,26.0,1.0,56.0,12.0,97.0,23.0
27,4641784512.0,0.0,66.0,11.0,110.0,210.0,59.0,225.0,35.0,137.0,62.0,0.0,22.0,3.0,31.0,172.0,82.0,0.0,92.0,54.0,110.0,251.0,101.0,65.0,197.0,46.0,145.0,0.0,1.0,33.0,88.0,0.0,210.0,170.0,66.0,4.0,54.0,12.0,151.0,56.0
28,4777301054.0,0.0,7.0,5.0,1.0,5.0,13.0,6.0,6.0,2.0,0.0,0.0,0.0,3.0,0.0,4.0,1.0,0.0,6.0,6.0,0.0,3.0,0.0,1.0,36.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0
29,607706539.0,0.0,19.0,10.0,43.0,59.0,9.0,44.0,17.0,35.0,23.0,0.0,8.0,2.0,13.0,46.0,30.0,0.0,32.0,20.0,24.0,48.0,23.0,14.0,86.0,12.0,27.0,33.0,2.0,0.0,31.0,0.0,48.0,38.0,17.0,1.0,4.0,4.0,38.0,14.0
30,7.399879963052974e+17,0.0,45.0,14.0,95.0,127.0,38.0,139.0,34.0,77.0,56.0,0.0,20.0,1.0,29.0,235.0,71.0,0.0,74.0,55.0,83.0,139.0,62.0,56.0,134.0,30.0,47.0,88.0,0.0,31.0,0.0,0.0,131.0,81.0,153.0,6.0,5.0,9.0,100.0,46.0
31,7.597347753807053e+17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,7.782523560687043e+17,0.0,89.0,24.0,173.0,306.0,85.0,357.0,61.0,166.0,88.0,0.0,26.0,4.0,39.0,238.0,136.0,0.0,108.0,100.0,141.0,311.0,136.0,74.0,265.0,62.0,130.0,210.0,1.0,48.0,131.0,0.0,0.0,191.0,76.0,9.0,48.0,12.0,211.0,71.0
33,7.889996871100703e+17,0.0,70.0,13.0,127.0,179.0,32.0,194.0,37.0,135.0,65.0,0.0,20.0,1.0,27.0,155.0,94.0,0.0,79.0,50.0,101.0,220.0,89.0,48.0,166.0,48.0,114.0,170.0,1.0,38.0,81.0,0.0,191.0,0.0,49.0,7.0,43.0,11.0,149.0,45.0
34,8.02061874401579e+17,0.0,35.0,13.0,50.0,89.0,21.0,71.0,22.0,48.0,26.0,0.0,14.0,0.0,8.0,238.0,36.0,0.0,41.0,22.0,44.0,95.0,35.0,32.0,91.0,13.0,26.0,66.0,1.0,17.0,153.0,0.0,76.0,49.0,0.0,3.0,8.0,3.0,58.0,33.0
35,8.210035890741002e+17,0.0,2.0,1.0,7.0,9.0,2.0,10.0,2.0,5.0,0.0,0.0,1.0,0.0,0.0,8.0,3.0,0.0,2.0,2.0,2.0,9.0,2.0,2.0,7.0,1.0,1.0,4.0,0.0,1.0,6.0,0.0,9.0,7.0,3.0,0.0,0.0,0.0,4.0,4.0
36,8.944564447575286e+17,0.0,5.0,7.0,17.0,33.0,5.0,18.0,8.0,46.0,9.0,0.0,2.0,0.0,3.0,16.0,8.0,0.0,7.0,5.0,16.0,158.0,20.0,7.0,16.0,16.0,56.0,54.0,0.0,4.0,5.0,0.0,48.0,43.0,8.0,0.0,0.0,5.0,31.0,10.0
37,9.058013907143803e+17,0.0,3.0,3.0,11.0,9.0,1.0,10.0,0.0,13.0,10.0,0.0,2.0,0.0,0.0,10.0,8.0,0.0,6.0,8.0,10.0,15.0,11.0,6.0,7.0,8.0,12.0,12.0,0.0,4.0,9.0,0.0,12.0,11.0,3.0,0.0,5.0,0.0,12.0,5.0
38,9.067602211957678e+17,0.0,61.0,13.0,140.0,194.0,46.0,232.0,41.0,136.0,72.0,0.0,19.0,0.0,24.0,175.0,105.0,0.0,76.0,55.0,111.0,212.0,95.0,58.0,160.0,47.0,97.0,151.0,1.0,38.0,100.0,0.0,211.0,149.0,58.0,4.0,31.0,12.0,0.0,55.0
39,9.103953294256579e+17,0.0,58.0,14.0,44.0,83.0,27.0,90.0,21.0,44.0,24.0,0.0,17.0,3.0,18.0,77.0,36.0,0.0,32.0,28.0,49.0,73.0,31.0,30.0,97.0,17.0,23.0,56.0,2.0,14.0,46.0,0.0,71.0,45.0,33.0,4.0,10.0,5.0,55.0,0.0
