,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111
0,-1.0,102060476.0,104185680.0,10828832.0,108309054.0,109185056.0,110036136.0,110386722.0,125470201.0,132960957.0,1336798825.0,137517189.0,1412416507.0,1455189308.0,15384074.0,163184764.0,164273369.0,165022469.0,1662150878.0,1725566162.0,173913549.0,2165335285.0,216652251.0,220549556.0,2217554118.0,2308200960.0,2312666110.0,2322631698.0,233878129.0,236220688.0,2433167971.0,2440076029.0,247753993.0,2500925480.0,252471450.0,2539348380.0,25958014.0,2604269677.0,2616922178.0,26229151.0,2646548988.0,265282714.0,267091771.0,271978930.0,279325818.0,2830491665.0,2834910175.0,284977488.0,287034757.0,2924453283.0,293400295.0,293612978.0,2940406483.0,295565112.0,3002882886.0,3061452036.0,307982712.0,308716323.0,311896582.0,314471712.0,3185465988.0,3275418330.0,3297710888.0,3316532628.0,35683805.0,3573668774.0,360509494.0,360616453.0,376033636.0,378294105.0,40701166.0,408211111.0,4124533399.0,4184127132.0,425941314.0,428983988.0,44325320.0,450694223.0,4692065719.0,471117774.0,47320106.0,481269791.0,484098443.0,592023776.0,611089602.0,615902840.0,63110079.0,63372848.0,66616464.0,74040326.0,76870357.0,770928300.0,77657903.0,786723998.0,803977189.0,80908093.0,83560728.0,85048560.0,859470116.0,86367032.0,8.941528950709617e+17,8.99890659200385e+17,9.013487716399432e+17,90877803.0,9.118995010481111e+17,91552207.0,9.173375749429289e+17,9.32300298395181e+17,93617861.0,94029772.0,9.437235439210168e+17,96735343.0
1,102060476.0,0.0,5.0,0.0,1.0,4.0,18.0,0.0,0.0,12.0,32.0,2.0,14.0,0.0,0.0,15.0,9.0,22.0,9.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,2.0,6.0,3.0,0.0,2.0,5.0,1.0,0.0,20.0,1.0,19.0,7.0,0.0,0.0,40.0,0.0,0.0,8.0,16.0,1.0,5.0,2.0,3.0,5.0,19.0,1.0,10.0,5.0,4.0,0.0,0.0,0.0,14.0,0.0,7.0,4.0,0.0,6.0,29.0,3.0,4.0,13.0,5.0,3.0,1.0,17.0,1.0,4.0,1.0,3.0,2.0,1.0,0.0,1.0,4.0,0.0,1.0,9.0,2.0,0.0,5.0,0.0,0.0,4.0,3.0,1.0,0.0,8.0,1.0,0.0,0.0,11.0,2.0,15.0,5.0,15.0,2.0
2,104185680.0,5.0,0.0,16.0,2.0,0.0,7.0,0.0,1.0,5.0,11.0,2.0,3.0,0.0,0.0,0.0,13.0,7.0,0.0,1.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,4.0,4.0,0.0,1.0,0.0,2.0,1.0,6.0,1.0,5.0,5.0,2.0,2.0,0.0,0.0,1.0,8.0,0.0,3.0,0.0,0.0,1.0,12.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,2.0,3.0,1.0,5.0,0.0,1.0,5.0,0.0,1.0,11.0,0.0,3.0,3.0,1.0,6.0,8.0,0.0,2.0,3.0,3.0,1.0,3.0,6.0,1.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,4.0,1.0,2.0,6.0,2.0,1.0,3.0,0.0,2.0,1.0,5.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,18.0,6.0,1.0
3,10828832.0,0.0,16.0,0.0,5.0,0.0,2.0,0.0,1.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,4.0,5.0,0.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,14.0,0.0,2.0,0.0,1.0,0.0,2.0,1.0,1.0,3.0,0.0,3.0,0.0,2.0,10.0,4.0,1.0,5.0,0.0,0.0,2.0,5.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,0.0,2.0,17.0,0.0,0.0,3.0,0.0,1.0,1.0,1.0,3.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,4.0,1.0,2.0,0.0,0.0,4.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,3.0,0.0,1.0,0.0,12.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,55.0,6.0,1.0
4,108309054.0,1.0,2.0,5.0,0.0,0.0,4.0,3.0,1.0,2.0,3.0,0.0,2.0,0.0,0.0,1.0,5.0,7.0,0.0,2.0,0.0,0.0,108.0,32.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,4.0,1.0,2.0,2.0,2.0,4.0,0.0,20.0,0.0,3.0,10.0,4.0,0.0,0.0,30.0,4.0,0.0,1.0,0.0,2.0,3.0,0.0,1.0,1.0,39.0,6.0,1.0,3.0,0.0,2.0,0.0,0.0,1.0,3.0,0.0,1.0,3.0,2.0,2.0,1.0,0.0,1.0,0.0,80.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,16.0,2.0,0.0,29.0,53.0,4.0,2.0,2.0,39.0,1.0,3.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,5.0,5.0,3.0
5,109185056.0,4.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,2.0,19.0,0.0,13.0,0.0,0.0,16.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,5.0,2.0,4.0,0.0,1.0,0.0,0.0,9.0,0.0,0.0,17.0,0.0,13.0,9.0,1.0,0.0,19.0,1.0,0.0,10.0,6.0,0.0,8.0,0.0,0.0,0.0,17.0,0.0,8.0,6.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,7.0,0.0,0.0,3.0,0.0,13.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,6.0,0.0,0.0,10.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,5.0,4.0,10.0,0.0,13.0,2.0
6,110036136.0,18.0,7.0,2.0,4.0,11.0,0.0,11.0,2.0,9.0,101.0,1.0,52.0,0.0,2.0,54.0,11.0,3.0,13.0,12.0,3.0,9.0,2.0,3.0,0.0,2.0,1.0,26.0,1.0,0.0,2.0,0.0,2.0,20.0,31.0,18.0,5.0,4.0,5.0,3.0,20.0,1.0,1.0,66.0,0.0,62.0,41.0,5.0,1.0,103.0,7.0,0.0,46.0,46.0,1.0,13.0,1.0,4.0,1.0,64.0,6.0,27.0,8.0,5.0,0.0,11.0,4.0,6.0,0.0,5.0,17.0,1.0,16.0,15.0,19.0,12.0,3.0,2.0,18.0,5.0,51.0,1.0,21.0,3.0,0.0,6.0,1.0,10.0,0.0,12.0,2.0,6.0,50.0,3.0,3.0,40.0,0.0,1.0,13.0,0.0,6.0,0.0,25.0,3.0,0.0,3.0,13.0,11.0,58.0,8.0,83.0,18.0
7,110386722.0,0.0,0.0,0.0,3.0,1.0,11.0,0.0,0.0,0.0,14.0,0.0,13.0,0.0,0.0,9.0,1.0,0.0,5.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,1.0,2.0,0.0,1.0,0.0,3.0,0.0,0.0,7.0,0.0,5.0,6.0,0.0,0.0,13.0,0.0,0.0,3.0,10.0,0.0,3.0,1.0,0.0,2.0,21.0,0.0,3.0,2.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,3.0,0.0,0.0,2.0,0.0,9.0,0.0,5.0,0.0,0.0,2.0,0.0,1.0,0.0,3.0,4.0,0.0,5.0,2.0,3.0,22.0,0.0,0.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,2.0,14.0,0.0,20.0,6.0
8,125470201.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,9.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,12.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,43.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,8.0,1.0
9,132960957.0,12.0,5.0,0.0,2.0,2.0,9.0,0.0,1.0,0.0,27.0,1.0,11.0,0.0,0.0,11.0,6.0,7.0,1.0,2.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,6.0,2.0,0.0,1.0,0.0,1.0,3.0,4.0,2.0,3.0,4.0,1.0,2.0,3.0,0.0,0.0,22.0,0.0,18.0,8.0,0.0,0.0,30.0,0.0,0.0,6.0,7.0,0.0,3.0,0.0,0.0,2.0,22.0,2.0,10.0,2.0,3.0,0.0,0.0,1.0,8.0,0.0,2.0,4.0,0.0,3.0,2.0,2.0,5.0,3.0,5.0,6.0,1.0,17.0,1.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,7.0,3.0,1.0,12.0,0.0,0.0,1.0,1.0,3.0,0.0,6.0,1.0,0.0,1.0,6.0,2.0,17.0,5.0,14.0,7.0
