,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134
0,-1.0,1015079670.0,1016369353.0,10453122.0,106389093.0,1108876152.0,112967218.0,113009001.0,11430852.0,115033932.0,115956288.0,117307098.0,1200398376.0,1205427770.0,123160238.0,1246413265.0,127128053.0,1295805126.0,1304731177.0,1331866807.0,1356277926.0,1412050544.0,14421065.0,145739381.0,145883775.0,145971260.0,14610740.0,147944983.0,15568497.0,158128830.0,1582773949.0,164120878.0,1673941226.0,168487144.0,169061145.0,176034929.0,177274722.0,177598545.0,180586850.0,184814819.0,189106177.0,18951775.0,197418745.0,20133907.0,208885112.0,219537090.0,220996046.0,22375497.0,2284771098.0,23332279.0,2359747020.0,243998116.0,2511922345.0,25246323.0,2577044832.0,2584057152.0,2647218602.0,2652649885.0,268317263.0,26981507.0,2741840328.0,279789210.0,279854362.0,289732963.0,2952338192.0,296802328.0,2971298278.0,29723057.0,298150845.0,2986529724.0,298928005.0,300454931.0,301311773.0,31165175.0,320139173.0,321908610.0,326310956.0,333393117.0,338381097.0,352886464.0,378404924.0,39711148.0,399479844.0,40551527.0,40660224.0,41118701.0,419827593.0,43075191.0,45312342.0,453603539.0,456119027.0,4715802086.0,478609975.0,48416262.0,4856030667.0,485808799.0,49310742.0,56054692.0,56286660.0,59015952.0,602901345.0,614300246.0,62150146.0,67568398.0,70119061.0,716998621.0,717742230.0,7.295484737212293e+17,74109537.0,75257855.0,773464321.0,77520607.0,78049645.0,80267431.0,80348405.0,8.300676306187182e+17,832900206.0,845645718.0,8.506374551830528e+17,8.72063035090899e+17,878197969.0,886606506.0,8.872120185407898e+17,8.970145461281915e+17,9.046919874455634e+17,905065902.0,9.177030065728348e+17,9.201074192666993e+17,92209341.0,92235802.0,9.281940914220605e+17,9.336586684989071e+17,9.358878733535724e+17,940683308.0,9.633956297276948e+17
1,1015079670.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,3.0,1.0,1.0,5.0,0.0,1.0,12.0,4.0,7.0,0.0,5.0,2.0,0.0,1.0,0.0,1.0,4.0,0.0,6.0,2.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.0,0.0,0.0,6.0,0.0,1.0,1.0,3.0,0.0,1.0,1.0,3.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,3.0,3.0,9.0,4.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,1.0,2.0,0.0,4.0,0.0,2.0,0.0,8.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,3.0,0.0,6.0,1.0,0.0,0.0,5.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,2.0,0.0
2,1016369353.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
3,10453122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
4,106389093.0,1.0,0.0,0.0,0.0,9.0,0.0,51.0,18.0,0.0,0.0,1.0,0.0,0.0,32.0,13.0,10.0,0.0,47.0,0.0,0.0,0.0,4.0,36.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,4.0,2.0,1.0,1.0,51.0,0.0,1.0,0.0,0.0,29.0,1.0,1.0,10.0,8.0,0.0,0.0,1.0,0.0,0.0,25.0,4.0,1.0,0.0,0.0,5.0,32.0,7.0,11.0,0.0,1.0,0.0,0.0,2.0,0.0,68.0,2.0,1.0,1.0,0.0,0.0,1.0,12.0,0.0,0.0,12.0,12.0,0.0,4.0,0.0,0.0,1.0,0.0,1.0,38.0,0.0,0.0,0.0,1.0,0.0,50.0,0.0,0.0,1.0,0.0,0.0,5.0,11.0,0.0,46.0,5.0,1.0,1.0,3.0,38.0,0.0,3.0,1.0,0.0,1.0,1.0,19.0,0.0,49.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,18.0,0.0,0.0,1.0,0.0
5,1108876152.0,1.0,0.0,0.0,9.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,64.0,48.0,0.0,0.0,72.0,0.0,0.0,0.0,2.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,3.0,19.0,1.0,6.0,0.0,2.0,0.0,0.0,9.0,1.0,1.0,0.0,21.0,0.0,1.0,1.0,2.0,0.0,5.0,1.0,1.0,1.0,0.0,1.0,32.0,30.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,2.0,1.0,1.0,0.0,0.0,1.0,23.0,0.0,8.0,2.0,1.0,0.0,3.0,0.0,0.0,2.0,0.0,1.0,8.0,0.0,0.0,0.0,1.0,0.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,9.0,4.0,1.0,1.0,5.0,53.0,0.0,4.0,1.0,1.0,1.0,1.0,11.0,0.0,15.0,24.0,0.0,0.0,1.0,6.0,3.0,25.0,0.0,12.0,0.0,31.0,0.0,2.0,0.0,16.0,1.0,3.0
6,112967218.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,1.0,0.0,0.0,7.0,1.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,9.0,0.0,0.0,10.0,3.0,6.0,0.0,6.0,0.0,12.0,0.0,0.0,0.0,0.0,6.0,1.0,3.0,1.0,3.0,5.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,9.0,3.0,0.0,12.0,0.0,19.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,0.0,2.0,2.0,3.0,2.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,7.0,10.0,4.0,2.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,14.0,4.0,14.0,2.0,0.0,1.0,3.0,0.0,0.0,8.0,0.0,1.0,13.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,1.0,0.0
7,113009001.0,2.0,0.0,0.0,51.0,4.0,2.0,0.0,39.0,1.0,1.0,0.0,0.0,0.0,28.0,27.0,26.0,3.0,27.0,0.0,1.0,0.0,10.0,56.0,3.0,14.0,6.0,1.0,4.0,1.0,7.0,1.0,0.0,2.0,5.0,6.0,4.0,1.0,2.0,44.0,2.0,3.0,0.0,1.0,34.0,2.0,2.0,15.0,14.0,2.0,3.0,4.0,2.0,2.0,16.0,8.0,5.0,1.0,8.0,6.0,10.0,17.0,11.0,2.0,0.0,3.0,3.0,3.0,0.0,38.0,10.0,1.0,1.0,1.0,0.0,1.0,15.0,0.0,2.0,22.0,32.0,2.0,13.0,0.0,1.0,4.0,1.0,2.0,27.0,0.0,0.0,1.0,5.0,0.0,30.0,0.0,0.0,5.0,2.0,6.0,9.0,9.0,0.0,55.0,11.0,3.0,1.0,2.0,58.0,4.0,3.0,4.0,3.0,1.0,1.0,12.0,0.0,93.0,3.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,13.0,1.0,24.0,0.0,0.0,2.0,0.0
8,11430852.0,5.0,2.0,0.0,18.0,5.0,11.0,39.0,0.0,6.0,3.0,12.0,12.0,6.0,13.0,12.0,14.0,23.0,7.0,1.0,0.0,2.0,23.0,28.0,5.0,14.0,43.0,0.0,20.0,9.0,9.0,1.0,6.0,2.0,56.0,2.0,1.0,0.0,4.0,24.0,6.0,18.0,1.0,24.0,35.0,26.0,5.0,64.0,12.0,2.0,2.0,30.0,0.0,20.0,8.0,0.0,16.0,1.0,75.0,11.0,0.0,2.0,8.0,2.0,0.0,22.0,20.0,2.0,0.0,22.0,9.0,4.0,10.0,8.0,0.0,6.0,5.0,4.0,1.0,27.0,14.0,1.0,0.0,2.0,4.0,16.0,11.0,13.0,23.0,4.0,1.0,3.0,29.0,0.0,5.0,0.0,0.0,18.0,8.0,39.0,4.0,5.0,1.0,61.0,8.0,11.0,15.0,1.0,18.0,31.0,4.0,10.0,5.0,1.0,1.0,8.0,1.0,151.0,0.0,7.0,6.0,5.0,0.0,0.0,2.0,2.0,0.0,0.0,3.0,1.0,32.0,0.0,0.0,5.0,0.0
9,115033932.0,5.0,1.0,1.0,0.0,0.0,1.0,1.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,3.0,0.0,15.0,0.0,9.0,11.0,0.0,0.0,9.0,2.0,0.0,3.0,0.0,0.0,10.0,3.0,4.0,0.0,3.0,22.0,0.0,3.0,0.0,4.0,10.0,0.0,24.0,2.0,7.0,2.0,0.0,0.0,0.0,0.0,1.0,13.0,7.0,0.0,0.0,8.0,0.0,1.0,1.0,4.0,0.0,0.0,1.0,10.0,0.0,0.0,12.0,0.0,0.0,1.0,0.0,10.0,27.0,11.0,8.0,4.0,0.0,3.0,34.0,0.0,1.0,0.0,0.0,4.0,0.0,3.0,2.0,0.0,1.0,6.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,19.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0
