,0,1,2,3
0,-1.0,2496200149.0,257478105.0,8.702401141606687e+17
1,2496200149.0,0.0,15.0,10.0
2,257478105.0,15.0,0.0,21.0
3,8.702401141606687e+17,10.0,21.0,0.0
