,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214
0,-1.0,102112013.0,105458252.0,1054949232.0,1070624000.0,107101228.0,1089689437.0,109226561.0,1149477019.0,117057410.0,117138297.0,118018085.0,118337595.0,12151932.0,122624559.0,12280682.0,124265792.0,1249265905.0,126145829.0,126297089.0,129184965.0,129763126.0,131134965.0,131820550.0,132065017.0,132122663.0,1330221110.0,1339914636.0,134443258.0,139639208.0,1412234108.0,144030558.0,14461213.0,146136613.0,148626058.0,152877848.0,15302678.0,15389808.0,154310192.0,155814920.0,1562785896.0,156689664.0,158096428.0,1583582036.0,158422972.0,161321551.0,1635641605.0,163785092.0,164275721.0,166537858.0,16710907.0,167895854.0,169433821.0,169611989.0,17024864.0,17035802.0,1719755508.0,18121129.0,184527386.0,1860986262.0,1879464468.0,188434971.0,18867170.0,190707059.0,193049201.0,198138294.0,201892141.0,211696797.0,213182377.0,2164373851.0,216780362.0,217040022.0,2175760684.0,2185019658.0,220794395.0,221695219.0,22285629.0,22921015.0,2315192700.0,231779973.0,2342204366.0,2357754350.0,238421594.0,2415679497.0,246186910.0,254981977.0,255293488.0,256749796.0,256868946.0,25958014.0,2599844916.0,264866808.0,2721105184.0,278345375.0,28133135.0,2828417691.0,2835806833.0,284463273.0,2855906216.0,286090530.0,2887231969.0,289290833.0,2893169849.0,2903058009.0,2934644138.0,2971298278.0,297946591.0,2992596752.0,303496314.0,3061056794.0,311667517.0,3145838718.0,316960866.0,32422657.0,325390066.0,3254350010.0,3255340824.0,32899653.0,32994674.0,33193677.0,332989988.0,338010951.0,3428901814.0,34433212.0,344567670.0,34588919.0,347461881.0,354995242.0,35804894.0,36440383.0,372674256.0,373487183.0,374533144.0,376170421.0,37895499.0,3813493163.0,38732634.0,38928307.0,39565575.0,399800124.0,40281622.0,403210741.0,404344003.0,41032068.0,41635270.0,417764816.0,430019679.0,434395782.0,43603630.0,43715916.0,440072927.0,44271044.0,457387937.0,471117774.0,473952320.0,4759411316.0,478153865.0,4867384457.0,48682426.0,492112738.0,49310742.0,494706479.0,49599851.0,50054358.0,503326012.0,50652020.0,524474015.0,52663488.0,54181909.0,544864187.0,548767224.0,553452236.0,554384949.0,56625690.0,56728609.0,57335287.0,580805749.0,587422995.0,64931966.0,65585237.0,66129243.0,66610017.0,67061959.0,69914785.0,70069065.0,701033379.0,7.038822366727455e+17,73084416.0,7.456661558518456e+17,752817144.0,7.583418613417984e+17,758389621.0,7.678783896969871e+17,77182749.0,776015808.0,776087796.0,78314055.0,789863438.0,79306532.0,8.224428029865533e+17,8.294353471634268e+17,8.417290833901568e+17,841796341.0,8.482616386209505e+17,8.493669821054689e+17,891767725.0,9.035040642809651e+17,90533828.0,9.099206239624724e+17,92738258.0,9.543473620377559e+17,9.579332186275553e+17,96770467.0,96829779.0,969923838.0
1,102112013.0,0.0,0.0,34.0,0.0,2.0,1.0,2.0,0.0,0.0,3.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,5.0,0.0,3.0,0.0,1.0,5.0,0.0,0.0,5.0,15.0,0.0,6.0,0.0,11.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,4.0,0.0,2.0,0.0,5.0,1.0,1.0,9.0,0.0,1.0,0.0,37.0,13.0,0.0,4.0,7.0,0.0,0.0,2.0,2.0,0.0,4.0,3.0,9.0,0.0,6.0,0.0,0.0,2.0,4.0,1.0,0.0,10.0,6.0,1.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,6.0,2.0,0.0,3.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,14.0,0.0,6.0,6.0,3.0,1.0,0.0,6.0,2.0,0.0,7.0,6.0,23.0,0.0,0.0,0.0,7.0,1.0,6.0,0.0,0.0,3.0,17.0,0.0,0.0,13.0,0.0,9.0,2.0,2.0,6.0,1.0,0.0,0.0,0.0,2.0,7.0,1.0,4.0,2.0,10.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,1.0,3.0,2.0,0.0,1.0,2.0,0.0,1.0,2.0,7.0,1.0,12.0,0.0,6.0,0.0,1.0,4.0,0.0,2.0,0.0,2.0,1.0,1.0,2.0,1.0,6.0,2.0,1.0,17.0,4.0,20.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,3.0,17.0,9.0,0.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,6.0,6.0,0.0
2,105458252.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,15.0,21.0,0.0,0.0,4.0,0.0,0.0,5.0,0.0,11.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,20.0,0.0,0.0,5.0,0.0,3.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,15.0,2.0,5.0,17.0,2.0,0.0,0.0,0.0,0.0,23.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,5.0,0.0,1.0,6.0,1.0,14.0,6.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,6.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,13.0,6.0,0.0,0.0,1.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,21.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,12.0,0.0
3,1054949232.0,34.0,2.0,0.0,5.0,8.0,4.0,9.0,0.0,1.0,6.0,17.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,7.0,0.0,4.0,5.0,11.0,31.0,4.0,0.0,10.0,50.0,1.0,4.0,5.0,44.0,0.0,3.0,8.0,4.0,8.0,3.0,3.0,15.0,0.0,2.0,0.0,10.0,8.0,18.0,17.0,2.0,7.0,0.0,57.0,33.0,0.0,5.0,19.0,2.0,0.0,1.0,1.0,3.0,1.0,4.0,32.0,14.0,6.0,0.0,0.0,1.0,19.0,8.0,6.0,24.0,22.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,0.0,6.0,2.0,0.0,4.0,3.0,9.0,0.0,3.0,5.0,5.0,2.0,5.0,2.0,2.0,20.0,1.0,38.0,7.0,13.0,19.0,16.0,3.0,0.0,12.0,0.0,0.0,8.0,21.0,89.0,4.0,0.0,1.0,15.0,1.0,20.0,4.0,0.0,4.0,29.0,1.0,5.0,70.0,6.0,15.0,3.0,14.0,2.0,8.0,0.0,8.0,0.0,6.0,18.0,1.0,7.0,7.0,75.0,0.0,2.0,2.0,0.0,1.0,2.0,4.0,3.0,0.0,30.0,5.0,4.0,5.0,3.0,0.0,1.0,14.0,0.0,0.0,5.0,15.0,4.0,18.0,0.0,16.0,2.0,8.0,5.0,0.0,11.0,0.0,3.0,6.0,10.0,5.0,6.0,15.0,33.0,8.0,35.0,22.0,36.0,8.0,2.0,3.0,15.0,1.0,1.0,2.0,0.0,2.0,31.0,6.0,0.0,5.0,22.0,1.0,5.0,9.0,1.0,0.0,6.0,0.0,0.0,0.0,6.0,1.0,6.0,0.0,3.0,6.0,7.0,0.0
4,1070624000.0,0.0,0.0,5.0,0.0,4.0,2.0,2.0,0.0,0.0,2.0,24.0,17.0,0.0,0.0,1.0,0.0,3.0,6.0,0.0,1.0,0.0,0.0,0.0,8.0,1.0,8.0,29.0,6.0,0.0,15.0,7.0,0.0,4.0,10.0,3.0,0.0,13.0,8.0,1.0,5.0,0.0,7.0,9.0,0.0,6.0,0.0,8.0,1.0,7.0,25.0,4.0,11.0,2.0,13.0,39.0,0.0,18.0,20.0,0.0,0.0,1.0,2.0,2.0,3.0,1.0,29.0,4.0,1.0,0.0,0.0,11.0,21.0,2.0,2.0,37.0,31.0,0.0,16.0,0.0,3.0,4.0,3.0,0.0,0.0,19.0,2.0,0.0,7.0,6.0,25.0,0.0,2.0,2.0,6.0,0.0,3.0,2.0,6.0,5.0,12.0,8.0,15.0,6.0,28.0,3.0,9.0,0.0,2.0,0.0,0.0,24.0,13.0,34.0,1.0,0.0,9.0,23.0,2.0,10.0,0.0,2.0,0.0,11.0,2.0,18.0,14.0,4.0,36.0,15.0,2.0,0.0,18.0,5.0,4.0,14.0,5.0,23.0,8.0,2.0,4.0,35.0,1.0,0.0,18.0,3.0,11.0,5.0,12.0,0.0,0.0,5.0,20.0,1.0,3.0,8.0,0.0,3.0,6.0,0.0,0.0,0.0,28.0,1.0,5.0,0.0,13.0,0.0,12.0,1.0,0.0,1.0,0.0,2.0,1.0,19.0,15.0,1.0,17.0,4.0,2.0,8.0,16.0,8.0,0.0,0.0,1.0,4.0,0.0,3.0,1.0,0.0,0.0,13.0,0.0,2.0,18.0,3.0,0.0,1.0,11.0,5.0,0.0,5.0,0.0,0.0,1.0,1.0,6.0,5.0,2.0,8.0,9.0,0.0,2.0
5,107101228.0,2.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,4.0,10.0,2.0,0.0,3.0,3.0,2.0,0.0,3.0,3.0,0.0,1.0,7.0,1.0,0.0,1.0,0.0,10.0,0.0,2.0,0.0,2.0,0.0,2.0,14.0,2.0,4.0,0.0,11.0,11.0,0.0,5.0,4.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,6.0,0.0,5.0,0.0,0.0,0.0,6.0,1.0,1.0,9.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,3.0,1.0,7.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,2.0,3.0,1.0,1.0,2.0,8.0,7.0,8.0,2.0,0.0,3.0,1.0,0.0,5.0,5.0,12.0,2.0,0.0,0.0,2.0,1.0,8.0,0.0,0.0,2.0,11.0,0.0,2.0,10.0,3.0,9.0,2.0,4.0,3.0,5.0,1.0,1.0,0.0,0.0,11.0,0.0,1.0,2.0,12.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,3.0,3.0,4.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,9.0,0.0,5.0,0.0,8.0,0.0,4.0,2.0,0.0,1.0,0.0,2.0,1.0,5.0,1.0,0.0,4.0,2.0,1.0,2.0,10.0,7.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,3.0,0.0,1.0,6.0,1.0,0.0,4.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0
6,1089689437.0,1.0,0.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0,11.0,0.0,3.0,0.0,4.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,9.0,7.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,5.0,4.0,1.0,1.0,0.0,0.0,0.0,5.0,2.0,3.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,4.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,2.0,3.0,2.0,0.0,2.0,1.0,9.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,2.0,4.0,0.0,0.0,8.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,4.0,3.0,1.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,3.0,1.0,0.0,1.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,8.0,1.0,6.0,5.0,7.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,2.0,1.0
7,109226561.0,2.0,0.0,9.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,3.0,0.0,2.0,2.0,6.0,5.0,1.0,0.0,1.0,7.0,1.0,6.0,1.0,10.0,0.0,1.0,5.0,1.0,5.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0,5.0,8.0,3.0,0.0,2.0,0.0,12.0,8.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,7.0,1.0,4.0,0.0,0.0,1.0,7.0,0.0,1.0,7.0,5.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,2.0,0.0,1.0,3.0,1.0,5.0,2.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,9.0,2.0,8.0,2.0,0.0,2.0,5.0,1.0,0.0,3.0,0.0,0.0,2.0,6.0,19.0,1.0,0.0,0.0,3.0,1.0,2.0,1.0,0.0,1.0,9.0,1.0,2.0,20.0,0.0,4.0,0.0,4.0,0.0,0.0,1.0,4.0,3.0,0.0,3.0,2.0,4.0,5.0,14.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,9.0,0.0,1.0,1.0,0.0,1.0,0.0,9.0,0.0,0.0,1.0,3.0,1.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,3.0,1.0,3.0,11.0,1.0,10.0,6.0,6.0,4.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,14.0,3.0,1.0,2.0,7.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,5.0,1.0
8,1149477019.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
9,117057410.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,2.0,0.0,3.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,20.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
