,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95
0,-1.0,100890126.0,10243382.0,108260950.0,11028332.0,113539303.0,114684715.0,117705199.0,120047678.0,122425883.0,123907301.0,13719562.0,137702613.0,140493128.0,145535500.0,14579992.0,148273407.0,15277160.0,153041212.0,154049390.0,155713640.0,1599502478.0,1651092140.0,165798073.0,16684243.0,181459299.0,18711950.0,18760423.0,19226918.0,194175199.0,205931698.0,22030849.0,22253570.0,2247747830.0,2273610852.0,227426608.0,2289219836.0,241058503.0,244828395.0,2462120142.0,248292872.0,255080951.0,255301827.0,2585049200.0,261323160.0,2658921667.0,27448371.0,28306935.0,291296410.0,295205608.0,303932348.0,3083422957.0,30860019.0,316992963.0,3227428297.0,3270545204.0,373517492.0,375149824.0,37641927.0,392103567.0,397324637.0,403550758.0,409576326.0,419640043.0,425941314.0,43238571.0,44889594.0,468626500.0,47615505.0,47754498.0,48836031.0,494058230.0,497990215.0,50235755.0,52341168.0,52997872.0,540992431.0,541667274.0,583127755.0,60630336.0,64112715.0,64201471.0,74721671.0,7.842241797509652e+17,793278654.0,7.94868095818965e+17,8.08663034378027e+17,8.126481362839306e+17,81553435.0,835748894.0,8.593177870675067e+17,86638210.0,90105049.0,9.515278652286484e+17,981775897.0,98799608.0
1,100890126.0,0.0,1.0,3.0,8.0,1.0,0.0,10.0,2.0,2.0,5.0,6.0,2.0,2.0,5.0,3.0,0.0,4.0,0.0,54.0,1.0,0.0,51.0,41.0,22.0,1.0,100.0,5.0,0.0,1.0,65.0,57.0,12.0,0.0,0.0,0.0,53.0,26.0,59.0,6.0,11.0,5.0,11.0,34.0,19.0,0.0,5.0,40.0,0.0,0.0,6.0,3.0,17.0,3.0,55.0,0.0,6.0,0.0,0.0,21.0,8.0,2.0,0.0,0.0,19.0,0.0,1.0,0.0,80.0,0.0,5.0,0.0,23.0,2.0,0.0,38.0,61.0,13.0,0.0,5.0,9.0,7.0,7.0,0.0,1.0,77.0,0.0,0.0,4.0,0.0,0.0,15.0,19.0,0.0,12.0,3.0
2,10243382.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,1.0,1.0,0.0,14.0,1.0,0.0,2.0,8.0,3.0,15.0,0.0,0.0,0.0,4.0,1.0,2.0,0.0,9.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0,11.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0
3,108260950.0,3.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,4.0,4.0,0.0,13.0,1.0,0.0,0.0,11.0,5.0,2.0,0.0,0.0,0.0,4.0,6.0,7.0,1.0,2.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,6.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,4.0
4,11028332.0,8.0,0.0,0.0,0.0,1.0,1.0,7.0,3.0,2.0,6.0,3.0,0.0,2.0,2.0,2.0,0.0,1.0,1.0,6.0,0.0,0.0,2.0,1.0,37.0,2.0,21.0,3.0,0.0,1.0,15.0,6.0,7.0,0.0,0.0,0.0,9.0,5.0,9.0,12.0,21.0,7.0,7.0,5.0,8.0,0.0,9.0,10.0,0.0,0.0,4.0,2.0,5.0,2.0,13.0,0.0,1.0,1.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,10.0,3.0,4.0,1.0,4.0,0.0,0.0,2.0,8.0,4.0,0.0,4.0,5.0,3.0,5.0,0.0,1.0,3.0,0.0,1.0,5.0,1.0,0.0,3.0,6.0,0.0,10.0,2.0
5,113539303.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,0.0,4.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,7.0,1.0,2.0,2.0,3.0,0.0,15.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,4.0,3.0,5.0,0.0,5.0,3.0,6.0,0.0,0.0,6.0,0.0,0.0,7.0,0.0,12.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,4.0,7.0,1.0,6.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,6.0,14.0,2.0,0.0
6,114684715.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
7,117705199.0,10.0,0.0,7.0,7.0,1.0,0.0,0.0,1.0,4.0,2.0,5.0,1.0,1.0,1.0,15.0,0.0,3.0,0.0,11.0,1.0,0.0,10.0,7.0,25.0,1.0,51.0,4.0,0.0,2.0,36.0,13.0,11.0,0.0,0.0,0.0,15.0,29.0,22.0,6.0,11.0,3.0,7.0,5.0,7.0,0.0,11.0,17.0,0.0,0.0,1.0,0.0,7.0,3.0,21.0,0.0,0.0,0.0,1.0,7.0,3.0,3.0,3.0,0.0,14.0,0.0,1.0,0.0,20.0,0.0,5.0,0.0,1.0,1.0,2.0,7.0,16.0,4.0,0.0,2.0,10.0,2.0,4.0,0.0,1.0,9.0,0.0,0.0,2.0,0.0,1.0,6.0,10.0,0.0,8.0,6.0
8,120047678.0,2.0,0.0,0.0,3.0,5.0,1.0,1.0,0.0,3.0,4.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,2.0,6.0,1.0,6.0,3.0,1.0,0.0,10.0,8.0,2.0,0.0,0.0,2.0,1.0,4.0,7.0,2.0,7.0,1.0,8.0,3.0,5.0,0.0,0.0,4.0,0.0,0.0,6.0,0.0,3.0,1.0,8.0,0.0,0.0,0.0,3.0,1.0,6.0,1.0,0.0,1.0,1.0,0.0,4.0,4.0,11.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,8.0,1.0,0.0,7.0,9.0,1.0,14.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0,7.0,1.0,3.0,1.0
9,122425883.0,2.0,10.0,0.0,2.0,0.0,3.0,4.0,3.0,0.0,8.0,93.0,20.0,0.0,1.0,30.0,0.0,1.0,0.0,2.0,9.0,0.0,2.0,2.0,9.0,3.0,90.0,12.0,4.0,5.0,20.0,13.0,127.0,0.0,0.0,1.0,6.0,3.0,18.0,10.0,28.0,3.0,9.0,1.0,1.0,0.0,17.0,3.0,0.0,0.0,2.0,1.0,2.0,3.0,15.0,0.0,9.0,1.0,0.0,1.0,2.0,22.0,11.0,0.0,20.0,0.0,11.0,1.0,7.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,6.0,0.0,0.0,7.0,22.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,13.0,1.0,8.0,2.0,5.0,1.0,2.0,1.0
