,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189
0,-1.0,100540957.0,1016369353.0,104394980.0,104623925.0,106337568.0,109550596.0,11012822.0,112555383.0,113009001.0,113457837.0,11430852.0,1144631215.0,115333510.0,117129434.0,117155264.0,117475147.0,118070235.0,118310418.0,119337747.0,122550241.0,122905813.0,123567384.0,128571928.0,132215712.0,133333800.0,134359452.0,1373125567.0,137517189.0,14421065.0,144218663.0,14451153.0,1448416939.0,145178694.0,145622254.0,146034522.0,14610740.0,146907564.0,14834066.0,1489361083.0,149884912.0,150366023.0,15049217.0,1520129640.0,154087653.0,1568718145.0,1610227129.0,1610730828.0,164011860.0,166861881.0,1688326387.0,17020910.0,174495295.0,175940039.0,18250679.0,18330618.0,1835188722.0,184431783.0,18802434.0,190333186.0,1918888898.0,194565712.0,195650025.0,20150557.0,20206671.0,20406764.0,208738605.0,208885112.0,21131225.0,220996046.0,221044900.0,221356983.0,221755787.0,222110472.0,224264937.0,225563174.0,2259754195.0,2283621361.0,233325044.0,233561709.0,23455589.0,2408155422.0,24585436.0,24863193.0,2548251498.0,2562008519.0,2565417816.0,2584472898.0,2609421331.0,262045166.0,26240859.0,263148021.0,26372647.0,2647218602.0,26546120.0,266157698.0,26723232.0,26834533.0,2691599196.0,269728773.0,2720969918.0,2729894654.0,27589757.0,279854362.0,293436203.0,300454931.0,30174386.0,310400008.0,31145593.0,312562924.0,3142900716.0,3158598644.0,3167488895.0,32810761.0,330150236.0,3316409420.0,3321956523.0,333393117.0,337600534.0,3470224777.0,353605767.0,365900821.0,385202344.0,396462452.0,396578100.0,402582664.0,408258254.0,410832799.0,4241782180.0,431241041.0,44188505.0,448127528.0,45969846.0,47437452.0,485511607.0,48656942.0,48699414.0,49310742.0,50613799.0,52341168.0,546827350.0,56113966.0,563856657.0,56462423.0,56915827.0,573810423.0,59015952.0,61126219.0,611471436.0,614200684.0,615335972.0,61748941.0,62059970.0,62555293.0,62897660.0,63380894.0,63678215.0,67562917.0,67568398.0,68087144.0,68126813.0,72332019.0,725188770.0,72613493.0,7.282950291653263e+17,73092269.0,736591740.0,75959575.0,76711458.0,77712814.0,78049645.0,78271925.0,78516788.0,8.04308694682968e+17,82041060.0,82910572.0,845645718.0,8.524577057553326e+17,857679565.0,86263891.0,87481727.0,87617355.0,890265552.0,905065902.0,91851886.0,93616967.0,949495591.0,9496882.0,95085210.0,9.554488948041851e+17
1,100540957.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1016369353.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,4.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0
3,104394980.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,27.0,0.0,13.0,0.0,2.0,1.0,0.0,0.0,1.0,4.0,1.0,2.0,4.0,27.0,8.0,0.0,0.0,2.0,1.0,0.0,11.0,0.0,0.0,3.0,14.0,33.0,2.0,3.0,0.0,2.0,8.0,2.0,4.0,0.0,0.0,4.0,0.0,12.0,1.0,0.0,18.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,1.0,1.0,25.0,0.0,2.0,19.0,3.0,0.0,0.0,0.0,1.0,0.0,9.0,0.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,14.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,5.0,7.0,1.0,0.0,0.0,50.0,1.0,2.0,1.0,0.0,0.0,20.0,0.0,1.0,0.0,13.0,0.0,0.0,6.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,18.0,1.0,11.0,13.0,11.0,33.0,31.0,1.0,8.0,36.0,11.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,11.0,10.0,0.0,0.0,14.0,56.0,1.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,1.0,0.0
4,104623925.0,0.0,1.0,1.0,0.0,2.0,0.0,3.0,0.0,2.0,1.0,5.0,0.0,6.0,2.0,0.0,6.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,6.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,3.0,0.0,3.0,1.0,0.0,2.0,7.0,6.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,4.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,3.0,2.0,0.0,0.0,6.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,0.0,5.0,0.0,1.0,2.0,18.0,1.0,0.0,0.0,4.0,0.0,0.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,2.0,6.0,9.0,0.0,3.0,0.0,0.0,1.0,1.0,2.0,7.0,0.0,1.0,1.0,1.0,2.0,1.0,3.0,4.0,8.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,2.0,1.0
5,106337568.0,1.0,1.0,2.0,2.0,0.0,0.0,8.0,0.0,3.0,1.0,9.0,0.0,3.0,1.0,0.0,4.0,0.0,6.0,5.0,2.0,0.0,0.0,2.0,0.0,2.0,6.0,1.0,0.0,3.0,0.0,2.0,0.0,3.0,4.0,0.0,0.0,0.0,13.0,3.0,4.0,0.0,2.0,1.0,0.0,0.0,5.0,7.0,11.0,2.0,3.0,1.0,1.0,5.0,6.0,1.0,1.0,0.0,1.0,4.0,0.0,1.0,4.0,1.0,3.0,3.0,5.0,13.0,3.0,48.0,2.0,0.0,1.0,0.0,3.0,4.0,0.0,7.0,1.0,5.0,1.0,0.0,18.0,3.0,1.0,6.0,1.0,1.0,1.0,1.0,13.0,1.0,1.0,24.0,3.0,0.0,1.0,52.0,0.0,1.0,4.0,3.0,1.0,0.0,2.0,3.0,8.0,0.0,10.0,1.0,6.0,2.0,0.0,1.0,1.0,0.0,1.0,38.0,2.0,0.0,0.0,4.0,5.0,3.0,2.0,12.0,1.0,0.0,0.0,2.0,0.0,3.0,2.0,11.0,0.0,2.0,0.0,2.0,0.0,0.0,11.0,7.0,3.0,4.0,4.0,4.0,16.0,3.0,1.0,0.0,1.0,1.0,4.0,4.0,5.0,0.0,5.0,2.0,9.0,6.0,2.0,8.0,7.0,13.0,0.0,1.0,0.0,1.0,9.0,3.0,0.0,7.0,0.0,0.0,2.0,4.0,5.0,9.0,0.0,0.0,2.0,0.0,0.0,10.0,0.0,10.0,0.0,1.0,5.0,1.0
6,109550596.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,11012822.0,0.0,2.0,2.0,3.0,8.0,1.0,0.0,0.0,5.0,4.0,60.0,0.0,7.0,1.0,0.0,9.0,0.0,4.0,8.0,6.0,0.0,1.0,2.0,0.0,1.0,10.0,1.0,0.0,8.0,0.0,10.0,1.0,4.0,4.0,0.0,1.0,0.0,51.0,2.0,18.0,0.0,4.0,3.0,1.0,0.0,2.0,2.0,5.0,0.0,11.0,5.0,0.0,2.0,15.0,4.0,2.0,0.0,5.0,2.0,0.0,1.0,2.0,1.0,1.0,5.0,14.0,6.0,6.0,5.0,3.0,0.0,1.0,1.0,6.0,3.0,0.0,8.0,0.0,2.0,0.0,0.0,14.0,11.0,1.0,3.0,2.0,2.0,1.0,1.0,14.0,8.0,4.0,14.0,4.0,1.0,0.0,29.0,5.0,1.0,9.0,0.0,1.0,0.0,0.0,2.0,4.0,0.0,17.0,2.0,4.0,1.0,0.0,4.0,2.0,1.0,1.0,6.0,4.0,1.0,0.0,7.0,2.0,2.0,2.0,44.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,5.0,1.0,7.0,11.0,4.0,6.0,2.0,8.0,28.0,1.0,4.0,5.0,1.0,8.0,4.0,5.0,12.0,0.0,6.0,3.0,4.0,17.0,1.0,8.0,8.0,11.0,3.0,1.0,1.0,2.0,16.0,1.0,2.0,7.0,0.0,0.0,0.0,3.0,11.0,8.0,2.0,0.0,4.0,1.0,1.0,1.0,0.0,21.0,1.0,3.0,4.0,2.0
8,112555383.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,12.0,1.0,24.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,6.0,0.0,2.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,1.0,4.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,7.0,1.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
9,113009001.0,0.0,0.0,27.0,2.0,3.0,0.0,5.0,0.0,0.0,0.0,39.0,0.0,1.0,1.0,0.0,3.0,5.0,7.0,2.0,1.0,4.0,45.0,23.0,0.0,0.0,7.0,12.0,0.0,10.0,0.0,3.0,4.0,13.0,77.0,4.0,6.0,0.0,7.0,10.0,3.0,6.0,0.0,0.0,8.0,0.0,48.0,4.0,4.0,23.0,5.0,1.0,2.0,0.0,11.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,4.0,0.0,1.0,3.0,25.0,34.0,0.0,2.0,55.0,5.0,3.0,0.0,3.0,2.0,0.0,16.0,0.0,1.0,1.0,8.0,11.0,2.0,1.0,1.0,1.0,14.0,6.0,1.0,5.0,0.0,2.0,5.0,2.0,1.0,0.0,4.0,2.0,0.0,1.0,2.0,0.0,11.0,26.0,1.0,0.0,0.0,103.0,2.0,2.0,1.0,0.0,0.0,22.0,0.0,1.0,0.0,13.0,1.0,0.0,19.0,0.0,3.0,0.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,28.0,0.0,0.0,1.0,0.0,3.0,8.0,2.0,1.0,25.0,2.0,6.0,0.0,1.0,2.0,1.0,5.0,12.0,5.0,23.0,29.0,23.0,70.0,55.0,9.0,24.0,69.0,14.0,4.0,0.0,0.0,2.0,2.0,2.0,2.0,3.0,60.0,17.0,0.0,1.0,22.0,93.0,2.0,2.0,2.0,27.0,1.0,1.0,0.0,0.0,119.0,0.0,1.0,3.0,1.0
