,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89
35,7.873057365021778e+17,54.0,33.0,3.0,7.0,35.0,3.0,14.0,24.0,15.0,64.0,23.0,38.0,13.0,41.0,5.0,33.0,21.0,13.0,32.0,39.0,23.0,0.0,8.0,27.0,49.0,1.0,15.0,35.0,37.0,6.0,21.0,7.0,62.0,4.0,0.0,26.0,24.0,78.0,71.0,27.0,3.0,16.0,20.0,13.0,21.0,13.0,29.0,54.0,28.0,43.0,16.0,27.0,43.0,48.0,55.0,25.0,8.0,50.0,28.0,16.0,7.0,35.0,21.0,20.0,38.0,41.0,6.0,0.0,25.0,18.0,16.0,29.0,83.0,12.0,18.0,14.0,0.0,6.0,21.0,5.0,14.0,70.0,16.0,59.0,19.0,10.0,1.0,13.0,22.0
36,8.067475306586522e+17,90.0,43.0,2.0,13.0,78.0,5.0,17.0,39.0,19.0,94.0,34.0,61.0,33.0,59.0,12.0,46.0,21.0,13.0,35.0,93.0,20.0,0.0,14.0,35.0,52.0,1.0,16.0,64.0,33.0,6.0,54.0,8.0,81.0,6.0,26.0,0.0,44.0,152.0,107.0,49.0,8.0,28.0,24.0,15.0,27.0,21.0,43.0,96.0,32.0,73.0,11.0,42.0,71.0,98.0,115.0,35.0,9.0,90.0,40.0,21.0,4.0,48.0,19.0,27.0,74.0,64.0,11.0,0.0,33.0,18.0,36.0,61.0,128.0,19.0,29.0,35.0,0.0,7.0,30.0,6.0,24.0,128.0,32.0,65.0,45.0,19.0,4.0,33.0,27.0
37,8.202469494881321e+17,144.0,60.0,3.0,12.0,72.0,14.0,26.0,69.0,19.0,116.0,63.0,62.0,24.0,61.0,17.0,48.0,50.0,19.0,110.0,77.0,55.0,0.0,7.0,50.0,61.0,8.0,21.0,78.0,49.0,27.0,43.0,26.0,133.0,10.0,24.0,44.0,0.0,179.0,118.0,51.0,7.0,47.0,22.0,15.0,39.0,17.0,39.0,117.0,58.0,102.0,35.0,38.0,54.0,76.0,92.0,24.0,18.0,67.0,56.0,15.0,4.0,46.0,36.0,32.0,80.0,67.0,12.0,0.0,56.0,30.0,25.0,43.0,134.0,20.0,21.0,22.0,0.0,15.0,27.0,7.0,36.0,123.0,23.0,91.0,26.0,18.0,3.0,21.0,45.0
38,8.212326928931267e+17,496.0,172.0,4.0,27.0,207.0,29.0,106.0,207.0,69.0,480.0,140.0,211.0,62.0,245.0,28.0,163.0,84.0,57.0,296.0,310.0,120.0,0.0,46.0,131.0,269.0,15.0,71.0,191.0,181.0,47.0,115.0,45.0,389.0,47.0,78.0,152.0,179.0,0.0,452.0,175.0,32.0,77.0,63.0,52.0,94.0,62.0,82.0,426.0,121.0,296.0,52.0,86.0,208.0,318.0,403.0,123.0,38.0,228.0,112.0,32.0,27.0,147.0,51.0,78.0,200.0,172.0,14.0,0.0,103.0,57.0,64.0,110.0,807.0,43.0,84.0,63.0,0.0,31.0,55.0,16.0,54.0,638.0,52.0,430.0,68.0,41.0,8.0,59.0,149.0
39,8.232324380715336e+17,251.0,119.0,3.0,19.0,137.0,14.0,64.0,115.0,43.0,302.0,105.0,135.0,36.0,166.0,21.0,119.0,57.0,46.0,155.0,184.0,88.0,0.0,40.0,95.0,181.0,11.0,51.0,151.0,132.0,27.0,67.0,35.0,240.0,21.0,71.0,107.0,118.0,452.0,0.0,104.0,16.0,61.0,41.0,45.0,71.0,50.0,72.0,255.0,93.0,190.0,42.0,69.0,171.0,192.0,257.0,69.0,25.0,186.0,87.0,30.0,24.0,111.0,46.0,63.0,157.0,144.0,12.0,0.0,90.0,53.0,36.0,81.0,450.0,30.0,64.0,35.0,0.0,21.0,44.0,12.0,42.0,344.0,40.0,256.0,59.0,34.0,5.0,33.0,94.0
40,8.51747213893972e+17,137.0,60.0,6.0,5.0,73.0,13.0,21.0,63.0,7.0,93.0,53.0,57.0,22.0,46.0,10.0,50.0,41.0,14.0,116.0,57.0,43.0,0.0,4.0,43.0,44.0,7.0,13.0,53.0,47.0,16.0,32.0,27.0,103.0,7.0,27.0,49.0,51.0,175.0,104.0,0.0,9.0,26.0,21.0,11.0,24.0,9.0,31.0,110.0,53.0,97.0,15.0,24.0,51.0,59.0,77.0,13.0,8.0,53.0,46.0,12.0,133.0,26.0,21.0,20.0,56.0,48.0,6.0,0.0,36.0,15.0,22.0,30.0,149.0,14.0,15.0,21.0,0.0,3.0,22.0,3.0,18.0,105.0,18.0,78.0,24.0,8.0,2.0,21.0,46.0
41,8.564437216210207e+17,46.0,7.0,2.0,3.0,8.0,6.0,2.0,4.0,3.0,9.0,8.0,4.0,2.0,5.0,4.0,4.0,5.0,2.0,7.0,7.0,4.0,0.0,2.0,8.0,11.0,1.0,3.0,6.0,7.0,3.0,6.0,1.0,8.0,31.0,3.0,8.0,7.0,32.0,16.0,9.0,0.0,5.0,0.0,2.0,4.0,3.0,7.0,10.0,5.0,10.0,4.0,5.0,10.0,14.0,12.0,4.0,2.0,10.0,6.0,5.0,0.0,4.0,5.0,5.0,8.0,7.0,4.0,0.0,5.0,4.0,3.0,4.0,19.0,5.0,2.0,2.0,0.0,2.0,4.0,1.0,3.0,21.0,3.0,4.0,4.0,3.0,4.0,2.0,6.0
42,8.621360750655816e+17,63.0,35.0,2.0,10.0,36.0,5.0,15.0,29.0,6.0,51.0,31.0,33.0,9.0,33.0,10.0,29.0,28.0,14.0,40.0,41.0,29.0,0.0,7.0,28.0,29.0,5.0,16.0,42.0,33.0,13.0,19.0,12.0,59.0,4.0,16.0,28.0,47.0,77.0,61.0,26.0,5.0,0.0,6.0,15.0,25.0,11.0,27.0,50.0,35.0,49.0,19.0,25.0,30.0,36.0,46.0,13.0,11.0,41.0,28.0,13.0,5.0,28.0,24.0,20.0,45.0,34.0,10.0,0.0,34.0,23.0,12.0,20.0,62.0,15.0,12.0,9.0,0.0,6.0,18.0,4.0,22.0,59.0,13.0,46.0,16.0,11.0,1.0,9.0,23.0
43,8.759183298437775e+17,31.0,15.0,2.0,4.0,25.0,2.0,19.0,31.0,15.0,43.0,17.0,37.0,20.0,40.0,3.0,33.0,11.0,16.0,12.0,34.0,7.0,0.0,5.0,18.0,19.0,1.0,18.0,34.0,27.0,6.0,28.0,6.0,38.0,1.0,20.0,24.0,22.0,63.0,41.0,21.0,0.0,6.0,0.0,13.0,18.0,9.0,22.0,39.0,8.0,29.0,11.0,16.0,32.0,47.0,63.0,13.0,6.0,35.0,18.0,13.0,4.0,28.0,10.0,19.0,32.0,33.0,3.0,0.0,14.0,15.0,21.0,31.0,56.0,8.0,16.0,22.0,0.0,9.0,9.0,5.0,16.0,61.0,18.0,52.0,16.0,10.0,0.0,20.0,10.0
44,8.799644407827538e+17,27.0,23.0,1.0,4.0,23.0,2.0,20.0,23.0,5.0,38.0,14.0,26.0,6.0,33.0,5.0,31.0,11.0,17.0,11.0,27.0,11.0,0.0,16.0,15.0,27.0,3.0,23.0,28.0,35.0,8.0,10.0,2.0,34.0,2.0,13.0,15.0,15.0,52.0,45.0,11.0,2.0,15.0,13.0,0.0,13.0,19.0,19.0,25.0,14.0,27.0,8.0,15.0,27.0,34.0,38.0,11.0,6.0,29.0,16.0,8.0,5.0,23.0,10.0,19.0,26.0,27.0,5.0,0.0,23.0,19.0,7.0,16.0,56.0,9.0,12.0,7.0,0.0,6.0,13.0,4.0,12.0,46.0,14.0,40.0,11.0,10.0,0.0,6.0,12.0
45,8.881829124781916e+17,78.0,37.0,3.0,11.0,51.0,9.0,24.0,39.0,30.0,66.0,31.0,42.0,43.0,82.0,11.0,41.0,23.0,16.0,51.0,110.0,34.0,0.0,16.0,41.0,52.0,6.0,21.0,50.0,28.0,18.0,70.0,10.0,66.0,5.0,21.0,27.0,39.0,94.0,71.0,24.0,4.0,25.0,18.0,13.0,0.0,10.0,24.0,75.0,37.0,62.0,22.0,25.0,42.0,94.0,117.0,57.0,24.0,67.0,32.0,10.0,7.0,53.0,24.0,24.0,42.0,52.0,8.0,0.0,32.0,20.0,47.0,33.0,101.0,16.0,20.0,42.0,0.0,19.0,19.0,4.0,23.0,217.0,18.0,87.0,17.0,25.0,1.0,44.0,27.0
46,8.933328232637932e+17,31.0,19.0,2.0,8.0,23.0,3.0,18.0,20.0,9.0,49.0,15.0,21.0,8.0,33.0,4.0,25.0,11.0,11.0,16.0,34.0,6.0,0.0,12.0,12.0,34.0,2.0,15.0,26.0,22.0,8.0,14.0,2.0,35.0,4.0,13.0,21.0,17.0,62.0,50.0,9.0,3.0,11.0,9.0,19.0,10.0,0.0,22.0,41.0,15.0,34.0,6.0,17.0,42.0,37.0,45.0,16.0,7.0,41.0,15.0,9.0,8.0,29.0,9.0,18.0,31.0,40.0,3.0,0.0,20.0,17.0,9.0,21.0,57.0,11.0,17.0,9.0,0.0,8.0,19.0,4.0,10.0,55.0,18.0,31.0,24.0,15.0,1.0,8.0,15.0
47,8.974491220677345e+17,65.0,32.0,2.0,12.0,42.0,9.0,24.0,33.0,12.0,69.0,29.0,39.0,22.0,44.0,11.0,39.0,25.0,14.0,31.0,49.0,20.0,0.0,13.0,26.0,39.0,4.0,22.0,49.0,43.0,11.0,34.0,6.0,56.0,7.0,29.0,43.0,39.0,82.0,72.0,31.0,7.0,27.0,22.0,19.0,24.0,22.0,0.0,55.0,29.0,49.0,19.0,30.0,51.0,55.0,63.0,18.0,12.0,57.0,38.0,20.0,4.0,37.0,24.0,29.0,52.0,49.0,10.0,0.0,33.0,25.0,23.0,41.0,80.0,22.0,26.0,23.0,0.0,11.0,27.0,7.0,23.0,69.0,25.0,54.0,29.0,16.0,2.0,21.0,19.0
48,8.989326360804557e+17,262.0,119.0,6.0,16.0,136.0,18.0,34.0,94.0,39.0,248.0,94.0,107.0,83.0,138.0,19.0,94.0,62.0,24.0,179.0,218.0,83.0,0.0,22.0,90.0,158.0,14.0,24.0,114.0,79.0,34.0,110.0,40.0,216.0,10.0,54.0,96.0,117.0,426.0,255.0,110.0,10.0,50.0,39.0,25.0,75.0,41.0,55.0,0.0,108.0,202.0,36.0,54.0,123.0,188.0,202.0,70.0,25.0,140.0,88.0,27.0,22.0,90.0,44.0,42.0,120.0,123.0,13.0,0.0,80.0,32.0,86.0,81.0,387.0,29.0,59.0,83.0,0.0,21.0,55.0,13.0,40.0,354.0,45.0,193.0,57.0,31.0,5.0,82.0,88.0
49,9.020881233325507e+17,129.0,86.0,6.0,12.0,69.0,10.0,18.0,55.0,7.0,89.0,69.0,51.0,11.0,39.0,17.0,43.0,56.0,17.0,111.0,50.0,77.0,0.0,10.0,54.0,39.0,11.0,16.0,62.0,45.0,24.0,25.0,21.0,107.0,6.0,28.0,32.0,58.0,121.0,93.0,53.0,5.0,35.0,8.0,14.0,37.0,15.0,29.0,108.0,0.0,113.0,34.0,30.0,32.0,46.0,57.0,18.0,18.0,52.0,52.0,12.0,5.0,28.0,38.0,27.0,58.0,52.0,11.0,0.0,65.0,25.0,14.0,27.0,123.0,16.0,11.0,11.0,0.0,9.0,44.0,7.0,27.0,92.0,15.0,70.0,20.0,14.0,3.0,11.0,55.0
50,9.054151240300749e+17,260.0,136.0,4.0,19.0,113.0,18.0,36.0,102.0,27.0,177.0,93.0,102.0,25.0,90.0,19.0,73.0,62.0,31.0,194.0,115.0,96.0,0.0,19.0,73.0,96.0,13.0,29.0,98.0,85.0,30.0,45.0,36.0,185.0,13.0,43.0,73.0,102.0,296.0,190.0,97.0,10.0,49.0,29.0,27.0,62.0,34.0,49.0,202.0,113.0,0.0,41.0,47.0,72.0,127.0,146.0,42.0,20.0,105.0,81.0,22.0,16.0,56.0,45.0,46.0,97.0,85.0,11.0,0.0,94.0,35.0,27.0,50.0,279.0,31.0,30.0,24.0,0.0,15.0,64.0,10.0,33.0,213.0,29.0,146.0,37.0,27.0,5.0,25.0,73.0
51,9.096157668188447e+17,43.0,28.0,3.0,10.0,27.0,6.0,16.0,33.0,5.0,44.0,32.0,25.0,6.0,23.0,11.0,27.0,29.0,17.0,45.0,20.0,38.0,0.0,8.0,26.0,18.0,6.0,14.0,35.0,30.0,13.0,12.0,12.0,48.0,4.0,16.0,11.0,35.0,52.0,42.0,15.0,4.0,19.0,11.0,8.0,22.0,6.0,19.0,36.0,34.0,41.0,0.0,16.0,19.0,22.0,31.0,10.0,12.0,23.0,25.0,9.0,1.0,16.0,28.0,22.0,30.0,27.0,8.0,0.0,34.0,23.0,7.0,11.0,47.0,9.0,4.0,5.0,0.0,5.0,11.0,6.0,16.0,40.0,7.0,42.0,8.0,7.0,1.0,5.0,24.0
52,9.104824313455329e+17,57.0,41.0,4.0,11.0,44.0,5.0,18.0,39.0,14.0,73.0,32.0,34.0,18.0,50.0,14.0,30.0,18.0,16.0,32.0,45.0,21.0,0.0,13.0,29.0,47.0,3.0,20.0,46.0,36.0,10.0,25.0,6.0,63.0,5.0,27.0,42.0,38.0,86.0,69.0,24.0,5.0,25.0,16.0,15.0,25.0,17.0,30.0,54.0,30.0,47.0,16.0,0.0,48.0,63.0,68.0,29.0,15.0,72.0,34.0,19.0,7.0,52.0,19.0,23.0,60.0,46.0,9.0,0.0,28.0,20.0,21.0,38.0,87.0,20.0,23.0,19.0,0.0,8.0,25.0,5.0,28.0,83.0,23.0,53.0,28.0,15.0,2.0,19.0,20.0
53,9.11479886920917e+17,108.0,52.0,3.0,12.0,69.0,6.0,37.0,48.0,25.0,148.0,37.0,77.0,32.0,89.0,14.0,63.0,21.0,27.0,45.0,102.0,19.0,0.0,24.0,39.0,105.0,2.0,31.0,80.0,50.0,13.0,49.0,9.0,103.0,12.0,43.0,71.0,54.0,208.0,171.0,51.0,10.0,30.0,32.0,27.0,42.0,42.0,51.0,123.0,32.0,72.0,19.0,48.0,0.0,118.0,133.0,37.0,13.0,108.0,43.0,24.0,13.0,76.0,23.0,45.0,84.0,86.0,10.0,0.0,39.0,30.0,35.0,65.0,203.0,27.0,41.0,33.0,0.0,16.0,37.0,6.0,31.0,175.0,39.0,113.0,43.0,21.0,2.0,32.0,28.0
54,9.139521606850888e+17,192.0,87.0,3.0,25.0,116.0,12.0,55.0,79.0,76.0,192.0,64.0,118.0,77.0,175.0,14.0,94.0,35.0,22.0,69.0,280.0,38.0,0.0,25.0,76.0,145.0,4.0,38.0,100.0,65.0,19.0,130.0,20.0,146.0,14.0,48.0,98.0,76.0,318.0,192.0,59.0,14.0,36.0,47.0,34.0,94.0,37.0,55.0,188.0,46.0,127.0,22.0,63.0,118.0,0.0,298.0,113.0,39.0,161.0,53.0,24.0,19.0,141.0,34.0,52.0,140.0,111.0,11.0,0.0,53.0,39.0,85.0,99.0,278.0,37.0,63.0,81.0,0.0,43.0,39.0,9.0,39.0,480.0,56.0,216.0,56.0,35.0,4.0,78.0,47.0
55,91532483.0,219.0,97.0,3.0,28.0,153.0,19.0,87.0,145.0,75.0,243.0,77.0,137.0,88.0,209.0,21.0,117.0,45.0,39.0,98.0,261.0,42.0,0.0,35.0,86.0,160.0,6.0,59.0,130.0,102.0,32.0,148.0,22.0,200.0,20.0,55.0,115.0,92.0,403.0,257.0,77.0,12.0,46.0,63.0,38.0,117.0,45.0,63.0,202.0,57.0,146.0,31.0,68.0,133.0,298.0,0.0,106.0,40.0,184.0,68.0,28.0,19.0,124.0,35.0,63.0,154.0,128.0,13.0,0.0,69.0,47.0,89.0,106.0,410.0,43.0,65.0,90.0,0.0,37.0,42.0,10.0,45.0,551.0,50.0,295.0,57.0,40.0,6.0,84.0,72.0
56,9.16925706105389e+17,58.0,30.0,4.0,14.0,30.0,6.0,17.0,21.0,41.0,84.0,17.0,54.0,23.0,75.0,7.0,34.0,16.0,9.0,42.0,103.0,11.0,0.0,14.0,39.0,105.0,3.0,14.0,39.0,20.0,10.0,34.0,2.0,57.0,6.0,25.0,35.0,24.0,123.0,69.0,13.0,4.0,13.0,13.0,11.0,57.0,16.0,18.0,70.0,18.0,42.0,10.0,29.0,37.0,113.0,106.0,0.0,18.0,68.0,22.0,9.0,12.0,81.0,16.0,13.0,48.0,51.0,4.0,0.0,16.0,15.0,28.0,38.0,128.0,26.0,34.0,21.0,0.0,32.0,20.0,3.0,17.0,194.0,29.0,79.0,32.0,24.0,2.0,23.0,23.0
57,9.170238034939044e+17,31.0,22.0,2.0,12.0,21.0,7.0,9.0,20.0,20.0,25.0,15.0,17.0,11.0,34.0,7.0,14.0,16.0,8.0,21.0,33.0,17.0,0.0,4.0,19.0,24.0,5.0,7.0,16.0,14.0,10.0,16.0,5.0,28.0,5.0,8.0,9.0,18.0,38.0,25.0,8.0,2.0,11.0,6.0,6.0,24.0,7.0,12.0,25.0,18.0,20.0,12.0,15.0,13.0,39.0,40.0,18.0,0.0,26.0,18.0,7.0,2.0,24.0,16.0,9.0,25.0,16.0,4.0,0.0,15.0,7.0,13.0,15.0,30.0,12.0,7.0,10.0,0.0,22.0,8.0,3.0,16.0,59.0,8.0,27.0,9.0,10.0,1.0,10.0,16.0
58,9.172496571215503e+17,149.0,94.0,3.0,16.0,114.0,10.0,39.0,63.0,43.0,193.0,67.0,93.0,41.0,118.0,19.0,75.0,36.0,20.0,72.0,153.0,39.0,0.0,23.0,62.0,134.0,6.0,28.0,96.0,56.0,16.0,68.0,15.0,132.0,8.0,50.0,90.0,67.0,228.0,186.0,53.0,10.0,41.0,35.0,29.0,67.0,41.0,57.0,140.0,52.0,105.0,23.0,72.0,108.0,161.0,184.0,68.0,26.0,0.0,62.0,25.0,20.0,134.0,29.0,48.0,136.0,104.0,10.0,0.0,53.0,32.0,46.0,73.0,268.0,32.0,63.0,40.0,0.0,25.0,50.0,8.0,41.0,290.0,37.0,145.0,58.0,29.0,2.0,41.0,48.0
59,9.178759423279268e+17,97.0,55.0,4.0,11.0,60.0,9.0,18.0,50.0,13.0,79.0,50.0,51.0,20.0,48.0,16.0,36.0,35.0,14.0,66.0,56.0,46.0,0.0,10.0,45.0,50.0,6.0,17.0,66.0,43.0,15.0,24.0,12.0,78.0,6.0,28.0,40.0,56.0,112.0,87.0,46.0,6.0,28.0,18.0,16.0,32.0,15.0,38.0,88.0,52.0,81.0,25.0,34.0,43.0,53.0,68.0,22.0,18.0,62.0,0.0,18.0,3.0,37.0,29.0,20.0,67.0,45.0,7.0,0.0,35.0,19.0,22.0,33.0,112.0,24.0,22.0,19.0,0.0,8.0,28.0,8.0,31.0,95.0,20.0,66.0,25.0,14.0,1.0,19.0,34.0
60,9.182646781277348e+17,24.0,20.0,2.0,6.0,22.0,3.0,8.0,13.0,6.0,28.0,15.0,20.0,13.0,22.0,7.0,16.0,10.0,12.0,13.0,20.0,9.0,0.0,3.0,16.0,20.0,2.0,10.0,25.0,19.0,4.0,16.0,2.0,24.0,3.0,16.0,21.0,15.0,32.0,30.0,12.0,5.0,13.0,13.0,8.0,10.0,9.0,20.0,27.0,12.0,22.0,9.0,19.0,24.0,24.0,28.0,9.0,7.0,25.0,18.0,0.0,4.0,22.0,11.0,14.0,25.0,17.0,8.0,0.0,12.0,10.0,14.0,24.0,31.0,11.0,14.0,13.0,0.0,7.0,15.0,5.0,16.0,31.0,16.0,21.0,18.0,7.0,2.0,13.0,10.0
61,9.201138194892227e+17,13.0,11.0,1.0,2.0,10.0,0.0,3.0,3.0,4.0,21.0,3.0,13.0,2.0,16.0,1.0,5.0,3.0,1.0,6.0,26.0,2.0,0.0,2.0,8.0,22.0,0.0,3.0,8.0,5.0,1.0,6.0,0.0,12.0,0.0,7.0,4.0,4.0,27.0,24.0,133.0,0.0,5.0,4.0,5.0,7.0,8.0,4.0,22.0,5.0,16.0,1.0,7.0,13.0,19.0,19.0,12.0,2.0,20.0,3.0,4.0,0.0,16.0,1.0,3.0,15.0,19.0,0.0,0.0,4.0,4.0,2.0,10.0,33.0,4.0,11.0,2.0,0.0,3.0,7.0,1.0,2.0,35.0,8.0,17.0,11.0,6.0,0.0,2.0,3.0
62,9.203793035814134e+17,84.0,43.0,2.0,19.0,46.0,2.0,29.0,32.0,50.0,126.0,28.0,73.0,26.0,105.0,8.0,64.0,21.0,18.0,35.0,130.0,16.0,0.0,23.0,41.0,142.0,3.0,26.0,71.0,33.0,12.0,40.0,7.0,84.0,3.0,35.0,48.0,46.0,147.0,111.0,26.0,4.0,28.0,28.0,23.0,53.0,29.0,37.0,90.0,28.0,56.0,16.0,52.0,76.0,141.0,124.0,81.0,24.0,134.0,37.0,22.0,16.0,0.0,15.0,30.0,94.0,74.0,10.0,0.0,28.0,24.0,33.0,58.0,197.0,33.0,53.0,26.0,0.0,34.0,37.0,5.0,31.0,242.0,35.0,120.0,49.0,25.0,1.0,27.0,21.0
63,9.217624999799112e+17,49.0,31.0,3.0,9.0,36.0,7.0,13.0,25.0,6.0,41.0,35.0,25.0,13.0,26.0,13.0,27.0,31.0,15.0,42.0,30.0,38.0,0.0,6.0,30.0,21.0,6.0,10.0,42.0,27.0,14.0,20.0,10.0,45.0,5.0,21.0,19.0,36.0,51.0,46.0,21.0,5.0,24.0,10.0,10.0,24.0,9.0,24.0,44.0,38.0,45.0,28.0,19.0,23.0,34.0,35.0,16.0,16.0,29.0,29.0,11.0,1.0,15.0,0.0,21.0,35.0,28.0,9.0,0.0,35.0,21.0,14.0,17.0,49.0,11.0,8.0,12.0,0.0,7.0,14.0,6.0,18.0,49.0,12.0,38.0,14.0,13.0,1.0,12.0,25.0
64,9.262313348544348e+17,54.0,30.0,3.0,12.0,38.0,4.0,27.0,41.0,10.0,59.0,28.0,33.0,10.0,41.0,11.0,45.0,21.0,18.0,25.0,45.0,23.0,0.0,15.0,21.0,30.0,3.0,27.0,44.0,37.0,14.0,24.0,12.0,53.0,4.0,20.0,27.0,32.0,78.0,63.0,20.0,5.0,20.0,19.0,19.0,24.0,18.0,29.0,42.0,27.0,46.0,22.0,23.0,45.0,52.0,63.0,13.0,9.0,48.0,20.0,14.0,3.0,30.0,21.0,0.0,48.0,43.0,7.0,0.0,36.0,32.0,12.0,31.0,70.0,12.0,10.0,13.0,0.0,9.0,19.0,4.0,19.0,64.0,15.0,58.0,15.0,13.0,2.0,10.0,18.0
65,9.304033057712251e+17,139.0,79.0,3.0,19.0,89.0,10.0,28.0,65.0,34.0,150.0,65.0,84.0,32.0,84.0,19.0,67.0,42.0,23.0,68.0,125.0,51.0,0.0,16.0,55.0,84.0,8.0,30.0,98.0,54.0,18.0,49.0,19.0,119.0,7.0,38.0,74.0,80.0,200.0,157.0,56.0,8.0,45.0,32.0,26.0,42.0,31.0,52.0,120.0,58.0,97.0,30.0,60.0,84.0,140.0,154.0,48.0,25.0,136.0,67.0,25.0,15.0,94.0,35.0,48.0,0.0,89.0,11.0,0.0,54.0,34.0,35.0,70.0,186.0,33.0,41.0,33.0,0.0,23.0,41.0,10.0,42.0,192.0,37.0,127.0,54.0,24.0,2.0,31.0,39.0
66,9.348313399327007e+17,112.0,52.0,3.0,18.0,70.0,10.0,38.0,50.0,35.0,130.0,38.0,69.0,29.0,100.0,9.0,73.0,36.0,25.0,63.0,116.0,34.0,0.0,18.0,51.0,72.0,4.0,34.0,76.0,45.0,19.0,49.0,15.0,127.0,6.0,41.0,64.0,67.0,172.0,144.0,48.0,7.0,34.0,33.0,27.0,52.0,40.0,49.0,123.0,52.0,85.0,27.0,46.0,86.0,111.0,128.0,51.0,16.0,104.0,45.0,17.0,19.0,74.0,28.0,43.0,89.0,0.0,11.0,0.0,46.0,40.0,31.0,67.0,162.0,19.0,36.0,29.0,0.0,19.0,32.0,8.0,31.0,182.0,32.0,119.0,48.0,31.0,2.0,28.0,51.0
67,9.36989468392747e+17,12.0,11.0,2.0,7.0,10.0,3.0,5.0,8.0,4.0,13.0,12.0,7.0,5.0,9.0,7.0,9.0,9.0,5.0,6.0,11.0,10.0,0.0,4.0,10.0,7.0,2.0,8.0,11.0,10.0,4.0,8.0,2.0,12.0,2.0,6.0,11.0,12.0,14.0,12.0,6.0,4.0,10.0,3.0,5.0,8.0,3.0,10.0,13.0,11.0,11.0,8.0,9.0,10.0,11.0,13.0,4.0,4.0,10.0,7.0,8.0,0.0,10.0,9.0,7.0,11.0,11.0,0.0,0.0,9.0,8.0,7.0,9.0,13.0,7.0,5.0,5.0,0.0,2.0,7.0,4.0,9.0,14.0,6.0,8.0,8.0,5.0,2.0,5.0,8.0
68,9.379282477019955e+17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,9.38659261055361e+17,84.0,69.0,3.0,11.0,58.0,6.0,29.0,58.0,7.0,83.0,48.0,49.0,9.0,55.0,13.0,55.0,44.0,29.0,69.0,46.0,49.0,0.0,15.0,44.0,30.0,8.0,26.0,63.0,51.0,19.0,19.0,20.0,81.0,4.0,25.0,33.0,56.0,103.0,90.0,36.0,5.0,34.0,14.0,23.0,32.0,20.0,33.0,80.0,65.0,94.0,34.0,28.0,39.0,53.0,69.0,16.0,15.0,53.0,35.0,12.0,4.0,28.0,35.0,36.0,54.0,46.0,9.0,0.0,0.0,35.0,10.0,25.0,111.0,12.0,13.0,11.0,0.0,9.0,49.0,7.0,24.0,83.0,17.0,78.0,18.0,17.0,2.0,8.0,36.0
70,9.40138428028543e+17,35.0,24.0,3.0,9.0,25.0,2.0,25.0,36.0,8.0,46.0,22.0,27.0,7.0,31.0,9.0,37.0,21.0,19.0,19.0,27.0,21.0,0.0,14.0,17.0,31.0,2.0,26.0,38.0,37.0,9.0,13.0,10.0,44.0,1.0,18.0,18.0,30.0,57.0,53.0,15.0,4.0,23.0,15.0,19.0,20.0,17.0,25.0,32.0,25.0,35.0,23.0,20.0,30.0,39.0,47.0,15.0,7.0,32.0,19.0,10.0,4.0,24.0,21.0,32.0,34.0,40.0,8.0,0.0,35.0,0.0,9.0,20.0,54.0,12.0,12.0,8.0,0.0,7.0,14.0,4.0,18.0,52.0,11.0,49.0,13.0,14.0,1.0,7.0,15.0
71,9.405870718019338e+17,36.0,26.0,3.0,10.0,51.0,3.0,7.0,13.0,16.0,38.0,18.0,27.0,225.0,53.0,7.0,26.0,12.0,8.0,16.0,94.0,12.0,0.0,5.0,20.0,24.0,2.0,9.0,29.0,13.0,8.0,192.0,4.0,33.0,1.0,16.0,36.0,25.0,64.0,36.0,22.0,3.0,12.0,21.0,7.0,47.0,9.0,23.0,86.0,14.0,27.0,7.0,21.0,35.0,85.0,89.0,28.0,13.0,46.0,22.0,14.0,2.0,33.0,14.0,12.0,35.0,31.0,7.0,0.0,10.0,9.0,0.0,38.0,46.0,17.0,22.0,223.0,0.0,11.0,22.0,5.0,17.0,207.0,29.0,46.0,33.0,12.0,1.0,230.0,14.0
