,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89
20,4046627532.0,176.0,70.0,2.0,25.0,114.0,7.0,36.0,62.0,83.0,194.0,52.0,109.0,89.0,178.0,12.0,81.0,32.0,12.0,73.0,0.0,41.0,0.0,18.0,79.0,141.0,3.0,24.0,104.0,50.0,18.0,145.0,18.0,144.0,12.0,39.0,93.0,77.0,310.0,184.0,57.0,7.0,41.0,34.0,27.0,110.0,34.0,49.0,218.0,50.0,115.0,20.0,45.0,102.0,280.0,261.0,103.0,33.0,153.0,56.0,20.0,26.0,130.0,30.0,45.0,125.0,116.0,11.0,0.0,46.0,27.0,94.0,96.0,321.0,32.0,78.0,92.0,0.0,44.0,39.0,9.0,37.0,582.0,55.0,242.0,59.0,36.0,2.0,88.0,45.0
21,4163438836.0,119.0,71.0,4.0,9.0,61.0,12.0,20.0,45.0,4.0,79.0,71.0,50.0,11.0,32.0,15.0,35.0,45.0,15.0,112.0,41.0,0.0,0.0,7.0,51.0,28.0,12.0,11.0,56.0,40.0,17.0,16.0,27.0,106.0,6.0,23.0,20.0,55.0,120.0,88.0,43.0,4.0,29.0,7.0,11.0,34.0,6.0,20.0,83.0,77.0,96.0,38.0,21.0,19.0,38.0,42.0,11.0,17.0,39.0,46.0,9.0,2.0,16.0,38.0,23.0,51.0,34.0,10.0,0.0,49.0,21.0,12.0,14.0,110.0,9.0,6.0,8.0,0.0,5.0,20.0,6.0,22.0,79.0,7.0,72.0,9.0,10.0,2.0,9.0,63.0
22,4313030473.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,4431207253.0,16.0,15.0,2.0,6.0,11.0,2.0,18.0,19.0,6.0,42.0,7.0,19.0,4.0,32.0,5.0,24.0,7.0,12.0,7.0,18.0,7.0,0.0,0.0,11.0,28.0,2.0,19.0,21.0,29.0,7.0,6.0,2.0,26.0,1.0,8.0,14.0,7.0,46.0,40.0,4.0,2.0,7.0,5.0,16.0,16.0,12.0,13.0,22.0,10.0,19.0,8.0,13.0,24.0,25.0,35.0,14.0,4.0,23.0,10.0,3.0,2.0,23.0,6.0,15.0,16.0,18.0,4.0,0.0,15.0,14.0,5.0,9.0,56.0,5.0,6.0,5.0,0.0,1.0,8.0,2.0,7.0,49.0,8.0,38.0,9.0,7.0,1.0,4.0,6.0
24,4629616573.0,103.0,65.0,3.0,14.0,69.0,8.0,34.0,38.0,17.0,91.0,56.0,62.0,18.0,56.0,16.0,41.0,46.0,17.0,73.0,79.0,51.0,0.0,11.0,0.0,54.0,10.0,18.0,54.0,35.0,17.0,32.0,18.0,86.0,14.0,27.0,35.0,50.0,131.0,95.0,43.0,8.0,28.0,18.0,15.0,41.0,12.0,26.0,90.0,54.0,73.0,26.0,29.0,39.0,76.0,86.0,39.0,19.0,62.0,45.0,16.0,8.0,41.0,30.0,21.0,55.0,51.0,10.0,0.0,44.0,17.0,20.0,30.0,137.0,19.0,22.0,16.0,0.0,13.0,20.0,8.0,21.0,151.0,33.0,93.0,23.0,20.0,3.0,18.0,47.0
25,4721594294.0,125.0,62.0,9.0,16.0,61.0,10.0,24.0,53.0,41.0,171.0,41.0,76.0,17.0,122.0,11.0,71.0,23.0,19.0,73.0,141.0,28.0,0.0,28.0,54.0,0.0,6.0,21.0,70.0,54.0,13.0,37.0,17.0,123.0,14.0,49.0,52.0,61.0,269.0,181.0,44.0,11.0,29.0,19.0,27.0,52.0,34.0,39.0,158.0,39.0,96.0,18.0,47.0,105.0,145.0,160.0,105.0,24.0,134.0,50.0,20.0,22.0,142.0,21.0,30.0,84.0,72.0,7.0,0.0,30.0,31.0,24.0,45.0,376.0,30.0,59.0,18.0,0.0,29.0,31.0,6.0,25.0,300.0,32.0,143.0,34.0,26.0,3.0,20.0,45.0
26,548532354.0,13.0,13.0,1.0,2.0,11.0,3.0,3.0,8.0,2.0,17.0,16.0,11.0,4.0,6.0,4.0,5.0,6.0,4.0,17.0,3.0,12.0,0.0,2.0,10.0,6.0,0.0,2.0,6.0,5.0,5.0,4.0,3.0,15.0,1.0,1.0,1.0,8.0,15.0,11.0,7.0,1.0,5.0,1.0,3.0,6.0,2.0,4.0,14.0,11.0,13.0,6.0,3.0,2.0,4.0,6.0,3.0,5.0,6.0,6.0,2.0,0.0,3.0,6.0,3.0,8.0,4.0,2.0,0.0,8.0,2.0,2.0,2.0,19.0,3.0,2.0,2.0,0.0,2.0,6.0,1.0,2.0,11.0,2.0,8.0,2.0,3.0,0.0,2.0,11.0
27,7.21321752710611e+17,30.0,19.0,4.0,9.0,25.0,2.0,44.0,53.0,12.0,64.0,13.0,27.0,7.0,61.0,6.0,43.0,11.0,34.0,10.0,24.0,11.0,0.0,19.0,18.0,21.0,2.0,0.0,36.0,65.0,6.0,14.0,3.0,44.0,2.0,15.0,16.0,21.0,71.0,51.0,13.0,3.0,16.0,18.0,23.0,21.0,15.0,22.0,24.0,16.0,29.0,14.0,20.0,31.0,38.0,59.0,14.0,7.0,28.0,17.0,10.0,3.0,26.0,10.0,27.0,30.0,34.0,8.0,0.0,26.0,26.0,9.0,23.0,61.0,9.0,10.0,8.0,0.0,6.0,14.0,5.0,12.0,60.0,11.0,64.0,10.0,11.0,1.0,7.0,18.0
28,7.347836377202033e+17,127.0,65.0,4.0,16.0,75.0,7.0,42.0,74.0,22.0,148.0,66.0,72.0,25.0,80.0,13.0,70.0,46.0,31.0,77.0,104.0,56.0,0.0,21.0,54.0,70.0,6.0,36.0,0.0,72.0,20.0,43.0,20.0,124.0,8.0,35.0,64.0,78.0,191.0,151.0,53.0,6.0,42.0,34.0,28.0,50.0,26.0,49.0,114.0,62.0,98.0,35.0,46.0,80.0,100.0,130.0,39.0,16.0,96.0,66.0,25.0,8.0,71.0,42.0,44.0,98.0,76.0,11.0,0.0,63.0,38.0,29.0,57.0,179.0,30.0,36.0,26.0,0.0,12.0,32.0,8.0,39.0,175.0,30.0,145.0,36.0,24.0,2.0,25.0,38.0
29,7.496333841340867e+17,84.0,48.0,5.0,11.0,52.0,8.0,60.0,95.0,11.0,195.0,42.0,53.0,10.0,156.0,16.0,69.0,33.0,59.0,60.0,50.0,40.0,0.0,29.0,35.0,54.0,5.0,65.0,72.0,0.0,18.0,22.0,21.0,123.0,6.0,37.0,33.0,49.0,181.0,132.0,47.0,7.0,33.0,27.0,35.0,28.0,22.0,43.0,79.0,45.0,85.0,30.0,36.0,50.0,65.0,102.0,20.0,14.0,56.0,43.0,19.0,5.0,33.0,27.0,37.0,54.0,45.0,10.0,0.0,51.0,37.0,13.0,26.0,195.0,19.0,16.0,11.0,0.0,10.0,17.0,7.0,21.0,125.0,20.0,153.0,17.0,18.0,3.0,10.0,64.0
30,752306227.0,48.0,17.0,3.0,5.0,22.0,10.0,11.0,22.0,11.0,30.0,17.0,15.0,9.0,16.0,7.0,20.0,17.0,8.0,41.0,18.0,17.0,0.0,7.0,17.0,13.0,5.0,6.0,20.0,18.0,0.0,12.0,14.0,32.0,3.0,6.0,6.0,27.0,47.0,27.0,16.0,3.0,13.0,6.0,8.0,18.0,8.0,11.0,34.0,24.0,30.0,13.0,10.0,13.0,19.0,32.0,10.0,10.0,16.0,15.0,4.0,1.0,12.0,14.0,14.0,18.0,19.0,4.0,0.0,19.0,9.0,8.0,9.0,39.0,5.0,2.0,9.0,0.0,7.0,5.0,3.0,8.0,40.0,5.0,33.0,8.0,5.0,1.0,7.0,19.0
31,7.553696041935421e+17,69.0,43.0,2.0,13.0,80.0,7.0,18.0,25.0,27.0,58.0,31.0,47.0,197.0,109.0,10.0,35.0,20.0,10.0,34.0,145.0,16.0,0.0,6.0,32.0,37.0,4.0,14.0,43.0,22.0,12.0,0.0,9.0,53.0,5.0,21.0,54.0,43.0,115.0,67.0,32.0,6.0,19.0,28.0,10.0,70.0,14.0,34.0,110.0,25.0,45.0,12.0,25.0,49.0,130.0,148.0,34.0,16.0,68.0,24.0,16.0,6.0,40.0,20.0,24.0,49.0,49.0,8.0,0.0,19.0,13.0,192.0,62.0,87.0,16.0,25.0,203.0,0.0,17.0,26.0,4.0,19.0,299.0,40.0,67.0,35.0,17.0,2.0,190.0,26.0
32,7.58142434081665e+17,48.0,22.0,2.0,2.0,21.0,4.0,7.0,31.0,9.0,34.0,26.0,17.0,3.0,21.0,6.0,19.0,16.0,8.0,64.0,18.0,27.0,0.0,2.0,18.0,17.0,3.0,3.0,20.0,21.0,14.0,9.0,0.0,44.0,1.0,7.0,8.0,26.0,45.0,35.0,27.0,1.0,12.0,6.0,2.0,10.0,2.0,6.0,40.0,21.0,36.0,12.0,6.0,9.0,20.0,22.0,2.0,5.0,15.0,12.0,2.0,0.0,7.0,10.0,12.0,19.0,15.0,2.0,0.0,20.0,10.0,4.0,5.0,37.0,3.0,2.0,4.0,0.0,2.0,3.0,2.0,8.0,31.0,3.0,30.0,3.0,2.0,0.0,4.0,30.0
33,7.641078031203369e+17,283.0,153.0,5.0,22.0,132.0,21.0,57.0,138.0,34.0,287.0,121.0,164.0,32.0,161.0,23.0,89.0,67.0,42.0,220.0,144.0,106.0,0.0,26.0,86.0,123.0,15.0,44.0,124.0,123.0,32.0,53.0,44.0,0.0,11.0,62.0,81.0,133.0,389.0,240.0,103.0,8.0,59.0,38.0,34.0,66.0,35.0,56.0,216.0,107.0,185.0,48.0,63.0,103.0,146.0,200.0,57.0,28.0,132.0,78.0,24.0,12.0,84.0,45.0,53.0,119.0,127.0,12.0,0.0,81.0,44.0,33.0,68.0,399.0,30.0,39.0,31.0,0.0,22.0,53.0,9.0,47.0,283.0,33.0,227.0,44.0,27.0,5.0,29.0,125.0
34,7.827947575336428e+17,66.0,8.0,1.0,1.0,11.0,10.0,3.0,5.0,6.0,16.0,10.0,6.0,1.0,7.0,5.0,5.0,6.0,2.0,12.0,12.0,6.0,0.0,1.0,14.0,14.0,1.0,2.0,8.0,6.0,3.0,5.0,1.0,11.0,0.0,4.0,6.0,10.0,47.0,21.0,7.0,31.0,4.0,1.0,2.0,5.0,4.0,7.0,10.0,6.0,13.0,4.0,5.0,12.0,14.0,20.0,6.0,5.0,8.0,6.0,3.0,0.0,3.0,5.0,4.0,7.0,6.0,2.0,0.0,4.0,1.0,1.0,2.0,33.0,3.0,2.0,1.0,0.0,1.0,1.0,1.0,2.0,37.0,2.0,10.0,1.0,2.0,4.0,1.0,6.0
