,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52
27,421929408.0,0.0,5.0,3.0,1.0,7.0,0.0,0.0,0.0,3.0,11.0,9.0,0.0,2.0,0.0,4.0,2.0,6.0,0.0,1.0,5.0,7.0,8.0,10.0,2.0,5.0,2.0,0.0,4.0,0.0,3.0,2.0,0.0,5.0,0.0,1.0,1.0,6.0,2.0,1.0,1.0,1.0,0.0,3.0,5.0,2.0,7.0,0.0,7.0,2.0,1.0,0.0,1.0
28,4308726619.0,13.0,22.0,14.0,79.0,229.0,0.0,0.0,0.0,232.0,277.0,366.0,0.0,93.0,28.0,191.0,85.0,138.0,19.0,18.0,111.0,230.0,196.0,257.0,95.0,99.0,23.0,4.0,0.0,3.0,153.0,72.0,19.0,105.0,6.0,59.0,74.0,159.0,166.0,141.0,69.0,67.0,0.0,120.0,124.0,133.0,122.0,21.0,112.0,144.0,46.0,4.0,128.0
29,4417475712.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,4.0,3.0,2.0,0.0,9.0,0.0,2.0,1.0,0.0,1.0,0.0,3.0,2.0,6.0,2.0,10.0,2.0,0.0,0.0,3.0,0.0,1.0,0.0,12.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,12.0,1.0,0.0,2.0
30,519390387.0,13.0,14.0,14.0,86.0,118.0,1.0,0.0,0.0,171.0,213.0,448.0,0.0,105.0,18.0,236.0,26.0,76.0,14.0,23.0,29.0,126.0,112.0,216.0,108.0,72.0,8.0,3.0,153.0,1.0,0.0,80.0,14.0,55.0,4.0,11.0,12.0,64.0,71.0,123.0,25.0,14.0,0.0,43.0,48.0,104.0,105.0,3.0,49.0,164.0,39.0,5.0,90.0
31,55200138.0,9.0,9.0,7.0,69.0,53.0,0.0,0.0,0.0,80.0,89.0,115.0,0.0,42.0,15.0,111.0,12.0,34.0,17.0,11.0,20.0,57.0,50.0,113.0,62.0,45.0,6.0,2.0,72.0,0.0,80.0,0.0,6.0,26.0,5.0,6.0,7.0,25.0,35.0,61.0,12.0,7.0,0.0,27.0,23.0,49.0,61.0,3.0,22.0,54.0,22.0,3.0,47.0
32,602985308.0,0.0,1.0,1.0,8.0,10.0,0.0,0.0,0.0,21.0,23.0,36.0,0.0,23.0,1.0,19.0,5.0,8.0,4.0,0.0,10.0,13.0,25.0,32.0,78.0,7.0,1.0,0.0,19.0,12.0,14.0,6.0,0.0,7.0,0.0,3.0,5.0,11.0,7.0,7.0,3.0,9.0,0.0,7.0,8.0,8.0,8.0,4.0,6.0,201.0,5.0,0.0,9.0
33,7.183990775708754e+17,4.0,16.0,10.0,29.0,144.0,0.0,0.0,0.0,112.0,141.0,191.0,0.0,42.0,4.0,75.0,55.0,83.0,9.0,7.0,91.0,116.0,102.0,96.0,47.0,75.0,14.0,5.0,105.0,1.0,55.0,26.0,7.0,0.0,2.0,53.0,52.0,104.0,117.0,69.0,40.0,57.0,0.0,101.0,104.0,67.0,59.0,29.0,53.0,52.0,35.0,1.0,83.0
34,7.310286098681078e+17,9.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,7.0,4.0,16.0,0.0,6.0,3.0,7.0,1.0,1.0,2.0,2.0,2.0,5.0,2.0,9.0,5.0,1.0,1.0,0.0,6.0,0.0,4.0,5.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,4.0,1.0,0.0,0.0,1.0,2.0,4.0,1.0,1.0,1.0,5.0,2.0,0.0,2.0
35,8.018353557248573e+17,0.0,8.0,4.0,6.0,87.0,0.0,0.0,0.0,57.0,70.0,76.0,0.0,8.0,0.0,16.0,42.0,45.0,1.0,1.0,68.0,65.0,48.0,37.0,11.0,31.0,6.0,1.0,59.0,1.0,11.0,6.0,3.0,53.0,0.0,0.0,41.0,60.0,66.0,30.0,33.0,60.0,0.0,59.0,73.0,23.0,22.0,33.0,30.0,12.0,17.0,0.0,52.0
36,8.02092736035881e+17,0.0,5.0,2.0,6.0,128.0,0.0,0.0,0.0,43.0,116.0,121.0,0.0,10.0,3.0,19.0,42.0,75.0,2.0,2.0,67.0,92.0,58.0,54.0,9.0,24.0,13.0,1.0,74.0,1.0,12.0,7.0,5.0,52.0,0.0,41.0,0.0,75.0,93.0,37.0,33.0,82.0,0.0,127.0,99.0,22.0,20.0,24.0,39.0,17.0,12.0,1.0,35.0
37,8.028781515000095e+17,0.0,23.0,15.0,23.0,201.0,0.0,0.0,0.0,144.0,228.0,256.0,0.0,55.0,2.0,102.0,77.0,141.0,7.0,8.0,123.0,208.0,177.0,166.0,48.0,108.0,16.0,6.0,159.0,1.0,64.0,25.0,11.0,104.0,1.0,60.0,75.0,0.0,154.0,83.0,59.0,71.0,0.0,124.0,127.0,71.0,90.0,23.0,113.0,75.0,35.0,0.0,99.0
38,8.053801966941676e+17,8.0,16.0,6.0,38.0,217.0,1.0,0.0,0.0,154.0,217.0,257.0,0.0,41.0,8.0,99.0,80.0,120.0,11.0,14.0,115.0,177.0,162.0,146.0,51.0,86.0,16.0,2.0,166.0,1.0,71.0,35.0,7.0,117.0,3.0,66.0,93.0,154.0,0.0,88.0,62.0,89.0,0.0,149.0,142.0,75.0,79.0,23.0,80.0,61.0,29.0,1.0,106.0
39,8.057515761155645e+17,12.0,12.0,9.0,58.0,145.0,1.0,0.0,0.0,163.0,167.0,291.0,0.0,66.0,22.0,181.0,36.0,81.0,11.0,28.0,53.0,138.0,109.0,181.0,67.0,64.0,9.0,1.0,141.0,2.0,123.0,61.0,7.0,69.0,4.0,30.0,37.0,83.0,88.0,0.0,36.0,35.0,0.0,75.0,58.0,111.0,72.0,9.0,58.0,91.0,41.0,3.0,103.0
40,8.112421684592722e+17,0.0,5.0,0.0,15.0,84.0,0.0,0.0,0.0,60.0,77.0,81.0,0.0,13.0,3.0,28.0,44.0,44.0,3.0,5.0,56.0,69.0,50.0,53.0,14.0,24.0,10.0,1.0,69.0,1.0,25.0,12.0,3.0,40.0,1.0,33.0,33.0,59.0,62.0,36.0,0.0,37.0,0.0,55.0,55.0,31.0,24.0,8.0,28.0,24.0,13.0,1.0,46.0
41,8.245319721270968e+17,0.0,6.0,0.0,7.0,144.0,0.0,0.0,0.0,56.0,79.0,99.0,0.0,8.0,1.0,18.0,51.0,53.0,1.0,3.0,82.0,67.0,71.0,42.0,13.0,33.0,9.0,1.0,67.0,1.0,14.0,7.0,9.0,57.0,0.0,60.0,82.0,71.0,89.0,35.0,37.0,0.0,0.0,81.0,125.0,24.0,22.0,64.0,47.0,21.0,16.0,0.0,60.0
42,833877799.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,8.369858745838019e+17,3.0,13.0,3.0,27.0,206.0,1.0,0.0,0.0,94.0,181.0,216.0,0.0,24.0,3.0,59.0,54.0,127.0,8.0,7.0,96.0,161.0,114.0,144.0,37.0,57.0,14.0,3.0,120.0,1.0,43.0,27.0,7.0,101.0,1.0,59.0,127.0,124.0,149.0,75.0,55.0,81.0,0.0,0.0,135.0,52.0,49.0,26.0,57.0,49.0,27.0,1.0,72.0
