,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88
24,2517223020.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,2541419474.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,25600670.0,2.0,2.0,17.0,1.0,1.0,12.0,0.0,2.0,1.0,3.0,22.0,0.0,27.0,3.0,5.0,2.0,7.0,0.0,1.0,1.0,28.0,0.0,0.0,0.0,0.0,0.0,21.0,2.0,1.0,7.0,2.0,1.0,0.0,2.0,1.0,9.0,13.0,2.0,14.0,0.0,5.0,167.0,0.0,1.0,0.0,8.0,2.0,7.0,8.0,10.0,0.0,22.0,13.0,7.0,0.0,5.0,1.0,0.0,6.0,1.0,11.0,4.0,0.0,20.0,3.0,2.0,3.0,24.0,5.0,2.0,0.0,0.0,0.0,10.0,13.0,2.0,1.0,1.0,0.0,2.0,0.0,1.0,19.0,19.0,1.0,0.0,2.0,3.0
27,256495109.0,2.0,2.0,20.0,5.0,11.0,138.0,3.0,1.0,2.0,4.0,68.0,1.0,24.0,11.0,29.0,1.0,17.0,1.0,0.0,5.0,217.0,0.0,0.0,0.0,0.0,21.0,0.0,7.0,1.0,3.0,6.0,0.0,0.0,19.0,2.0,297.0,22.0,2.0,15.0,0.0,29.0,4.0,0.0,2.0,0.0,30.0,2.0,102.0,7.0,9.0,0.0,8.0,370.0,38.0,2.0,22.0,11.0,0.0,51.0,0.0,41.0,3.0,0.0,48.0,16.0,2.0,12.0,76.0,94.0,1.0,1.0,0.0,0.0,4.0,17.0,0.0,5.0,6.0,3.0,2.0,0.0,8.0,503.0,58.0,2.0,1.0,3.0,20.0
28,257470504.0,7.0,13.0,3.0,1.0,1.0,11.0,0.0,0.0,1.0,0.0,5.0,0.0,9.0,0.0,2.0,7.0,1.0,0.0,0.0,9.0,1.0,1.0,0.0,0.0,2.0,2.0,7.0,0.0,0.0,1.0,2.0,1.0,0.0,2.0,1.0,2.0,3.0,0.0,8.0,0.0,1.0,0.0,0.0,7.0,1.0,4.0,3.0,3.0,13.0,0.0,0.0,23.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,6.0,7.0,1.0,3.0,4.0,0.0,0.0,0.0,1.0,0.0,5.0,2.0,0.0,0.0,2.0,7.0,0.0,1.0,0.0,0.0,2.0,0.0,9.0,5.0,6.0,0.0,0.0,0.0,1.0
29,262215471.0,1.0,0.0,0.0,8.0,3.0,22.0,13.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,4.0,0.0,15.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,37.0,1.0,7.0,16.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,21.0,0.0,8.0,0.0
30,26527435.0,0.0,0.0,7.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,7.0,0.0,36.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,2.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,5.0,0.0,2.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0
31,266994576.0,1.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,1.0,0.0,5.0,0.0,3.0,1.0,3.0,2.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,6.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,4.0,5.0,2.0,2.0,1.0,0.0,4.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,31.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,38.0,0.0,0.0,0.0,1.0
32,279491945.0,1.0,0.0,0.0,5.0,1.0,22.0,5.0,0.0,0.0,4.0,8.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,11.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,35.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,4.0,0.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,18.0,0.0,58.0,0.0,5.0,14.0,1.0,0.0,1.0,0.0,0.0,5.0,7.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,15.0,0.0,6.0,1.0
33,3065807866.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,31102784.0,0.0,1.0,8.0,2.0,3.0,5.0,1.0,0.0,1.0,1.0,5.0,1.0,2.0,3.0,8.0,1.0,2.0,0.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0,2.0,19.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,10.0,3.0,1.0,2.0,0.0,4.0,0.0,0.0,1.0,0.0,7.0,2.0,6.0,2.0,3.0,0.0,2.0,8.0,1.0,2.0,2.0,1.0,0.0,2.0,0.0,6.0,1.0,0.0,18.0,6.0,1.0,4.0,4.0,4.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,14.0,9.0,0.0,0.0,2.0,2.0
35,316103932.0,0.0,0.0,1.0,3.0,2.0,7.0,7.0,0.0,0.0,6.0,5.0,0.0,6.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,4.0,3.0,0.0,8.0,0.0,0.0,0.0,0.0,9.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,5.0,0.0,26.0,1.0,2.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,4.0,0.0,4.0,1.0
