,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204
0,-1.0,103787130.0,108094081.0,109550596.0,111503188.0,111570867.0,115508152.0,121870491.0,132336370.0,135892857.0,141204035.0,1461414289.0,147934099.0,14898307.0,150983065.0,158812734.0,16434036.0,1652691110.0,170290373.0,172775211.0,182376077.0,185201323.0,186479786.0,187920956.0,19064713.0,19108742.0,194095677.0,19510901.0,20640347.0,212246121.0,21333577.0,2194738604.0,2257455510.0,22690459.0,2279793932.0,228104529.0,230394605.0,230497699.0,233174284.0,234353626.0,23441151.0,235964479.0,242341877.0,2451978007.0,24530711.0,248022129.0,259539968.0,263062352.0,268300037.0,270542222.0,2737303598.0,2766348822.0,281660651.0,2828450510.0,2855727314.0,289781808.0,2898876440.0,2913190092.0,292285721.0,29463782.0,3002845425.0,3018886795.0,308420780.0,308716323.0,3184539350.0,3240733980.0,3314962574.0,3324102978.0,342877615.0,343578786.0,3470224777.0,3482859734.0,349470894.0,3670000693.0,36746169.0,36899782.0,3704750476.0,377341937.0,38194288.0,3846836299.0,38779210.0,39223541.0,394482968.0,39454125.0,3946831274.0,399899795.0,40875244.0,4108939111.0,4152403634.0,451469721.0,48302346.0,4866691905.0,495712859.0,497258052.0,5128551.0,514156175.0,53711314.0,546564983.0,566836912.0,570287773.0,57590721.0,600782171.0,607191463.0,62929266.0,65864036.0,67098975.0,68127286.0,7151262.0,7.421040667849523e+17,7.470485498886267e+17,7.504026542207754e+17,7.523522910138245e+17,7.64022400916652e+17,7.680046216756183e+17,7.705792657043046e+17,7.724863001757327e+17,77629353.0,7.76342670566232e+17,7.765804968682906e+17,7.766891147793613e+17,7.829072027511685e+17,7.839678419511542e+17,78455156.0,7.853307496080712e+17,7.856067986361139e+17,7.868698557229343e+17,7.892374169597174e+17,7.901554567149117e+17,7.927395005940818e+17,7.955380000629924e+17,797631350.0,7.99978559645184e+17,8.026677653078712e+17,8.038471195430912e+17,8.038750351947817e+17,8.039512742280069e+17,8.068231515480146e+17,8.104577195472404e+17,8.119642960453345e+17,812938015.0,8.14349077001474e+17,8.150764223477268e+17,8.155100723316367e+17,8.168043575973724e+17,8.178866125079265e+17,8.190005107871375e+17,8.228304959058944e+17,8.234843204761068e+17,8.239580094873313e+17,8.288812648326881e+17,8.33795935184511e+17,833877799.0,8.349615313895547e+17,83812633.0,8.387082538611466e+17,8.406081476141384e+17,8.414756551789609e+17,8.423717014888612e+17,8.503612605541499e+17,8.566932027823636e+17,86051774.0,8.621595201639178e+17,8.636291612393923e+17,8.682682550681477e+17,8.710064415737651e+17,8.71235672325079e+17,8.724039941062533e+17,8.750707274555187e+17,888197310.0,890515868.0,89161436.0,8.991578050550825e+17,9.000378185919242e+17,9.017400596065608e+17,902303118.0,9.030384042454385e+17,9.041214146171412e+17,9.041777476305551e+17,9.070743281806623e+17,90989777.0,9.100613602847089e+17,9.210126115288924e+17,9.218035134491402e+17,9.25202980957184e+17,9.311836963165266e+17,9.335307369965158e+17,9.363592050695045e+17,9.363894293959844e+17,9.399589069184614e+17,9.416494390805053e+17,9.43073866271912e+17,9.438137109124833e+17,9.442294996792852e+17,9.455339987506053e+17,94948681.0,9.528803504299868e+17,9.534180627655025e+17,9.564025013134172e+17,9.611957727955436e+17,9.628840386493604e+17,9.669329710085734e+17,9.671981556902257e+17,9.672723696215368e+17,9.673699726483087e+17,969923838.0
1,103787130.0,0.0,107.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,10.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,14.0,2.0,8.0,4.0,6.0,12.0,0.0,0.0,89.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,23.0,7.0,1.0,12.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,9.0,0.0,0.0,7.0,0.0,8.0,3.0,0.0,60.0,77.0,5.0,1.0,15.0,0.0,0.0,54.0,0.0,0.0,0.0,17.0,0.0,0.0,4.0,0.0,0.0,113.0,2.0,0.0,7.0,3.0,0.0,0.0,9.0,2.0,59.0,2.0,5.0,53.0,12.0,63.0,24.0,34.0,104.0,103.0,0.0,2.0,15.0,0.0,17.0,5.0,22.0,15.0,6.0,6.0,0.0,106.0,64.0,10.0,28.0,152.0,154.0,63.0,70.0,0.0,68.0,12.0,133.0,15.0,145.0,200.0,9.0,0.0,127.0,89.0,2.0,0.0,12.0,0.0,14.0,5.0,3.0,135.0,5.0,21.0,0.0,3.0,34.0,3.0,11.0,66.0,142.0,2.0,29.0,0.0,0.0,73.0,82.0,127.0,0.0,5.0,122.0,3.0,1.0,0.0,110.0,22.0,28.0,10.0,8.0,0.0,23.0,16.0,0.0,0.0,8.0,3.0,2.0,0.0,93.0,5.0,2.0,5.0,98.0,16.0,0.0,1.0,4.0,2.0,0.0
2,108094081.0,107.0,0.0,0.0,5.0,69.0,5.0,6.0,0.0,2.0,13.0,0.0,43.0,15.0,0.0,3.0,22.0,20.0,2.0,13.0,0.0,4.0,0.0,0.0,6.0,41.0,2.0,61.0,7.0,2.0,2.0,0.0,106.0,34.0,23.0,8.0,24.0,6.0,6.0,6.0,8.0,1.0,28.0,1.0,1.0,10.0,78.0,6.0,13.0,26.0,20.0,43.0,25.0,2.0,108.0,32.0,8.0,2.0,0.0,0.0,0.0,5.0,4.0,2.0,73.0,16.0,7.0,21.0,5.0,1.0,0.0,15.0,0.0,0.0,20.0,13.0,12.0,0.0,3.0,5.0,1.0,73.0,2.0,4.0,94.0,74.0,110.0,4.0,11.0,0.0,0.0,80.0,19.0,0.0,19.0,57.0,5.0,7.0,5.0,7.0,1.0,189.0,7.0,15.0,71.0,14.0,25.0,6.0,37.0,6.0,68.0,12.0,22.0,62.0,34.0,87.0,36.0,35.0,152.0,143.0,0.0,4.0,91.0,22.0,68.0,15.0,32.0,14.0,9.0,10.0,1.0,96.0,102.0,27.0,56.0,235.0,183.0,70.0,103.0,0.0,113.0,23.0,180.0,38.0,179.0,277.0,60.0,0.0,211.0,132.0,3.0,0.0,31.0,0.0,52.0,32.0,6.0,160.0,3.0,44.0,3.0,15.0,37.0,17.0,45.0,76.0,157.0,5.0,48.0,0.0,2.0,92.0,106.0,163.0,21.0,8.0,156.0,8.0,7.0,18.0,112.0,100.0,33.0,32.0,41.0,1.0,57.0,64.0,0.0,0.0,29.0,9.0,7.0,11.0,177.0,23.0,2.0,10.0,116.0,57.0,0.0,4.0,5.0,6.0,0.0
3,109550596.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,111503188.0,0.0,5.0,0.0,0.0,7.0,13.0,3.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,31.0,1.0,13.0,13.0,2.0,0.0,1.0,1.0,17.0,49.0,11.0,12.0,3.0,4.0,3.0,6.0,2.0,4.0,0.0,6.0,0.0,1.0,2.0,6.0,1.0,0.0,5.0,0.0,1.0,0.0,2.0,0.0,3.0,1.0,1.0,4.0,5.0,0.0,0.0,24.0,1.0,1.0,4.0,0.0,4.0,1.0,15.0,0.0,2.0,1.0,1.0,0.0,5.0,0.0,1.0,0.0,4.0,1.0,3.0,5.0,0.0,6.0,0.0,4.0,0.0,4.0,0.0,6.0,3.0,0.0,10.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,21.0,5.0,7.0,4.0,1.0,7.0,1.0,2.0,1.0,1.0,15.0,7.0,14.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0,4.0,3.0,0.0,0.0,22.0,6.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,3.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,6.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,1.0,23.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5,111570867.0,0.0,69.0,0.0,7.0,0.0,18.0,30.0,0.0,2.0,9.0,0.0,14.0,38.0,1.0,6.0,35.0,2.0,3.0,14.0,4.0,2.0,0.0,1.0,11.0,70.0,4.0,179.0,8.0,8.0,4.0,0.0,14.0,205.0,2.0,16.0,0.0,18.0,29.0,7.0,7.0,0.0,26.0,1.0,0.0,0.0,30.0,1.0,5.0,7.0,2.0,4.0,28.0,0.0,0.0,62.0,5.0,1.0,1.0,0.0,0.0,9.0,12.0,3.0,17.0,3.0,1.0,11.0,6.0,0.0,0.0,0.0,1.0,0.0,25.0,14.0,0.0,23.0,9.0,1.0,2.0,51.0,2.0,5.0,8.0,0.0,126.0,3.0,0.0,0.0,1.0,4.0,33.0,0.0,35.0,18.0,7.0,6.0,1.0,10.0,1.0,20.0,1.0,12.0,81.0,13.0,21.0,11.0,14.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,17.0,2.0,0.0,0.0,36.0,33.0,17.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,29.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,6.0,2.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,5.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,5.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,2.0,0.0,8.0,1.0,26.0,1.0,3.0,0.0,1.0,36.0,0.0,2.0,0.0,0.0,22.0,0.0,5.0,2.0,0.0,0.0,4.0,1.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
6,115508152.0,1.0,5.0,0.0,13.0,18.0,0.0,5.0,4.0,4.0,1.0,0.0,2.0,9.0,0.0,1.0,30.0,0.0,25.0,10.0,2.0,0.0,0.0,1.0,26.0,114.0,17.0,20.0,2.0,6.0,3.0,3.0,1.0,9.0,2.0,2.0,0.0,1.0,5.0,21.0,2.0,0.0,6.0,0.0,1.0,0.0,9.0,0.0,1.0,4.0,1.0,1.0,4.0,0.0,0.0,62.0,1.0,0.0,7.0,1.0,26.0,2.0,16.0,0.0,3.0,1.0,3.0,0.0,6.0,0.0,0.0,0.0,5.0,3.0,12.0,10.0,0.0,28.0,2.0,0.0,0.0,7.0,0.0,15.0,4.0,0.0,3.0,0.0,0.0,2.0,2.0,2.0,4.0,0.0,15.0,7.0,5.0,2.0,1.0,11.0,0.0,6.0,1.0,4.0,17.0,7.0,13.0,9.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,3.0,0.0,5.0,0.0,0.0,0.0,10.0,6.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,1.0,0.0,12.0,1.0,0.0,0.0,0.0,16.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
7,121870491.0,0.0,6.0,0.0,3.0,30.0,5.0,0.0,1.0,0.0,2.0,0.0,3.0,28.0,0.0,0.0,5.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,5.0,10.0,2.0,40.0,3.0,1.0,1.0,0.0,2.0,8.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,11.0,0.0,0.0,0.0,6.0,0.0,3.0,2.0,0.0,0.0,6.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0.0,3.0,1.0,0.0,9.0,0.0,4.0,4.0,0.0,9.0,2.0,0.0,0.0,0.0,1.0,16.0,0.0,3.0,4.0,3.0,2.0,0.0,4.0,0.0,8.0,1.0,2.0,23.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,2.0,0.0,0.0,6.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,5.0,0.0,4.0,0.0,1.0,7.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8,132336370.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,135892857.0,0.0,2.0,0.0,1.0,2.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,1.0,1.0,3.0,0.0,5.0,3.0,1.0,0.0,0.0,0.0,2.0,22.0,0.0,6.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,1.0,0.0,22.0,0.0,31.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,34.0,0.0,0.0,11.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,0.0,4.0,2.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,2.0,0.0,3.0,1.0,2.0,3.0,4.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,32.0
