,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58
33,68945315.0,0.0,1.0,1.0,1.0,7.0,2.0,3.0,21.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,2.0,0.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,2.0,0.0,5.0,0.0,13.0,0.0,0.0,0.0,12.0,1.0,5.0,0.0,4.0,0.0,11.0,0.0,56.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,8.0,2.0
34,714897566.0,2.0,0.0,3.0,1.0,2.0,0.0,3.0,1.0,0.0,18.0,0.0,4.0,5.0,1.0,0.0,1.0,8.0,1.0,6.0,0.0,41.0,4.0,0.0,0.0,2.0,7.0,1.0,3.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,40.0,2.0,3.0,0.0,4.0,0.0,5.0,9.0,3.0,19.0,8.0,8.0,11.0,4.0,10.0,4.0,3.0,35.0,64.0,71.0,6.0,1.0,1.0
35,7.233811530008904e+17,1.0,0.0,1.0,8.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,4.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,14.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0
36,7.680276422558392e+17,28.0,23.0,22.0,27.0,41.0,1.0,68.0,9.0,3.0,41.0,0.0,77.0,18.0,12.0,3.0,40.0,14.0,19.0,40.0,7.0,21.0,7.0,0.0,5.0,36.0,33.0,9.0,55.0,0.0,105.0,14.0,36.0,12.0,40.0,1.0,0.0,9.0,82.0,11.0,96.0,0.0,66.0,8.0,120.0,100.0,21.0,14.0,13.0,185.0,40.0,20.0,9.0,35.0,106.0,285.0,58.0,94.0,33.0
37,804340837.0,6.0,2.0,8.0,1.0,13.0,0.0,11.0,2.0,0.0,5.0,0.0,11.0,8.0,3.0,1.0,11.0,3.0,2.0,14.0,1.0,0.0,7.0,0.0,1.0,15.0,4.0,6.0,19.0,0.0,17.0,0.0,6.0,1.0,2.0,0.0,9.0,0.0,18.0,1.0,13.0,0.0,8.0,2.0,18.0,11.0,2.0,2.0,0.0,19.0,7.0,0.0,1.0,0.0,1.0,17.0,6.0,12.0,13.0
38,8.213112840168038e+17,7.0,7.0,20.0,31.0,43.0,1.0,39.0,4.0,1.0,17.0,0.0,38.0,11.0,5.0,2.0,37.0,9.0,5.0,31.0,2.0,2.0,12.0,0.0,4.0,51.0,6.0,14.0,43.0,0.0,53.0,2.0,18.0,5.0,3.0,2.0,82.0,18.0,0.0,13.0,66.0,0.0,43.0,5.0,60.0,31.0,3.0,3.0,0.0,151.0,32.0,0.0,1.0,0.0,7.0,65.0,19.0,35.0,32.0
39,83558469.0,2.0,14.0,1.0,30.0,10.0,0.0,4.0,1.0,19.0,3.0,0.0,40.0,2.0,1.0,0.0,4.0,0.0,3.0,12.0,2.0,6.0,1.0,0.0,2.0,7.0,1.0,7.0,7.0,0.0,17.0,23.0,14.0,0.0,0.0,2.0,11.0,1.0,13.0,0.0,8.0,0.0,8.0,1.0,20.0,5.0,0.0,7.0,0.0,99.0,5.0,0.0,0.0,0.0,4.0,14.0,1.0,17.0,10.0
40,83660300.0,10.0,13.0,32.0,21.0,46.0,0.0,77.0,5.0,0.0,19.0,0.0,61.0,11.0,9.0,4.0,35.0,9.0,8.0,25.0,3.0,2.0,10.0,0.0,3.0,47.0,13.0,12.0,67.0,0.0,51.0,11.0,20.0,4.0,4.0,1.0,96.0,13.0,66.0,8.0,0.0,0.0,45.0,7.0,99.0,76.0,3.0,6.0,0.0,90.0,30.0,0.0,1.0,0.0,3.0,59.0,31.0,107.0,19.0
41,8.578223124266066e+17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,869503428.0,6.0,5.0,9.0,9.0,24.0,0.0,39.0,6.0,2.0,6.0,0.0,24.0,9.0,11.0,0.0,39.0,6.0,6.0,25.0,0.0,6.0,11.0,0.0,1.0,20.0,4.0,4.0,46.0,0.0,57.0,2.0,14.0,11.0,5.0,2.0,66.0,8.0,43.0,8.0,45.0,0.0,0.0,4.0,50.0,13.0,3.0,2.0,0.0,67.0,27.0,1.0,1.0,1.0,0.0,50.0,7.0,16.0,16.0
43,883863649.0,1.0,0.0,1.0,1.0,4.0,0.0,6.0,1.0,1.0,3.0,0.0,6.0,7.0,0.0,0.0,5.0,0.0,0.0,9.0,0.0,3.0,3.0,0.0,0.0,6.0,4.0,0.0,7.0,0.0,9.0,0.0,3.0,0.0,9.0,0.0,8.0,2.0,5.0,1.0,7.0,0.0,4.0,0.0,8.0,8.0,5.0,2.0,6.0,7.0,9.0,4.0,2.0,7.0,7.0,16.0,5.0,1.0,3.0
44,88444985.0,14.0,40.0,17.0,54.0,53.0,11.0,59.0,13.0,7.0,19.0,0.0,173.0,11.0,18.0,3.0,44.0,6.0,41.0,35.0,7.0,6.0,9.0,0.0,7.0,53.0,10.0,13.0,89.0,0.0,76.0,23.0,58.0,56.0,3.0,2.0,120.0,18.0,60.0,20.0,99.0,0.0,50.0,8.0,0.0,42.0,3.0,4.0,0.0,213.0,40.0,0.0,1.0,0.0,7.0,67.0,21.0,86.0,48.0
45,90149831.0,6.0,5.0,27.0,11.0,20.0,0.0,66.0,2.0,0.0,42.0,0.0,26.0,18.0,6.0,1.0,13.0,10.0,5.0,25.0,2.0,9.0,8.0,0.0,2.0,32.0,15.0,11.0,27.0,0.0,29.0,6.0,2.0,0.0,19.0,2.0,100.0,11.0,31.0,5.0,76.0,0.0,13.0,8.0,42.0,0.0,11.0,7.0,6.0,41.0,15.0,9.0,6.0,18.0,32.0,100.0,32.0,127.0,22.0
46,9.115916926580204e+17,1.0,1.0,2.0,1.0,3.0,0.0,3.0,0.0,0.0,1.0,0.0,3.0,6.0,0.0,0.0,0.0,2.0,0.0,11.0,0.0,3.0,7.0,0.0,1.0,3.0,20.0,1.0,4.0,0.0,9.0,0.0,0.0,0.0,8.0,0.0,21.0,2.0,3.0,0.0,3.0,0.0,3.0,5.0,3.0,11.0,0.0,2.0,3.0,3.0,7.0,13.0,5.0,3.0,15.0,23.0,16.0,1.0,2.0
47,9.14787888541442e+17,1.0,6.0,3.0,3.0,3.0,0.0,3.0,0.0,0.0,4.0,0.0,8.0,3.0,0.0,0.0,2.0,2.0,0.0,11.0,0.0,6.0,3.0,0.0,3.0,2.0,4.0,1.0,4.0,0.0,14.0,5.0,0.0,0.0,8.0,0.0,14.0,2.0,3.0,7.0,6.0,0.0,2.0,2.0,4.0,7.0,2.0,0.0,0.0,8.0,4.0,3.0,3.0,5.0,7.0,16.0,3.0,5.0,2.0
48,9.151205882759086e+17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,11.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,3.0,0.0,0.0,1.0,2.0,1.0,0.0,20.0,13.0,17.0,0.0,2.0,1.0
49,927385039.0,15.0,39.0,29.0,384.0,60.0,10.0,66.0,10.0,183.0,19.0,0.0,348.0,13.0,21.0,5.0,53.0,7.0,20.0,49.0,28.0,5.0,11.0,0.0,7.0,77.0,12.0,20.0,91.0,0.0,101.0,149.0,219.0,9.0,4.0,14.0,185.0,19.0,151.0,99.0,90.0,0.0,67.0,7.0,213.0,41.0,3.0,8.0,1.0,0.0,46.0,0.0,1.0,1.0,6.0,77.0,17.0,124.0,57.0
50,9.317491609690522e+17,10.0,2.0,7.0,11.0,29.0,0.0,29.0,3.0,0.0,9.0,0.0,26.0,9.0,3.0,0.0,24.0,5.0,2.0,29.0,1.0,2.0,13.0,0.0,0.0,25.0,8.0,5.0,50.0,0.0,46.0,1.0,12.0,0.0,10.0,2.0,40.0,7.0,32.0,5.0,30.0,0.0,27.0,9.0,40.0,15.0,7.0,4.0,2.0,46.0,0.0,5.0,3.0,3.0,6.0,49.0,14.0,9.0,12.0
51,9.332102287697674e+17,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,10.0,0.0,0.0,0.0,2.0,0.0,9.0,0.0,2.0,7.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,4.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,9.0,13.0,3.0,1.0,0.0,5.0,0.0,5.0,1.0,12.0,19.0,15.0,0.0,0.0
52,9.36697109599871e+17,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,1.0,4.0,0.0,0.0,1.0,6.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,9.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,6.0,5.0,3.0,0.0,1.0,3.0,5.0,0.0,0.0,5.0,10.0,7.0,0.0,1.0
53,9.367083752739226e+17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,15.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,35.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,18.0,3.0,5.0,20.0,1.0,3.0,1.0,0.0,0.0,29.0,60.0,2.0,0.0,0.0
54,9.373755133827645e+17,0.0,4.0,3.0,0.0,6.0,1.0,4.0,0.0,1.0,23.0,0.0,8.0,8.0,1.0,0.0,1.0,3.0,4.0,11.0,0.0,71.0,3.0,0.0,3.0,4.0,20.0,3.0,3.0,0.0,50.0,1.0,1.0,0.0,64.0,0.0,106.0,1.0,7.0,4.0,3.0,0.0,0.0,7.0,7.0,32.0,15.0,7.0,13.0,6.0,6.0,12.0,5.0,29.0,0.0,80.0,23.0,5.0,4.0
