,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190
0,-1.0,1015079670.0,102213447.0,103856408.0,104141579.0,10453122.0,106361619.0,107219551.0,107630503.0,109630024.0,110534382.0,110582398.0,112082159.0,112430335.0,112967218.0,11430852.0,114380994.0,114684715.0,1148222250.0,116253691.0,116785531.0,1169713441.0,118593643.0,118674790.0,119106009.0,1200532459.0,1205427770.0,121176573.0,126682035.0,128571928.0,132443713.0,137517189.0,142591282.0,14421065.0,147486328.0,14834066.0,149527312.0,1549740445.0,158173419.0,1615016204.0,16225093.0,1662244520.0,166494178.0,1673941226.0,175333969.0,178729876.0,184462039.0,189106177.0,189130932.0,18951775.0,191422906.0,192261383.0,194565712.0,19611800.0,19720329.0,197418745.0,197637989.0,198411583.0,20090208.0,20133907.0,202516870.0,20560375.0,208885112.0,21277732.0,21704676.0,218683531.0,22748754.0,2283621361.0,2291383200.0,2302821151.0,231741075.0,23367973.0,2364107978.0,24064661.0,24153998.0,2458880424.0,2461066640.0,260107116.0,266157698.0,267663069.0,2679193513.0,268317263.0,2685807289.0,269477176.0,26981507.0,277497598.0,279514253.0,279854362.0,2829240437.0,2856260563.0,28575855.0,287738539.0,29153853.0,29210745.0,293436203.0,2943117608.0,300454931.0,300872627.0,3022257818.0,303666215.0,3046072892.0,310341169.0,31165175.0,3158598644.0,318801091.0,318968456.0,330471859.0,3314655327.0,3316409420.0,33261691.0,337600534.0,33884350.0,3394752073.0,35211906.0,376950898.0,378294105.0,380935436.0,39250934.0,39584440.0,399515555.0,401184274.0,4033101155.0,403989274.0,411402689.0,415071980.0,41686937.0,41838575.0,420405353.0,4278971373.0,4371108915.0,44120577.0,44306903.0,449689510.0,453603539.0,460537318.0,468987501.0,47083934.0,47530315.0,48416262.0,484868106.0,48973777.0,49310742.0,49790325.0,51687906.0,52014153.0,52130729.0,526997571.0,536164435.0,537118954.0,53847316.0,55439523.0,557477798.0,575201636.0,58738112.0,59015952.0,603875376.0,60466670.0,604730910.0,60608464.0,611471436.0,61156035.0,614200684.0,62620962.0,629071876.0,67092484.0,67581359.0,69209621.0,70119061.0,716998621.0,76678133.0,7.748404199098327e+17,78049645.0,80348405.0,81586193.0,82041060.0,82163419.0,82449732.0,83782945.0,85075631.0,85103670.0,8.642503819704074e+17,86941100.0,871546524.0,88898791.0,905065902.0,9178902.0,9.336586684989071e+17,940683308.0,9496882.0,964633976.0,98175911.0
1,1015079670.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,5.0,0.0,1.0,0.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,9.0,3.0,0.0,0.0,3.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,1.0,2.0,5.0,1.0,2.0,1.0,1.0,2.0,0.0,3.0,1.0,2.0,1.0,1.0,1.0,12.0,2.0,2.0,6.0,5.0,8.0,6.0,5.0,1.0,0.0,0.0,4.0,2.0,0.0,5.0,0.0,1.0,8.0,2.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,5.0,0.0,0.0,1.0,4.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,7.0,0.0,0.0,4.0,0.0,0.0,0.0,6.0,1.0,4.0,0.0,7.0,4.0,3.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0
2,102213447.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,9.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3,103856408.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,2.0,9.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,7.0,2.0,4.0,0.0,4.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,1.0,2.0,4.0,0.0,2.0,1.0,1.0,2.0,0.0,2.0,1.0,3.0,2.0,1.0,1.0,6.0,4.0,2.0,8.0,6.0,5.0,6.0,8.0,1.0,0.0,0.0,6.0,3.0,0.0,2.0,0.0,0.0,6.0,2.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,5.0,0.0,0.0,1.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,3.0,0.0,7.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,1.0,3.0,1.0,2.0,0.0,5.0,3.0,4.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0
4,104141579.0,3.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,12.0,0.0,1.0,0.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,14.0,4.0,3.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,3.0,2.0,2.0,2.0,4.0,0.0,1.0,2.0,1.0,1.0,0.0,2.0,4.0,1.0,9.0,1.0,4.0,7.0,1.0,3.0,6.0,2.0,3.0,10.0,5.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,1.0,4.0,12.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,5.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,2.0,1.0,0.0,3.0,3.0,6.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,3.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,2.0,2.0,1.0,13.0,2.0,11.0,6.0,3.0,3.0,1.0,1.0,3.0,2.0,0.0,4.0,1.0,2.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,3.0,2.0,1.0,0.0
5,10453122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,106361619.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
7,107219551.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,13.0,0.0,0.0,1.0,17.0,2.0,1.0,0.0,2.0,1.0,1.0,21.0,0.0,34.0,0.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,4.0,17.0,3.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,9.0,1.0,2.0,2.0,0.0,1.0,3.0,1.0,1.0,2.0,2.0,34.0,1.0,1.0,19.0,4.0,6.0,23.0,3.0,14.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,13.0,1.0,0.0,0.0,2.0,0.0,1.0,11.0,3.0,0.0,0.0,0.0,1.0,2.0,7.0,0.0,1.0,7.0,0.0,0.0,0.0,7.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,1.0,5.0,0.0,1.0,27.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17.0,18.0,0.0,3.0,0.0,0.0,2.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,67.0,6.0,1.0,0.0,14.0,7.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,13.0,8.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,21.0,1.0
8,107630503.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9,109630024.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,5.0,7.0,0.0,0.0,0.0,3.0,7.0,3.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19.0,3.0,4.0,1.0,1.0,2.0,0.0,2.0,6.0,0.0,6.0,3.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,3.0,0.0,9.0,3.0,9.0,2.0,0.0,16.0,2.0,4.0,10.0,1.0,0.0,0.0,35.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,20.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0,2.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,2.0,0.0,3.0,3.0,26.0,0.0,3.0,0.0,0.0,2.0,5.0,1.0,5.0,1.0,0.0,3.0,0.0,6.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,1.0,4.0,1.0,5.0,0.0,0.0,4.0,0.0,4.0,0.0,1.0,4.0,2.0,0.0,1.0,5.0,2.0,1.0,0.0,5.0,1.0,0.0,2.0,3.0,2.0,1.0,18.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,4.0,1.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0
