,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152
0,-1.0,100540957.0,1013266130.0,106389093.0,110400856.0,110739821.0,112555383.0,11430852.0,114380994.0,115893687.0,117129434.0,1175023014.0,118615417.0,119337747.0,123567384.0,1249239396.0,124959739.0,1324686061.0,14077028.0,14152801.0,14274035.0,1440033408.0,1448416939.0,147932559.0,14834066.0,1500811393.0,152065950.0,152220884.0,153175813.0,1575500258.0,160043879.0,1608515724.0,161987966.0,164011860.0,166861881.0,17020910.0,18248380.0,1835188722.0,18904026.0,193334263.0,197470320.0,208885112.0,215723197.0,2179363256.0,21875888.0,2258547164.0,2283621361.0,2334852392.0,23567737.0,2367435439.0,2371415004.0,23874487.0,2391982811.0,24005125.0,2477973830.0,24863193.0,250552458.0,261883695.0,2647218602.0,2649144102.0,26834533.0,2720969918.0,2728293858.0,274854005.0,27581795.0,2790667280.0,279854362.0,28455233.0,2885700117.0,2912840665.0,2949615800.0,2976044688.0,3021654522.0,3039758019.0,310341169.0,3159551576.0,3188786054.0,3253506211.0,3268920199.0,331574402.0,3316409420.0,333393117.0,337600534.0,3459494593.0,35417628.0,354835768.0,3649482553.0,367575448.0,37571253.0,384690913.0,390004066.0,393843106.0,39422290.0,4014667694.0,4080040765.0,4146757465.0,430297361.0,456119027.0,462133252.0,4670953921.0,4680787494.0,48283254.0,48973777.0,493239208.0,49337379.0,49688588.0,49932115.0,55987500.0,60179540.0,61126219.0,611471436.0,612429295.0,616085691.0,62555293.0,630306633.0,635418577.0,68123230.0,6933782.0,70325655.0,71228799.0,7.147272644585636e+17,718420201.0,736591740.0,7.390391895979663e+17,7.565301619070116e+17,75893591.0,76714605.0,77162533.0,7.805869964901171e+17,7.925616417998561e+17,79962747.0,8.149403357300654e+17,82041060.0,82711859.0,827307828.0,82910572.0,82960773.0,8.3794487052211e+17,8.399673422305403e+17,840021710.0,845645718.0,871401085.0,87481727.0,879107234.0,88332030.0,890265552.0,9.177144985044255e+17,9.460599183432581e+17,94631508.0,953002291.0,97148719.0,971832620.0,98175911.0
1,100540957.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1013266130.0,1.0,0.0,24.0,0.0,19.0,0.0,29.0,1.0,2.0,1.0,0.0,60.0,2.0,20.0,0.0,0.0,0.0,7.0,2.0,2.0,0.0,3.0,2.0,18.0,1.0,4.0,4.0,0.0,0.0,3.0,0.0,11.0,3.0,11.0,1.0,0.0,0.0,7.0,0.0,11.0,19.0,7.0,1.0,2.0,5.0,15.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,9.0,2.0,2.0,0.0,9.0,0.0,9.0,3.0,0.0,8.0,0.0,4.0,4.0,8.0,2.0,4.0,1.0,1.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,5.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,25.0,1.0,0.0,2.0,0.0,9.0,3.0,3.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,4.0,12.0,6.0,7.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,24.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0,11.0,0.0,1.0,9.0,31.0,0.0,17.0,0.0,7.0,1.0,10.0,0.0,1.0,0.0,5.0,0.0,3.0
3,106389093.0,0.0,24.0,0.0,0.0,24.0,0.0,18.0,0.0,1.0,1.0,1.0,77.0,0.0,51.0,2.0,1.0,0.0,10.0,0.0,0.0,0.0,1.0,0.0,1.0,21.0,4.0,9.0,0.0,0.0,0.0,1.0,7.0,0.0,26.0,1.0,1.0,0.0,1.0,0.0,12.0,29.0,15.0,1.0,0.0,0.0,13.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,11.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,15.0,11.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,9.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,1.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,17.0,0.0,0.0,15.0,0.0,2.0,0.0,0.0,21.0,4.0,0.0,1.0,21.0,49.0,0.0,31.0,8.0,0.0,0.0,5.0,0.0,0.0,2.0,9.0,0.0,1.0
4,110400856.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,110739821.0,0.0,19.0,24.0,0.0,0.0,0.0,30.0,6.0,6.0,1.0,0.0,82.0,10.0,34.0,11.0,4.0,3.0,6.0,0.0,0.0,0.0,2.0,1.0,14.0,14.0,6.0,44.0,0.0,0.0,0.0,1.0,64.0,13.0,18.0,0.0,3.0,1.0,6.0,0.0,11.0,24.0,20.0,3.0,5.0,1.0,9.0,0.0,0.0,6.0,4.0,6.0,13.0,3.0,8.0,17.0,106.0,6.0,12.0,0.0,13.0,4.0,0.0,2.0,2.0,10.0,21.0,7.0,10.0,14.0,0.0,3.0,2.0,1.0,5.0,0.0,1.0,0.0,3.0,0.0,1.0,4.0,5.0,0.0,39.0,1.0,0.0,0.0,3.0,4.0,3.0,12.0,8.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,37.0,3.0,1.0,15.0,0.0,2.0,1.0,6.0,2.0,1.0,0.0,7.0,1.0,0.0,3.0,4.0,20.0,2.0,7.0,0.0,0.0,0.0,0.0,2.0,11.0,0.0,36.0,6.0,0.0,49.0,0.0,3.0,0.0,2.0,18.0,16.0,4.0,11.0,56.0,33.0,0.0,23.0,10.0,4.0,2.0,5.0,0.0,0.0,22.0,16.0,1.0,9.0
6,112555383.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0,0.0,5.0,0.0,0.0,1.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
7,11430852.0,1.0,29.0,18.0,0.0,30.0,2.0,0.0,17.0,20.0,4.0,0.0,181.0,15.0,36.0,1.0,5.0,4.0,11.0,4.0,11.0,0.0,3.0,12.0,246.0,5.0,9.0,3.0,1.0,0.0,13.0,0.0,8.0,21.0,13.0,9.0,22.0,1.0,33.0,0.0,10.0,35.0,11.0,3.0,19.0,10.0,22.0,8.0,0.0,3.0,1.0,13.0,9.0,27.0,9.0,20.0,5.0,4.0,16.0,0.0,28.0,13.0,1.0,32.0,9.0,0.0,8.0,15.0,4.0,1.0,1.0,7.0,0.0,2.0,4.0,1.0,0.0,0.0,0.0,3.0,2.0,4.0,12.0,0.0,5.0,3.0,0.0,6.0,8.0,7.0,0.0,11.0,8.0,1.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,70.0,1.0,0.0,6.0,0.0,14.0,6.0,6.0,0.0,1.0,0.0,1.0,14.0,0.0,1.0,17.0,23.0,33.0,15.0,0.0,0.0,3.0,0.0,7.0,6.0,3.0,56.0,0.0,0.0,19.0,0.0,2.0,0.0,1.0,16.0,7.0,0.0,2.0,17.0,151.0,0.0,9.0,3.0,25.0,2.0,39.0,0.0,3.0,3.0,21.0,0.0,2.0
8,114380994.0,0.0,1.0,0.0,0.0,6.0,0.0,17.0,0.0,0.0,0.0,0.0,25.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,3.0,0.0,0.0,2.0,0.0,0.0,2.0,4.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,2.0,16.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,1.0,1.0
9,115893687.0,1.0,2.0,1.0,0.0,6.0,1.0,20.0,0.0,0.0,1.0,0.0,19.0,14.0,0.0,0.0,3.0,4.0,1.0,0.0,12.0,0.0,0.0,3.0,24.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,1.0,8.0,4.0,2.0,8.0,3.0,38.0,0.0,2.0,17.0,1.0,8.0,10.0,2.0,7.0,17.0,0.0,1.0,0.0,6.0,0.0,8.0,1.0,6.0,0.0,0.0,8.0,0.0,19.0,20.0,0.0,41.0,7.0,0.0,0.0,9.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,4.0,0.0,1.0,3.0,0.0,3.0,18.0,10.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,36.0,1.0,0.0,7.0,0.0,1.0,2.0,7.0,0.0,2.0,0.0,1.0,5.0,0.0,1.0,4.0,0.0,8.0,0.0,0.0,0.0,2.0,0.0,9.0,2.0,4.0,21.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,5.0,0.0,0.0,0.0,3.0,14.0,0.0,4.0,0.0,15.0,0.0,45.0,0.0,3.0,2.0,5.0,0.0,0.0
