,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61
20,240613203.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,241973459.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,4.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,3.0,3.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0
22,2433167971.0,2.0,2.0,0.0,1.0,2.0,0.0,0.0,1.0,5.0,1.0,2.0,2.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0,2.0,1.0,3.0,0.0,2.0,0.0,4.0,0.0,0.0,2.0,8.0,15.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
23,2441873851.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,2553817934.0,11.0,13.0,12.0,16.0,102.0,21.0,3.0,19.0,1.0,10.0,52.0,34.0,2.0,212.0,8.0,7.0,14.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,5.0,5.0,0.0,71.0,161.0,0.0,1.0,1.0,0.0,3.0,8.0,0.0,0.0,67.0,20.0,0.0,18.0,12.0,25.0,4.0,14.0,4.0,45.0,14.0,28.0,0.0,4.0,19.0,141.0,42.0,6.0,10.0,2.0,1.0,15.0,1.0,7.0
25,256235414.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,5.0,7.0,2.0,1.0,8.0,2.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,5.0,0.0,2.0,3.0,6.0,1.0,6.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,2.0,1.0,2.0,2.0,0.0,1.0,2.0,0.0,4.0,1.0,2.0,0.0,0.0,1.0,4.0,4.0,3.0,0.0,2.0,1.0,0.0,1.0,0.0
26,2611817244.0,25.0,13.0,0.0,1.0,12.0,0.0,3.0,2.0,3.0,3.0,11.0,7.0,0.0,19.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,3.0,0.0,5.0,2.0,0.0,1.0,19.0,4.0,1.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,6.0,14.0,1.0,6.0,3.0,7.0,1.0,5.0,0.0,2.0,1.0,21.0,0.0,0.0,1.0,17.0,26.0,2.0,0.0,2.0,2.0,5.0,0.0,0.0
27,263503137.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
28,2713148717.0,5.0,23.0,3.0,5.0,72.0,10.0,8.0,3.0,3.0,11.0,42.0,19.0,0.0,144.0,7.0,0.0,10.0,3.0,1.0,0.0,2.0,1.0,0.0,71.0,6.0,19.0,0.0,0.0,24.0,0.0,8.0,3.0,0.0,4.0,6.0,0.0,1.0,49.0,22.0,2.0,8.0,8.0,6.0,0.0,13.0,1.0,12.0,3.0,75.0,0.0,0.0,3.0,55.0,93.0,4.0,6.0,6.0,5.0,7.0,3.0,0.0
29,273295620.0,11.0,7.0,7.0,10.0,60.0,19.0,0.0,23.0,0.0,7.0,30.0,27.0,10.0,131.0,6.0,7.0,10.0,0.0,0.0,0.0,2.0,3.0,0.0,161.0,1.0,4.0,0.0,24.0,0.0,1.0,2.0,0.0,0.0,3.0,6.0,0.0,0.0,44.0,11.0,0.0,20.0,11.0,30.0,4.0,7.0,3.0,51.0,11.0,13.0,1.0,7.0,15.0,110.0,17.0,9.0,10.0,2.0,1.0,13.0,0.0,8.0
30,2844883614.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,1.0,6.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
31,284867370.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,10.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,8.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,2.0,9.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0
32,2870831390.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,295655540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,1.0,0.0,0.0,0.0
34,3023972454.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,2.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,3.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
35,306052324.0,0.0,2.0,0.0,0.0,4.0,2.0,0.0,3.0,0.0,1.0,5.0,0.0,0.0,7.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,1.0,0.0,6.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,4.0,4.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0
36,310816643.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,315106232.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
38,3166564625.0,11.0,11.0,7.0,13.0,65.0,12.0,2.0,14.0,6.0,6.0,25.0,22.0,3.0,94.0,4.0,1.0,29.0,5.0,0.0,0.0,2.0,4.0,0.0,67.0,3.0,6.0,1.0,49.0,44.0,1.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,18.0,1.0,27.0,9.0,43.0,3.0,47.0,4.0,12.0,91.0,29.0,0.0,0.0,15.0,61.0,78.0,5.0,9.0,1.0,1.0,12.0,0.0,0.0
39,3277455930.0,9.0,9.0,1.0,3.0,17.0,1.0,2.0,8.0,4.0,4.0,13.0,4.0,0.0,30.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,20.0,2.0,14.0,0.0,22.0,11.0,0.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,18.0,0.0,0.0,2.0,2.0,11.0,2.0,4.0,0.0,12.0,2.0,20.0,0.0,0.0,1.0,15.0,16.0,8.0,0.0,1.0,1.0,2.0,0.0,0.0
40,3389726902.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
41,342020125.0,3.0,2.0,2.0,4.0,9.0,4.0,1.0,1.0,1.0,1.0,8.0,10.0,0.0,43.0,1.0,0.0,9.0,1.0,0.0,0.0,2.0,1.0,0.0,18.0,2.0,6.0,1.0,8.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,2.0,1.0,0.0,3.0,4.0,1.0,7.0,5.0,4.0,14.0,5.0,0.0,0.0,4.0,14.0,5.0,2.0,5.0,1.0,0.0,1.0,0.0,0.0
42,346972284.0,3.0,5.0,3.0,3.0,10.0,3.0,1.0,5.0,1.0,3.0,6.0,9.0,0.0,12.0,3.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,2.0,3.0,0.0,8.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,2.0,0.0,3.0,0.0,11.0,0.0,2.0,1.0,7.0,3.0,5.0,0.0,0.0,7.0,11.0,7.0,1.0,4.0,1.0,2.0,5.0,0.0,0.0
43,350927671.0,10.0,3.0,4.0,8.0,22.0,10.0,2.0,11.0,0.0,2.0,16.0,8.0,0.0,31.0,5.0,2.0,10.0,0.0,0.0,0.0,1.0,2.0,0.0,25.0,0.0,7.0,0.0,6.0,30.0,2.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,43.0,11.0,0.0,4.0,11.0,0.0,2.0,26.0,1.0,12.0,25.0,16.0,0.0,0.0,16.0,21.0,16.0,2.0,7.0,0.0,0.0,6.0,0.0,1.0
44,363688814.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0,11.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,4.0,1.0,1.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,4.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
45,4180528993.0,5.0,6.0,1.0,2.0,17.0,4.0,1.0,6.0,4.0,4.0,11.0,7.0,0.0,11.0,1.0,4.0,11.0,0.0,0.0,0.0,2.0,3.0,0.0,14.0,2.0,5.0,0.0,13.0,7.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,47.0,4.0,0.0,7.0,2.0,26.0,0.0,0.0,1.0,3.0,47.0,11.0,0.0,0.0,7.0,11.0,31.0,5.0,2.0,1.0,3.0,1.0,0.0,0.0
46,4667097662.0,2.0,0.0,2.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,5.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0
47,51699477.0,4.0,7.0,1.0,5.0,35.0,4.0,0.0,16.0,0.0,4.0,29.0,3.0,0.0,28.0,7.0,5.0,5.0,0.0,0.0,0.0,1.0,2.0,0.0,45.0,4.0,2.0,0.0,12.0,51.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,12.0,12.0,0.0,4.0,7.0,12.0,4.0,3.0,1.0,0.0,4.0,5.0,0.0,0.0,4.0,31.0,14.0,6.0,4.0,0.0,1.0,7.0,1.0,1.0
48,532997614.0,2.0,1.0,1.0,2.0,17.0,2.0,0.0,5.0,0.0,1.0,4.0,4.0,3.0,14.0,2.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,1.0,0.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,2.0,0.0,14.0,3.0,25.0,0.0,47.0,0.0,4.0,0.0,1.0,0.0,0.0,4.0,16.0,6.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0
49,564336016.0,28.0,22.0,1.0,2.0,34.0,3.0,6.0,6.0,9.0,4.0,17.0,16.0,2.0,47.0,1.0,3.0,3.0,2.0,0.0,0.0,3.0,4.0,0.0,28.0,2.0,21.0,2.0,75.0,13.0,1.0,5.0,0.0,1.0,3.0,3.0,0.0,0.0,29.0,20.0,2.0,5.0,5.0,16.0,1.0,11.0,1.0,5.0,1.0,0.0,0.0,0.0,5.0,21.0,67.0,6.0,3.0,1.0,2.0,4.0,0.0,0.0
50,66203368.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,70565268.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0
52,72845927.0,9.0,0.0,4.0,3.0,14.0,9.0,1.0,4.0,1.0,0.0,10.0,9.0,1.0,22.0,2.0,0.0,4.0,1.0,0.0,0.0,1.0,2.0,0.0,19.0,1.0,1.0,1.0,3.0,15.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15.0,1.0,1.0,4.0,7.0,16.0,1.0,7.0,2.0,4.0,4.0,5.0,0.0,1.0,0.0,16.0,3.0,1.0,8.0,1.0,0.0,8.0,0.0,1.0
