,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
31,7.488184783421686e+17,5.0,7.0,4.0,3.0,1.0,2.0,25.0,0.0,2.0,0.0,8.0,3.0,3.0,0.0,0.0,3.0,3.0,1.0,1.0,8.0,5.0,0.0,0.0,0.0,4.0,20.0,7.0,0.0,1.0,13.0,0.0,5.0,17.0,0.0,3.0,0.0,4.0,0.0,0.0,3.0,11.0
32,7.985348499297567e+17,15.0,12.0,8.0,21.0,7.0,1.0,111.0,1.0,5.0,0.0,8.0,2.0,8.0,3.0,1.0,2.0,1.0,9.0,0.0,7.0,6.0,1.0,0.0,0.0,8.0,9.0,6.0,1.0,3.0,19.0,5.0,0.0,32.0,0.0,2.0,0.0,4.0,0.0,1.0,4.0,19.0
33,80590882.0,23.0,64.0,31.0,34.0,19.0,8.0,245.0,8.0,7.0,0.0,33.0,18.0,22.0,7.0,3.0,13.0,15.0,3.0,4.0,35.0,15.0,0.0,0.0,4.0,21.0,89.0,59.0,4.0,15.0,78.0,17.0,32.0,0.0,0.0,15.0,0.0,44.0,24.0,0.0,19.0,116.0
34,8.859221013450383e+17,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,8.898994759210107e+17,5.0,6.0,3.0,2.0,4.0,1.0,23.0,2.0,2.0,0.0,5.0,3.0,9.0,0.0,0.0,5.0,2.0,1.0,0.0,8.0,3.0,0.0,0.0,2.0,5.0,20.0,5.0,0.0,3.0,15.0,3.0,2.0,15.0,0.0,0.0,0.0,5.0,8.0,0.0,5.0,20.0
36,893036695.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,9.186822274409923e+17,6.0,22.0,7.0,6.0,5.0,2.0,48.0,0.0,0.0,0.0,5.0,10.0,7.0,1.0,0.0,7.0,1.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,3.0,29.0,39.0,1.0,11.0,30.0,4.0,4.0,44.0,0.0,5.0,0.0,0.0,19.0,0.0,10.0,45.0
38,9.217970420866703e+17,4.0,11.0,8.0,9.0,2.0,3.0,33.0,1.0,1.0,0.0,4.0,5.0,4.0,0.0,0.0,7.0,2.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,4.0,18.0,18.0,1.0,9.0,22.0,0.0,0.0,24.0,0.0,8.0,0.0,19.0,0.0,0.0,10.0,24.0
39,9.441352756214661e+17,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,9.673253862069248e+17,4.0,9.0,6.0,2.0,2.0,1.0,25.0,0.0,1.0,0.0,2.0,6.0,4.0,0.0,0.0,5.0,1.0,0.0,0.0,6.0,1.0,0.0,0.0,1.0,5.0,16.0,12.0,0.0,4.0,22.0,3.0,4.0,19.0,0.0,5.0,0.0,10.0,10.0,0.0,0.0,16.0
41,99355614.0,33.0,54.0,30.0,28.0,15.0,7.0,193.0,6.0,16.0,0.0,32.0,26.0,31.0,8.0,3.0,12.0,12.0,2.0,5.0,42.0,18.0,4.0,0.0,3.0,31.0,104.0,66.0,8.0,20.0,62.0,11.0,19.0,116.0,0.0,20.0,0.0,45.0,24.0,0.0,16.0,0.0
