,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
10,147871831.0,21.0,2.0,3.0,3.0,4.0,2.0,18.0,2.0,0.0,0.0,8.0,13.0,0.0,15.0,12.0,0.0,13.0,4.0,4.0,1.0,12.0,6.0,0.0,0.0,7.0,20.0,14.0,9.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,2.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,5.0,8.0,2.0,4.0,19.0,16.0,0.0,2.0,1.0,0.0,1.0,29.0,0.0,0.0
11,15583992.0,34.0,4.0,4.0,2.0,6.0,2.0,11.0,1.0,10.0,8.0,0.0,19.0,0.0,11.0,9.0,0.0,20.0,9.0,3.0,6.0,17.0,6.0,2.0,0.0,6.0,32.0,17.0,9.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,3.0,0.0,7.0,16.0,2.0,2.0,0.0,0.0,0.0,0.0,11.0,18.0,20.0,1.0,10.0,27.0,17.0,4.0,2.0,5.0,2.0,1.0,33.0,0.0,2.0
12,162031876.0,73.0,25.0,4.0,13.0,5.0,2.0,43.0,4.0,5.0,13.0,19.0,0.0,0.0,22.0,40.0,0.0,32.0,11.0,7.0,2.0,49.0,23.0,0.0,0.0,16.0,83.0,52.0,11.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,18.0,1.0,10.0,16.0,1.0,2.0,0.0,0.0,0.0,0.0,14.0,5.0,23.0,1.0,2.0,55.0,54.0,2.0,2.0,4.0,3.0,1.0,107.0,0.0,1.0
13,164493626.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
14,164958548.0,57.0,7.0,11.0,4.0,11.0,7.0,17.0,8.0,14.0,15.0,11.0,22.0,1.0,0.0,23.0,0.0,32.0,11.0,8.0,4.0,37.0,24.0,4.0,0.0,11.0,52.0,52.0,20.0,1.0,5.0,7.0,0.0,1.0,0.0,2.0,5.0,1.0,17.0,48.0,0.0,1.0,2.0,0.0,0.0,0.0,25.0,22.0,24.0,3.0,14.0,65.0,31.0,9.0,0.0,5.0,1.0,0.0,65.0,1.0,0.0
15,1651092140.0,59.0,34.0,3.0,13.0,2.0,0.0,40.0,3.0,0.0,12.0,9.0,40.0,0.0,23.0,0.0,0.0,30.0,7.0,12.0,1.0,46.0,40.0,0.0,0.0,21.0,80.0,58.0,16.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,21.0,0.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,4.0,20.0,0.0,2.0,32.0,54.0,0.0,4.0,0.0,0.0,1.0,137.0,0.0,0.0
16,1666288112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,166855560.0,59.0,16.0,8.0,4.0,7.0,1.0,31.0,4.0,9.0,13.0,20.0,32.0,1.0,32.0,30.0,0.0,0.0,12.0,12.0,6.0,70.0,43.0,3.0,0.0,11.0,79.0,66.0,21.0,0.0,3.0,3.0,0.0,1.0,0.0,2.0,12.0,0.0,9.0,26.0,2.0,3.0,1.0,0.0,0.0,0.0,21.0,13.0,27.0,3.0,16.0,65.0,40.0,3.0,3.0,5.0,2.0,1.0,105.0,0.0,1.0
18,173338012.0,37.0,7.0,34.0,0.0,5.0,1.0,4.0,3.0,5.0,4.0,9.0,11.0,0.0,11.0,7.0,0.0,12.0,0.0,3.0,2.0,15.0,4.0,1.0,0.0,5.0,20.0,12.0,6.0,1.0,1.0,2.0,0.0,0.0,0.0,3.0,3.0,1.0,6.0,10.0,0.0,0.0,0.0,67.0,0.0,0.0,10.0,12.0,23.0,0.0,111.0,18.0,13.0,2.0,0.0,2.0,0.0,0.0,46.0,0.0,0.0
19,187196080.0,12.0,12.0,1.0,1.0,2.0,1.0,5.0,1.0,2.0,4.0,3.0,7.0,0.0,8.0,12.0,0.0,12.0,3.0,0.0,1.0,16.0,22.0,1.0,0.0,5.0,11.0,16.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,3.0,1.0,1.0,9.0,13.0,3.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0
20,1951177484.0,7.0,0.0,2.0,0.0,3.0,2.0,1.0,0.0,1.0,1.0,6.0,2.0,1.0,4.0,1.0,0.0,6.0,2.0,1.0,0.0,2.0,0.0,6.0,0.0,1.0,8.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,4.0,0.0,3.0,4.0,3.0,2.0,0.0,4.0,0.0,0.0,9.0,0.0,0.0
21,221230073.0,93.0,32.0,11.0,7.0,8.0,3.0,32.0,6.0,12.0,12.0,17.0,49.0,3.0,37.0,46.0,0.0,70.0,15.0,16.0,2.0,0.0,43.0,3.0,0.0,14.0,119.0,67.0,20.0,0.0,4.0,2.0,0.0,1.0,0.0,4.0,17.0,0.0,9.0,17.0,1.0,1.0,0.0,0.0,1.0,0.0,26.0,15.0,30.0,3.0,9.0,86.0,73.0,4.0,1.0,4.0,1.0,2.0,144.0,0.0,0.0
22,223415493.0,45.0,26.0,2.0,3.0,3.0,0.0,20.0,7.0,1.0,6.0,6.0,23.0,1.0,24.0,40.0,0.0,43.0,4.0,22.0,0.0,43.0,0.0,0.0,0.0,10.0,59.0,62.0,30.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,14.0,0.0,10.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,11.0,14.0,0.0,3.0,47.0,46.0,0.0,0.0,0.0,1.0,0.0,134.0,0.0,1.0
23,236870463.0,6.0,0.0,1.0,0.0,0.0,6.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,3.0,1.0,1.0,6.0,3.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,7.0,0.0,3.0,4.0,2.0,1.0,0.0,11.0,0.0,0.0,5.0,0.0,0.0
