,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134
0,-1.0,1008941766.0,102703360.0,102955752.0,109487586.0,110942439.0,113676296.0,115641271.0,120012327.0,1200398376.0,122806804.0,1234824385.0,1235574732.0,123907301.0,125886292.0,126145829.0,1338772176.0,1356277926.0,137889937.0,139240585.0,144712659.0,147880009.0,1510075764.0,1518165954.0,1534950469.0,1588662397.0,160204384.0,1633426388.0,1651092140.0,165798073.0,165810178.0,173338012.0,18238115.0,185749281.0,1883978713.0,189055844.0,1898030330.0,1898057402.0,197384307.0,202159505.0,208738605.0,211115740.0,214805362.0,21645098.0,2179363256.0,219007177.0,221724151.0,2240421060.0,22527027.0,226234506.0,2274300565.0,2323280803.0,233494748.0,2384965117.0,246915229.0,25493235.0,27690635.0,284413326.0,284867370.0,286096620.0,2936654615.0,294114036.0,295220513.0,2971298278.0,306812393.0,3075985849.0,30840707.0,3130789249.0,31708184.0,319485185.0,321908610.0,32531990.0,3264114626.0,330262973.0,333232178.0,333393117.0,33371369.0,3389726902.0,340720470.0,34535716.0,3501558683.0,363512914.0,363688814.0,365969138.0,382442980.0,386287339.0,405386963.0,40872479.0,4121027247.0,42007600.0,42167968.0,426385521.0,453603539.0,45523259.0,456119027.0,465212891.0,4763066478.0,4806791917.0,4848677962.0,489698381.0,507322803.0,559353681.0,56286660.0,56616355.0,576967108.0,59619136.0,602901345.0,60721444.0,631898376.0,63733963.0,65329210.0,66865999.0,68127286.0,68135455.0,72052897.0,7.21953897317675e+17,7.488184783421686e+17,75257855.0,79345413.0,79752693.0,8.007422364638659e+17,8.050457604252426e+17,80537611.0,8.067096635593564e+17,845645718.0,85462485.0,85773795.0,85813606.0,873995060.0,878792628.0,9.013487716399432e+17,90222516.0,9.336586684989071e+17,9375.0,9.616703472412795e+17
1,1008941766.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,1.0,0.0,2.0,2.0,3.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,8.0,2.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,1.0,4.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,2.0,2.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,4.0,3.0,1.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0
2,102703360.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,1.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,32.0,1.0,2.0,6.0,0.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,46.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0
3,102955752.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,5.0,1.0,0.0,0.0,1.0,2.0,5.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,1.0,0.0,6.0,3.0,0.0,0.0,2.0,0.0,5.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,1.0,0.0,2.0,0.0,1.0,6.0,0.0,4.0,2.0,0.0,4.0,0.0,2.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,0.0,3.0,3.0
4,109487586.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,110942439.0,0.0,1.0,0.0,2.0,0.0,0.0,13.0,6.0,5.0,0.0,0.0,1.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,2.0,1.0,8.0,2.0,2.0,1.0,2.0,0.0,0.0,3.0,0.0,5.0,0.0,1.0,2.0,2.0,0.0,5.0,0.0,4.0,0.0,0.0,0.0,2.0,2.0,1.0,6.0,3.0,1.0,16.0,0.0,0.0,1.0,2.0,21.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,11.0,14.0,20.0,0.0,5.0,0.0,1.0,24.0,6.0,0.0,1.0,1.0,6.0,0.0,3.0,0.0,3.0,4.0,0.0,1.0,3.0,4.0,1.0,2.0,4.0,2.0,5.0,1.0,0.0,1.0,11.0,2.0,20.0,7.0,3.0,0.0,0.0,0.0,7.0,1.0,1.0,1.0,5.0,1.0,11.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
6,113676296.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
7,115641271.0,0.0,1.0,7.0,1.0,13.0,1.0,0.0,6.0,8.0,1.0,0.0,1.0,5.0,5.0,6.0,3.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,4.0,7.0,0.0,2.0,2.0,0.0,0.0,7.0,2.0,3.0,0.0,1.0,8.0,13.0,0.0,5.0,2.0,18.0,6.0,0.0,0.0,43.0,3.0,5.0,2.0,11.0,2.0,1.0,2.0,10.0,3.0,3.0,126.0,0.0,3.0,4.0,18.0,1.0,0.0,21.0,10.0,1.0,3.0,0.0,3.0,5.0,1.0,0.0,105.0,40.0,2.0,1.0,1.0,0.0,212.0,140.0,4.0,0.0,2.0,0.0,81.0,11.0,47.0,1.0,14.0,1.0,0.0,11.0,6.0,3.0,4.0,20.0,13.0,11.0,14.0,2.0,7.0,4.0,2.0,1.0,21.0,1.0,3.0,10.0,6.0,0.0,32.0,8.0,0.0,0.0,10.0,0.0,1.0,8.0,0.0,0.0,0.0,3.0,0.0,0.0,6.0,0.0,4.0,0.0
8,120012327.0,8.0,1.0,3.0,0.0,6.0,1.0,6.0,0.0,1.0,5.0,0.0,5.0,12.0,6.0,7.0,4.0,0.0,3.0,1.0,2.0,15.0,16.0,21.0,2.0,8.0,3.0,0.0,35.0,25.0,13.0,13.0,20.0,4.0,0.0,27.0,0.0,0.0,20.0,3.0,40.0,2.0,1.0,8.0,1.0,0.0,20.0,0.0,2.0,1.0,12.0,0.0,19.0,39.0,5.0,15.0,6.0,4.0,3.0,1.0,1.0,0.0,3.0,9.0,1.0,19.0,0.0,9.0,0.0,3.0,3.0,1.0,3.0,7.0,0.0,1.0,6.0,1.0,0.0,15.0,2.0,31.0,1.0,45.0,0.0,4.0,4.0,10.0,0.0,25.0,0.0,11.0,1.0,12.0,2.0,12.0,12.0,1.0,5.0,5.0,4.0,27.0,18.0,8.0,21.0,14.0,0.0,6.0,19.0,59.0,5.0,21.0,24.0,21.0,6.0,0.0,5.0,8.0,10.0,32.0,0.0,24.0,0.0,8.0,7.0,1.0,6.0,0.0,1.0,4.0,17.0,2.0,0.0,28.0,21.0
9,1200398376.0,0.0,1.0,0.0,0.0,5.0,1.0,8.0,1.0,0.0,1.0,0.0,1.0,4.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,1.0,0.0,0.0,4.0,2.0,8.0,3.0,6.0,1.0,1.0,2.0,1.0,0.0,9.0,0.0,6.0,4.0,2.0,7.0,2.0,0.0,7.0,2.0,8.0,2.0,0.0,0.0,10.0,4.0,9.0,1.0,1.0,2.0,0.0,0.0,2.0,1.0,5.0,7.0,0.0,0.0,1.0,5.0,0.0,0.0,3.0,4.0,0.0,4.0,0.0,0.0,11.0,0.0,0.0,7.0,1.0,9.0,0.0,3.0,0.0,6.0,1.0,10.0,0.0,7.0,0.0,8.0,1.0,11.0,0.0,6.0,4.0,0.0,6.0,5.0,1.0,4.0,4.0,10.0,9.0,11.0,2.0,4.0,3.0,7.0,6.0,9.0,6.0,3.0,8.0,0.0,0.0,51.0,4.0,4.0,0.0,9.0,1.0,5.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0
