,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103
20,18864666.0,18.0,19.0,28.0,64.0,6.0,20.0,22.0,22.0,8.0,36.0,59.0,5.0,45.0,1.0,10.0,48.0,4.0,0.0,49.0,0.0,1.0,1.0,54.0,0.0,0.0,3.0,2.0,64.0,0.0,8.0,5.0,0.0,9.0,0.0,31.0,29.0,6.0,1.0,15.0,27.0,0.0,8.0,8.0,3.0,0.0,3.0,6.0,20.0,72.0,5.0,48.0,92.0,1.0,1.0,8.0,2.0,18.0,40.0,31.0,0.0,32.0,32.0,30.0,14.0,0.0,12.0,0.0,5.0,46.0,31.0,2.0,5.0,5.0,14.0,1.0,34.0,14.0,114.0,75.0,25.0,27.0,7.0,48.0,1.0,0.0,7.0,6.0,12.0,13.0,5.0,4.0,1.0,8.0,14.0,10.0,12.0,4.0,3.0,0.0,0.0,137.0,3.0,7.0
21,19245814.0,3.0,1.0,3.0,4.0,0.0,43.0,4.0,2.0,0.0,4.0,3.0,0.0,4.0,40.0,47.0,67.0,16.0,0.0,1.0,1.0,0.0,26.0,2.0,11.0,5.0,19.0,0.0,6.0,0.0,35.0,0.0,0.0,39.0,17.0,12.0,3.0,33.0,33.0,0.0,38.0,33.0,36.0,3.0,0.0,3.0,14.0,52.0,2.0,5.0,1.0,2.0,2.0,0.0,0.0,29.0,0.0,0.0,38.0,3.0,0.0,2.0,34.0,2.0,53.0,18.0,0.0,13.0,34.0,74.0,53.0,50.0,48.0,0.0,57.0,1.0,5.0,1.0,3.0,2.0,2.0,3.0,0.0,2.0,7.0,0.0,21.0,0.0,1.0,48.0,2.0,25.0,39.0,1.0,0.0,2.0,1.0,50.0,19.0,0.0,4.0,4.0,3.0,16.0
22,1956886015.0,1.0,1.0,1.0,2.0,0.0,54.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,43.0,46.0,41.0,17.0,0.0,1.0,1.0,26.0,0.0,1.0,11.0,3.0,21.0,0.0,0.0,0.0,18.0,0.0,0.0,35.0,13.0,4.0,1.0,47.0,45.0,0.0,31.0,25.0,25.0,9.0,0.0,3.0,18.0,35.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,37.0,0.0,0.0,29.0,1.0,0.0,0.0,44.0,2.0,38.0,11.0,0.0,17.0,28.0,54.0,47.0,32.0,17.0,0.0,26.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,10.0,0.0,21.0,0.0,0.0,50.0,4.0,25.0,37.0,0.0,0.0,1.0,0.0,42.0,21.0,0.0,5.0,1.0,4.0,24.0
23,20306005.0,72.0,56.0,65.0,102.0,3.0,25.0,16.0,18.0,5.0,26.0,103.0,14.0,37.0,1.0,17.0,43.0,7.0,0.0,56.0,54.0,2.0,1.0,0.0,0.0,0.0,6.0,10.0,62.0,0.0,15.0,18.0,0.0,9.0,1.0,22.0,19.0,4.0,1.0,13.0,43.0,2.0,14.0,32.0,7.0,0.0,4.0,2.0,34.0,30.0,22.0,34.0,75.0,1.0,1.0,6.0,5.0,10.0,44.0,23.0,0.0,48.0,51.0,71.0,15.0,0.0,6.0,0.0,5.0,82.0,38.0,3.0,7.0,3.0,27.0,1.0,40.0,53.0,26.0,95.0,11.0,43.0,20.0,131.0,4.0,6.0,7.0,21.0,16.0,15.0,5.0,10.0,8.0,24.0,12.0,23.0,10.0,7.0,1.0,0.0,0.0,144.0,3.0,6.0
24,2181707419.0,1.0,0.0,0.0,2.0,0.0,18.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,10.0,15.0,17.0,7.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,3.0,9.0,0.0,1.0,0.0,13.0,0.0,0.0,12.0,8.0,1.0,0.0,10.0,11.0,0.0,13.0,8.0,12.0,5.0,0.0,3.0,6.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0,0.0,12.0,0.0,0.0,0.0,12.0,2.0,16.0,5.0,0.0,5.0,13.0,17.0,13.0,11.0,9.0,0.0,12.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0,13.0,0.0,0.0,14.0,2.0,7.0,12.0,0.0,0.0,0.0,0.0,11.0,8.0,0.0,4.0,1.0,1.0,9.0
25,218748137.0,2.0,0.0,1.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,7.0,2.0,0.0,1.0,0.0,5.0,3.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,5.0,1.0,0.0,6.0,4.0,0.0,1.0,3.0,4.0,0.0,7.0,2.0,6.0,1.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,6.0,0.0,0.0,0.0,5.0,2.0,7.0,4.0,0.0,3.0,6.0,8.0,4.0,5.0,7.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,6.0,1.0,0.0,6.0,1.0,7.0,3.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,3.0,0.0,1.0,4.0
26,2279028352.0,4.0,2.0,2.0,6.0,0.0,31.0,2.0,0.0,0.0,2.0,6.0,0.0,4.0,15.0,26.0,34.0,17.0,0.0,4.0,3.0,19.0,21.0,6.0,9.0,2.0,0.0,0.0,3.0,0.0,16.0,1.0,0.0,32.0,9.0,3.0,1.0,22.0,23.0,2.0,33.0,11.0,20.0,6.0,0.0,2.0,9.0,15.0,0.0,2.0,3.0,2.0,4.0,0.0,0.0,17.0,0.0,0.0,30.0,3.0,0.0,3.0,29.0,4.0,33.0,5.0,0.0,9.0,24.0,42.0,30.0,16.0,17.0,0.0,22.0,0.0,5.0,1.0,1.0,6.0,0.0,2.0,0.0,4.0,9.0,0.0,20.0,0.0,0.0,34.0,5.0,14.0,20.0,0.0,0.0,2.0,2.0,26.0,13.0,0.0,4.0,7.0,3.0,18.0
27,2288101506.0,10.0,6.0,9.0,10.0,0.0,4.0,5.0,1.0,0.0,0.0,11.0,1.0,4.0,1.0,2.0,11.0,2.0,0.0,14.0,2.0,0.0,0.0,10.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,24.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,2.0,7.0,2.0,3.0,5.0,13.0,0.0,2.0,0.0,9.0,3.0,5.0,2.0,8.0,0.0,0.0,1.0,22.0,0.0,5.0,1.0,0.0,6.0,10.0,7.0,3.0,0.0,0.0,0.0,1.0,11.0,3.0,0.0,1.0,0.0,4.0,0.0,1.0,8.0,4.0,9.0,2.0,1.0,2.0,12.0,1.0,15.0,1.0,19.0,1.0,4.0,2.0,1.0,1.0,2.0,0.0,7.0,2.0,1.0,1.0,0.0,0.0,9.0,2.0,1.0
28,233590866.0,16.0,21.0,28.0,35.0,1.0,13.0,21.0,13.0,8.0,3.0,63.0,11.0,43.0,0.0,10.0,34.0,4.0,0.0,23.0,64.0,6.0,0.0,62.0,1.0,0.0,3.0,2.0,0.0,0.0,10.0,2.0,0.0,2.0,1.0,28.0,27.0,2.0,0.0,6.0,20.0,3.0,12.0,7.0,0.0,0.0,5.0,3.0,24.0,64.0,7.0,33.0,42.0,1.0,2.0,6.0,0.0,1.0,16.0,29.0,0.0,25.0,14.0,21.0,6.0,0.0,4.0,0.0,2.0,37.0,19.0,6.0,4.0,3.0,12.0,3.0,30.0,11.0,26.0,31.0,11.0,27.0,5.0,40.0,3.0,0.0,7.0,3.0,16.0,6.0,3.0,4.0,6.0,14.0,16.0,12.0,8.0,4.0,2.0,0.0,0.0,84.0,1.0,4.0
29,24321756.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,2534372124.0,10.0,7.0,14.0,12.0,0.0,84.0,9.0,4.0,0.0,2.0,20.0,1.0,9.0,32.0,108.0,85.0,40.0,0.0,12.0,8.0,35.0,18.0,15.0,13.0,5.0,16.0,3.0,10.0,0.0,0.0,3.0,0.0,57.0,24.0,29.0,8.0,40.0,34.0,1.0,131.0,33.0,78.0,25.0,1.0,3.0,11.0,43.0,7.0,6.0,7.0,6.0,19.0,0.0,0.0,65.0,1.0,0.0,110.0,4.0,0.0,12.0,100.0,12.0,100.0,14.0,0.0,12.0,61.0,146.0,79.0,53.0,42.0,0.0,95.0,1.0,15.0,7.0,5.0,9.0,8.0,17.0,3.0,11.0,26.0,2.0,78.0,3.0,3.0,85.0,19.0,52.0,51.0,5.0,0.0,17.0,4.0,96.0,37.0,0.0,6.0,23.0,10.0,55.0
