,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142
10,1454020356.0,1.0,10.0,2.0,2.0,2.0,0.0,11.0,1.0,4.0,0.0,0.0,0.0,3.0,27.0,25.0,0.0,0.0,21.0,9.0,33.0,3.0,28.0,15.0,7.0,13.0,1.0,16.0,11.0,1.0,2.0,0.0,2.0,12.0,1.0,8.0,7.0,4.0,44.0,0.0,12.0,0.0,0.0,2.0,3.0,0.0,1.0,26.0,15.0,17.0,11.0,5.0,25.0,12.0,20.0,21.0,7.0,7.0,10.0,3.0,12.0,21.0,14.0,8.0,1.0,1.0,47.0,17.0,10.0,6.0,5.0,0.0,1.0,27.0,17.0,10.0,14.0,3.0,41.0,41.0,10.0,0.0,1.0,2.0,1.0,0.0,1.0,17.0,15.0,4.0,0.0,19.0,1.0,19.0,1.0,5.0,17.0,1.0,0.0,6.0,14.0,17.0,2.0,6.0,0.0,1.0,8.0,8.0,5.0,3.0,8.0,7.0,8.0,2.0,2.0,0.0,3.0,18.0,11.0,4.0,1.0,0.0,1.0,1.0,12.0,12.0,12.0,0.0,0.0,27.0,4.0,10.0,6.0,0.0,0.0,6.0,19.0,17.0,0.0,9.0,7.0,29.0,0.0
11,1474415198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,15.0,1.0,0.0,2.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0,0.0,0.0,0.0,1.0,13.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,2.0,7.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,4.0,2.0,0.0,1.0,1.0,0.0,10.0,0.0,0.0,1.0,2.0,6.0,0.0,1.0,0.0,2.0,4.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
12,149084128.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,9.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,35.0,0.0,18.0,0.0,1.0,0.0,2.0,7.0,2.0,0.0,0.0,0.0,24.0,0.0,5.0,3.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0
13,152369694.0,7.0,12.0,6.0,0.0,0.0,0.0,0.0,43.0,23.0,3.0,0.0,1.0,0.0,11.0,0.0,0.0,3.0,17.0,12.0,54.0,14.0,33.0,1.0,25.0,16.0,13.0,3.0,46.0,6.0,6.0,0.0,11.0,12.0,3.0,5.0,3.0,31.0,46.0,0.0,6.0,0.0,1.0,31.0,19.0,0.0,7.0,8.0,3.0,29.0,17.0,2.0,20.0,55.0,32.0,40.0,21.0,63.0,3.0,3.0,32.0,13.0,10.0,34.0,6.0,4.0,24.0,22.0,7.0,27.0,1.0,0.0,9.0,42.0,86.0,1.0,17.0,29.0,54.0,95.0,27.0,0.0,11.0,7.0,5.0,1.0,7.0,10.0,4.0,31.0,0.0,15.0,0.0,22.0,0.0,2.0,9.0,0.0,0.0,9.0,15.0,2.0,3.0,5.0,0.0,4.0,2.0,1.0,22.0,1.0,9.0,25.0,3.0,10.0,8.0,0.0,39.0,1.0,0.0,5.0,7.0,0.0,1.0,1.0,13.0,33.0,3.0,0.0,0.0,24.0,3.0,5.0,1.0,0.0,0.0,0.0,41.0,11.0,0.0,0.0,3.0,20.0,0.0
14,1533828294.0,3.0,53.0,15.0,9.0,25.0,0.0,8.0,9.0,6.0,27.0,0.0,0.0,11.0,0.0,40.0,0.0,1.0,32.0,20.0,126.0,7.0,119.0,11.0,10.0,24.0,12.0,139.0,23.0,0.0,5.0,1.0,1.0,69.0,4.0,39.0,20.0,15.0,246.0,9.0,82.0,0.0,0.0,6.0,11.0,0.0,13.0,73.0,122.0,85.0,85.0,8.0,116.0,47.0,67.0,90.0,7.0,12.0,19.0,10.0,80.0,72.0,93.0,23.0,1.0,11.0,78.0,88.0,54.0,8.0,2.0,0.0,0.0,181.0,59.0,10.0,25.0,8.0,126.0,201.0,40.0,2.0,8.0,12.0,2.0,1.0,0.0,45.0,20.0,21.0,0.0,162.0,8.0,160.0,6.0,55.0,58.0,7.0,0.0,42.0,62.0,13.0,5.0,17.0,0.0,4.0,6.0,56.0,36.0,21.0,16.0,64.0,5.0,8.0,8.0,3.0,1.0,56.0,14.0,13.0,8.0,0.0,2.0,1.0,56.0,78.0,85.0,1.0,0.0,99.0,11.0,12.0,7.0,0.0,0.0,35.0,22.0,109.0,0.0,5.0,6.0,165.0,2.0
15,1548436478.0,0.0,12.0,1.0,2.0,7.0,0.0,103.0,0.0,0.0,25.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,89.0,7.0,32.0,1.0,36.0,165.0,1.0,68.0,3.0,24.0,1.0,0.0,0.0,1.0,0.0,13.0,1.0,63.0,5.0,0.0,45.0,3.0,25.0,0.0,1.0,0.0,1.0,0.0,1.0,203.0,26.0,27.0,19.0,19.0,64.0,11.0,13.0,42.0,0.0,0.0,20.0,3.0,18.0,15.0,23.0,0.0,0.0,4.0,83.0,21.0,13.0,0.0,6.0,0.0,0.0,38.0,5.0,19.0,13.0,0.0,143.0,39.0,10.0,0.0,1.0,3.0,0.0,0.0,0.0,55.0,57.0,3.0,0.0,24.0,2.0,33.0,0.0,11.0,34.0,0.0,0.0,12.0,15.0,64.0,0.0,4.0,0.0,1.0,88.0,15.0,6.0,4.0,13.0,6.0,29.0,1.0,0.0,0.0,0.0,49.0,19.0,5.0,0.0,0.0,0.0,0.0,8.0,18.0,29.0,1.0,0.0,153.0,5.0,16.0,10.0,0.0,0.0,14.0,3.0,23.0,0.0,24.0,18.0,40.0,0.0
16,1559952074.0,6.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,5.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,2.0,6.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,4.0,6.0,0.0,0.0,5.0,2.0,1.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,3.0
17,1595267768.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,0.0,13.0,0.0,5.0,2.0,2.0,0.0,2.0,2.0,0.0,1.0,0.0,3.0,3.0,0.0,3.0,82.0,23.0,94.0,5.0,0.0,3.0,2.0,0.0,1.0,2.0,2.0,0.0,11.0,3.0,4.0,4.0,4.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,1.0,20.0,0.0,1.0,0.0,5.0,26.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,10.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,23.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0
18,1617405097.0,3.0,25.0,8.0,3.0,1.0,0.0,84.0,4.0,9.0,21.0,5.0,0.0,17.0,32.0,89.0,1.0,0.0,0.0,15.0,49.0,24.0,37.0,105.0,20.0,71.0,5.0,18.0,26.0,9.0,5.0,0.0,4.0,21.0,4.0,33.0,8.0,16.0,52.0,0.0,11.0,0.0,0.0,12.0,13.0,0.0,4.0,145.0,19.0,36.0,35.0,20.0,74.0,43.0,36.0,71.0,14.0,13.0,25.0,1.0,32.0,39.0,18.0,24.0,2.0,4.0,60.0,34.0,16.0,23.0,6.0,0.0,0.0,46.0,40.0,14.0,25.0,7.0,143.0,62.0,26.0,3.0,17.0,7.0,1.0,0.0,1.0,53.0,54.0,20.0,0.0,26.0,1.0,43.0,0.0,4.0,28.0,0.0,0.0,16.0,23.0,36.0,9.0,7.0,0.0,4.0,56.0,12.0,21.0,6.0,14.0,35.0,18.0,5.0,2.0,0.0,8.0,33.0,18.0,3.0,4.0,0.0,1.0,3.0,20.0,33.0,8.0,0.0,0.0,121.0,4.0,25.0,9.0,1.0,0.0,4.0,28.0,28.0,0.0,20.0,17.0,34.0,2.0
19,1694093814.0,2.0,15.0,3.0,0.0,0.0,0.0,2.0,2.0,5.0,9.0,0.0,1.0,12.0,20.0,7.0,0.0,0.0,15.0,0.0,31.0,4.0,22.0,0.0,8.0,8.0,6.0,14.0,8.0,3.0,2.0,22.0,2.0,20.0,1.0,10.0,24.0,9.0,40.0,0.0,6.0,0.0,0.0,2.0,4.0,0.0,4.0,15.0,14.0,29.0,23.0,1.0,26.0,17.0,51.0,25.0,10.0,7.0,7.0,4.0,26.0,47.0,18.0,6.0,1.0,26.0,25.0,26.0,16.0,8.0,0.0,0.0,1.0,38.0,23.0,3.0,14.0,5.0,35.0,45.0,15.0,1.0,3.0,3.0,1.0,0.0,1.0,14.0,7.0,10.0,0.0,24.0,0.0,28.0,0.0,7.0,13.0,0.0,0.0,12.0,47.0,3.0,1.0,7.0,0.0,2.0,2.0,14.0,16.0,6.0,9.0,18.0,3.0,4.0,5.0,4.0,2.0,6.0,3.0,2.0,2.0,0.0,2.0,1.0,56.0,22.0,1.0,0.0,0.0,26.0,2.0,9.0,2.0,0.0,0.0,1.0,12.0,25.0,0.0,0.0,2.0,33.0,0.0
