,0,1,2,3,4
0,-1.0,179415371.0,8.957214839341548e+17,9.41080186858156e+17,9.506353031983145e+17
1,179415371.0,0.0,1.0,0.0,5.0
2,8.957214839341548e+17,1.0,0.0,6.0,7.0
3,9.41080186858156e+17,0.0,6.0,0.0,3.0
4,9.506353031983145e+17,5.0,7.0,3.0,0.0
