,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104
0,-1.0,104449393.0,109490516.0,112643663.0,116811672.0,117057410.0,118337595.0,12178912.0,126145829.0,127225272.0,132034990.0,132645439.0,1333432416.0,140650434.0,142201164.0,1431355759.0,146143045.0,1505052270.0,153823691.0,157430521.0,167895854.0,193056924.0,19562817.0,21396094.0,227307667.0,229400783.0,230106168.0,2307814911.0,234045466.0,2357754350.0,24380748.0,246186910.0,2465863322.0,25493235.0,258519659.0,269276700.0,269845623.0,27616460.0,27620937.0,28524562.0,2852967782.0,2857524976.0,2866469224.0,289226217.0,2893169849.0,290015083.0,291864654.0,31018262.0,3189885308.0,322598157.0,3227962939.0,324435372.0,3245989152.0,33270606.0,3345741793.0,33798892.0,342647652.0,343940832.0,35222371.0,358465208.0,359589694.0,37598146.0,37944094.0,3813493163.0,4003431557.0,41032068.0,424453046.0,462166595.0,471175527.0,475171472.0,4759411316.0,47672773.0,48460733.0,4860408495.0,49310742.0,494108927.0,498626942.0,52015461.0,52518885.0,525313981.0,550327560.0,554185309.0,55577810.0,562227281.0,571583876.0,57972437.0,600734509.0,626758280.0,65510604.0,68013924.0,69343158.0,69890976.0,701033379.0,70494465.0,732822342.0,738801134.0,75035059.0,789585757.0,80875765.0,82393523.0,83864190.0,85896347.0,89626212.0,89760681.0,914185892.0
1,104449393.0,0.0,1.0,0.0,1.0,0.0,2.0,11.0,1.0,4.0,0.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,3.0,9.0,1.0,0.0,0.0,1.0,4.0,0.0,7.0,0.0,0.0,5.0,1.0,2.0,0.0,4.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,10.0,3.0,0.0,3.0,1.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2,109490516.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
3,112643663.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,2.0,0.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0
4,116811672.0,1.0,1.0,0.0,0.0,1.0,2.0,4.0,1.0,3.0,0.0,6.0,2.0,2.0,0.0,3.0,3.0,0.0,1.0,0.0,2.0,1.0,4.0,5.0,1.0,0.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,0.0,9.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,6.0,2.0,9.0,4.0,0.0,0.0,16.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,7.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,1.0,2.0,9.0,1.0,0.0,3.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,6.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
5,117057410.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,118337595.0,2.0,2.0,2.0,2.0,0.0,0.0,16.0,6.0,3.0,1.0,23.0,5.0,2.0,4.0,11.0,8.0,4.0,1.0,2.0,2.0,1.0,3.0,5.0,1.0,0.0,4.0,5.0,3.0,6.0,6.0,0.0,18.0,3.0,1.0,7.0,0.0,8.0,2.0,1.0,5.0,6.0,0.0,2.0,12.0,16.0,5.0,1.0,6.0,0.0,1.0,4.0,11.0,4.0,0.0,17.0,6.0,0.0,6.0,0.0,4.0,7.0,9.0,12.0,0.0,0.0,2.0,0.0,3.0,2.0,6.0,23.0,1.0,0.0,0.0,4.0,73.0,0.0,0.0,0.0,0.0,1.0,35.0,1.0,1.0,12.0,4.0,0.0,7.0,1.0,14.0,2.0,0.0,8.0,16.0,2.0,8.0,15.0,16.0,11.0,0.0,2.0,2.0,0.0,0.0
7,12178912.0,11.0,2.0,4.0,4.0,1.0,16.0,0.0,2.0,20.0,0.0,24.0,3.0,5.0,1.0,15.0,13.0,1.0,4.0,1.0,1.0,2.0,10.0,18.0,4.0,0.0,5.0,2.0,19.0,2.0,24.0,0.0,5.0,20.0,2.0,22.0,0.0,21.0,9.0,3.0,2.0,2.0,1.0,2.0,6.0,13.0,4.0,5.0,0.0,1.0,2.0,1.0,4.0,4.0,0.0,18.0,6.0,2.0,6.0,0.0,5.0,16.0,6.0,6.0,1.0,1.0,2.0,0.0,2.0,8.0,3.0,19.0,0.0,0.0,0.0,6.0,119.0,0.0,0.0,2.0,2.0,0.0,108.0,4.0,6.0,10.0,4.0,0.0,3.0,6.0,13.0,4.0,0.0,1.0,15.0,3.0,17.0,7.0,6.0,5.0,0.0,4.0,2.0,0.0,0.0
8,126145829.0,1.0,2.0,0.0,1.0,0.0,6.0,2.0,0.0,2.0,0.0,5.0,3.0,0.0,2.0,4.0,0.0,2.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,14.0,2.0,1.0,5.0,0.0,2.0,0.0,0.0,1.0,4.0,1.0,0.0,8.0,5.0,2.0,0.0,0.0,1.0,0.0,1.0,10.0,1.0,0.0,4.0,9.0,0.0,1.0,0.0,2.0,4.0,4.0,4.0,0.0,1.0,2.0,0.0,3.0,0.0,2.0,7.0,0.0,0.0,0.0,4.0,28.0,0.0,0.0,0.0,1.0,0.0,17.0,1.0,0.0,3.0,2.0,0.0,2.0,0.0,2.0,1.0,0.0,3.0,6.0,2.0,1.0,5.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0
9,127225272.0,4.0,0.0,2.0,3.0,0.0,3.0,20.0,2.0,0.0,0.0,5.0,0.0,2.0,0.0,10.0,4.0,0.0,2.0,0.0,2.0,0.0,6.0,10.0,3.0,0.0,2.0,0.0,2.0,2.0,9.0,0.0,1.0,3.0,1.0,8.0,0.0,10.0,2.0,1.0,0.0,0.0,0.0,2.0,3.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,0.0,0.0,3.0,0.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,10.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,1.0,4.0,2.0,1.0,1.0,2.0,4.0,2.0,0.0,1.0,1.0,0.0,9.0,1.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0
