,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185
0,-1.0,1015079670.0,1016369353.0,10259002.0,1039590882.0,104141579.0,10453122.0,106047118.0,108309054.0,108426049.0,1089901674.0,11012822.0,111653277.0,112555383.0,113221887.0,11430852.0,115171828.0,1169713441.0,116997546.0,117129434.0,117285677.0,117656540.0,118310418.0,118588982.0,121064671.0,121379684.0,126832007.0,126911511.0,132774339.0,137517189.0,139190783.0,14117783.0,14220760.0,144394496.0,144849086.0,145622254.0,145692776.0,14610740.0,147525488.0,14834066.0,1495677180.0,151048292.0,1568718145.0,15699715.0,157153280.0,158173419.0,15884357.0,1599222144.0,160043879.0,16225093.0,1637369904.0,1643428399.0,16438609.0,167928289.0,17567926.0,17785156.0,178729876.0,180059754.0,18248380.0,1835188722.0,186722401.0,187232131.0,19611800.0,197418745.0,199019923.0,20090208.0,20133907.0,20150557.0,208885112.0,211079128.0,21131225.0,21277732.0,213341469.0,2162666130.0,216961388.0,217468224.0,2283621361.0,22921846.0,23332279.0,2380425654.0,24064661.0,250474321.0,252468272.0,2565417816.0,26546120.0,271790274.0,2729894654.0,27609082.0,277497598.0,28297342.0,283630711.0,2838926730.0,28419281.0,285452007.0,2861284476.0,287738539.0,289732963.0,29153853.0,294114036.0,2971298278.0,29798993.0,300454931.0,3031627228.0,307715926.0,311859741.0,311907789.0,3142900716.0,314548724.0,3167488895.0,317807117.0,318968456.0,323729538.0,32810761.0,33261691.0,333393117.0,333965236.0,337600534.0,3394752073.0,340241277.0,36016511.0,365900821.0,37127380.0,380039192.0,387075887.0,38956317.0,402582664.0,41064325.0,42713907.0,439203656.0,44120577.0,44320702.0,443550853.0,449689510.0,451464623.0,457156328.0,46109729.0,47044685.0,48416262.0,49310742.0,522776320.0,546827350.0,56054692.0,562608457.0,580967004.0,58168421.0,59015952.0,59816149.0,605255836.0,614200684.0,632052110.0,63380894.0,635418577.0,63787815.0,64424034.0,65042593.0,66122844.0,66979567.0,67092484.0,70181993.0,7.282950291653263e+17,72853.0,745374024.0,74909571.0,7.501027647016878e+17,76711458.0,7.748404199098327e+17,77965240.0,781767798.0,80348405.0,82147401.0,845645718.0,857679565.0,873448334.0,87617355.0,88332030.0,89140415.0,9.01815800604e+17,90152664.0,9.044490450112348e+17,905065902.0,90615860.0,940683308.0,949495591.0,9496882.0,95085210.0,9.581773794147656e+17
1,1015079670.0,0.0,1.0,1.0,1.0,3.0,0.0,2.0,4.0,0.0,3.0,1.0,0.0,0.0,2.0,5.0,2.0,3.0,20.0,1.0,2.0,4.0,4.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,5.0,9.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,2.0,0.0,0.0,4.0,2.0,0.0,4.0,8.0,1.0,0.0,3.0,2.0,1.0,0.0,12.0,1.0,0.0,2.0,3.0,2.0,0.0,7.0,8.0,0.0,2.0,0.0,4.0,0.0,9.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,5.0,7.0,1.0,1.0,2.0,0.0,1.0,2.0,5.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,1.0,2.0,0.0,4.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,3.0,0.0,4.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,1.0,5.0,0.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,6.0,0.0,1.0,0.0,1.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0
2,1016369353.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,3.0,0.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,2.0,5.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,6.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3,10259002.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,4.0,2.0,0.0,1.0,15.0,8.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,6.0,2.0,13.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,0.0,1.0,0.0,0.0,4.0,0.0,1.0,4.0,0.0,3.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,5.0,4.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,6.0,0.0,3.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,2.0,3.0,0.0,1.0,1.0,15.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,1.0,1.0,1.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,15.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,2.0,0.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,0.0
4,1039590882.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,11.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
5,104141579.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,4.0,0.0,0.0,1.0,12.0,9.0,1.0,2.0,1.0,2.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,4.0,14.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0,3.0,2.0,1.0,0.0,1.0,5.0,1.0,0.0,4.0,1.0,9.0,0.0,7.0,0.0,1.0,1.0,1.0,3.0,0.0,5.0,3.0,0.0,0.0,3.0,1.0,4.0,4.0,2.0,2.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,2.0,2.0,0.0,76.0,1.0,1.0,1.0,0.0,2.0,3.0,1.0,0.0,0.0,3.0,3.0,8.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,3.0,0.0,2.0,0.0,11.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,3.0,7.0,2.0,2.0,0.0,6.0,4.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0,1.0,1.0,1.0,2.0,3.0,0.0,1.0,0.0,1.0,0.0,5.0,0.0,1.0,0.0,6.0,1.0,0.0,41.0,0.0,0.0,0.0,3.0,1.0,2.0,3.0,0.0
6,10453122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7,106047118.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,1.0,3.0,0.0,3.0,1.0,0.0,3.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,5.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,7.0,0.0,3.0,1.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,2.0,4.0,2.0,0.0,1.0,4.0,3.0,0.0,3.0,1.0,19.0,0.0,12.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,11.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,15.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,2.0,0.0,3.0,5.0,19.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,4.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,1.0,15.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,9.0,0.0,1.0,0.0,0.0,6.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0
8,108309054.0,4.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,14.0,7.0,7.0,1.0,4.0,3.0,5.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,0.0,2.0,3.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,4.0,0.0,0.0,1.0,1.0,0.0,3.0,8.0,2.0,0.0,4.0,2.0,2.0,0.0,6.0,0.0,0.0,1.0,75.0,3.0,0.0,5.0,3.0,4.0,1.0,1.0,2.0,0.0,11.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,1.0,2.0,3.0,3.0,0.0,1.0,1.0,61.0,2.0,3.0,2.0,0.0,0.0,5.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,10.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,9.0,2.0,2.0,0.0,2.0,3.0,4.0,0.0,0.0,1.0,1.0,2.0,0.0,6.0,1.0,3.0,1.0,2.0,23.0,0.0,9.0,44.0,13.0,0.0,1.0,0.0,2.0,0.0,6.0,0.0,5.0,0.0,1.0,0.0,2.0,6.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,51.0
9,108426049.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,1.0,0.0,0.0
10,1089901674.0,3.0,0.0,2.0,1.0,3.0,1.0,2.0,2.0,0.0,0.0,5.0,2.0,21.0,5.0,7.0,6.0,13.0,3.0,4.0,1.0,15.0,1.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,8.0,14.0,0.0,2.0,0.0,10.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,6.0,1.0,18.0,0.0,2.0,1.0,2.0,53.0,1.0,1.0,5.0,4.0,3.0,1.0,10.0,2.0,2.0,2.0,2.0,3.0,0.0,20.0,9.0,0.0,48.0,2.0,17.0,0.0,15.0,2.0,11.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,9.0,2.0,10.0,0.0,2.0,2.0,15.0,6.0,3.0,3.0,1.0,18.0,2.0,1.0,7.0,1.0,0.0,36.0,1.0,3.0,4.0,0.0,4.0,0.0,1.0,5.0,0.0,0.0,2.0,5.0,0.0,11.0,31.0,12.0,8.0,1.0,28.0,0.0,2.0,5.0,1.0,5.0,1.0,2.0,0.0,0.0,2.0,1.0,4.0,16.0,0.0,22.0,0.0,10.0,3.0,0.0,2.0,3.0,0.0,25.0,0.0,12.0,6.0,10.0,0.0,3.0,4.0,0.0,7.0,1.0,6.0,1.0,13.0,0.0,4.0,9.0,2.0,6.0,4.0,1.0,5.0,0.0,4.0,11.0,0.0,5.0,0.0,1.0,0.0,4.0,5.0,0.0,5.0,0.0
11,11012822.0,1.0,2.0,4.0,2.0,4.0,0.0,3.0,1.0,0.0,5.0,0.0,2.0,0.0,5.0,60.0,20.0,3.0,6.0,1.0,3.0,19.0,4.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,1.0,1.0,4.0,0.0,1.0,7.0,51.0,0.0,1.0,0.0,14.0,1.0,0.0,7.0,1.0,6.0,2.0,0.0,3.0,0.0,1.0,4.0,2.0,5.0,0.0,11.0,2.0,1.0,7.0,1.0,1.0,16.0,4.0,12.0,1.0,6.0,2.0,6.0,16.0,0.0,4.0,1.0,18.0,8.0,1.0,1.0,5.0,22.0,0.0,14.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,7.0,7.0,0.0,1.0,3.0,3.0,7.0,3.0,2.0,1.0,1.0,4.0,11.0,4.0,0.0,0.0,4.0,1.0,7.0,4.0,0.0,6.0,0.0,4.0,11.0,0.0,0.0,7.0,5.0,0.0,0.0,1.0,44.0,7.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,7.0,16.0,1.0,2.0,2.0,28.0,8.0,0.0,5.0,2.0,0.0,0.0,0.0,7.0,2.0,15.0,0.0,1.0,0.0,3.0,5.0,1.0,4.0,1.0,16.0,0.0,3.0,1.0,2.0,5.0,11.0,2.0,5.0,1.0,15.0,9.0,0.0,9.0,1.0,1.0,0.0,2.0,1.0,3.0,4.0,1.0
12,111653277.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,3.0,2.0,1.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,3.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,4.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,3.0,4.0,1.0,1.0,0.0,5.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,4.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,4.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
