,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81
20,2834604770.0,2.0,0.0,2.0,2.0,1.0,1.0,13.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,1.0,0.0,0.0,1.0,2.0,1.0,25.0,2.0,2.0,0.0,1.0,0.0,2.0,0.0,2.0,4.0,2.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,9.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,3.0,0.0,2.0,0.0,24.0,2.0,0.0,1.0,1.0,3.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0
21,286714614.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,2893417586.0,17.0,1.0,42.0,31.0,68.0,141.0,4.0,106.0,7.0,1.0,31.0,1.0,45.0,86.0,101.0,59.0,23.0,19.0,9.0,1.0,0.0,0.0,35.0,83.0,45.0,14.0,1.0,5.0,23.0,74.0,35.0,27.0,65.0,138.0,6.0,242.0,4.0,100.0,10.0,50.0,176.0,48.0,94.0,0.0,185.0,18.0,0.0,26.0,116.0,22.0,0.0,142.0,91.0,47.0,0.0,2.0,3.0,53.0,40.0,31.0,23.0,29.0,47.0,106.0,2.0,85.0,35.0,27.0,45.0,19.0,44.0,15.0,74.0,15.0,131.0,98.0,76.0,3.0,8.0,3.0,2.0
23,2917634087.0,6.0,0.0,10.0,14.0,71.0,11.0,0.0,103.0,1.0,4.0,4.0,0.0,13.0,29.0,25.0,32.0,13.0,11.0,2.0,0.0,0.0,35.0,0.0,22.0,20.0,8.0,3.0,1.0,10.0,22.0,15.0,15.0,81.0,22.0,3.0,32.0,6.0,80.0,1.0,24.0,37.0,17.0,41.0,0.0,24.0,53.0,0.0,9.0,16.0,8.0,0.0,45.0,18.0,18.0,0.0,2.0,0.0,27.0,45.0,11.0,8.0,39.0,24.0,37.0,1.0,39.0,96.0,5.0,16.0,1.0,35.0,7.0,25.0,3.0,35.0,3.0,91.0,0.0,76.0,1.0,0.0
24,2921587844.0,14.0,1.0,88.0,54.0,60.0,32.0,2.0,98.0,38.0,0.0,11.0,1.0,106.0,165.0,115.0,95.0,45.0,61.0,9.0,2.0,0.0,83.0,22.0,0.0,87.0,40.0,1.0,6.0,107.0,139.0,52.0,17.0,116.0,74.0,4.0,85.0,0.0,120.0,21.0,113.0,205.0,90.0,180.0,0.0,33.0,15.0,0.0,35.0,58.0,34.0,0.0,290.0,264.0,122.0,0.0,8.0,8.0,110.0,38.0,58.0,34.0,32.0,114.0,145.0,4.0,180.0,43.0,16.0,88.0,29.0,27.0,30.0,129.0,27.0,152.0,5.0,96.0,5.0,10.0,72.0,30.0
25,2925375086.0,12.0,0.0,55.0,46.0,41.0,17.0,3.0,61.0,20.0,0.0,4.0,0.0,171.0,101.0,49.0,47.0,33.0,70.0,6.0,3.0,0.0,45.0,20.0,87.0,0.0,40.0,1.0,9.0,129.0,58.0,30.0,17.0,33.0,32.0,5.0,44.0,0.0,71.0,3.0,141.0,75.0,34.0,93.0,1.0,26.0,8.0,0.0,13.0,31.0,39.0,0.0,103.0,251.0,101.0,0.0,7.0,2.0,113.0,23.0,23.0,25.0,12.0,123.0,65.0,0.0,130.0,20.0,18.0,54.0,10.0,32.0,24.0,68.0,11.0,53.0,2.0,50.0,0.0,9.0,69.0,28.0
26,2971981250.0,3.0,1.0,21.0,23.0,15.0,7.0,0.0,26.0,16.0,2.0,5.0,0.0,36.0,45.0,23.0,18.0,19.0,32.0,1.0,1.0,0.0,14.0,8.0,40.0,40.0,0.0,2.0,2.0,41.0,22.0,17.0,6.0,20.0,17.0,1.0,13.0,1.0,23.0,4.0,45.0,28.0,22.0,42.0,0.0,6.0,6.0,0.0,7.0,17.0,23.0,0.0,46.0,83.0,35.0,0.0,4.0,3.0,51.0,13.0,17.0,13.0,7.0,49.0,22.0,0.0,52.0,9.0,5.0,27.0,3.0,10.0,12.0,36.0,5.0,27.0,3.0,19.0,4.0,5.0,34.0,17.0
27,2972608258.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,3.0,0.0,2.0,1.0,0.0,1.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,2.0,0.0,3.0,1.0,0.0,3.0,2.0,3.0,0.0,2.0,2.0,3.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,2.0,3.0,1.0,1.0,3.0,1.0,3.0,0.0,2.0,3.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,3.0,0.0,3.0,1.0,0.0
28,3066448170.0,0.0,0.0,10.0,3.0,10.0,2.0,1.0,11.0,1.0,0.0,0.0,0.0,7.0,8.0,5.0,4.0,5.0,7.0,0.0,0.0,0.0,5.0,1.0,6.0,9.0,2.0,0.0,0.0,6.0,6.0,2.0,3.0,8.0,4.0,1.0,10.0,0.0,8.0,1.0,7.0,7.0,6.0,6.0,0.0,2.0,2.0,0.0,1.0,10.0,4.0,0.0,12.0,13.0,4.0,0.0,1.0,1.0,14.0,4.0,4.0,2.0,2.0,2.0,7.0,0.0,5.0,2.0,0.0,3.0,3.0,3.0,1.0,8.0,3.0,7.0,0.0,5.0,0.0,1.0,2.0,1.0
29,3078657603.0,9.0,0.0,69.0,43.0,21.0,8.0,3.0,38.0,55.0,0.0,2.0,1.0,206.0,175.0,23.0,37.0,46.0,117.0,6.0,1.0,0.0,23.0,10.0,107.0,129.0,41.0,1.0,6.0,0.0,48.0,28.0,8.0,35.0,23.0,0.0,30.0,0.0,39.0,7.0,200.0,46.0,42.0,100.0,0.0,16.0,8.0,0.0,17.0,15.0,80.0,0.0,95.0,443.0,148.0,0.0,6.0,4.0,155.0,17.0,28.0,15.0,10.0,226.0,41.0,1.0,182.0,17.0,5.0,41.0,16.0,20.0,24.0,57.0,9.0,38.0,5.0,22.0,2.0,5.0,228.0,47.0
30,3116435134.0,10.0,1.0,72.0,46.0,61.0,35.0,4.0,93.0,16.0,0.0,13.0,1.0,80.0,119.0,106.0,94.0,28.0,27.0,7.0,2.0,0.0,74.0,22.0,139.0,58.0,22.0,1.0,6.0,48.0,0.0,45.0,13.0,92.0,68.0,5.0,85.0,1.0,122.0,17.0,75.0,166.0,84.0,138.0,0.0,31.0,23.0,0.0,38.0,45.0,17.0,0.0,208.0,142.0,81.0,0.0,8.0,6.0,69.0,48.0,56.0,24.0,31.0,61.0,134.0,1.0,126.0,39.0,20.0,69.0,17.0,15.0,17.0,104.0,21.0,122.0,10.0,96.0,1.0,12.0,19.0,9.0
31,317728006.0,7.0,0.0,25.0,30.0,35.0,11.0,3.0,44.0,9.0,1.0,3.0,1.0,24.0,56.0,41.0,31.0,18.0,22.0,4.0,1.0,0.0,35.0,15.0,52.0,30.0,17.0,2.0,2.0,28.0,45.0,0.0,9.0,31.0,27.0,0.0,28.0,3.0,49.0,3.0,36.0,56.0,28.0,60.0,0.0,10.0,9.0,0.0,12.0,17.0,16.0,0.0,73.0,43.0,42.0,0.0,5.0,1.0,34.0,17.0,23.0,10.0,19.0,42.0,49.0,1.0,58.0,13.0,11.0,39.0,3.0,12.0,13.0,46.0,6.0,46.0,2.0,40.0,1.0,8.0,14.0,10.0
32,3292384208.0,9.0,0.0,11.0,12.0,24.0,15.0,30.0,29.0,2.0,0.0,2.0,1.0,10.0,28.0,17.0,12.0,9.0,10.0,0.0,25.0,0.0,27.0,15.0,17.0,17.0,6.0,0.0,3.0,8.0,13.0,9.0,0.0,19.0,21.0,2.0,29.0,0.0,29.0,2.0,17.0,29.0,10.0,22.0,0.0,22.0,4.0,0.0,5.0,15.0,9.0,0.0,35.0,35.0,11.0,0.0,1.0,1.0,19.0,10.0,12.0,5.0,6.0,18.0,21.0,0.0,22.0,11.0,77.0,13.0,2.0,19.0,5.0,19.0,5.0,25.0,8.0,18.0,0.0,4.0,2.0,2.0
33,3304362467.0,11.0,1.0,45.0,29.0,95.0,32.0,5.0,200.0,15.0,7.0,12.0,1.0,56.0,89.0,92.0,97.0,24.0,15.0,7.0,2.0,0.0,65.0,81.0,116.0,33.0,20.0,3.0,8.0,35.0,92.0,31.0,19.0,0.0,49.0,3.0,92.0,9.0,165.0,12.0,55.0,142.0,58.0,109.0,2.0,36.0,82.0,0.0,23.0,58.0,15.0,1.0,191.0,148.0,64.0,0.0,5.0,7.0,58.0,80.0,50.0,18.0,76.0,40.0,121.0,1.0,93.0,154.0,16.0,49.0,24.0,25.0,10.0,78.0,16.0,114.0,20.0,155.0,6.0,113.0,6.0,2.0
34,3437983929.0,20.0,0.0,33.0,30.0,52.0,105.0,4.0,74.0,9.0,1.0,32.0,1.0,36.0,69.0,82.0,52.0,20.0,12.0,9.0,2.0,0.0,138.0,22.0,74.0,32.0,17.0,1.0,4.0,23.0,68.0,27.0,21.0,49.0,0.0,3.0,163.0,1.0,89.0,8.0,42.0,142.0,46.0,84.0,0.0,131.0,12.0,0.0,24.0,69.0,19.0,0.0,107.0,77.0,41.0,0.0,1.0,4.0,45.0,34.0,38.0,17.0,20.0,33.0,113.0,1.0,68.0,38.0,21.0,35.0,13.0,40.0,10.0,58.0,12.0,114.0,82.0,64.0,1.0,11.0,4.0,2.0
35,3515382443.0,0.0,0.0,1.0,2.0,7.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,2.0,7.0,5.0,3.0,3.0,4.0,0.0,0.0,0.0,6.0,3.0,4.0,5.0,1.0,0.0,1.0,0.0,5.0,0.0,2.0,3.0,3.0,0.0,7.0,0.0,8.0,0.0,5.0,9.0,2.0,8.0,0.0,4.0,2.0,0.0,0.0,4.0,3.0,0.0,11.0,5.0,1.0,0.0,0.0,0.0,5.0,2.0,1.0,2.0,1.0,4.0,8.0,0.0,6.0,3.0,1.0,3.0,0.0,5.0,3.0,4.0,0.0,7.0,0.0,7.0,0.0,1.0,0.0,0.0
36,368201887.0,23.0,2.0,51.0,32.0,82.0,188.0,5.0,120.0,12.0,2.0,44.0,1.0,61.0,98.0,109.0,86.0,23.0,31.0,11.0,1.0,0.0,242.0,32.0,85.0,44.0,13.0,3.0,10.0,30.0,85.0,28.0,29.0,92.0,163.0,7.0,0.0,3.0,138.0,11.0,65.0,205.0,54.0,121.0,0.0,238.0,23.0,0.0,32.0,132.0,30.0,0.0,199.0,191.0,46.0,0.0,4.0,8.0,80.0,50.0,38.0,21.0,30.0,55.0,140.0,2.0,82.0,62.0,32.0,43.0,20.0,63.0,15.0,75.0,27.0,138.0,139.0,91.0,6.0,18.0,3.0,1.0
37,3935051780.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,7.0,0.0,6.0,1.0,0.0,1.0,2.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,3.0,0.0,9.0,1.0,0.0,3.0,0.0,10.0,0.0,1.0,4.0,4.0,4.0,0.0,0.0,8.0,0.0,0.0,2.0,0.0,0.0,5.0,1.0,2.0,0.0,0.0,0.0,1.0,9.0,1.0,1.0,5.0,0.0,4.0,0.0,3.0,6.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,9.0,0.0,3.0,0.0,0.0
38,4207660557.0,18.0,0.0,52.0,56.0,145.0,48.0,3.0,191.0,13.0,7.0,14.0,1.0,73.0,124.0,137.0,115.0,35.0,44.0,7.0,2.0,0.0,100.0,80.0,120.0,71.0,23.0,3.0,8.0,39.0,122.0,49.0,29.0,165.0,89.0,8.0,138.0,10.0,0.0,9.0,97.0,196.0,68.0,171.0,1.0,67.0,68.0,0.0,37.0,60.0,23.0,0.0,257.0,152.0,68.0,0.0,8.0,5.0,93.0,86.0,63.0,31.0,82.0,78.0,166.0,1.0,143.0,126.0,30.0,65.0,7.0,76.0,21.0,107.0,22.0,141.0,15.0,182.0,7.0,69.0,13.0,7.0
