,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74
20,18760423.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,6.0,21.0,0.0,0.0,5.0,0.0,1.0,2.0,0.0,0.0,10.0,0.0,0.0,7.0,1.0,0.0,0.0,20.0,1.0,0.0,8.0,0.0,0.0,1.0,8.0,0.0,1.0,6.0,0.0,4.0,0.0,0.0,1.0,5.0,7.0,0.0,1.0,0.0,1.0,0.0,1.0,6.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,22.0,0.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,190274774.0,1.0,1.0,43.0,1.0,2.0,13.0,11.0,0.0,6.0,2.0,8.0,1.0,2.0,2.0,1.0,0.0,0.0,24.0,2.0,7.0,0.0,1.0,0.0,0.0,9.0,1.0,0.0,9.0,0.0,0.0,7.0,8.0,0.0,1.0,6.0,2.0,5.0,1.0,1.0,0.0,13.0,2.0,1.0,11.0,1.0,5.0,1.0,2.0,4.0,0.0,1.0,3.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,6.0,19.0,0.0,1.0,24.0,4.0,3.0,0.0,2.0,1.0,1.0,1.0,0.0,2.0,0.0
22,193372441.0,2.0,0.0,2.0,4.0,1.0,3.0,3.0,1.0,3.0,2.0,4.0,0.0,2.0,7.0,2.0,0.0,0.0,6.0,0.0,1.0,1.0,0.0,1.0,0.0,9.0,2.0,0.0,6.0,0.0,0.0,2.0,9.0,0.0,0.0,4.0,1.0,5.0,1.0,0.0,1.0,5.0,3.0,0.0,4.0,0.0,8.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,5.0,11.0,3.0,1.0,17.0,4.0,3.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0
23,217682721.0,2.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,9.0,1.0,4.0,12.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,1.0,5.0,0.0,1.0,1.0,3.0,6.0,0.0,5.0,3.0,2.0,0.0,0.0,8.0,1.0,0.0,1.0,6.0,0.0,5.0,0.0,1.0,0.0,0.0,3.0,1.0,8.0,0.0,0.0,0.0,11.0,0.0,0.0,2.0,8.0,4.0,0.0,7.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0
24,22035032.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,2240423148.0,15.0,3.0,26.0,25.0,22.0,31.0,26.0,1.0,26.0,22.0,57.0,13.0,36.0,105.0,18.0,0.0,0.0,63.0,3.0,20.0,9.0,9.0,5.0,0.0,0.0,5.0,1.0,83.0,1.0,2.0,25.0,75.0,5.0,5.0,68.0,38.0,32.0,14.0,1.0,19.0,36.0,15.0,4.0,48.0,1.0,88.0,5.0,26.0,8.0,0.0,8.0,18.0,42.0,2.0,0.0,0.0,78.0,1.0,0.0,34.0,175.0,28.0,3.0,191.0,35.0,42.0,1.0,28.0,3.0,6.0,3.0,17.0,12.0,1.0
26,2330095813.0,2.0,0.0,5.0,5.0,1.0,4.0,0.0,0.0,0.0,5.0,4.0,1.0,1.0,3.0,3.0,0.0,0.0,7.0,27.0,1.0,1.0,2.0,0.0,0.0,5.0,0.0,0.0,5.0,2.0,0.0,19.0,35.0,0.0,0.0,4.0,5.0,5.0,37.0,1.0,0.0,2.0,1.0,20.0,4.0,0.0,5.0,0.0,0.0,1.0,12.0,2.0,33.0,1.0,15.0,12.0,18.0,8.0,37.0,14.0,54.0,5.0,1.0,10.0,11.0,19.0,6.0,16.0,5.0,5.0,25.0,6.0,0.0,12.0,5.0
27,2411517990.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,14.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,11.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
28,242684798.0,9.0,3.0,27.0,21.0,21.0,21.0,22.0,1.0,9.0,14.0,45.0,10.0,30.0,96.0,10.0,0.0,0.0,85.0,4.0,8.0,9.0,6.0,5.0,0.0,83.0,5.0,0.0,0.0,1.0,1.0,35.0,68.0,3.0,6.0,43.0,21.0,29.0,12.0,3.0,8.0,31.0,10.0,5.0,37.0,0.0,69.0,6.0,16.0,16.0,0.0,5.0,23.0,28.0,1.0,0.0,0.0,65.0,2.0,0.0,28.0,133.0,17.0,5.0,136.0,25.0,28.0,1.0,14.0,2.0,3.0,1.0,6.0,11.0,1.0
29,249049783.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,30.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,17.0,2.0,5.0,0.0,0.0,1.0,1.0,0.0,78.0,0.0,0.0,10.0,6.0,1.0,0.0,1.0,1.0
30,2962950012.0,0.0,9.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,2.0,8.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,5.0,0.0,2.0,1.0,1.0,0.0,0.0,5.0,0.0,1.0,0.0,13.0,0.0,3.0,0.0,1.0,0.0,0.0,4.0,0.0,11.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,3.0,4.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0
31,3077950123.0,5.0,2.0,32.0,17.0,18.0,44.0,9.0,0.0,1.0,25.0,19.0,2.0,9.0,16.0,23.0,0.0,0.0,107.0,47.0,1.0,7.0,2.0,1.0,0.0,25.0,19.0,0.0,35.0,30.0,1.0,0.0,143.0,2.0,1.0,13.0,6.0,29.0,44.0,16.0,2.0,15.0,4.0,24.0,21.0,1.0,20.0,3.0,6.0,10.0,2.0,3.0,79.0,21.0,9.0,2.0,4.0,39.0,20.0,11.0,99.0,37.0,3.0,24.0,52.0,27.0,111.0,11.0,17.0,41.0,28.0,12.0,1.0,27.0,1.0
32,3279366444.0,15.0,4.0,44.0,29.0,24.0,53.0,13.0,1.0,6.0,17.0,40.0,6.0,35.0,91.0,29.0,0.0,0.0,86.0,58.0,8.0,8.0,9.0,3.0,0.0,75.0,35.0,1.0,68.0,3.0,2.0,143.0,0.0,5.0,2.0,39.0,37.0,36.0,118.0,15.0,15.0,12.0,17.0,40.0,40.0,1.0,76.0,5.0,14.0,15.0,19.0,5.0,126.0,45.0,42.0,6.0,11.0,82.0,57.0,25.0,134.0,98.0,22.0,25.0,101.0,44.0,62.0,41.0,28.0,48.0,52.0,20.0,6.0,34.0,6.0
33,3295708478.0,0.0,6.0,4.0,1.0,4.0,1.0,6.0,0.0,0.0,0.0,5.0,0.0,4.0,39.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,5.0,0.0,14.0,3.0,0.0,5.0,2.0,5.0,0.0,1.0,6.0,2.0,0.0,0.0,0.0,72.0,1.0,2.0,0.0,42.0,0.0,5.0,0.0,0.0,1.0,0.0,6.0,3.0,49.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0,7.0,38.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0
34,353835423.0,2.0,1.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,4.0,5.0,0.0,0.0,0.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,6.0,0.0,0.0,1.0,2.0,1.0,0.0,4.0,3.0,1.0,0.0,0.0,1.0,2.0,3.0,0.0,4.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,6.0,2.0,0.0,3.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
35,360270369.0,13.0,4.0,9.0,15.0,10.0,11.0,9.0,0.0,6.0,7.0,28.0,4.0,26.0,67.0,7.0,0.0,0.0,35.0,1.0,6.0,6.0,4.0,5.0,0.0,68.0,4.0,0.0,43.0,0.0,2.0,13.0,39.0,6.0,4.0,0.0,21.0,17.0,5.0,0.0,15.0,8.0,10.0,1.0,26.0,1.0,50.0,4.0,16.0,2.0,0.0,7.0,8.0,27.0,1.0,0.0,0.0,40.0,0.0,0.0,17.0,67.0,19.0,4.0,63.0,13.0,17.0,1.0,10.0,0.0,1.0,1.0,5.0,5.0,1.0
36,3757849876.0,18.0,3.0,4.0,9.0,6.0,4.0,2.0,0.0,0.0,1.0,31.0,0.0,22.0,52.0,4.0,0.0,0.0,14.0,1.0,0.0,2.0,1.0,3.0,0.0,38.0,5.0,1.0,21.0,0.0,1.0,6.0,37.0,2.0,3.0,21.0,0.0,8.0,3.0,0.0,10.0,3.0,3.0,0.0,17.0,0.0,50.0,1.0,3.0,0.0,0.0,4.0,8.0,15.0,0.0,0.0,0.0,22.0,1.0,0.0,7.0,23.0,14.0,3.0,48.0,5.0,23.0,1.0,36.0,1.0,1.0,1.0,4.0,7.0,0.0
37,3860286073.0,7.0,2.0,18.0,14.0,11.0,13.0,5.0,1.0,6.0,6.0,17.0,2.0,12.0,19.0,5.0,0.0,0.0,23.0,4.0,4.0,5.0,5.0,2.0,0.0,32.0,5.0,0.0,29.0,0.0,1.0,29.0,36.0,0.0,1.0,17.0,8.0,0.0,9.0,3.0,2.0,5.0,9.0,5.0,22.0,0.0,25.0,4.0,10.0,5.0,0.0,4.0,16.0,16.0,0.0,0.0,0.0,17.0,2.0,0.0,25.0,38.0,7.0,7.0,39.0,16.0,5.0,1.0,7.0,1.0,2.0,1.0,1.0,8.0,1.0
38,4182061094.0,2.0,0.0,13.0,11.0,3.0,18.0,1.0,0.0,3.0,9.0,5.0,1.0,3.0,8.0,4.0,0.0,0.0,30.0,79.0,0.0,1.0,1.0,0.0,0.0,14.0,37.0,0.0,12.0,5.0,0.0,44.0,118.0,0.0,0.0,5.0,3.0,9.0,0.0,10.0,2.0,4.0,4.0,51.0,10.0,0.0,6.0,0.0,5.0,5.0,16.0,1.0,87.0,9.0,43.0,19.0,37.0,16.0,100.0,28.0,85.0,15.0,2.0,14.0,23.0,26.0,18.0,42.0,5.0,28.0,60.0,19.0,0.0,20.0,6.0
39,4424961978.0,0.0,0.0,6.0,2.0,0.0,4.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,10.0,13.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,16.0,15.0,0.0,0.0,0.0,0.0,3.0,10.0,0.0,1.0,2.0,0.0,7.0,1.0,0.0,2.0,0.0,0.0,6.0,1.0,0.0,16.0,1.0,3.0,0.0,2.0,1.0,2.0,4.0,9.0,6.0,0.0,8.0,6.0,4.0,2.0,3.0,1.0,5.0,7.0,4.0,0.0,8.0,0.0
40,4472557812.0,1.0,9.0,3.0,5.0,2.0,3.0,11.0,0.0,1.0,0.0,12.0,1.0,12.0,62.0,0.0,0.0,0.0,10.0,0.0,1.0,0.0,1.0,8.0,0.0,19.0,0.0,16.0,8.0,0.0,5.0,2.0,15.0,72.0,1.0,15.0,10.0,2.0,2.0,1.0,0.0,2.0,5.0,0.0,44.0,0.0,18.0,0.0,4.0,4.0,0.0,10.0,2.0,67.0,0.0,0.0,0.0,19.0,0.0,0.0,4.0,15.0,64.0,0.0,18.0,4.0,5.0,0.0,3.0,0.0,0.0,0.0,10.0,0.0,0.0
41,45789219.0,2.0,0.0,17.0,3.0,11.0,14.0,15.0,4.0,6.0,9.0,10.0,1.0,8.0,12.0,2.0,0.0,0.0,58.0,3.0,5.0,13.0,5.0,1.0,0.0,36.0,2.0,0.0,31.0,0.0,0.0,15.0,12.0,1.0,2.0,8.0,3.0,5.0,4.0,2.0,2.0,0.0,5.0,3.0,8.0,0.0,17.0,3.0,6.0,8.0,0.0,0.0,5.0,8.0,0.0,1.0,0.0,20.0,0.0,0.0,11.0,56.0,3.0,3.0,101.0,6.0,25.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0
42,47652385.0,4.0,2.0,3.0,5.0,2.0,5.0,2.0,1.0,3.0,0.0,6.0,3.0,7.0,11.0,2.0,0.0,0.0,9.0,0.0,7.0,2.0,3.0,0.0,0.0,15.0,1.0,0.0,10.0,0.0,1.0,4.0,17.0,2.0,3.0,10.0,3.0,9.0,4.0,0.0,5.0,5.0,0.0,1.0,7.0,0.0,8.0,0.0,7.0,5.0,0.0,2.0,5.0,15.0,0.0,0.0,0.0,8.0,0.0,0.0,6.0,21.0,6.0,0.0,20.0,3.0,1.0,1.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0
