,0,1,2,3,4,5,6
0,-1.0,1104381392.0,132336370.0,2357647305.0,3106953674.0,553504196.0,7.433397098043843e+17
1,1104381392.0,0.0,0.0,29.0,18.0,41.0,0.0
2,132336370.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2357647305.0,29.0,0.0,0.0,52.0,1036.0,0.0
4,3106953674.0,18.0,0.0,52.0,0.0,77.0,0.0
5,553504196.0,41.0,0.0,1036.0,77.0,0.0,0.0
6,7.433397098043843e+17,0.0,0.0,0.0,0.0,0.0,0.0
