,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124
0,-1.0,101714446.0,1044236983.0,104898541.0,108950604.0,114705405.0,115413818.0,115508152.0,117955171.0,119727906.0,122425883.0,132336370.0,134810618.0,134961180.0,135892857.0,13609682.0,141204035.0,145699062.0,145703168.0,1462373143.0,14659078.0,1468691322.0,15362484.0,15719715.0,162028181.0,162992255.0,16434036.0,1650444775.0,170290373.0,17029246.0,170608160.0,18177920.0,186479786.0,18685349.0,19748550.0,20280243.0,21079213.0,213293212.0,21622264.0,2212086656.0,2240421060.0,22468486.0,234433190.0,23444563.0,234518712.0,234665662.0,2373363552.0,238608330.0,23910445.0,2408914734.0,2472634136.0,248503185.0,254908395.0,268300037.0,26975279.0,270748041.0,2729047747.0,27607236.0,27934573.0,28301925.0,2870072882.0,289781808.0,28980542.0,293269096.0,29798993.0,3102600800.0,311859741.0,3155484370.0,3191862546.0,33325510.0,346117908.0,34911675.0,359959637.0,36267174.0,367050496.0,38457163.0,385939728.0,40671414.0,408288320.0,410156993.0,423886330.0,428953909.0,43515665.0,449689510.0,449777937.0,462393867.0,469004732.0,469391870.0,476747137.0,476761212.0,478144440.0,4832498848.0,49549359.0,49921928.0,50002393.0,539819220.0,549902534.0,559962340.0,570086436.0,58812687.0,61500220.0,63892170.0,67540901.0,70553643.0,70768247.0,7307222.0,73815443.0,752922320.0,75359064.0,756772.0,759256634.0,764743650.0,812938015.0,82711859.0,83829557.0,84549236.0,851243990.0,88396718.0,8.844285184691569e+17,890515868.0,8.926911600193536e+17,8.957980835394028e+17,9.28791203058815e+17,9.315842993498972e+17,9.327354537904251e+17
1,101714446.0,0.0,80.0,3.0,5.0,4.0,0.0,18.0,1.0,2.0,3.0,0.0,3.0,16.0,0.0,7.0,5.0,1.0,0.0,0.0,5.0,14.0,2.0,2.0,23.0,0.0,13.0,2.0,1.0,4.0,2.0,6.0,0.0,4.0,2.0,1.0,0.0,0.0,3.0,3.0,0.0,14.0,9.0,11.0,1.0,0.0,0.0,1.0,21.0,0.0,2.0,2.0,8.0,4.0,3.0,6.0,0.0,0.0,2.0,4.0,13.0,15.0,20.0,0.0,0.0,0.0,5.0,0.0,25.0,0.0,9.0,6.0,2.0,2.0,2.0,0.0,5.0,20.0,6.0,4.0,2.0,2.0,3.0,0.0,0.0,0.0,2.0,1.0,4.0,5.0,3.0,0.0,7.0,5.0,19.0,11.0,4.0,0.0,1.0,8.0,11.0,0.0,0.0,6.0,4.0,16.0,0.0,2.0,0.0,4.0,4.0,19.0,0.0,0.0,4.0,6.0,1.0,8.0,0.0,1.0,3.0,0.0,0.0,0.0,2.0
2,1044236983.0,80.0,0.0,12.0,37.0,11.0,4.0,57.0,6.0,3.0,23.0,0.0,31.0,60.0,10.0,22.0,16.0,2.0,7.0,4.0,36.0,54.0,8.0,8.0,59.0,11.0,120.0,36.0,17.0,10.0,4.0,59.0,1.0,67.0,13.0,16.0,3.0,3.0,17.0,12.0,1.0,56.0,18.0,24.0,33.0,16.0,0.0,3.0,180.0,0.0,36.0,31.0,26.0,8.0,2.0,3.0,7.0,0.0,30.0,79.0,112.0,80.0,70.0,3.0,19.0,3.0,7.0,0.0,107.0,3.0,89.0,45.0,26.0,9.0,10.0,0.0,26.0,47.0,13.0,11.0,14.0,24.0,6.0,2.0,5.0,0.0,6.0,12.0,34.0,21.0,22.0,0.0,31.0,28.0,61.0,33.0,8.0,6.0,10.0,118.0,34.0,0.0,1.0,43.0,1.0,58.0,2.0,35.0,30.0,37.0,21.0,65.0,0.0,8.0,12.0,27.0,7.0,50.0,7.0,1.0,8.0,0.0,37.0,2.0,17.0
3,104898541.0,3.0,12.0,0.0,0.0,1.0,2.0,13.0,2.0,0.0,11.0,0.0,2.0,4.0,0.0,8.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,1.0,0.0,1.0,9.0,4.0,8.0,1.0,2.0,2.0,3.0,7.0,2.0,1.0,1.0,0.0,2.0,2.0,1.0,15.0,0.0,1.0,1.0,3.0,0.0,9.0,8.0,0.0,0.0,3.0,8.0,1.0,0.0,2.0,2.0,0.0,1.0,4.0,10.0,18.0,18.0,0.0,2.0,0.0,3.0,0.0,6.0,0.0,4.0,5.0,0.0,1.0,1.0,0.0,2.0,4.0,2.0,1.0,10.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,6.0,5.0,9.0,0.0,111.0,10.0,1.0,0.0,1.0,0.0,6.0,9.0,3.0,0.0,0.0,5.0,18.0,8.0,0.0,5.0,2.0,22.0,4.0,0.0,0.0,1.0,1.0,4.0,2.0,7.0,2.0,1.0,2.0,0.0,8.0,0.0,0.0
4,108950604.0,5.0,37.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,1.0,0.0,0.0,5.0,1.0,2.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,15.0,2.0,0.0,1.0,3.0,0.0,0.0,8.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,14.0,11.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,2.0,3.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,5.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
5,114705405.0,4.0,11.0,1.0,2.0,0.0,1.0,5.0,1.0,1.0,0.0,0.0,1.0,10.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,6.0,2.0,1.0,2.0,0.0,7.0,3.0,1.0,6.0,4.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,2.0,1.0,1.0,5.0,2.0,0.0,1.0,2.0,0.0,1.0,24.0,0.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,6.0,8.0,4.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,3.0,1.0,0.0,0.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,5.0,3.0,3.0,0.0,0.0,0.0,1.0,8.0,1.0,0.0,0.0,4.0,0.0,2.0,0.0,5.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
6,115413818.0,0.0,4.0,2.0,0.0,1.0,0.0,1.0,5.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,17.0,0.0,0.0,4.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,4.0,3.0,3.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,115508152.0,18.0,57.0,13.0,12.0,5.0,1.0,0.0,1.0,1.0,25.0,4.0,5.0,13.0,4.0,7.0,1.0,1.0,2.0,4.0,6.0,5.0,4.0,2.0,2.0,1.0,30.0,8.0,25.0,4.0,2.0,13.0,0.0,13.0,4.0,3.0,2.0,0.0,13.0,1.0,12.0,27.0,9.0,4.0,4.0,5.0,0.0,4.0,43.0,0.0,9.0,6.0,5.0,1.0,0.0,1.0,6.0,0.0,8.0,10.0,36.0,62.0,86.0,1.0,6.0,1.0,1.0,0.0,4.0,5.0,14.0,9.0,2.0,1.0,3.0,0.0,7.0,4.0,3.0,2.0,30.0,11.0,7.0,0.0,2.0,0.0,25.0,22.0,28.0,9.0,4.0,0.0,12.0,13.0,18.0,2.0,9.0,0.0,0.0,56.0,4.0,1.0,0.0,7.0,4.0,53.0,1.0,4.0,6.0,22.0,5.0,1.0,0.0,0.0,2.0,10.0,1.0,24.0,1.0,3.0,3.0,0.0,19.0,0.0,4.0
8,117955171.0,1.0,6.0,2.0,0.0,1.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,8.0,0.0,1.0,4.0,2.0,1.0,0.0,1.0,0.0,2.0,3.0,3.0,1.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,2.0,1.0,0.0,0.0,2.0,0.0,1.0,17.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,30.0,0.0,1.0,2.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,8.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,8.0,1.0,2.0,0.0,2.0,0.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,0.0,3.0,0.0,4.0,4.0
9,119727906.0,2.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,122425883.0,3.0,23.0,11.0,1.0,0.0,1.0,25.0,1.0,0.0,0.0,2.0,2.0,5.0,7.0,5.0,0.0,0.0,0.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0,29.0,2.0,13.0,5.0,0.0,4.0,0.0,6.0,0.0,0.0,0.0,0.0,3.0,1.0,4.0,9.0,1.0,15.0,3.0,4.0,0.0,1.0,8.0,0.0,2.0,1.0,3.0,2.0,0.0,0.0,25.0,0.0,1.0,2.0,27.0,73.0,21.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,9.0,2.0,4.0,1.0,1.0,0.0,2.0,5.0,3.0,1.0,19.0,1.0,1.0,0.0,0.0,0.0,5.0,23.0,98.0,13.0,2.0,0.0,1.0,9.0,9.0,0.0,2.0,0.0,1.0,13.0,2.0,0.0,0.0,6.0,2.0,17.0,0.0,4.0,1.0,14.0,3.0,1.0,0.0,0.0,1.0,4.0,1.0,8.0,0.0,1.0,0.0,0.0,27.0,0.0,0.0
