,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
34,9.355284997244846e+17,63.0,73.0,11.0,46.0,57.0,44.0,41.0,34.0,31.0,62.0,49.0,1.0,49.0,8.0,142.0,45.0,39.0,37.0,78.0,63.0,0.0,0.0,74.0,161.0,52.0,33.0,115.0,0.0,0.0,52.0,66.0,8.0,25.0,0.0,23.0,105.0,25.0,7.0,46.0,3.0,14.0,68.0,37.0,41.0,41.0,23.0,0.0,52.0,88.0,31.0
35,9.36532885821182e+17,7.0,23.0,26.0,19.0,22.0,35.0,5.0,15.0,15.0,18.0,21.0,0.0,10.0,5.0,21.0,21.0,21.0,15.0,25.0,22.0,0.0,0.0,40.0,28.0,14.0,15.0,33.0,0.0,0.0,17.0,24.0,1.0,12.0,23.0,0.0,28.0,15.0,6.0,12.0,2.0,12.0,22.0,15.0,21.0,20.0,15.0,0.0,18.0,30.0,17.0
36,9.434842728153784e+17,34.0,59.0,34.0,38.0,55.0,56.0,18.0,27.0,22.0,34.0,52.0,0.0,28.0,11.0,80.0,37.0,30.0,28.0,60.0,47.0,0.0,0.0,83.0,120.0,29.0,51.0,86.0,0.0,0.0,43.0,54.0,16.0,37.0,105.0,28.0,0.0,25.0,13.0,24.0,6.0,26.0,63.0,26.0,40.0,31.0,19.0,0.0,35.0,85.0,29.0
37,9.435102945417462e+17,9.0,14.0,16.0,15.0,17.0,13.0,10.0,12.0,10.0,13.0,21.0,0.0,11.0,8.0,21.0,18.0,14.0,6.0,19.0,15.0,0.0,0.0,33.0,34.0,16.0,19.0,34.0,0.0,0.0,22.0,15.0,1.0,14.0,25.0,15.0,25.0,0.0,7.0,15.0,1.0,10.0,29.0,12.0,22.0,11.0,7.0,0.0,10.0,24.0,6.0
38,9.495960695366984e+17,6.0,5.0,10.0,5.0,6.0,5.0,4.0,5.0,4.0,5.0,5.0,0.0,3.0,3.0,7.0,7.0,5.0,2.0,7.0,6.0,0.0,0.0,18.0,10.0,5.0,10.0,13.0,0.0,0.0,6.0,5.0,1.0,9.0,7.0,6.0,13.0,7.0,0.0,7.0,1.0,6.0,8.0,6.0,17.0,6.0,4.0,0.0,3.0,10.0,6.0
39,9.498210059789926e+17,16.0,25.0,9.0,22.0,22.0,21.0,10.0,14.0,12.0,27.0,15.0,0.0,20.0,4.0,54.0,19.0,13.0,9.0,39.0,20.0,0.0,0.0,34.0,34.0,34.0,15.0,30.0,0.0,0.0,26.0,24.0,1.0,13.0,46.0,12.0,24.0,15.0,7.0,0.0,1.0,8.0,27.0,14.0,19.0,14.0,10.0,0.0,28.0,22.0,20.0
40,9.506353031983145e+17,1.0,1.0,1.0,2.0,4.0,15.0,1.0,1.0,2.0,2.0,6.0,0.0,1.0,7.0,1.0,1.0,2.0,5.0,2.0,1.0,0.0,8.0,3.0,2.0,1.0,1.0,1.0,5.0,2.0,1.0,1.0,23.0,3.0,3.0,2.0,6.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,2.0,2.0,1.0
41,9.518935433577923e+17,3.0,15.0,22.0,13.0,14.0,12.0,1.0,9.0,5.0,7.0,8.0,0.0,6.0,3.0,9.0,10.0,6.0,12.0,13.0,13.0,0.0,0.0,39.0,20.0,9.0,10.0,36.0,0.0,0.0,16.0,29.0,3.0,9.0,14.0,12.0,26.0,10.0,6.0,8.0,1.0,0.0,13.0,11.0,22.0,11.0,5.0,0.0,11.0,22.0,12.0
42,9.546885122840781e+17,25.0,44.0,20.0,38.0,46.0,36.0,20.0,29.0,22.0,31.0,52.0,0.0,22.0,13.0,63.0,44.0,29.0,27.0,43.0,37.0,0.0,0.0,57.0,62.0,37.0,31.0,55.0,0.0,0.0,34.0,41.0,8.0,21.0,68.0,22.0,63.0,29.0,8.0,27.0,2.0,13.0,0.0,21.0,31.0,32.0,18.0,0.0,28.0,56.0,22.0
43,9.555062743005471e+17,5.0,23.0,6.0,23.0,23.0,23.0,4.0,19.0,12.0,20.0,22.0,0.0,18.0,5.0,28.0,24.0,11.0,21.0,25.0,29.0,0.0,0.0,19.0,37.0,19.0,15.0,23.0,0.0,0.0,19.0,25.0,1.0,9.0,37.0,15.0,26.0,12.0,6.0,14.0,1.0,11.0,21.0,0.0,15.0,30.0,17.0,0.0,19.0,33.0,14.0
44,9.56076658888532e+17,15.0,29.0,48.0,24.0,37.0,24.0,9.0,17.0,15.0,24.0,21.0,0.0,15.0,8.0,36.0,21.0,16.0,15.0,32.0,26.0,0.0,0.0,73.0,43.0,25.0,21.0,59.0,0.0,0.0,35.0,32.0,1.0,14.0,41.0,21.0,40.0,22.0,17.0,19.0,2.0,22.0,31.0,15.0,0.0,20.0,10.0,0.0,19.0,45.0,16.0
45,9.572494711291249e+17,11.0,54.0,7.0,32.0,38.0,39.0,4.0,22.0,22.0,22.0,49.0,0.0,17.0,7.0,43.0,45.0,17.0,37.0,34.0,49.0,0.0,0.0,28.0,43.0,21.0,14.0,31.0,0.0,0.0,20.0,47.0,1.0,16.0,41.0,20.0,31.0,11.0,6.0,14.0,1.0,11.0,32.0,30.0,20.0,0.0,21.0,0.0,27.0,69.0,19.0
46,9.596742573818388e+17,8.0,29.0,4.0,19.0,23.0,27.0,5.0,13.0,16.0,15.0,18.0,0.0,11.0,3.0,21.0,21.0,9.0,23.0,24.0,26.0,0.0,0.0,20.0,25.0,9.0,12.0,20.0,0.0,0.0,18.0,24.0,2.0,8.0,23.0,15.0,19.0,7.0,4.0,10.0,1.0,5.0,18.0,17.0,10.0,21.0,0.0,0.0,21.0,26.0,11.0
47,9.598023408312566e+17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,9.626466561843036e+17,18.0,35.0,2.0,26.0,37.0,36.0,7.0,13.0,25.0,40.0,27.0,1.0,27.0,6.0,56.0,25.0,20.0,29.0,79.0,40.0,0.0,0.0,39.0,50.0,26.0,17.0,41.0,0.0,0.0,28.0,35.0,3.0,17.0,52.0,18.0,35.0,10.0,3.0,28.0,2.0,11.0,28.0,19.0,19.0,27.0,21.0,0.0,0.0,43.0,22.0
49,9.634522206739988e+17,30.0,78.0,68.0,47.0,71.0,61.0,15.0,36.0,30.0,42.0,68.0,0.0,33.0,11.0,74.0,56.0,34.0,46.0,56.0,69.0,0.0,0.0,75.0,97.0,34.0,26.0,110.0,0.0,0.0,43.0,77.0,7.0,25.0,88.0,30.0,85.0,24.0,10.0,22.0,2.0,22.0,56.0,33.0,45.0,69.0,26.0,0.0,43.0,0.0,45.0
50,9.640850576263741e+17,8.0,25.0,17.0,15.0,24.0,19.0,4.0,10.0,10.0,13.0,19.0,0.0,19.0,5.0,31.0,19.0,10.0,16.0,21.0,17.0,0.0,0.0,23.0,34.0,18.0,15.0,38.0,0.0,0.0,18.0,25.0,2.0,10.0,31.0,17.0,29.0,6.0,6.0,20.0,1.0,12.0,22.0,14.0,16.0,19.0,11.0,0.0,22.0,45.0,0.0
