,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80
20,196893525.0,1.0,0.0,4.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,4.0,3.0,3.0,3.0,0.0,4.0,6.0,1.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,2.0,2.0,3.0,1.0,0.0,5.0,0.0,4.0,0.0,1.0,2.0,2.0,0.0,2.0,0.0,3.0,2.0,4.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,3.0,4.0,0.0,4.0,2.0,3.0,4.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,3.0,3.0,0.0
21,205931698.0,8.0,27.0,211.0,0.0,64.0,15.0,31.0,8.0,1.0,5.0,58.0,48.0,60.0,65.0,2.0,124.0,215.0,10.0,3.0,4.0,0.0,2.0,0.0,38.0,0.0,9.0,51.0,1.0,43.0,0.0,5.0,12.0,84.0,35.0,12.0,17.0,0.0,87.0,0.0,49.0,2.0,15.0,3.0,11.0,28.0,8.0,0.0,7.0,48.0,25.0,58.0,11.0,2.0,4.0,2.0,18.0,42.0,26.0,7.0,2.0,5.0,13.0,32.0,75.0,144.0,0.0,96.0,23.0,84.0,99.0,3.0,0.0,16.0,8.0,0.0,33.0,3.0,38.0,41.0,0.0
22,21605447.0,0.0,1.0,4.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,7.0,5.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0,6.0,3.0,0.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
23,2212610394.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,231620897.0,5.0,6.0,29.0,0.0,24.0,9.0,11.0,2.0,0.0,0.0,21.0,10.0,25.0,17.0,0.0,22.0,55.0,1.0,1.0,2.0,38.0,0.0,0.0,0.0,0.0,1.0,16.0,3.0,12.0,0.0,1.0,6.0,45.0,2.0,7.0,7.0,0.0,19.0,0.0,13.0,7.0,1.0,2.0,1.0,12.0,3.0,0.0,1.0,4.0,12.0,12.0,7.0,3.0,2.0,0.0,11.0,6.0,7.0,1.0,1.0,5.0,3.0,4.0,33.0,33.0,0.0,24.0,9.0,32.0,19.0,0.0,0.0,11.0,1.0,0.0,4.0,2.0,13.0,17.0,0.0
25,231876791.0,0.0,13.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,1.0,1.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,34.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,19.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0
26,240848479.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,1.0,61.0,0.0,0.0,3.0,13.0,14.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,1.0,2.0,0.0,5.0,0.0,3.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,6.0,1.0,4.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
27,2585049200.0,1.0,2.0,51.0,0.0,39.0,0.0,32.0,5.0,1.0,1.0,32.0,3.0,49.0,34.0,1.0,28.0,65.0,1.0,0.0,2.0,51.0,1.0,1.0,16.0,0.0,0.0,0.0,2.0,15.0,0.0,0.0,2.0,32.0,2.0,6.0,2.0,0.0,12.0,0.0,15.0,0.0,6.0,2.0,2.0,4.0,0.0,0.0,3.0,3.0,8.0,10.0,2.0,0.0,1.0,0.0,13.0,13.0,10.0,0.0,1.0,0.0,1.0,2.0,43.0,33.0,0.0,41.0,12.0,24.0,24.0,3.0,0.0,9.0,0.0,0.0,5.0,0.0,18.0,20.0,0.0
28,259885385.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
29,261323160.0,1.0,4.0,36.0,1.0,20.0,3.0,21.0,3.0,1.0,1.0,21.0,13.0,16.0,22.0,2.0,31.0,40.0,1.0,1.0,2.0,43.0,2.0,0.0,12.0,0.0,1.0,15.0,0.0,0.0,0.0,1.0,5.0,26.0,3.0,9.0,8.0,0.0,37.0,0.0,30.0,1.0,3.0,1.0,2.0,11.0,5.0,0.0,2.0,5.0,7.0,9.0,4.0,1.0,2.0,3.0,3.0,7.0,10.0,4.0,0.0,1.0,5.0,7.0,35.0,32.0,0.0,20.0,5.0,16.0,23.0,3.0,0.0,6.0,4.0,0.0,8.0,1.0,7.0,9.0,0.0
30,272367319.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,272753147.0,1.0,2.0,4.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0
32,279270170.0,0.0,4.0,10.0,0.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,5.0,3.0,2.0,1.0,9.0,15.0,1.0,0.0,1.0,12.0,0.0,0.0,6.0,0.0,3.0,2.0,0.0,5.0,0.0,0.0,0.0,2.0,2.0,1.0,4.0,0.0,9.0,0.0,3.0,3.0,3.0,1.0,1.0,4.0,5.0,0.0,1.0,4.0,2.0,2.0,3.0,1.0,3.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,7.0,2.0,5.0,0.0,5.0,2.0,5.0,4.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,3.0,1.0,0.0
33,28306935.0,1.0,6.0,74.0,0.0,44.0,4.0,19.0,4.0,6.0,1.0,36.0,23.0,42.0,34.0,0.0,72.0,80.0,1.0,2.0,2.0,84.0,4.0,0.0,45.0,1.0,1.0,32.0,2.0,26.0,0.0,1.0,2.0,0.0,4.0,15.0,18.0,0.0,26.0,0.0,28.0,5.0,7.0,2.0,8.0,20.0,7.0,0.0,3.0,5.0,18.0,23.0,8.0,5.0,3.0,5.0,21.0,21.0,23.0,4.0,1.0,3.0,6.0,9.0,48.0,64.0,0.0,55.0,13.0,43.0,29.0,3.0,0.0,15.0,6.0,0.0,10.0,0.0,18.0,24.0,0.0
34,2870118587.0,1.0,0.0,31.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,7.0,3.0,7.0,3.0,0.0,88.0,35.0,45.0,0.0,2.0,35.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,2.0,4.0,0.0,2.0,1.0,0.0,38.0,0.0,5.0,0.0,3.0,2.0,2.0,1.0,1.0,0.0,2.0,103.0,3.0,3.0,14.0,0.0,1.0,0.0,3.0,13.0,2.0,11.0,0.0,0.0,2.0,82.0,3.0,11.0,0.0,12.0,3.0,9.0,10.0,0.0,0.0,1.0,0.0,0.0,10.0,1.0,5.0,6.0,0.0
35,28710635.0,0.0,8.0,14.0,0.0,5.0,0.0,4.0,1.0,1.0,1.0,4.0,9.0,4.0,4.0,0.0,16.0,12.0,2.0,0.0,3.0,12.0,1.0,0.0,7.0,0.0,1.0,6.0,0.0,9.0,0.0,0.0,1.0,15.0,2.0,0.0,6.0,0.0,9.0,0.0,7.0,1.0,2.0,1.0,2.0,7.0,3.0,1.0,2.0,2.0,3.0,6.0,4.0,2.0,1.0,2.0,0.0,3.0,6.0,3.0,0.0,1.0,0.0,8.0,10.0,12.0,0.0,6.0,3.0,6.0,3.0,3.0,0.0,3.0,2.0,0.0,2.0,0.0,2.0,3.0,0.0
36,28958572.0,1.0,5.0,19.0,0.0,10.0,1.0,1.0,2.0,1.0,0.0,1.0,19.0,4.0,2.0,0.0,37.0,14.0,1.0,2.0,1.0,17.0,2.0,0.0,7.0,0.0,2.0,2.0,1.0,8.0,0.0,1.0,4.0,18.0,1.0,6.0,0.0,0.0,14.0,0.0,11.0,0.0,1.0,0.0,2.0,18.0,9.0,0.0,1.0,4.0,10.0,3.0,1.0,2.0,0.0,8.0,0.0,2.0,6.0,2.0,2.0,4.0,7.0,3.0,8.0,16.0,0.0,4.0,1.0,8.0,0.0,5.0,0.0,0.0,5.0,0.0,3.0,1.0,0.0,0.0,0.0
37,292556702.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,29916329.0,12.0,44.0,89.0,0.0,15.0,21.0,5.0,3.0,31.0,11.0,21.0,44.0,15.0,13.0,1.0,108.0,134.0,31.0,3.0,5.0,87.0,2.0,0.0,19.0,1.0,5.0,12.0,0.0,37.0,0.0,4.0,9.0,26.0,38.0,9.0,14.0,0.0,0.0,0.0,34.0,6.0,7.0,2.0,4.0,15.0,14.0,0.0,5.0,45.0,11.0,20.0,103.0,7.0,7.0,4.0,19.0,9.0,16.0,13.0,3.0,4.0,5.0,71.0,39.0,45.0,1.0,30.0,6.0,37.0,25.0,4.0,0.0,10.0,6.0,0.0,21.0,6.0,5.0,10.0,0.0
39,2992259190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
