,0,1,2,3,4,5,6,7,8
0,-1.0,1291459598.0,2592491108.0,2729876982.0,279011424.0,3029691270.0,478208999.0,8.39129230092927e+17,8.750305768555643e+17
1,1291459598.0,0.0,150.0,83.0,97.0,10.0,19.0,0.0,7.0
2,2592491108.0,150.0,0.0,132.0,174.0,171.0,838.0,36.0,162.0
3,2729876982.0,83.0,132.0,0.0,82.0,16.0,65.0,2.0,25.0
4,279011424.0,97.0,174.0,82.0,0.0,15.0,86.0,2.0,35.0
5,3029691270.0,10.0,171.0,16.0,15.0,0.0,136.0,93.0,38.0
6,478208999.0,19.0,838.0,65.0,86.0,136.0,0.0,34.0,353.0
7,8.39129230092927e+17,0.0,36.0,2.0,2.0,93.0,34.0,0.0,11.0
8,8.750305768555643e+17,7.0,162.0,25.0,35.0,38.0,353.0,11.0,0.0
