,0,1,2,3,4
0,-1.0,23402008.0,3967365254.0,50595242.0,956762293.0
1,23402008.0,0.0,0.0,16.0,0.0
2,3967365254.0,0.0,0.0,2.0,47.0
3,50595242.0,16.0,2.0,0.0,0.0
4,956762293.0,0.0,47.0,0.0,0.0
