,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52
23,3221964720.0,2.0,5.0,3.0,1.0,72.0,1.0,4.0,11.0,0.0,9.0,0.0,101.0,0.0,3.0,7.0,1.0,0.0,4.0,8.0,1.0,9.0,12.0,0.0,9.0,0.0,11.0,0.0,4.0,2.0,6.0,0.0,0.0,3.0,5.0,6.0,1.0,8.0,0.0,1.0,3.0,0.0,2.0,2.0,3.0,0.0,3.0,5.0,16.0,0.0,3.0,59.0,2.0
24,3292442355.0,10.0,67.0,9.0,25.0,58.0,12.0,22.0,135.0,6.0,54.0,0.0,70.0,1.0,11.0,84.0,5.0,0.0,12.0,23.0,2.0,81.0,104.0,9.0,0.0,0.0,2.0,1.0,12.0,5.0,41.0,4.0,1.0,20.0,17.0,23.0,7.0,69.0,0.0,3.0,33.0,0.0,47.0,6.0,41.0,0.0,26.0,73.0,14.0,1.0,6.0,16.0,1.0
25,3315727800.0,33.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,23.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,46.0,0.0,0.0,0.0,0.0
26,336942724.0,2.0,2.0,0.0,0.0,19.0,0.0,3.0,3.0,0.0,0.0,0.0,17.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,1.0,11.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,8.0,0.0
27,336960235.0,0.0,3.0,0.0,0.0,1.0,4.0,2.0,5.0,0.0,5.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,3.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,35.0,5.0,2.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
28,352338233.0,11.0,21.0,2.0,15.0,21.0,4.0,10.0,16.0,0.0,8.0,0.0,37.0,0.0,18.0,28.0,4.0,0.0,2.0,29.0,1.0,23.0,21.0,4.0,12.0,0.0,2.0,0.0,0.0,2.0,7.0,5.0,1.0,11.0,4.0,10.0,2.0,12.0,0.0,1.0,21.0,0.0,14.0,6.0,12.0,0.0,17.0,4.0,14.0,0.0,0.0,28.0,0.0
29,395321652.0,0.0,11.0,0.0,2.0,1.0,2.0,2.0,14.0,1.0,3.0,0.0,6.0,1.0,2.0,2.0,0.0,0.0,2.0,5.0,1.0,12.0,8.0,2.0,5.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,6.0,1.0,8.0,2.0,10.0,0.0,1.0,5.0,1.0,3.0,1.0,2.0,0.0,4.0,1.0,0.0,1.0,1.0,0.0,1.0
30,397307300.0,14.0,23.0,6.0,11.0,19.0,5.0,21.0,42.0,2.0,18.0,0.0,25.0,1.0,14.0,41.0,6.0,1.0,9.0,27.0,1.0,36.0,34.0,6.0,41.0,0.0,0.0,1.0,7.0,1.0,0.0,4.0,1.0,11.0,10.0,4.0,2.0,20.0,0.0,2.0,22.0,0.0,24.0,3.0,21.0,0.0,18.0,12.0,20.0,0.0,2.0,13.0,0.0
31,402396647.0,5.0,12.0,2.0,10.0,0.0,3.0,8.0,12.0,0.0,3.0,1.0,4.0,2.0,12.0,29.0,3.0,0.0,0.0,40.0,0.0,9.0,14.0,0.0,4.0,0.0,0.0,0.0,5.0,0.0,4.0,0.0,0.0,3.0,3.0,8.0,2.0,4.0,0.0,3.0,12.0,0.0,7.0,2.0,11.0,0.0,13.0,1.0,9.0,1.0,0.0,2.0,0.0
32,4292100615.0,3.0,2.0,0.0,1.0,5.0,0.0,2.0,5.0,0.0,2.0,0.0,5.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,4.0,0.0,1.0,0.0,3.0,2.0,3.0,0.0,0.0,4.0,0.0
33,46343277.0,17.0,58.0,30.0,13.0,11.0,8.0,18.0,77.0,2.0,27.0,1.0,17.0,2.0,18.0,30.0,9.0,0.0,16.0,56.0,6.0,76.0,43.0,3.0,20.0,1.0,0.0,2.0,11.0,6.0,11.0,3.0,0.0,0.0,7.0,31.0,11.0,44.0,0.0,5.0,64.0,2.0,26.0,8.0,54.0,0.0,31.0,5.0,34.0,0.0,1.0,8.0,6.0
34,487816537.0,6.0,35.0,13.0,10.0,9.0,3.0,18.0,47.0,0.0,9.0,2.0,10.0,2.0,5.0,26.0,5.0,4.0,12.0,22.0,2.0,25.0,14.0,5.0,17.0,0.0,0.0,0.0,4.0,1.0,10.0,3.0,0.0,7.0,0.0,5.0,2.0,28.0,0.0,3.0,35.0,2.0,11.0,16.0,27.0,0.0,9.0,5.0,9.0,1.0,0.0,4.0,0.0
35,50595242.0,8.0,92.0,1.0,3.0,11.0,22.0,20.0,116.0,6.0,30.0,3.0,15.0,13.0,14.0,17.0,4.0,3.0,5.0,93.0,4.0,95.0,43.0,6.0,23.0,0.0,2.0,35.0,10.0,8.0,4.0,8.0,0.0,31.0,5.0,0.0,64.0,30.0,0.0,6.0,24.0,0.0,10.0,10.0,4.0,0.0,5.0,2.0,30.0,0.0,3.0,1.0,5.0
36,538571667.0,1.0,18.0,0.0,1.0,4.0,12.0,3.0,29.0,3.0,6.0,2.0,6.0,4.0,4.0,6.0,0.0,1.0,0.0,16.0,1.0,20.0,11.0,1.0,7.0,0.0,0.0,5.0,2.0,2.0,2.0,2.0,0.0,11.0,2.0,64.0,0.0,8.0,0.0,0.0,8.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,4.0
37,53865169.0,19.0,96.0,22.0,28.0,38.0,5.0,29.0,159.0,3.0,62.0,1.0,48.0,3.0,18.0,65.0,6.0,0.0,19.0,63.0,2.0,99.0,97.0,8.0,69.0,1.0,0.0,2.0,12.0,10.0,20.0,4.0,3.0,44.0,28.0,30.0,8.0,0.0,0.0,4.0,51.0,2.0,42.0,15.0,47.0,0.0,41.0,27.0,35.0,1.0,0.0,12.0,3.0
38,550382928.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,57758737.0,3.0,6.0,1.0,2.0,2.0,2.0,2.0,11.0,0.0,3.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,3.0,10.0,1.0,12.0,4.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,0.0,5.0,3.0,6.0,0.0,4.0,0.0,0.0,8.0,1.0,1.0,1.0,4.0,0.0,3.0,0.0,7.0,0.0,1.0,0.0,1.0
40,590969116.0,29.0,69.0,44.0,27.0,21.0,13.0,33.0,116.0,2.0,41.0,2.0,29.0,5.0,25.0,60.0,18.0,1.0,21.0,81.0,2.0,101.0,80.0,3.0,33.0,0.0,2.0,3.0,21.0,5.0,22.0,12.0,1.0,64.0,35.0,24.0,8.0,51.0,0.0,8.0,0.0,3.0,45.0,12.0,38.0,0.0,46.0,9.0,32.0,0.0,0.0,9.0,0.0
41,66718258.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0,3.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
42,7.846316843229512e+17,14.0,42.0,20.0,22.0,89.0,4.0,34.0,112.0,0.0,46.0,2.0,44.0,0.0,15.0,39.0,9.0,0.0,14.0,41.0,2.0,58.0,97.0,2.0,47.0,1.0,1.0,1.0,14.0,3.0,24.0,7.0,4.0,26.0,11.0,10.0,2.0,42.0,0.0,1.0,45.0,1.0,0.0,7.0,24.0,0.0,33.0,151.0,21.0,0.0,2.0,16.0,0.0
43,79120430.0,7.0,32.0,8.0,6.0,2.0,4.0,7.0,18.0,0.0,3.0,4.0,5.0,0.0,7.0,15.0,6.0,1.0,2.0,23.0,0.0,21.0,13.0,2.0,6.0,0.0,0.0,1.0,6.0,1.0,3.0,2.0,0.0,8.0,16.0,10.0,2.0,15.0,0.0,1.0,12.0,0.0,7.0,0.0,10.0,0.0,10.0,1.0,13.0,0.0,1.0,3.0,0.0
44,7.975259423652905e+17,22.0,56.0,66.0,20.0,10.0,3.0,25.0,58.0,0.0,14.0,3.0,19.0,1.0,19.0,59.0,8.0,2.0,28.0,57.0,2.0,56.0,42.0,3.0,41.0,1.0,0.0,0.0,12.0,2.0,21.0,11.0,1.0,54.0,27.0,4.0,1.0,47.0,0.0,4.0,38.0,2.0,24.0,10.0,0.0,0.0,47.0,14.0,29.0,0.0,3.0,12.0,5.0
45,833877799.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,8.486946887690936e+17,23.0,45.0,12.0,28.0,10.0,3.0,38.0,44.0,1.0,23.0,3.0,22.0,1.0,27.0,88.0,13.0,0.0,8.0,114.0,1.0,57.0,65.0,3.0,26.0,1.0,0.0,0.0,17.0,4.0,18.0,13.0,3.0,31.0,9.0,5.0,1.0,41.0,0.0,3.0,46.0,2.0,33.0,10.0,47.0,0.0,0.0,7.0,50.0,0.0,1.0,13.0,0.0
47,8.488147755387699e+17,2.0,23.0,15.0,12.0,142.0,1.0,13.0,113.0,1.0,35.0,0.0,44.0,0.0,3.0,30.0,0.0,0.0,5.0,6.0,0.0,27.0,60.0,5.0,73.0,0.0,3.0,0.0,4.0,1.0,12.0,1.0,2.0,5.0,5.0,2.0,0.0,27.0,0.0,0.0,9.0,0.0,151.0,1.0,14.0,0.0,7.0,0.0,4.0,0.0,2.0,13.0,5.0
48,914363598.0,268.0,28.0,24.0,14.0,14.0,3.0,56.0,44.0,0.0,22.0,2.0,31.0,2.0,27.0,51.0,6.0,0.0,5.0,180.0,3.0,89.0,47.0,16.0,14.0,46.0,1.0,0.0,14.0,0.0,20.0,9.0,3.0,34.0,9.0,30.0,3.0,35.0,0.0,7.0,32.0,1.0,21.0,13.0,29.0,0.0,50.0,4.0,0.0,1.0,2.0,18.0,0.0
49,9.230404974505288e+17,0.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
50,9.261342454828319e+17,1.0,2.0,0.0,0.0,3.0,0.0,1.0,5.0,0.0,7.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,6.0,7.0,3.0,6.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,3.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0
51,9.448053821315564e+17,12.0,14.0,0.0,13.0,90.0,1.0,17.0,19.0,0.0,7.0,0.0,163.0,0.0,12.0,26.0,4.0,0.0,2.0,25.0,1.0,21.0,24.0,59.0,16.0,0.0,8.0,1.0,28.0,0.0,13.0,2.0,4.0,8.0,4.0,1.0,1.0,12.0,0.0,0.0,9.0,0.0,16.0,3.0,12.0,0.0,13.0,13.0,18.0,0.0,1.0,0.0,0.0
52,976028846.0,0.0,3.0,0.0,0.0,2.0,0.0,2.0,9.0,0.0,36.0,0.0,0.0,0.0,2.0,2.0,0.0,3.0,1.0,2.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,5.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0
