,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78
22,17925604.0,10.0,0.0,1.0,3.0,2.0,1.0,0.0,2.0,7.0,8.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,28.0,1.0,11.0,4.0,10.0,2.0,9.0,1.0,5.0,3.0,15.0,1.0,0.0,10.0,1.0,0.0,2.0,6.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,1.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,3.0,6.0,5.0,1.0,2.0,6.0,6.0,1.0,3.0,1.0,1.0,10.0,0.0,2.0,0.0,4.0,0.0,2.0,0.0
23,17964981.0,3.0,26.0,27.0,15.0,10.0,35.0,21.0,4.0,129.0,144.0,74.0,4.0,37.0,5.0,13.0,30.0,25.0,7.0,28.0,64.0,1.0,28.0,0.0,28.0,93.0,22.0,34.0,91.0,99.0,20.0,14.0,25.0,13.0,6.0,47.0,21.0,2.0,5.0,3.0,60.0,10.0,13.0,4.0,19.0,51.0,27.0,19.0,3.0,3.0,6.0,3.0,7.0,2.0,9.0,4.0,0.0,147.0,39.0,3.0,7.0,54.0,30.0,29.0,15.0,61.0,53.0,12.0,30.0,87.0,22.0,20.0,4.0,6.0,1.0,38.0,0.0,86.0,9.0
24,19370767.0,2.0,14.0,17.0,11.0,7.0,7.0,46.0,2.0,65.0,4.0,25.0,2.0,21.0,21.0,12.0,5.0,11.0,17.0,19.0,31.0,0.0,1.0,28.0,0.0,6.0,22.0,10.0,13.0,12.0,17.0,6.0,40.0,3.0,14.0,28.0,9.0,3.0,10.0,1.0,131.0,10.0,19.0,33.0,17.0,17.0,12.0,4.0,4.0,1.0,11.0,10.0,0.0,1.0,4.0,1.0,0.0,39.0,48.0,1.0,2.0,25.0,15.0,11.0,7.0,4.0,21.0,5.0,9.0,32.0,10.0,15.0,3.0,13.0,0.0,19.0,0.0,38.0,10.0
25,210582632.0,4.0,30.0,31.0,7.0,8.0,16.0,7.0,5.0,58.0,66.0,16.0,1.0,24.0,2.0,10.0,18.0,13.0,0.0,25.0,60.0,0.0,11.0,93.0,6.0,0.0,18.0,32.0,34.0,29.0,15.0,5.0,2.0,3.0,6.0,17.0,23.0,1.0,0.0,0.0,55.0,7.0,7.0,0.0,7.0,29.0,9.0,17.0,0.0,2.0,1.0,0.0,1.0,4.0,7.0,0.0,0.0,53.0,14.0,4.0,0.0,45.0,16.0,18.0,7.0,54.0,23.0,0.0,60.0,27.0,9.0,23.0,10.0,0.0,0.0,22.0,0.0,48.0,11.0
26,2154013356.0,0.0,9.0,9.0,8.0,12.0,5.0,16.0,1.0,66.0,50.0,37.0,0.0,19.0,3.0,8.0,8.0,15.0,1.0,14.0,17.0,0.0,4.0,22.0,22.0,18.0,0.0,21.0,22.0,12.0,23.0,5.0,6.0,1.0,8.0,43.0,10.0,2.0,3.0,0.0,353.0,6.0,4.0,0.0,42.0,44.0,16.0,2.0,3.0,4.0,2.0,7.0,1.0,4.0,4.0,0.0,0.0,27.0,53.0,7.0,0.0,8.0,8.0,18.0,3.0,3.0,19.0,2.0,14.0,55.0,16.0,417.0,1.0,1.0,1.0,23.0,0.0,51.0,9.0
27,219944631.0,3.0,10.0,14.0,10.0,11.0,7.0,9.0,2.0,32.0,25.0,17.0,6.0,11.0,5.0,8.0,5.0,11.0,5.0,14.0,18.0,0.0,10.0,34.0,10.0,32.0,21.0,0.0,15.0,23.0,14.0,5.0,7.0,55.0,3.0,20.0,15.0,1.0,0.0,0.0,32.0,12.0,4.0,2.0,6.0,25.0,4.0,4.0,2.0,3.0,1.0,1.0,2.0,3.0,1.0,4.0,0.0,26.0,18.0,2.0,12.0,18.0,11.0,14.0,7.0,2.0,17.0,4.0,13.0,25.0,7.0,21.0,1.0,2.0,1.0,11.0,0.0,30.0,5.0
28,2233237208.0,3.0,46.0,29.0,15.0,15.0,50.0,26.0,5.0,143.0,35.0,83.0,5.0,45.0,6.0,13.0,44.0,45.0,2.0,51.0,68.0,0.0,2.0,91.0,13.0,34.0,22.0,15.0,0.0,27.0,14.0,6.0,4.0,10.0,13.0,59.0,6.0,2.0,3.0,5.0,62.0,23.0,5.0,6.0,29.0,39.0,52.0,26.0,2.0,2.0,1.0,4.0,2.0,5.0,13.0,8.0,1.0,151.0,59.0,2.0,3.0,31.0,18.0,31.0,9.0,11.0,43.0,5.0,33.0,102.0,31.0,42.0,5.0,2.0,0.0,32.0,0.0,69.0,14.0
29,227624351.0,1.0,11.0,12.0,11.0,11.0,9.0,6.0,6.0,57.0,16.0,20.0,1.0,11.0,2.0,9.0,14.0,12.0,8.0,20.0,20.0,0.0,9.0,99.0,12.0,29.0,12.0,23.0,27.0,0.0,23.0,13.0,22.0,2.0,2.0,26.0,15.0,2.0,4.0,0.0,23.0,4.0,34.0,1.0,6.0,22.0,3.0,7.0,0.0,2.0,3.0,0.0,3.0,2.0,5.0,0.0,0.0,35.0,19.0,2.0,2.0,25.0,23.0,13.0,13.0,23.0,14.0,9.0,13.0,52.0,10.0,8.0,3.0,2.0,0.0,20.0,0.0,50.0,1.0
30,2367174414.0,1.0,5.0,20.0,6.0,6.0,6.0,19.0,5.0,41.0,5.0,28.0,0.0,8.0,4.0,9.0,3.0,6.0,1.0,18.0,11.0,0.0,1.0,20.0,17.0,15.0,23.0,14.0,14.0,23.0,0.0,2.0,7.0,1.0,4.0,31.0,9.0,2.0,1.0,0.0,22.0,5.0,5.0,1.0,7.0,12.0,7.0,1.0,0.0,0.0,3.0,3.0,0.0,2.0,0.0,1.0,0.0,30.0,12.0,2.0,0.0,13.0,12.0,13.0,18.0,8.0,10.0,5.0,6.0,12.0,5.0,24.0,3.0,4.0,0.0,10.0,0.0,52.0,4.0
31,25656378.0,2.0,3.0,5.0,5.0,6.0,4.0,4.0,2.0,13.0,8.0,9.0,0.0,7.0,3.0,7.0,4.0,9.0,2.0,10.0,9.0,0.0,5.0,14.0,6.0,5.0,5.0,5.0,6.0,13.0,2.0,0.0,6.0,2.0,4.0,9.0,4.0,2.0,3.0,0.0,16.0,1.0,1.0,1.0,5.0,1.0,4.0,1.0,2.0,1.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,11.0,15.0,1.0,1.0,10.0,2.0,6.0,1.0,1.0,12.0,2.0,7.0,8.0,9.0,7.0,0.0,4.0,0.0,4.0,0.0,8.0,6.0
32,26198461.0,0.0,0.0,1.0,8.0,0.0,0.0,19.0,0.0,54.0,0.0,14.0,1.0,3.0,13.0,11.0,0.0,10.0,18.0,5.0,22.0,0.0,3.0,25.0,40.0,2.0,6.0,7.0,4.0,22.0,7.0,6.0,0.0,2.0,4.0,19.0,5.0,2.0,8.0,0.0,18.0,7.0,26.0,6.0,2.0,12.0,0.0,0.0,7.0,2.0,42.0,0.0,0.0,0.0,3.0,1.0,0.0,19.0,44.0,0.0,1.0,28.0,14.0,1.0,6.0,4.0,15.0,11.0,2.0,27.0,5.0,2.0,1.0,11.0,0.0,7.0,0.0,17.0,0.0
33,269290587.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0,17.0,0.0,0.0,0.0,0.0,11.0,1.0,2.0,2.0,0.0,15.0,13.0,3.0,3.0,1.0,55.0,10.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,9.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,6.0,0.0,0.0,15.0,0.0,10.0,0.0,0.0,26.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,14.0,0.0,1.0,0.0,1.0,0.0,7.0,0.0
34,270353982.0,1.0,8.0,8.0,6.0,6.0,8.0,11.0,0.0,20.0,1.0,17.0,0.0,11.0,4.0,7.0,9.0,14.0,1.0,12.0,13.0,0.0,1.0,6.0,14.0,6.0,8.0,3.0,13.0,2.0,4.0,4.0,4.0,0.0,0.0,15.0,5.0,2.0,2.0,0.0,25.0,7.0,1.0,0.0,14.0,1.0,13.0,8.0,1.0,1.0,0.0,4.0,0.0,3.0,3.0,0.0,0.0,14.0,22.0,1.0,0.0,6.0,3.0,6.0,3.0,0.0,11.0,2.0,12.0,17.0,9.0,12.0,0.0,1.0,0.0,7.0,0.0,12.0,5.0
35,2719067106.0,2.0,23.0,39.0,14.0,28.0,31.0,37.0,4.0,100.0,10.0,74.0,0.0,42.0,6.0,19.0,24.0,35.0,4.0,51.0,30.0,0.0,0.0,47.0,28.0,17.0,43.0,20.0,59.0,26.0,31.0,9.0,19.0,0.0,15.0,0.0,12.0,2.0,3.0,0.0,63.0,17.0,11.0,0.0,30.0,23.0,35.0,14.0,1.0,1.0,2.0,5.0,0.0,6.0,8.0,1.0,0.0,76.0,62.0,3.0,0.0,24.0,19.0,27.0,16.0,6.0,42.0,7.0,33.0,59.0,25.0,36.0,3.0,5.0,0.0,33.0,0.0,85.0,19.0
36,27843220.0,1.0,5.0,14.0,4.0,6.0,2.0,2.0,1.0,17.0,18.0,9.0,0.0,8.0,2.0,5.0,0.0,8.0,1.0,12.0,15.0,0.0,10.0,21.0,9.0,23.0,10.0,15.0,6.0,15.0,9.0,4.0,5.0,2.0,5.0,12.0,0.0,3.0,0.0,1.0,13.0,0.0,6.0,0.0,4.0,10.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,9.0,10.0,1.0,3.0,16.0,6.0,8.0,5.0,6.0,13.0,4.0,17.0,5.0,5.0,8.0,3.0,3.0,0.0,13.0,0.0,21.0,2.0
37,279973577.0,0.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,4.0,0.0,2.0,0.0,1.0,1.0,3.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,2.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,6.0,1.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,0.0,2.0,0.0,2.0,1.0
38,284413326.0,0.0,1.0,1.0,4.0,0.0,2.0,3.0,0.0,12.0,0.0,7.0,0.0,3.0,1.0,4.0,1.0,5.0,3.0,7.0,7.0,0.0,0.0,5.0,10.0,0.0,3.0,0.0,3.0,4.0,1.0,3.0,8.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,13.0,5.0,2.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,0.0,0.0,6.0,8.0,0.0,2.0,0.0,14.0,1.0,1.0,21.0,1.0,3.0,1.0,3.0,0.0,3.0,0.0,5.0,0.0
39,2880617077.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
40,2900619032.0,13.0,51.0,73.0,17.0,31.0,33.0,69.0,7.0,167.0,41.0,74.0,0.0,82.0,12.0,21.0,37.0,36.0,4.0,111.0,58.0,0.0,6.0,60.0,131.0,55.0,353.0,32.0,62.0,23.0,22.0,16.0,18.0,0.0,25.0,63.0,13.0,3.0,13.0,1.0,0.0,30.0,7.0,11.0,43.0,55.0,58.0,21.0,4.0,7.0,2.0,16.0,0.0,5.0,14.0,1.0,0.0,110.0,96.0,6.0,0.0,39.0,18.0,28.0,8.0,6.0,65.0,8.0,63.0,99.0,36.0,315.0,8.0,8.0,1.0,34.0,0.0,102.0,38.0
