,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67
10,2251586738.0,26.0,79.0,184.0,79.0,0.0,11.0,61.0,15.0,193.0,0.0,90.0,250.0,31.0,186.0,119.0,2.0,9.0,406.0,169.0,394.0,19.0,20.0,92.0,80.0,0.0,479.0,118.0,274.0,53.0,36.0,2.0,166.0,15.0,58.0,133.0,19.0,374.0,109.0,301.0,9.0,1.0,50.0,140.0,135.0,31.0,168.0,233.0,113.0,2.0,9.0,11.0,144.0,35.0,26.0,28.0,10.0,51.0,6.0,30.0,0.0,316.0,3.0,34.0,252.0,103.0,23.0,37.0
11,2255026466.0,8.0,39.0,81.0,53.0,0.0,1.0,18.0,9.0,82.0,90.0,0.0,33.0,26.0,88.0,72.0,1.0,4.0,114.0,92.0,73.0,8.0,8.0,43.0,3.0,0.0,98.0,54.0,68.0,32.0,21.0,1.0,87.0,5.0,28.0,60.0,9.0,96.0,62.0,117.0,4.0,0.0,17.0,77.0,53.0,11.0,84.0,106.0,67.0,1.0,4.0,9.0,50.0,20.0,23.0,13.0,5.0,23.0,2.0,18.0,0.0,90.0,1.0,18.0,92.0,57.0,18.0,19.0
12,2294101032.0,16.0,66.0,158.0,26.0,0.0,2.0,40.0,21.0,104.0,250.0,33.0,0.0,9.0,110.0,66.0,0.0,15.0,352.0,91.0,280.0,14.0,17.0,75.0,68.0,0.0,455.0,87.0,395.0,41.0,27.0,0.0,104.0,44.0,51.0,109.0,5.0,410.0,41.0,209.0,1.0,1.0,97.0,74.0,136.0,11.0,86.0,171.0,91.0,1.0,2.0,13.0,124.0,34.0,16.0,9.0,15.0,67.0,8.0,9.0,0.0,245.0,0.0,34.0,233.0,57.0,25.0,31.0
13,2354417550.0,8.0,20.0,46.0,34.0,0.0,2.0,14.0,3.0,46.0,31.0,26.0,9.0,0.0,41.0,37.0,0.0,35.0,56.0,84.0,44.0,4.0,3.0,28.0,0.0,0.0,50.0,66.0,25.0,18.0,12.0,1.0,38.0,3.0,12.0,36.0,6.0,44.0,29.0,55.0,0.0,0.0,2.0,41.0,21.0,8.0,42.0,47.0,30.0,1.0,3.0,6.0,22.0,15.0,8.0,7.0,0.0,10.0,10.0,9.0,0.0,45.0,0.0,4.0,45.0,35.0,6.0,9.0
14,2375738293.0,25.0,175.0,191.0,94.0,0.0,9.0,39.0,45.0,225.0,186.0,88.0,110.0,41.0,0.0,194.0,2.0,14.0,367.0,196.0,205.0,11.0,15.0,94.0,7.0,1.0,266.0,146.0,204.0,94.0,89.0,3.0,191.0,20.0,89.0,126.0,19.0,293.0,116.0,415.0,12.0,0.0,31.0,226.0,147.0,37.0,186.0,417.0,130.0,10.0,11.0,28.0,111.0,55.0,48.0,41.0,19.0,90.0,11.0,61.0,0.0,244.0,6.0,68.0,229.0,146.0,57.0,37.0
15,2431634180.0,20.0,86.0,146.0,90.0,0.0,5.0,34.0,23.0,153.0,119.0,72.0,66.0,37.0,194.0,0.0,2.0,10.0,239.0,152.0,140.0,13.0,12.0,69.0,3.0,0.0,184.0,101.0,132.0,51.0,40.0,1.0,135.0,19.0,44.0,100.0,16.0,187.0,98.0,249.0,11.0,0.0,19.0,142.0,87.0,31.0,148.0,267.0,108.0,4.0,7.0,16.0,80.0,41.0,29.0,26.0,13.0,69.0,10.0,31.0,0.0,176.0,4.0,39.0,164.0,92.0,30.0,34.0
16,24530711.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,0.0,1.0,1.0,1.0,0.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
17,2478615626.0,2.0,8.0,17.0,4.0,0.0,0.0,2.0,4.0,8.0,9.0,4.0,15.0,35.0,14.0,10.0,0.0,0.0,18.0,82.0,12.0,3.0,0.0,1.0,0.0,0.0,20.0,181.0,10.0,5.0,2.0,0.0,8.0,1.0,7.0,7.0,1.0,16.0,5.0,16.0,0.0,0.0,2.0,12.0,5.0,3.0,5.0,13.0,2.0,0.0,1.0,11.0,6.0,1.0,1.0,2.0,1.0,10.0,33.0,3.0,0.0,12.0,0.0,7.0,14.0,4.0,1.0,1.0
18,2495955144.0,33.0,143.0,385.0,141.0,0.0,37.0,120.0,34.0,413.0,406.0,114.0,352.0,56.0,367.0,239.0,2.0,18.0,0.0,365.0,450.0,40.0,30.0,160.0,47.0,3.0,717.0,220.0,428.0,87.0,72.0,2.0,280.0,35.0,92.0,231.0,28.0,563.0,177.0,808.0,14.0,3.0,95.0,249.0,269.0,64.0,416.0,670.0,241.0,3.0,12.0,23.0,279.0,72.0,41.0,49.0,22.0,109.0,10.0,47.0,0.0,516.0,3.0,90.0,506.0,198.0,50.0,56.0
19,2531023355.0,19.0,96.0,208.0,103.0,0.0,9.0,66.0,18.0,219.0,169.0,92.0,91.0,84.0,196.0,152.0,1.0,82.0,365.0,0.0,205.0,26.0,16.0,104.0,3.0,0.0,290.0,238.0,172.0,69.0,48.0,1.0,179.0,15.0,76.0,114.0,23.0,244.0,123.0,391.0,5.0,1.0,21.0,170.0,131.0,30.0,203.0,292.0,189.0,2.0,7.0,23.0,129.0,48.0,30.0,33.0,13.0,46.0,31.0,38.0,0.0,245.0,3.0,74.0,232.0,155.0,41.0,38.0
