,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70
35,3307780548.0,15.0,23.0,4.0,45.0,53.0,2.0,0.0,32.0,28.0,2.0,25.0,94.0,58.0,1.0,21.0,1.0,10.0,38.0,36.0,0.0,16.0,115.0,21.0,11.0,6.0,32.0,35.0,10.0,118.0,21.0,47.0,44.0,7.0,6.0,0.0,22.0,6.0,47.0,33.0,3.0,59.0,64.0,20.0,4.0,12.0,15.0,2.0,10.0,14.0,10.0,55.0,12.0,57.0,23.0,11.0,8.0,0.0,47.0,38.0,37.0,0.0,42.0,8.0,7.0,34.0,12.0,30.0,64.0,91.0,0.0
36,3361379838.0,5.0,25.0,5.0,32.0,92.0,4.0,0.0,7.0,51.0,6.0,37.0,62.0,19.0,0.0,27.0,0.0,16.0,8.0,13.0,0.0,32.0,29.0,4.0,21.0,12.0,59.0,13.0,16.0,49.0,20.0,27.0,15.0,20.0,15.0,22.0,0.0,15.0,67.0,25.0,6.0,18.0,17.0,33.0,4.0,22.0,3.0,4.0,3.0,20.0,16.0,77.0,1.0,56.0,48.0,1.0,12.0,0.0,17.0,16.0,41.0,0.0,20.0,60.0,5.0,9.0,2.0,41.0,21.0,57.0,0.0
37,3516467011.0,9.0,16.0,14.0,9.0,39.0,0.0,0.0,3.0,153.0,11.0,19.0,19.0,7.0,0.0,25.0,0.0,4.0,6.0,3.0,0.0,21.0,17.0,1.0,10.0,7.0,31.0,8.0,21.0,11.0,15.0,4.0,5.0,10.0,45.0,6.0,15.0,0.0,97.0,13.0,1.0,5.0,5.0,11.0,2.0,28.0,7.0,0.0,1.0,48.0,100.0,57.0,0.0,67.0,25.0,0.0,5.0,3.0,14.0,3.0,19.0,0.0,5.0,10.0,1.0,1.0,0.0,21.0,3.0,21.0,0.0
38,3816586273.0,14.0,94.0,28.0,117.0,285.0,7.0,0.0,23.0,269.0,14.0,151.0,237.0,72.0,1.0,68.0,1.0,31.0,31.0,57.0,0.0,112.0,112.0,18.0,75.0,21.0,143.0,34.0,49.0,172.0,41.0,73.0,62.0,15.0,50.0,47.0,67.0,97.0,0.0,65.0,8.0,39.0,45.0,82.0,8.0,72.0,12.0,19.0,8.0,105.0,120.0,281.0,5.0,161.0,85.0,3.0,45.0,4.0,63.0,41.0,112.0,0.0,53.0,38.0,17.0,47.0,7.0,126.0,94.0,168.0,0.0
39,402117701.0,6.0,23.0,9.0,72.0,84.0,4.0,0.0,31.0,52.0,5.0,49.0,104.0,52.0,0.0,18.0,0.0,11.0,43.0,47.0,0.0,37.0,70.0,18.0,21.0,10.0,56.0,33.0,11.0,67.0,16.0,57.0,39.0,9.0,16.0,33.0,25.0,13.0,65.0,0.0,2.0,33.0,31.0,22.0,2.0,22.0,4.0,5.0,16.0,25.0,23.0,74.0,14.0,75.0,21.0,10.0,7.0,0.0,44.0,41.0,51.0,0.0,37.0,15.0,7.0,37.0,15.0,29.0,84.0,80.0,0.0
40,438142822.0,2.0,7.0,2.0,3.0,8.0,1.0,0.0,2.0,8.0,1.0,8.0,8.0,1.0,0.0,4.0,0.0,1.0,1.0,2.0,0.0,5.0,5.0,2.0,4.0,2.0,9.0,2.0,5.0,4.0,3.0,3.0,2.0,0.0,5.0,3.0,6.0,1.0,8.0,2.0,0.0,1.0,5.0,6.0,1.0,4.0,0.0,2.0,1.0,3.0,2.0,5.0,0.0,7.0,5.0,0.0,3.0,0.0,1.0,2.0,6.0,0.0,1.0,3.0,2.0,1.0,1.0,7.0,2.0,7.0,0.0
41,4484936813.0,1.0,14.0,4.0,52.0,38.0,3.0,0.0,37.0,30.0,1.0,28.0,88.0,52.0,0.0,12.0,0.0,9.0,37.0,48.0,0.0,17.0,108.0,21.0,15.0,6.0,25.0,37.0,5.0,63.0,8.0,50.0,46.0,2.0,6.0,59.0,18.0,5.0,39.0,33.0,1.0,0.0,60.0,16.0,2.0,13.0,0.0,2.0,11.0,9.0,11.0,43.0,16.0,58.0,20.0,12.0,9.0,0.0,55.0,45.0,35.0,0.0,32.0,12.0,5.0,32.0,12.0,17.0,70.0,88.0,0.0
42,4743978974.0,2.0,19.0,7.0,52.0,46.0,5.0,0.0,44.0,34.0,1.0,39.0,89.0,59.0,0.0,17.0,0.0,9.0,36.0,47.0,0.0,24.0,99.0,16.0,13.0,4.0,32.0,43.0,7.0,86.0,8.0,43.0,55.0,5.0,5.0,64.0,17.0,5.0,45.0,31.0,5.0,60.0,0.0,23.0,2.0,19.0,3.0,3.0,10.0,15.0,11.0,46.0,13.0,53.0,16.0,10.0,8.0,0.0,47.0,37.0,35.0,0.0,32.0,15.0,5.0,28.0,9.0,27.0,61.0,89.0,0.0
43,55200138.0,9.0,55.0,9.0,35.0,96.0,5.0,0.0,6.0,70.0,13.0,69.0,82.0,16.0,1.0,49.0,1.0,19.0,6.0,23.0,0.0,53.0,39.0,3.0,24.0,9.0,48.0,10.0,21.0,60.0,18.0,25.0,20.0,4.0,16.0,20.0,33.0,11.0,82.0,22.0,6.0,16.0,23.0,0.0,5.0,28.0,14.0,4.0,3.0,26.0,20.0,79.0,1.0,44.0,33.0,1.0,13.0,1.0,15.0,13.0,44.0,0.0,13.0,20.0,8.0,11.0,3.0,60.0,18.0,75.0,0.0
44,605560586.0,1.0,9.0,1.0,3.0,13.0,1.0,0.0,0.0,7.0,2.0,4.0,5.0,0.0,0.0,8.0,0.0,0.0,1.0,2.0,0.0,6.0,3.0,1.0,2.0,0.0,3.0,1.0,1.0,8.0,1.0,1.0,4.0,1.0,2.0,4.0,4.0,2.0,8.0,2.0,1.0,2.0,2.0,5.0,0.0,3.0,11.0,1.0,0.0,2.0,1.0,10.0,0.0,3.0,5.0,0.0,0.0,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,7.0,0.0
