,0,1,2,3
0,-1.0,7.366442002387436e+17,8.772291584091464e+17,8.923646005529395e+17
1,7.366442002387436e+17,0.0,22.0,25.0
2,8.772291584091464e+17,22.0,0.0,49.0
3,8.923646005529395e+17,25.0,49.0,0.0
