,0,1,2,3,4
0,-1.0,295688822.0,3185956730.0,3725385264.0,8.008568513739653e+17
1,295688822.0,0.0,32.0,12.0,15.0
2,3185956730.0,32.0,0.0,43.0,110.0
3,3725385264.0,12.0,43.0,0.0,21.0
4,8.008568513739653e+17,15.0,110.0,21.0,0.0
