,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69
0,-1.0,101714446.0,102648020.0,110129618.0,117839377.0,120203005.0,12101822.0,128564262.0,132037287.0,138019927.0,138168534.0,138499778.0,141629142.0,14431495.0,145535500.0,1536843788.0,165798073.0,17035802.0,172396492.0,17481929.0,2160285474.0,227656897.0,227689654.0,231620897.0,23758173.0,24321756.0,253356859.0,2596441969.0,2725841996.0,2776078004.0,28710635.0,2909653879.0,308976598.0,3188421508.0,323679966.0,32443307.0,326159890.0,3347043432.0,33841072.0,38069298.0,389943731.0,3999676762.0,450715989.0,50214560.0,503326012.0,54478667.0,550382928.0,610037499.0,62618082.0,62707485.0,64201471.0,64772006.0,65976689.0,70167875.0,717938052.0,75569962.0,7.597837512201585e+17,7.807099873959158e+17,7.813429944567726e+17,815003372.0,8.161979994204365e+17,825598718.0,83080990.0,833877799.0,8.440611087135457e+17,8.839861759832228e+17,90677649.0,927923826.0,9.299674223788851e+17,978589890.0
1,101714446.0,0.0,32.0,7.0,17.0,0.0,20.0,11.0,14.0,0.0,64.0,28.0,7.0,51.0,24.0,0.0,21.0,68.0,80.0,0.0,25.0,3.0,35.0,31.0,46.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,1.0,0.0,3.0,0.0,23.0,0.0,2.0,0.0,1.0,0.0,39.0,11.0,46.0,19.0,0.0,5.0,43.0,43.0,11.0,41.0,36.0,28.0,11.0,2.0,4.0,2.0,0.0,16.0,14.0,1.0,2.0,0.0,3.0,19.0,26.0,11.0,0.0,36.0
2,102648020.0,32.0,0.0,5.0,8.0,0.0,17.0,8.0,14.0,0.0,67.0,24.0,1.0,48.0,6.0,0.0,26.0,106.0,87.0,0.0,24.0,2.0,53.0,23.0,66.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,2.0,0.0,2.0,1.0,11.0,1.0,3.0,0.0,1.0,0.0,59.0,10.0,47.0,24.0,0.0,6.0,34.0,31.0,13.0,40.0,17.0,28.0,7.0,0.0,5.0,4.0,0.0,9.0,18.0,1.0,0.0,0.0,4.0,26.0,14.0,10.0,0.0,47.0
3,110129618.0,7.0,5.0,0.0,4.0,0.0,5.0,3.0,3.0,0.0,8.0,1.0,1.0,11.0,0.0,0.0,5.0,3.0,14.0,0.0,6.0,1.0,4.0,6.0,11.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,11.0,4.0,0.0,5.0,8.0,4.0,1.0,8.0,4.0,3.0,1.0,0.0,4.0,0.0,13.0,0.0,4.0,0.0,0.0,0.0,0.0,8.0,3.0,1.0,0.0,13.0
4,117839377.0,17.0,8.0,4.0,0.0,0.0,23.0,4.0,22.0,0.0,19.0,12.0,2.0,21.0,1.0,0.0,9.0,75.0,45.0,0.0,18.0,1.0,13.0,6.0,20.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,2.0,6.0,0.0,1.0,0.0,0.0,0.0,16.0,4.0,27.0,9.0,0.0,0.0,22.0,5.0,5.0,13.0,21.0,11.0,3.0,0.0,1.0,1.0,0.0,8.0,11.0,1.0,1.0,0.0,1.0,21.0,9.0,5.0,0.0,19.0
5,120203005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
6,12101822.0,20.0,17.0,5.0,23.0,0.0,0.0,1.0,11.0,0.0,20.0,29.0,5.0,27.0,7.0,0.0,22.0,103.0,71.0,0.0,21.0,2.0,22.0,10.0,31.0,0.0,2.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,3.0,3.0,8.0,0.0,3.0,0.0,0.0,0.0,23.0,6.0,34.0,10.0,0.0,5.0,28.0,7.0,8.0,21.0,18.0,30.0,14.0,9.0,0.0,3.0,0.0,9.0,7.0,0.0,1.0,0.0,3.0,22.0,19.0,8.0,0.0,22.0
7,128564262.0,11.0,8.0,3.0,4.0,0.0,1.0,0.0,5.0,0.0,21.0,3.0,1.0,14.0,1.0,0.0,5.0,17.0,17.0,0.0,7.0,0.0,9.0,8.0,23.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,9.0,8.0,0.0,3.0,11.0,14.0,3.0,10.0,7.0,6.0,2.0,0.0,4.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,5.0,4.0,1.0,0.0,10.0
8,132037287.0,14.0,14.0,3.0,22.0,0.0,11.0,5.0,0.0,0.0,60.0,34.0,0.0,24.0,2.0,0.0,10.0,60.0,103.0,0.0,13.0,2.0,9.0,4.0,46.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,3.0,14.0,1.0,2.0,2.0,0.0,0.0,0.0,34.0,1.0,25.0,8.0,0.0,6.0,21.0,11.0,6.0,24.0,16.0,7.0,8.0,2.0,3.0,0.0,0.0,8.0,7.0,0.0,0.0,0.0,0.0,15.0,6.0,3.0,0.0,18.0
9,138019927.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,78.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
