,0,1,2,3,4,5
0,-1.0,2330040696.0,2567411066.0,441829446.0,7.261144668536136e+17,9.404058921717105e+17
1,2330040696.0,0.0,1095.0,36.0,472.0,516.0
2,2567411066.0,1095.0,0.0,33.0,1034.0,796.0
3,441829446.0,36.0,33.0,0.0,3.0,30.0
4,7.261144668536136e+17,472.0,1034.0,3.0,0.0,471.0
5,9.404058921717105e+17,516.0,796.0,30.0,471.0,0.0
