,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133
0,-1.0,1039590882.0,106669155.0,109981672.0,111484973.0,113121196.0,113676296.0,1137241106.0,1222855608.0,127442003.0,135999941.0,1385113170.0,142202568.0,14600122.0,14611672.0,1480172244.0,150207217.0,150218406.0,150624162.0,15277160.0,1536843788.0,1552531135.0,15528513.0,15608394.0,1563739436.0,158648293.0,160036232.0,16053191.0,160650758.0,1608422960.0,161662833.0,1639843398.0,164958548.0,165798073.0,1664610132.0,1700951646.0,173687402.0,17815227.0,17833773.0,18284593.0,185594922.0,18594633.0,186414842.0,18771385.0,190333186.0,1910707693.0,19763787.0,2231824970.0,224211802.0,22633690.0,2268481825.0,2327058776.0,23715801.0,2380425654.0,2462120142.0,248292872.0,2520170882.0,2568682789.0,258221375.0,258402273.0,266157698.0,273814896.0,274049439.0,279325818.0,283321125.0,284867370.0,289333398.0,2936654615.0,303198543.0,307079995.0,325535216.0,330481583.0,333651818.0,3378609465.0,33841072.0,3389726902.0,3604636339.0,3679774881.0,405638593.0,409241975.0,4110572473.0,427819419.0,43186551.0,4415611873.0,44434107.0,45275775.0,453603539.0,458978468.0,465212891.0,4685151194.0,4733533341.0,475182814.0,4777301054.0,491154569.0,496817288.0,52225379.0,53882773.0,571989615.0,57810442.0,608833661.0,60937062.0,61515271.0,621988514.0,63513043.0,64112715.0,65042593.0,65896280.0,70405700.0,7.147424901931172e+17,7.167081569072128e+17,7.372017044212367e+17,7.446782257674322e+17,76918024.0,78508589.0,7.97889128109142e+17,81553435.0,842143422.0,845382571.0,845645718.0,8.49090856728621e+17,8.56892631586046e+17,86017185.0,8.622912773915484e+17,87423258.0,87961102.0,90105049.0,914185892.0,92480195.0,93794185.0,9.49681358129025e+17,9.525733952663429e+17,96720586.0,969923838.0,98947969.0
1,1039590882.0,0.0,0.0,1.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,9.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2,106669155.0,0.0,0.0,2.0,7.0,0.0,1.0,2.0,0.0,3.0,0.0,1.0,0.0,0.0,2.0,3.0,2.0,34.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,21.0,2.0,4.0,0.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,6.0,4.0,4.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,5.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,5.0,0.0,5.0,9.0,18.0,4.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,3.0,2.0,54.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
3,109981672.0,1.0,2.0,0.0,77.0,0.0,2.0,0.0,1.0,17.0,0.0,4.0,2.0,7.0,9.0,31.0,6.0,24.0,42.0,1.0,0.0,1.0,4.0,1.0,5.0,66.0,0.0,6.0,8.0,2.0,0.0,0.0,23.0,3.0,33.0,2.0,7.0,0.0,0.0,1.0,4.0,12.0,4.0,4.0,2.0,21.0,15.0,9.0,3.0,8.0,4.0,2.0,15.0,6.0,12.0,49.0,4.0,21.0,0.0,2.0,4.0,5.0,7.0,1.0,0.0,3.0,2.0,0.0,1.0,2.0,4.0,5.0,13.0,50.0,11.0,1.0,4.0,12.0,16.0,36.0,5.0,14.0,0.0,22.0,0.0,1.0,4.0,1.0,20.0,2.0,0.0,3.0,3.0,1.0,13.0,4.0,8.0,1.0,7.0,24.0,36.0,13.0,3.0,5.0,14.0,2.0,1.0,1.0,1.0,0.0,2.0,0.0,22.0,15.0,0.0,7.0,9.0,26.0,16.0,12.0,0.0,9.0,3.0,0.0,2.0,25.0,0.0,5.0,4.0,0.0,2.0,1.0,1.0,26.0
4,111484973.0,3.0,7.0,77.0,0.0,9.0,2.0,16.0,7.0,82.0,18.0,38.0,5.0,18.0,16.0,62.0,57.0,51.0,53.0,6.0,2.0,2.0,11.0,7.0,57.0,205.0,2.0,43.0,34.0,3.0,0.0,3.0,58.0,34.0,61.0,60.0,27.0,6.0,0.0,22.0,19.0,63.0,21.0,17.0,22.0,54.0,37.0,1.0,3.0,43.0,51.0,13.0,64.0,9.0,34.0,121.0,7.0,73.0,0.0,4.0,15.0,12.0,18.0,8.0,17.0,7.0,4.0,9.0,15.0,4.0,17.0,39.0,52.0,160.0,53.0,3.0,26.0,59.0,31.0,48.0,11.0,39.0,13.0,64.0,1.0,26.0,10.0,10.0,67.0,27.0,3.0,18.0,26.0,9.0,24.0,9.0,40.0,1.0,24.0,111.0,227.0,90.0,19.0,58.0,111.0,17.0,4.0,5.0,11.0,0.0,6.0,0.0,142.0,39.0,11.0,17.0,68.0,172.0,42.0,56.0,7.0,17.0,27.0,1.0,48.0,43.0,13.0,33.0,7.0,0.0,33.0,42.0,5.0,51.0
5,113121196.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,1.0,13.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,1.0,3.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,0.0,0.0,2.0,0.0,4.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0
6,113676296.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,1.0,27.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
7,1137241106.0,1.0,2.0,0.0,16.0,0.0,0.0,0.0,1.0,1.0,0.0,7.0,0.0,1.0,0.0,3.0,3.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,5.0,1.0,0.0,1.0,2.0,0.0,1.0,6.0,0.0,3.0,3.0,0.0,1.0,0.0,10.0,2.0,2.0,2.0,2.0,6.0,2.0,12.0,0.0,0.0,3.0,0.0,2.0,5.0,0.0,14.0,10.0,1.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,5.0,18.0,1.0,6.0,7.0,0.0,2.0,14.0,0.0,1.0,1.0,2.0,1.0,5.0,0.0,2.0,6.0,0.0,7.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,2.0,0.0,9.0,7.0,19.0,8.0,2.0,2.0,7.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,5.0,3.0,0.0,3.0,3.0,4.0,0.0,5.0,0.0,2.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0
8,1222855608.0,1.0,0.0,1.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,6.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,7.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9,127442003.0,0.0,3.0,17.0,82.0,0.0,0.0,1.0,0.0,0.0,15.0,7.0,1.0,13.0,4.0,47.0,5.0,7.0,25.0,2.0,0.0,2.0,0.0,0.0,70.0,109.0,0.0,52.0,41.0,0.0,0.0,0.0,31.0,43.0,22.0,89.0,25.0,1.0,1.0,2.0,3.0,5.0,4.0,4.0,5.0,45.0,5.0,1.0,0.0,22.0,95.0,5.0,10.0,5.0,5.0,16.0,3.0,40.0,0.0,1.0,5.0,2.0,16.0,0.0,0.0,3.0,1.0,0.0,5.0,1.0,5.0,5.0,61.0,21.0,5.0,0.0,6.0,6.0,3.0,9.0,7.0,29.0,0.0,19.0,0.0,7.0,0.0,13.0,22.0,27.0,4.0,2.0,1.0,0.0,19.0,1.0,20.0,0.0,14.0,59.0,135.0,20.0,0.0,7.0,11.0,2.0,11.0,1.0,0.0,0.0,2.0,0.0,136.0,7.0,0.0,4.0,38.0,157.0,7.0,9.0,0.0,3.0,2.0,1.0,3.0,25.0,13.0,4.0,1.0,0.0,48.0,0.0,0.0,11.0
