,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145
0,-1.0,100205970.0,100717658.0,1015079670.0,1016864305.0,10259002.0,106389093.0,1064764177.0,1089901674.0,109630024.0,11430852.0,115171828.0,117285677.0,121064671.0,121379684.0,122550241.0,125975084.0,126911511.0,134574318.0,1389500154.0,144394496.0,145375402.0,145622254.0,14610740.0,1528124304.0,15528513.0,15699715.0,1607882196.0,1643428399.0,168165602.0,17216645.0,172691812.0,175486999.0,17785156.0,18248380.0,184462039.0,184726826.0,186795839.0,189130932.0,192450770.0,19611800.0,200159248.0,20090208.0,20133907.0,20210746.0,21074453.0,21131225.0,2162666130.0,2179363256.0,218683531.0,22025417.0,232624247.0,2343426636.0,235834338.0,238059053.0,2411092116.0,2434147549.0,2461066640.0,2474372364.0,26207505.0,26576138.0,269477176.0,26981507.0,2784530497.0,280238311.0,28297342.0,2850631272.0,285452007.0,28552047.0,29798993.0,300491551.0,3046072892.0,31165175.0,311859741.0,323729538.0,32663675.0,32810761.0,330960555.0,33261691.0,333965236.0,34229695.0,344567670.0,345925176.0,3470224777.0,34703742.0,36641694.0,368255827.0,37127380.0,378294105.0,389355610.0,38956317.0,38975387.0,39711148.0,399918534.0,41064325.0,42338584.0,44120577.0,44188505.0,45312342.0,457156328.0,48416262.0,49310742.0,55575056.0,56054692.0,57102938.0,57430868.0,578758190.0,605255836.0,614224776.0,615970966.0,62468790.0,63380894.0,64424034.0,64882257.0,65724589.0,66122844.0,67092484.0,67568398.0,68401474.0,716998621.0,72406929.0,742912075.0,74795875.0,76711458.0,77965240.0,80348405.0,80874374.0,830691013.0,83528637.0,840668774.0,8.465811529199575e+17,87925399.0,9.01815800604e+17,90152664.0,90356133.0,905065902.0,90615860.0,9.289570509770752e+17,93616967.0,93630657.0,940683308.0,95085210.0,95462928.0,964633976.0,970731072.0,97607041.0
1,100205970.0,0.0,6.0,0.0,18.0,3.0,0.0,1.0,12.0,9.0,22.0,12.0,1.0,1.0,11.0,5.0,0.0,2.0,11.0,0.0,2.0,0.0,4.0,0.0,2.0,3.0,12.0,1.0,5.0,10.0,0.0,2.0,2.0,0.0,18.0,2.0,0.0,0.0,0.0,2.0,0.0,4.0,3.0,7.0,20.0,4.0,9.0,3.0,0.0,7.0,2.0,1.0,5.0,8.0,1.0,0.0,9.0,4.0,5.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,18.0,4.0,5.0,3.0,3.0,1.0,3.0,2.0,7.0,11.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,8.0,0.0,2.0,3.0,0.0,2.0,0.0,0.0,1.0,4.0,13.0,1.0,0.0,7.0,0.0,0.0,1.0,1.0,7.0,1.0,19.0,0.0,0.0,5.0,3.0,0.0,0.0,17.0,0.0,1.0,7.0,0.0,7.0,0.0,0.0,3.0,3.0,0.0,29.0,3.0,0.0,0.0,3.0,1.0,0.0,3.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,21.0,7.0,1.0,7.0,0.0,0.0,1.0,0.0
2,100717658.0,6.0,0.0,1.0,16.0,3.0,0.0,0.0,12.0,4.0,8.0,7.0,1.0,0.0,0.0,1.0,0.0,1.0,6.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,7.0,1.0,2.0,4.0,1.0,2.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,5.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,5.0,0.0,0.0,2.0,0.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,9.0,2.0,9.0,2.0,0.0,0.0,3.0,2.0,5.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,3.0,1.0,0.0,3.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,8.0,0.0,8.0,0.0,0.0,5.0,1.0,0.0,0.0,3.0,0.0,0.0,3.0,1.0,2.0,0.0,1.0,4.0,6.0,0.0,6.0,1.0,1.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,7.0,6.0,2.0,3.0,0.0,0.0,1.0,0.0
3,1015079670.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,5.0,2.0,2.0,0.0,7.0,1.0,0.0,0.0,4.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,5.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,1.0,1.0,5.0,2.0,1.0,1.0,3.0,0.0,2.0,0.0,6.0,0.0,2.0,0.0,6.0,1.0,0.0,4.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,10.0,3.0,0.0,1.0,1.0,0.0,3.0,1.0,3.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,0.0,7.0,1.0,0.0,2.0,0.0,0.0,1.0,4.0,2.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,2.0,1.0,5.0,0.0,0.0,2.0,3.0,1.0,0.0,4.0,0.0,2.0,5.0,3.0,8.0,0.0,2.0,0.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0
4,1016864305.0,18.0,16.0,0.0,0.0,4.0,3.0,7.0,18.0,21.0,39.0,21.0,6.0,2.0,4.0,4.0,3.0,5.0,46.0,0.0,5.0,0.0,12.0,3.0,9.0,25.0,94.0,0.0,1.0,11.0,2.0,4.0,0.0,2.0,8.0,15.0,6.0,0.0,2.0,5.0,3.0,7.0,2.0,9.0,14.0,7.0,17.0,7.0,31.0,17.0,1.0,0.0,24.0,9.0,1.0,40.0,57.0,2.0,80.0,21.0,1.0,1.0,5.0,1.0,0.0,0.0,28.0,2.0,45.0,9.0,4.0,2.0,1.0,4.0,10.0,16.0,3.0,0.0,0.0,1.0,6.0,6.0,1.0,1.0,29.0,10.0,0.0,10.0,3.0,5.0,7.0,3.0,47.0,0.0,5.0,16.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0,40.0,0.0,36.0,0.0,4.0,14.0,8.0,7.0,7.0,13.0,0.0,1.0,11.0,0.0,15.0,1.0,4.0,18.0,20.0,3.0,17.0,12.0,2.0,0.0,7.0,0.0,0.0,2.0,0.0,0.0,14.0,4.0,0.0,1.0,0.0,65.0,11.0,1.0,13.0,0.0,6.0,0.0,8.0
5,10259002.0,3.0,3.0,1.0,4.0,0.0,0.0,0.0,2.0,1.0,15.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,7.0,1.0,0.0,0.0,3.0,6.0,1.0,0.0,4.0,1.0,1.0,3.0,1.0,1.0,2.0,0.0,1.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,0.0,5.0,0.0,1.0,1.0,4.0,1.0,0.0,1.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,3.0,1.0,0.0,0.0,2.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,3.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,9.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,3.0,1.0,2.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,9.0,6.0,2.0,3.0,0.0,0.0,0.0,0.0
6,106389093.0,0.0,0.0,1.0,3.0,0.0,0.0,5.0,1.0,0.0,18.0,1.0,1.0,0.0,1.0,1.0,10.0,0.0,0.0,1.0,1.0,0.0,97.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,24.0,0.0,1.0,0.0,36.0,0.0,10.0,5.0,1.0,36.0,1.0,0.0,1.0,15.0,0.0,16.0,1.0,30.0,0.0,2.0,0.0,1.0,1.0,0.0,49.0,0.0,1.0,26.0,0.0,0.0,5.0,0.0,1.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,13.0,0.0,2.0,0.0,16.0,2.0,1.0,5.0,0.0,0.0,5.0,0.0,1.0,1.0,13.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,38.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,25.0,31.0,24.0,38.0,0.0,24.0,1.0,1.0,47.0,1.0,1.0,12.0,1.0,30.0,0.0,21.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,53.0,1.0,1.0,1.0,0.0,23.0,0.0,20.0
7,1064764177.0,1.0,0.0,1.0,7.0,0.0,5.0,0.0,14.0,1.0,2.0,2.0,5.0,0.0,1.0,1.0,5.0,0.0,10.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,6.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0,4.0,4.0,1.0,10.0,2.0,0.0,1.0,2.0,0.0,4.0,1.0,8.0,0.0,1.0,0.0,2.0,1.0,0.0,11.0,2.0,3.0,16.0,0.0,0.0,2.0,0.0,1.0,0.0,35.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,8.0,0.0,1.0,0.0,3.0,2.0,1.0,2.0,0.0,0.0,3.0,0.0,3.0,1.0,2.0,1.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,3.0,5.0,1.0,8.0,0.0,0.0,0.0,9.0,5.0,3.0,7.0,0.0,2.0,7.0,1.0,10.0,0.0,1.0,6.0,1.0,4.0,0.0,8.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,13.0,1.0,2.0,2.0,1.0,3.0,0.0,6.0
8,1089901674.0,12.0,12.0,3.0,18.0,2.0,1.0,14.0,0.0,2.0,7.0,6.0,1.0,0.0,1.0,2.0,2.0,6.0,16.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,10.0,2.0,2.0,14.0,4.0,1.0,1.0,1.0,2.0,3.0,1.0,0.0,1.0,20.0,1.0,5.0,4.0,3.0,2.0,4.0,2.0,3.0,1.0,3.0,0.0,2.0,2.0,8.0,1.0,0.0,5.0,7.0,6.0,14.0,2.0,1.0,2.0,2.0,5.0,3.0,184.0,2.0,10.0,3.0,3.0,3.0,3.0,2.0,3.0,7.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0,5.0,5.0,0.0,31.0,0.0,0.0,2.0,8.0,2.0,0.0,1.0,5.0,1.0,0.0,2.0,19.0,16.0,3.0,159.0,0.0,0.0,3.0,5.0,1.0,0.0,12.0,2.0,1.0,10.0,3.0,5.0,0.0,1.0,2.0,9.0,1.0,13.0,4.0,2.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,5.0,4.0,1.0,0.0,0.0,6.0,2.0,4.0,5.0,0.0,1.0,1.0,1.0
9,109630024.0,9.0,4.0,0.0,21.0,1.0,0.0,1.0,2.0,0.0,7.0,4.0,1.0,0.0,4.0,1.0,0.0,0.0,23.0,0.0,3.0,0.0,2.0,0.0,0.0,1.0,9.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,13.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,4.0,1.0,10.0,1.0,3.0,0.0,2.0,1.0,13.0,2.0,1.0,0.0,5.0,0.0,6.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,2.0,7.0,3.0,0.0,2.0,0.0,1.0,5.0,8.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,23.0,3.0,0.0,4.0,0.0,0.0,4.0,1.0,0.0,1.0,2.0,6.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,19.0,0.0,9.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,3.0,0.0,1.0,2.0,2.0,0.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,8.0,3.0,0.0,3.0,0.0,0.0,1.0,0.0
