,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106
0,-1.0,1016369353.0,1019298295.0,104394980.0,104623925.0,106389093.0,11012822.0,11430852.0,114380994.0,115333510.0,121127922.0,122550241.0,123567384.0,126591999.0,134382406.0,137409988.0,14152801.0,141965350.0,14421065.0,145375402.0,145622254.0,147932559.0,1489361083.0,15049217.0,1509902220.0,1512514194.0,1520129640.0,152220884.0,15504885.0,1575500258.0,164011860.0,166861881.0,168165602.0,174495295.0,175940039.0,18248380.0,190333186.0,20210746.0,20406764.0,205776551.0,215358554.0,2179363256.0,218314098.0,21875888.0,221356983.0,2225046163.0,2258547164.0,230735373.0,232130844.0,236676996.0,2411092116.0,248148143.0,2511876565.0,253056438.0,260153269.0,26372647.0,266247904.0,269728773.0,27589757.0,280371232.0,28405118.0,28455233.0,2896069867.0,297268829.0,310341169.0,321909700.0,32810761.0,331574402.0,3470224777.0,354835768.0,36641694.0,368135139.0,385202344.0,38975387.0,433506102.0,443550853.0,48972397.0,49310742.0,51744332.0,52341168.0,540685577.0,552467623.0,56462423.0,565329028.0,61748941.0,61757235.0,62059970.0,62555293.0,63161898.0,63380894.0,63678215.0,65088290.0,65724589.0,71228799.0,75959575.0,7.644938069599887e+17,76711458.0,77162533.0,82910572.0,857679565.0,8.679365191467909e+17,87205089.0,8.82751657741869e+17,903761520.0,915059130.0,93616967.0,9.552926661027308e+17
1,1016369353.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
2,1019298295.0,0.0,0.0,1.0,5.0,1.0,17.0,45.0,0.0,3.0,1.0,3.0,0.0,10.0,4.0,0.0,3.0,0.0,2.0,0.0,5.0,3.0,1.0,3.0,3.0,0.0,4.0,1.0,17.0,0.0,7.0,0.0,15.0,0.0,4.0,12.0,3.0,9.0,4.0,3.0,2.0,1.0,1.0,9.0,0.0,0.0,8.0,4.0,2.0,0.0,0.0,1.0,0.0,8.0,3.0,3.0,0.0,0.0,2.0,3.0,0.0,11.0,0.0,18.0,2.0,1.0,1.0,1.0,0.0,2.0,3.0,7.0,5.0,0.0,17.0,2.0,11.0,1.0,11.0,0.0,0.0,2.0,3.0,2.0,12.0,3.0,1.0,6.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,18.0,24.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,19.0,0.0
3,104394980.0,0.0,1.0,0.0,1.0,14.0,2.0,13.0,1.0,2.0,3.0,2.0,27.0,3.0,0.0,4.0,0.0,0.0,11.0,0.0,33.0,0.0,8.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,18.0,1.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,0.0,4.0,1.0,3.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,14.0,0.0,2.0,0.0,32.0,7.0,1.0,0.0,0.0,0.0,1.0,5.0,2.0,1.0,12.0,19.0,0.0,1.0,0.0,2.0,0.0,0.0,7.0,0.0,0.0,0.0,31.0,18.0,1.0,2.0,13.0,11.0,2.0,3.0,8.0,0.0,0.0,1.0,16.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0
4,104623925.0,1.0,5.0,1.0,0.0,1.0,3.0,5.0,0.0,6.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,7.0,0.0,3.0,0.0,3.0,0.0,2.0,3.0,1.0,3.0,3.0,0.0,1.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,7.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,6.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,7.0,1.0,3.0,0.0,1.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,4.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0
5,106389093.0,0.0,1.0,14.0,1.0,0.0,1.0,18.0,0.0,2.0,6.0,1.0,51.0,5.0,0.0,17.0,0.0,0.0,4.0,0.0,97.0,0.0,6.0,0.0,1.0,0.0,0.0,9.0,1.0,0.0,0.0,26.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,0.0,3.0,0.0,0.0,0.0,16.0,2.0,0.0,0.0,6.0,0.0,1.0,0.0,1.0,0.0,0.0,9.0,0.0,1.0,0.0,15.0,5.0,1.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0,8.0,25.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,22.0,11.0,3.0,4.0,24.0,10.0,6.0,24.0,5.0,0.0,0.0,0.0,17.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0
6,11012822.0,2.0,17.0,2.0,3.0,1.0,0.0,60.0,0.0,7.0,1.0,5.0,1.0,8.0,5.0,1.0,1.0,2.0,8.0,0.0,4.0,4.0,2.0,4.0,1.0,0.0,3.0,3.0,28.0,0.0,5.0,0.0,25.0,0.0,2.0,11.0,2.0,7.0,5.0,6.0,2.0,4.0,3.0,11.0,0.0,0.0,6.0,6.0,3.0,1.0,0.0,0.0,0.0,14.0,4.0,4.0,1.0,1.0,1.0,4.0,1.0,10.0,0.0,21.0,1.0,2.0,2.0,1.0,1.0,1.0,5.0,13.0,2.0,1.0,19.0,0.0,8.0,0.0,9.0,1.0,0.0,3.0,6.0,1.0,8.0,6.0,4.0,5.0,1.0,0.0,6.0,2.0,1.0,1.0,2.0,1.0,16.0,18.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,21.0,0.0
7,11430852.0,2.0,45.0,13.0,5.0,18.0,60.0,0.0,17.0,19.0,3.0,8.0,36.0,17.0,9.0,10.0,4.0,0.0,23.0,0.0,91.0,12.0,11.0,6.0,3.0,0.0,10.0,3.0,57.0,0.0,21.0,13.0,18.0,1.0,6.0,22.0,3.0,17.0,8.0,6.0,2.0,3.0,8.0,19.0,6.0,0.0,10.0,8.0,12.0,3.0,3.0,1.0,3.0,21.0,6.0,13.0,1.0,1.0,4.0,14.0,1.0,15.0,0.0,86.0,4.0,1.0,1.0,3.0,1.0,3.0,24.0,20.0,2.0,21.0,39.0,1.0,17.0,0.0,16.0,1.0,3.0,10.0,8.0,2.0,22.0,245.0,19.0,14.0,4.0,11.0,28.0,8.0,4.0,15.0,1.0,1.0,49.0,56.0,16.0,4.0,0.0,4.0,0.0,0.0,0.0,176.0,0.0
8,114380994.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,4.0,0.0,0.0,3.0,0.0,12.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,0.0,0.0,2.0,1.0,0.0,4.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0
9,115333510.0,2.0,3.0,2.0,6.0,2.0,7.0,19.0,0.0,0.0,1.0,14.0,0.0,2.0,15.0,0.0,0.0,22.0,4.0,0.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,61.0,0.0,5.0,0.0,1.0,0.0,3.0,5.0,2.0,3.0,4.0,16.0,1.0,6.0,1.0,13.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,13.0,8.0,1.0,0.0,0.0,2.0,4.0,0.0,4.0,0.0,56.0,1.0,1.0,1.0,0.0,0.0,4.0,1.0,4.0,3.0,1.0,5.0,0.0,3.0,1.0,5.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,3.0,3.0,1.0,0.0,3.0,0.0,1.0,1.0,0.0,1.0,4.0,7.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0
