,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133
0,-1.0,101225266.0,10243382.0,102955752.0,11154672.0,1128420738.0,114955207.0,125399452.0,125933603.0,128566181.0,134332802.0,134956184.0,136340991.0,137242112.0,1418726910.0,1419816458.0,142202568.0,1445290052.0,14601059.0,1541006316.0,164958548.0,1651092140.0,169611989.0,17211156.0,173338012.0,179861125.0,18711950.0,1951177484.0,201235582.0,207461693.0,2167038296.0,216787679.0,217364152.0,2182754161.0,2186661074.0,218683531.0,220650257.0,223415493.0,225541323.0,229829840.0,237279585.0,2415493560.0,241973459.0,2441873851.0,2452783622.0,2463614734.0,247222343.0,25145363.0,2545476971.0,2546443879.0,255314415.0,2553817934.0,2587728956.0,26053105.0,260725435.0,2651477016.0,267138631.0,26834533.0,274111160.0,2816561431.0,2844883614.0,284867370.0,286625089.0,2890941331.0,2897670637.0,2913423924.0,292182082.0,295655540.0,29976305.0,3023972454.0,3051062461.0,3104026382.0,313891060.0,3144554924.0,3160845360.0,3226992566.0,331594949.0,332086040.0,333948601.0,335393777.0,3389726902.0,339558635.0,342020125.0,348468609.0,356020292.0,36618279.0,368798482.0,3860286073.0,387542681.0,3918364094.0,395744988.0,410376967.0,4110572473.0,421893092.0,423035694.0,4254909674.0,438142822.0,4451946914.0,455523993.0,4798949964.0,48091102.0,482892934.0,4832498848.0,503110175.0,510180061.0,515011127.0,51699477.0,536273078.0,564336016.0,569195664.0,59146843.0,609798528.0,723407058.0,72845927.0,732851989.0,73458750.0,73558602.0,766073071.0,781708141.0,78398775.0,8.125807250315756e+17,8183842.0,82587393.0,82893053.0,8.835695030152479e+17,8.910036763865006e+17,89870136.0,90105049.0,9.112064729562235e+17,913950841.0,9.23042548830163e+17,94550687.0,9.470432436859208e+17,982132062.0
1,101225266.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,10243382.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,12.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,1.0,0.0
3,102955752.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,4.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,3.0,4.0,2.0,0.0,0.0,0.0,4.0,20.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,3.0,4.0,1.0,0.0,0.0,3.0,4.0,0.0,0.0,2.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,10.0,0.0,0.0,0.0,2.0,13.0,1.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,4.0,1.0,0.0,2.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,1.0,6.0,7.0,0.0,2.0,17.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,0.0,1.0
4,11154672.0,0.0,1.0,2.0,0.0,5.0,0.0,1.0,6.0,24.0,27.0,2.0,15.0,3.0,0.0,0.0,1.0,2.0,27.0,22.0,8.0,29.0,0.0,2.0,3.0,14.0,39.0,1.0,19.0,0.0,8.0,0.0,1.0,2.0,3.0,3.0,1.0,89.0,1.0,22.0,4.0,3.0,1.0,0.0,17.0,4.0,1.0,3.0,8.0,20.0,2.0,38.0,0.0,2.0,0.0,1.0,5.0,3.0,0.0,1.0,1.0,1.0,0.0,8.0,13.0,1.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,19.0,4.0,1.0,9.0,3.0,8.0,0.0,1.0,0.0,17.0,35.0,1.0,1.0,3.0,12.0,46.0,8.0,28.0,0.0,6.0,1.0,0.0,15.0,7.0,4.0,35.0,54.0,0.0,10.0,0.0,1.0,15.0,3.0,10.0,1.0,5.0,1.0,25.0,77.0,1.0,10.0,36.0,1.0,5.0,0.0,25.0,3.0,23.0,1.0,1.0,0.0,0.0,0.0,0.0,12.0,0.0,2.0,21.0,16.0,1.0,4.0
5,1128420738.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,5.0,2.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0,3.0,3.0,0.0,2.0,0.0,1.0,9.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,4.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,8.0,2.0,3.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,7.0,6.0,0.0,3.0,0.0,0.0,2.0,3.0,2.0,0.0,2.0,0.0,9.0,10.0,1.0,2.0,6.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,6.0,1.0,0.0
6,114955207.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,7.0,0.0,0.0,0.0,5.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,1.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
7,125399452.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,2.0,3.0,0.0,0.0,1.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,3.0,3.0,1.0,2.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,3.0,0.0,1.0,0.0,2.0,0.0,1.0,4.0,2.0,2.0,11.0,1.0,1.0,1.0,4.0,0.0,0.0,3.0,2.0,4.0,3.0,0.0,2.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,1.0,0.0,4.0,2.0,1.0,3.0,0.0,1.0,0.0,6.0,4.0,0.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,1.0,0.0,0.0
8,125933603.0,0.0,1.0,3.0,6.0,1.0,1.0,1.0,0.0,8.0,5.0,2.0,9.0,3.0,0.0,0.0,1.0,0.0,5.0,8.0,9.0,10.0,1.0,4.0,6.0,6.0,16.0,1.0,6.0,0.0,1.0,0.0,1.0,3.0,2.0,1.0,1.0,7.0,3.0,5.0,2.0,0.0,1.0,0.0,4.0,2.0,1.0,3.0,6.0,5.0,1.0,18.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,1.0,1.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,15.0,4.0,0.0,3.0,2.0,1.0,0.0,2.0,0.0,2.0,13.0,1.0,1.0,5.0,12.0,11.0,4.0,5.0,0.0,0.0,1.0,0.0,5.0,1.0,3.0,14.0,2.0,0.0,2.0,0.0,1.0,11.0,2.0,2.0,0.0,3.0,4.0,10.0,13.0,0.0,7.0,13.0,1.0,2.0,0.0,4.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,2.0,4.0,14.0,0.0,2.0
9,128566181.0,0.0,2.0,4.0,24.0,5.0,5.0,3.0,8.0,0.0,32.0,10.0,37.0,2.0,0.0,0.0,1.0,10.0,49.0,39.0,46.0,40.0,0.0,3.0,15.0,31.0,95.0,5.0,18.0,0.0,12.0,1.0,1.0,3.0,21.0,15.0,21.0,54.0,12.0,16.0,21.0,3.0,1.0,0.0,18.0,8.0,0.0,26.0,34.0,22.0,6.0,102.0,0.0,5.0,1.0,1.0,11.0,46.0,0.0,1.0,1.0,2.0,0.0,16.0,16.0,3.0,0.0,0.0,17.0,2.0,11.0,0.0,1.0,49.0,24.0,7.0,21.0,18.0,17.0,1.0,0.0,7.0,9.0,48.0,1.0,1.0,3.0,32.0,92.0,17.0,64.0,0.0,15.0,1.0,0.0,44.0,2.0,7.0,97.0,23.0,1.0,47.0,0.0,2.0,32.0,7.0,35.0,1.0,34.0,4.0,67.0,113.0,1.0,14.0,80.0,3.0,44.0,1.0,12.0,3.0,32.0,0.0,22.0,3.0,0.0,0.0,0.0,35.0,2.0,2.0,17.0,33.0,2.0,6.0
