,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
25,27856271.0,1.0,28.0,0.0,9.0,3.0,50.0,6.0,10.0,44.0,5.0,5.0,16.0,0.0,3.0,6.0,0.0,3.0,21.0,6.0,2.0,54.0,9.0,6.0,3.0,0.0,0.0,4.0,0.0,0.0,15.0,1.0,15.0,6.0,2.0,29.0,1.0,1.0,1.0,1.0,149.0,14.0,1.0,12.0,1.0,16.0,5.0,20.0,36.0,5.0,7.0,13.0,0.0,7.0,21.0,1.0
26,279854362.0,0.0,0.0,0.0,11.0,18.0,8.0,0.0,0.0,0.0,18.0,1.0,0.0,0.0,0.0,3.0,0.0,21.0,0.0,5.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,5.0,29.0,1.0,0.0,42.0,20.0,24.0,17.0,6.0,0.0,30.0,5.0,0.0,16.0,0.0,0.0,0.0
27,30174386.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,3.0,0.0,1.0,3.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,13.0,11.0,0.0,1.0,0.0,2.0,0.0,1.0,6.0,1.0,2.0,1.0,0.0,2.0,3.0,0.0
28,301843588.0,0.0,1.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,1.0,6.0,0.0,1.0,0.0,0.0,5.0,6.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,16.0,0.0,0.0,5.0,11.0,2.0,7.0,1.0,0.0,7.0,20.0,0.0,1.0,0.0,0.0,0.0
29,3158598644.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0
30,32578142.0,0.0,10.0,0.0,3.0,3.0,16.0,2.0,3.0,1.0,2.0,0.0,3.0,0.0,0.0,1.0,0.0,5.0,0.0,3.0,1.0,21.0,1.0,1.0,0.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,32.0,6.0,1.0,4.0,1.0,8.0,5.0,8.0,16.0,3.0,2.0,1.0,1.0,2.0,3.0,1.0
31,32810761.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
32,36595974.0,0.0,3.0,0.0,6.0,1.0,40.0,0.0,1.0,1.0,5.0,7.0,5.0,0.0,0.0,14.0,0.0,4.0,1.0,4.0,0.0,33.0,0.0,0.0,3.0,15.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,20.0,1.0,2.0,0.0,2.0,115.0,2.0,0.0,2.0,1.0,2.0,7.0,3.0,7.0,3.0,0.0,0.0,0.0,1.0,3.0,1.0
33,36641694.0,0.0,5.0,0.0,11.0,3.0,24.0,8.0,1.0,3.0,9.0,1.0,1.0,0.0,1.0,1.0,0.0,8.0,0.0,2.0,3.0,26.0,6.0,0.0,2.0,6.0,0.0,1.0,0.0,1.0,4.0,0.0,1.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,52.0,4.0,1.0,9.0,4.0,18.0,12.0,10.0,6.0,6.0,3.0,5.0,2.0,1.0,2.0,1.0
34,3791121015.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,2.0,0.0,1.0,2.0,3.0,1.0,3.0,2.0,3.0,1.0,0.0,0.0,2.0,2.0,0.0
35,39711148.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,3.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,27.0,0.0,0.0,12.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
36,431241041.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0
37,48656942.0,0.0,0.0,4.0,28.0,9.0,45.0,1.0,0.0,2.0,56.0,4.0,0.0,0.0,0.0,10.0,0.0,9.0,0.0,3.0,0.0,25.0,4.0,0.0,5.0,1.0,10.0,1.0,2.0,0.0,0.0,0.0,2.0,4.0,3.0,0.0,0.0,0.0,4.0,1.0,113.0,8.0,1.0,39.0,4.0,29.0,30.0,5.0,9.0,25.0,3.0,2.0,13.0,2.0,2.0,0.0
38,49310742.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
39,51631580.0,0.0,2.0,1.0,5.0,5.0,9.0,0.0,1.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,7.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,21.0,4.0,0.0,6.0,5.0,6.0,10.0,5.0,5.0,11.0,4.0,0.0,3.0,2.0,4.0,1.0
40,5202411.0,2.0,47.0,2.0,189.0,47.0,464.0,14.0,7.0,23.0,256.0,31.0,23.0,5.0,5.0,117.0,0.0,39.0,21.0,28.0,19.0,361.0,24.0,5.0,66.0,149.0,29.0,13.0,16.0,3.0,32.0,2.0,115.0,52.0,4.0,32.0,8.0,113.0,2.0,21.0,0.0,42.0,6.0,206.0,39.0,203.0,348.0,43.0,73.0,105.0,42.0,10.0,34.0,15.0,54.0,8.0
41,549022103.0,1.0,9.0,2.0,3.0,5.0,13.0,3.0,5.0,2.0,4.0,1.0,1.0,0.0,2.0,7.0,0.0,7.0,0.0,10.0,0.0,13.0,12.0,0.0,3.0,14.0,1.0,11.0,0.0,1.0,6.0,0.0,2.0,4.0,2.0,0.0,1.0,8.0,2.0,4.0,42.0,0.0,1.0,5.0,3.0,14.0,3.0,14.0,22.0,7.0,10.0,2.0,0.0,9.0,13.0,1.0
42,616085691.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,28.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,1.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
43,64086604.0,0.0,6.0,0.0,58.0,32.0,72.0,1.0,1.0,4.0,76.0,9.0,0.0,0.0,1.0,7.0,0.0,40.0,0.0,8.0,1.0,66.0,1.0,0.0,9.0,12.0,42.0,1.0,5.0,0.0,4.0,0.0,2.0,9.0,1.0,2.0,0.0,39.0,1.0,6.0,206.0,5.0,3.0,0.0,29.0,105.0,86.0,20.0,3.0,67.0,17.0,2.0,40.0,3.0,7.0,0.0
44,65724589.0,0.0,1.0,0.0,15.0,16.0,4.0,1.0,1.0,2.0,19.0,0.0,1.0,1.0,1.0,8.0,0.0,9.0,0.0,4.0,3.0,8.0,1.0,0.0,0.0,1.0,20.0,0.0,11.0,0.0,1.0,0.0,1.0,4.0,2.0,0.0,0.0,4.0,1.0,5.0,39.0,3.0,0.0,29.0,0.0,22.0,24.0,10.0,2.0,27.0,14.0,0.0,11.0,1.0,1.0,0.0
45,67568398.0,1.0,4.0,1.0,55.0,26.0,61.0,4.0,3.0,2.0,68.0,5.0,3.0,0.0,1.0,9.0,0.0,23.0,0.0,16.0,2.0,43.0,6.0,0.0,5.0,16.0,24.0,2.0,2.0,1.0,8.0,0.0,2.0,18.0,3.0,0.0,0.0,29.0,2.0,6.0,203.0,14.0,1.0,105.0,22.0,0.0,85.0,18.0,13.0,51.0,12.0,2.0,32.0,7.0,7.0,1.0
46,71834922.0,0.0,5.0,0.0,130.0,32.0,63.0,1.0,3.0,4.0,110.0,5.0,0.0,0.0,1.0,26.0,0.0,16.0,3.0,9.0,2.0,85.0,3.0,0.0,6.0,5.0,17.0,0.0,7.0,1.0,5.0,0.0,7.0,12.0,1.0,4.0,0.0,30.0,0.0,10.0,348.0,3.0,1.0,86.0,24.0,85.0,0.0,16.0,3.0,60.0,10.0,5.0,20.0,3.0,5.0,1.0
47,725188770.0,0.0,8.0,0.0,14.0,14.0,21.0,10.0,4.0,4.0,14.0,4.0,3.0,0.0,1.0,5.0,0.0,10.0,0.0,6.0,6.0,20.0,9.0,0.0,1.0,20.0,6.0,1.0,1.0,1.0,8.0,2.0,3.0,10.0,3.0,0.0,1.0,5.0,0.0,5.0,43.0,14.0,1.0,20.0,10.0,18.0,16.0,0.0,12.0,14.0,20.0,10.0,8.0,8.0,10.0,2.0
48,76711458.0,2.0,16.0,3.0,2.0,5.0,49.0,1.0,7.0,0.0,5.0,1.0,9.0,0.0,0.0,4.0,0.0,6.0,0.0,13.0,1.0,33.0,24.0,5.0,3.0,36.0,0.0,6.0,0.0,1.0,16.0,2.0,7.0,6.0,2.0,0.0,1.0,9.0,6.0,5.0,73.0,22.0,0.0,3.0,2.0,13.0,3.0,12.0,0.0,5.0,9.0,2.0,0.0,7.0,16.0,2.0
49,77672352.0,1.0,2.0,0.0,33.0,31.0,24.0,2.0,2.0,4.0,41.0,2.0,0.0,0.0,1.0,16.0,0.0,25.0,0.0,12.0,1.0,36.0,3.0,0.0,4.0,5.0,30.0,1.0,7.0,1.0,3.0,0.0,3.0,6.0,3.0,0.0,0.0,25.0,1.0,11.0,105.0,7.0,0.0,67.0,27.0,51.0,60.0,14.0,5.0,0.0,13.0,1.0,22.0,6.0,6.0,2.0
50,77780565.0,0.0,5.0,0.0,11.0,33.0,14.0,1.0,2.0,3.0,4.0,2.0,0.0,9.0,1.0,11.0,0.0,5.0,0.0,3.0,11.0,6.0,11.0,0.0,2.0,7.0,5.0,2.0,20.0,1.0,2.0,1.0,0.0,3.0,1.0,0.0,0.0,3.0,0.0,4.0,42.0,10.0,1.0,17.0,14.0,12.0,10.0,20.0,9.0,13.0,0.0,1.0,3.0,3.0,5.0,0.0
51,78049645.0,0.0,2.0,1.0,3.0,0.0,5.0,3.0,4.0,8.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,4.0,0.0,1.0,13.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,10.0,2.0,0.0,2.0,0.0,2.0,5.0,10.0,2.0,1.0,1.0,0.0,0.0,0.0,9.0,0.0
52,78516788.0,0.0,0.0,0.0,17.0,14.0,5.0,0.0,0.0,0.0,21.0,1.0,0.0,0.0,0.0,1.0,0.0,12.0,0.0,4.0,1.0,10.0,0.0,0.0,1.0,0.0,16.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,13.0,0.0,3.0,34.0,0.0,0.0,40.0,11.0,32.0,20.0,8.0,0.0,22.0,3.0,0.0,0.0,0.0,0.0,0.0
53,79319701.0,0.0,6.0,0.0,2.0,4.0,9.0,12.0,2.0,1.0,1.0,1.0,1.0,0.0,15.0,0.0,0.0,4.0,0.0,5.0,0.0,8.0,4.0,0.0,2.0,7.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,0.0,2.0,15.0,9.0,0.0,3.0,1.0,7.0,3.0,8.0,7.0,6.0,3.0,0.0,0.0,0.0,8.0,2.0
54,80472652.0,0.0,12.0,0.0,5.0,2.0,24.0,4.0,5.0,7.0,3.0,0.0,2.0,0.0,1.0,2.0,0.0,3.0,2.0,2.0,3.0,15.0,8.0,6.0,4.0,21.0,0.0,3.0,0.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,54.0,13.0,0.0,7.0,1.0,7.0,5.0,10.0,16.0,6.0,5.0,9.0,0.0,8.0,0.0,2.0
55,8.465811529199575e+17,0.0,2.0,0.0,0.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,8.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0
