,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97
10,129251414.0,1.0,46.0,5.0,1.0,0.0,15.0,1.0,2.0,0.0,0.0,47.0,1.0,0.0,5.0,26.0,0.0,1.0,59.0,0.0,105.0,89.0,0.0,1.0,0.0,2.0,60.0,0.0,9.0,3.0,99.0,4.0,5.0,89.0,17.0,15.0,5.0,3.0,2.0,103.0,0.0,1.0,2.0,58.0,53.0,11.0,72.0,18.0,0.0,0.0,1.0,4.0,0.0,84.0,20.0,0.0,1.0,2.0,31.0,15.0,0.0,25.0,2.0,0.0,14.0,0.0,6.0,2.0,1.0,58.0,18.0,2.0,45.0,18.0,102.0,0.0,10.0,24.0,63.0,8.0,6.0,0.0,19.0,1.0,50.0,10.0,0.0,0.0,2.0,4.0,46.0,0.0,36.0,18.0,0.0,0.0,1.0,3.0
11,1358815884.0,1.0,26.0,3.0,0.0,0.0,11.0,0.0,0.0,0.0,47.0,0.0,1.0,0.0,5.0,10.0,0.0,0.0,49.0,0.0,49.0,34.0,1.0,0.0,0.0,2.0,36.0,2.0,8.0,1.0,49.0,1.0,6.0,40.0,11.0,8.0,2.0,0.0,1.0,43.0,1.0,0.0,2.0,23.0,14.0,6.0,36.0,4.0,1.0,0.0,0.0,1.0,0.0,50.0,10.0,0.0,0.0,1.0,17.0,8.0,0.0,24.0,1.0,0.0,13.0,0.0,1.0,2.0,3.0,17.0,8.0,2.0,9.0,4.0,59.0,0.0,9.0,14.0,23.0,8.0,0.0,0.0,18.0,2.0,32.0,9.0,0.0,1.0,5.0,4.0,34.0,0.0,14.0,12.0,1.0,0.0,1.0,1.0
12,13611482.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,8.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,24.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,10.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
13,136120167.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,7.0,2.0,0.0,1.0,1.0,2.0,1.0,6.0,1.0,0.0,3.0,0.0,0.0,3.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,20.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,4.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
14,137642660.0,0.0,5.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,5.0,6.0,0.0,0.0,0.0,1.0,3.0,0.0,3.0,0.0,5.0,2.0,1.0,5.0,3.0,1.0,4.0,0.0,1.0,8.0,0.0,0.0,1.0,5.0,3.0,8.0,5.0,5.0,0.0,0.0,0.0,1.0,0.0,6.0,8.0,0.0,1.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,3.0,3.0,1.0,1.0,2.0,6.0,0.0,3.0,2.0,2.0,0.0,1.0,0.0,4.0,0.0,9.0,2.0,0.0,0.0,4.0,3.0,4.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0
15,138689499.0,1.0,42.0,5.0,1.0,0.0,5.0,1.0,2.0,0.0,26.0,10.0,0.0,2.0,2.0,0.0,0.0,2.0,21.0,0.0,34.0,27.0,1.0,5.0,4.0,4.0,27.0,1.0,4.0,2.0,69.0,6.0,5.0,55.0,3.0,6.0,5.0,3.0,2.0,73.0,4.0,1.0,2.0,10.0,13.0,20.0,27.0,21.0,2.0,0.0,0.0,3.0,0.0,45.0,6.0,0.0,3.0,4.0,12.0,11.0,1.0,11.0,5.0,0.0,9.0,1.0,3.0,3.0,2.0,9.0,13.0,8.0,6.0,12.0,49.0,0.0,1.0,26.0,65.0,5.0,2.0,3.0,5.0,5.0,23.0,4.0,0.0,1.0,7.0,3.0,11.0,2.0,11.0,11.0,0.0,0.0,1.0,9.0
16,1418726910.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
17,144782705.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
18,1541006316.0,2.0,48.0,3.0,2.0,0.0,12.0,0.0,2.0,1.0,59.0,49.0,1.0,0.0,4.0,21.0,0.0,0.0,0.0,0.0,58.0,68.0,0.0,0.0,0.0,2.0,44.0,0.0,10.0,1.0,65.0,0.0,5.0,51.0,13.0,14.0,2.0,0.0,6.0,70.0,1.0,1.0,0.0,29.0,16.0,7.0,52.0,5.0,0.0,0.0,0.0,2.0,0.0,69.0,8.0,0.0,3.0,1.0,23.0,15.0,0.0,34.0,1.0,0.0,15.0,0.0,1.0,4.0,6.0,20.0,8.0,2.0,7.0,5.0,120.0,0.0,10.0,23.0,51.0,17.0,1.0,0.0,28.0,2.0,36.0,10.0,0.0,0.0,2.0,4.0,36.0,0.0,20.0,16.0,0.0,0.0,3.0,1.0
19,155500681.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
