,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171
10,118593643.0,0.0,7.0,26.0,15.0,1.0,0.0,18.0,13.0,0.0,0.0,0.0,56.0,0.0,3.0,28.0,17.0,1.0,18.0,1.0,7.0,0.0,1.0,5.0,6.0,0.0,4.0,2.0,22.0,14.0,60.0,18.0,1.0,14.0,1.0,34.0,0.0,0.0,80.0,24.0,8.0,0.0,1.0,14.0,12.0,11.0,5.0,21.0,1.0,4.0,1.0,7.0,12.0,17.0,3.0,9.0,1.0,3.0,22.0,22.0,0.0,3.0,0.0,1.0,37.0,0.0,8.0,2.0,0.0,7.0,0.0,0.0,4.0,41.0,13.0,4.0,0.0,52.0,0.0,1.0,40.0,1.0,0.0,7.0,3.0,0.0,1.0,7.0,3.0,0.0,9.0,95.0,6.0,2.0,24.0,10.0,0.0,27.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,17.0,1.0,0.0,1.0,0.0,11.0,7.0,49.0,0.0,0.0,50.0,2.0,36.0,10.0,14.0,15.0,0.0,4.0,0.0,7.0,2.0,0.0,21.0,127.0,9.0,14.0,32.0,13.0,5.0,1.0,18.0,17.0,10.0,21.0,9.0,1.0,16.0,26.0,33.0,8.0,49.0,41.0,32.0,59.0,2.0,11.0,6.0,0.0,0.0,8.0,2.0,8.0,52.0,0.0,17.0,2.0,12.0,12.0,0.0,35.0,1.0,13.0,1.0,26.0,0.0,0.0,0.0
11,120436168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,12156672.0,1.0,14.0,77.0,52.0,2.0,0.0,92.0,30.0,0.0,56.0,0.0,0.0,0.0,7.0,78.0,18.0,1.0,378.0,0.0,10.0,1.0,8.0,22.0,43.0,0.0,9.0,4.0,60.0,29.0,123.0,28.0,1.0,160.0,0.0,76.0,0.0,0.0,153.0,61.0,20.0,0.0,8.0,20.0,17.0,22.0,4.0,145.0,1.0,8.0,2.0,17.0,44.0,18.0,12.0,37.0,2.0,32.0,164.0,80.0,0.0,24.0,0.0,10.0,142.0,0.0,10.0,9.0,1.0,33.0,4.0,0.0,15.0,66.0,12.0,10.0,1.0,170.0,1.0,0.0,59.0,1.0,7.0,6.0,21.0,0.0,1.0,15.0,10.0,1.0,12.0,271.0,21.0,3.0,39.0,20.0,0.0,91.0,6.0,6.0,3.0,3.0,4.0,18.0,0.0,87.0,7.0,0.0,0.0,1.0,47.0,51.0,78.0,0.0,0.0,97.0,5.0,52.0,29.0,18.0,54.0,0.0,12.0,3.0,13.0,21.0,0.0,63.0,124.0,60.0,35.0,71.0,56.0,13.0,3.0,47.0,63.0,15.0,41.0,28.0,5.0,45.0,32.0,169.0,21.0,103.0,85.0,113.0,226.0,6.0,20.0,9.0,2.0,1.0,16.0,4.0,12.0,67.0,1.0,41.0,6.0,43.0,50.0,0.0,127.0,5.0,45.0,3.0,40.0,0.0,1.0,0.0
13,122322961.0,6.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,3.0,11.0,0.0,8.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,43.0,0.0,1.0,4.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
14,122947803.0,0.0,0.0,2.0,2.0,1.0,0.0,6.0,2.0,1.0,3.0,0.0,7.0,0.0,0.0,7.0,2.0,6.0,9.0,2.0,0.0,2.0,2.0,0.0,3.0,3.0,1.0,8.0,7.0,4.0,5.0,4.0,1.0,4.0,2.0,6.0,0.0,2.0,12.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,6.0,3.0,1.0,8.0,0.0,9.0,0.0,12.0,10.0,2.0,18.0,3.0,12.0,1.0,45.0,2.0,0.0,11.0,0.0,1.0,0.0,0.0,17.0,0.0,3.0,0.0,14.0,1.0,1.0,0.0,32.0,0.0,2.0,10.0,6.0,5.0,0.0,14.0,0.0,3.0,1.0,15.0,0.0,1.0,21.0,8.0,13.0,1.0,2.0,0.0,0.0,7.0,0.0,1.0,3.0,0.0,25.0,3.0,0.0,3.0,0.0,3.0,1.0,4.0,0.0,7.0,3.0,2.0,2.0,12.0,4.0,0.0,1.0,1.0,2.0,4.0,9.0,1.0,13.0,1.0,3.0,1.0,0.0,16.0,2.0,2.0,0.0,2.0,1.0,10.0,0.0,6.0,0.0,1.0,1.0,2.0,3.0,0.0,8.0,4.0,3.0,14.0,0.0,0.0,5.0,0.0,2.0,1.0,7.0,0.0,1.0,0.0,2.0,12.0,3.0,2.0,1.0,2.0,5.0,1.0,4.0,6.0,0.0,0.0,0.0
15,125475972.0,2.0,9.0,58.0,15.0,0.0,0.0,54.0,14.0,1.0,28.0,0.0,78.0,0.0,7.0,0.0,10.0,9.0,57.0,0.0,5.0,3.0,5.0,7.0,53.0,7.0,11.0,9.0,26.0,18.0,74.0,13.0,0.0,39.0,1.0,54.0,0.0,0.0,126.0,70.0,23.0,0.0,5.0,17.0,21.0,13.0,1.0,39.0,2.0,6.0,2.0,17.0,5.0,11.0,9.0,20.0,0.0,12.0,34.0,21.0,0.0,31.0,0.0,10.0,173.0,0.0,10.0,7.0,0.0,9.0,1.0,0.0,9.0,48.0,8.0,5.0,0.0,80.0,0.0,6.0,49.0,6.0,5.0,1.0,8.0,0.0,0.0,7.0,14.0,0.0,10.0,191.0,19.0,4.0,11.0,11.0,0.0,64.0,4.0,2.0,38.0,6.0,6.0,15.0,4.0,31.0,1.0,0.0,1.0,0.0,29.0,22.0,45.0,0.0,3.0,43.0,3.0,32.0,42.0,11.0,29.0,2.0,1.0,3.0,3.0,13.0,1.0,31.0,61.0,16.0,44.0,35.0,41.0,2.0,2.0,34.0,78.0,4.0,32.0,18.0,3.0,27.0,14.0,73.0,14.0,113.0,33.0,35.0,94.0,4.0,10.0,5.0,0.0,1.0,9.0,1.0,4.0,36.0,0.0,24.0,7.0,14.0,21.0,2.0,75.0,2.0,19.0,0.0,21.0,0.0,0.0,0.0
16,128547430.0,1.0,2.0,18.0,7.0,2.0,0.0,12.0,10.0,0.0,17.0,0.0,18.0,1.0,2.0,10.0,0.0,1.0,9.0,0.0,3.0,1.0,3.0,3.0,2.0,4.0,3.0,3.0,11.0,8.0,27.0,10.0,0.0,6.0,0.0,21.0,0.0,0.0,29.0,14.0,14.0,0.0,4.0,8.0,9.0,6.0,5.0,8.0,2.0,5.0,1.0,6.0,3.0,8.0,3.0,7.0,1.0,5.0,9.0,16.0,0.0,9.0,0.0,1.0,22.0,0.0,3.0,4.0,0.0,6.0,0.0,0.0,5.0,22.0,7.0,2.0,1.0,24.0,0.0,0.0,21.0,3.0,0.0,9.0,7.0,0.0,2.0,4.0,4.0,1.0,2.0,34.0,5.0,0.0,18.0,8.0,0.0,13.0,0.0,2.0,5.0,0.0,0.0,4.0,0.0,3.0,1.0,0.0,1.0,2.0,5.0,4.0,17.0,0.0,0.0,23.0,3.0,19.0,9.0,13.0,18.0,1.0,4.0,2.0,5.0,5.0,1.0,6.0,16.0,10.0,12.0,30.0,5.0,5.0,0.0,11.0,11.0,7.0,6.0,2.0,6.0,7.0,18.0,7.0,6.0,20.0,21.0,16.0,24.0,2.0,11.0,4.0,0.0,0.0,0.0,3.0,7.0,17.0,0.0,5.0,5.0,9.0,9.0,0.0,15.0,2.0,5.0,1.0,13.0,0.0,0.0,0.0
17,130027649.0,2.0,0.0,2.0,0.0,2.0,0.0,5.0,0.0,0.0,1.0,0.0,1.0,2.0,6.0,9.0,1.0,0.0,3.0,0.0,0.0,1.0,63.0,1.0,1.0,4.0,1.0,8.0,2.0,2.0,6.0,2.0,0.0,2.0,28.0,5.0,1.0,0.0,8.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,6.0,0.0,3.0,0.0,4.0,2.0,0.0,6.0,2.0,4.0,0.0,17.0,0.0,0.0,17.0,1.0,0.0,0.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,0.0,3.0,15.0,0.0,3.0,5.0,6.0,1.0,0.0,5.0,1.0,2.0,0.0,6.0,0.0,0.0,13.0,2.0,30.0,0.0,2.0,0.0,0.0,79.0,0.0,2.0,7.0,0.0,9.0,4.0,1.0,25.0,1.0,2.0,1.0,0.0,0.0,6.0,0.0,1.0,0.0,8.0,4.0,5.0,0.0,0.0,28.0,2.0,1.0,0.0,5.0,12.0,1.0,1.0,1.0,5.0,0.0,5.0,0.0,0.0,1.0,8.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,5.0,2.0,2.0,7.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,9.0,1.0,0.0,2.0,1.0,13.0,1.0,0.0,3.0,0.0,0.0,0.0
18,13008262.0,2.0,5.0,52.0,22.0,1.0,1.0,91.0,31.0,0.0,18.0,0.0,378.0,0.0,9.0,57.0,9.0,3.0,0.0,0.0,6.0,7.0,14.0,24.0,43.0,0.0,8.0,8.0,34.0,17.0,78.0,13.0,2.0,141.0,2.0,48.0,1.0,0.0,90.0,39.0,10.0,0.0,8.0,8.0,14.0,14.0,2.0,147.0,1.0,5.0,6.0,9.0,38.0,6.0,8.0,22.0,1.0,24.0,114.0,76.0,1.0,22.0,6.0,8.0,109.0,0.0,7.0,4.0,0.0,26.0,0.0,1.0,13.0,39.0,9.0,7.0,2.0,107.0,0.0,0.0,34.0,4.0,8.0,3.0,16.0,0.0,1.0,13.0,9.0,1.0,8.0,200.0,20.0,2.0,28.0,15.0,0.0,74.0,2.0,4.0,3.0,5.0,2.0,18.0,1.0,68.0,4.0,0.0,2.0,0.0,23.0,45.0,44.0,15.0,1.0,60.0,8.0,31.0,23.0,9.0,46.0,1.0,17.0,2.0,10.0,22.0,0.0,46.0,67.0,61.0,22.0,53.0,66.0,9.0,1.0,35.0,50.0,4.0,23.0,10.0,4.0,33.0,14.0,110.0,24.0,83.0,47.0,51.0,152.0,5.0,15.0,9.0,0.0,3.0,10.0,2.0,5.0,35.0,2.0,26.0,6.0,38.0,55.0,0.0,109.0,7.0,44.0,3.0,24.0,0.0,2.0,0.0
19,1309690194.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,5.0,0.0,1.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,7.0,11.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,25.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0
20,136522872.0,0.0,4.0,12.0,6.0,0.0,0.0,5.0,5.0,0.0,7.0,0.0,10.0,0.0,0.0,5.0,3.0,0.0,6.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,5.0,6.0,11.0,3.0,0.0,6.0,0.0,14.0,0.0,0.0,15.0,5.0,1.0,0.0,1.0,4.0,1.0,4.0,1.0,5.0,0.0,3.0,0.0,1.0,6.0,5.0,0.0,4.0,0.0,2.0,4.0,11.0,0.0,3.0,0.0,1.0,9.0,0.0,5.0,3.0,0.0,7.0,0.0,1.0,3.0,5.0,6.0,0.0,0.0,11.0,0.0,1.0,6.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,3.0,0.0,6.0,14.0,5.0,0.0,6.0,2.0,0.0,8.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,9.0,0.0,0.0,0.0,0.0,5.0,4.0,5.0,0.0,0.0,10.0,1.0,8.0,4.0,1.0,7.0,0.0,0.0,0.0,5.0,3.0,0.0,9.0,15.0,4.0,3.0,7.0,3.0,2.0,0.0,7.0,4.0,6.0,2.0,6.0,1.0,3.0,6.0,8.0,3.0,6.0,12.0,13.0,18.0,4.0,2.0,3.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,7.0,0.0,5.0,8.0,0.0,10.0,0.0,2.0,0.0,7.0,0.0,0.0,0.0
21,138278423.0,1.0,0.0,1.0,1.0,3.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,7.0,3.0,0.0,0.0,1.0,0.0,1.0,6.0,0.0,3.0,4.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,5.0,1.0,13.0,0.0,3.0,0.0,1.0,1.0,0.0,5.0,2.0,1.0,0.0,30.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,4.0,0.0,1.0,0.0,4.0,0.0,3.0,0.0,10.0,0.0,1.0,0.0,3.0,7.0,0.0,11.0,6.0,0.0,0.0,14.0,0.0,0.0,7.0,0.0,2.0,5.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,34.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,3.0,0.0,3.0,2.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,21.0,0.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0
22,14195753.0,3.0,1.0,6.0,6.0,1.0,1.0,3.0,4.0,0.0,1.0,0.0,8.0,1.0,2.0,5.0,3.0,63.0,14.0,0.0,1.0,1.0,0.0,6.0,1.0,3.0,5.0,5.0,4.0,2.0,0.0,1.0,0.0,3.0,11.0,6.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,2.0,16.0,2.0,2.0,4.0,0.0,5.0,0.0,12.0,2.0,1.0,16.0,2.0,23.0,0.0,23.0,0.0,0.0,10.0,0.0,3.0,0.0,1.0,6.0,0.0,9.0,1.0,4.0,2.0,0.0,8.0,29.0,0.0,1.0,1.0,8.0,1.0,0.0,32.0,0.0,6.0,6.0,9.0,1.0,1.0,21.0,3.0,11.0,2.0,0.0,0.0,1.0,56.0,1.0,10.0,7.0,0.0,18.0,0.0,8.0,22.0,1.0,0.0,0.0,1.0,1.0,4.0,1.0,3.0,7.0,2.0,1.0,2.0,1.0,11.0,37.0,5.0,3.0,4.0,20.0,9.0,5.0,6.0,1.0,2.0,13.0,6.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0,0.0,1.0,4.0,3.0,6.0,15.0,1.0,2.0,1.0,0.0,0.0,2.0,5.0,1.0,3.0,0.0,1.0,9.0,5.0,4.0,1.0,4.0,15.0,3.0,2.0,2.0,0.0,2.0,0.0
23,14311121.0,0.0,4.0,10.0,6.0,0.0,0.0,20.0,11.0,0.0,5.0,0.0,22.0,1.0,0.0,7.0,3.0,1.0,24.0,0.0,3.0,0.0,6.0,0.0,8.0,2.0,3.0,0.0,7.0,4.0,17.0,5.0,1.0,17.0,0.0,17.0,1.0,0.0,18.0,8.0,5.0,0.0,3.0,2.0,5.0,7.0,0.0,19.0,1.0,2.0,2.0,4.0,6.0,4.0,1.0,3.0,0.0,2.0,10.0,12.0,0.0,4.0,0.0,3.0,25.0,0.0,4.0,0.0,0.0,3.0,1.0,1.0,2.0,8.0,3.0,3.0,1.0,18.0,0.0,0.0,8.0,6.0,0.0,1.0,4.0,0.0,3.0,2.0,5.0,0.0,2.0,51.0,7.0,0.0,4.0,4.0,0.0,17.0,0.0,1.0,3.0,0.0,1.0,3.0,0.0,12.0,1.0,0.0,0.0,0.0,8.0,10.0,8.0,3.0,4.0,9.0,2.0,5.0,7.0,5.0,9.0,1.0,7.0,0.0,3.0,5.0,0.0,10.0,12.0,14.0,8.0,15.0,14.0,6.0,1.0,15.0,11.0,1.0,9.0,6.0,2.0,2.0,5.0,18.0,8.0,22.0,7.0,10.0,23.0,1.0,5.0,3.0,0.0,0.0,3.0,0.0,3.0,4.0,2.0,13.0,3.0,6.0,15.0,0.0,30.0,1.0,9.0,1.0,4.0,0.0,0.0,0.0
24,1434246793.0,3.0,5.0,35.0,3.0,1.0,0.0,37.0,11.0,0.0,6.0,0.0,43.0,0.0,3.0,53.0,2.0,1.0,43.0,0.0,2.0,1.0,1.0,8.0,0.0,1.0,3.0,1.0,7.0,5.0,27.0,3.0,1.0,29.0,0.0,27.0,0.0,0.0,37.0,18.0,6.0,0.0,3.0,8.0,5.0,3.0,2.0,36.0,0.0,5.0,1.0,5.0,7.0,3.0,1.0,11.0,1.0,5.0,19.0,18.0,0.0,7.0,0.0,8.0,63.0,0.0,3.0,0.0,0.0,5.0,2.0,0.0,2.0,12.0,2.0,0.0,1.0,26.0,0.0,0.0,10.0,2.0,2.0,0.0,5.0,0.0,2.0,3.0,4.0,1.0,8.0,107.0,11.0,1.0,6.0,2.0,0.0,32.0,0.0,3.0,0.0,2.0,2.0,6.0,1.0,19.0,1.0,0.0,0.0,0.0,16.0,18.0,14.0,0.0,0.0,12.0,3.0,11.0,33.0,2.0,12.0,1.0,10.0,1.0,2.0,4.0,2.0,16.0,26.0,18.0,5.0,18.0,42.0,3.0,0.0,21.0,32.0,5.0,21.0,9.0,1.0,20.0,8.0,44.0,8.0,65.0,7.0,9.0,51.0,2.0,8.0,2.0,0.0,0.0,6.0,1.0,0.0,9.0,2.0,14.0,7.0,11.0,14.0,0.0,42.0,2.0,8.0,2.0,6.0,0.0,0.0,0.0
25,144423696.0,1.0,0.0,0.0,1.0,4.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,7.0,4.0,4.0,0.0,0.0,0.0,6.0,3.0,2.0,1.0,0.0,1.0,4.0,0.0,4.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,2.0,0.0,0.0,4.0,1.0,1.0,4.0,0.0,2.0,0.0,41.0,0.0,0.0,16.0,0.0,1.0,0.0,0.0,14.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,10.0,0.0,1.0,2.0,8.0,0.0,0.0,14.0,3.0,2.0,2.0,21.0,0.0,0.0,12.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,31.0,0.0,0.0,29.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,6.0,1.0,5.0,0.0,1.0,7.0,1.0,2.0,0.0,17.0,1.0,0.0,0.0,0.0,4.0,9.0,5.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,4.0,1.0,1.0,6.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
26,144491582.0,0.0,1.0,12.0,3.0,0.0,0.0,12.0,5.0,0.0,4.0,0.0,9.0,0.0,1.0,11.0,3.0,1.0,8.0,0.0,0.0,0.0,5.0,3.0,3.0,1.0,0.0,1.0,14.0,8.0,7.0,7.0,0.0,3.0,0.0,17.0,0.0,0.0,17.0,9.0,13.0,0.0,0.0,5.0,2.0,3.0,1.0,3.0,0.0,2.0,2.0,4.0,5.0,1.0,2.0,7.0,0.0,1.0,5.0,10.0,0.0,4.0,0.0,3.0,17.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,6.0,11.0,0.0,0.0,0.0,13.0,0.0,0.0,12.0,1.0,0.0,4.0,0.0,0.0,1.0,4.0,2.0,0.0,3.0,32.0,4.0,0.0,5.0,2.0,0.0,13.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,2.0,16.0,1.0,8.0,6.0,5.0,8.0,1.0,1.0,1.0,2.0,0.0,0.0,5.0,4.0,4.0,6.0,12.0,4.0,1.0,0.0,10.0,9.0,2.0,3.0,3.0,2.0,5.0,8.0,11.0,1.0,13.0,5.0,10.0,19.0,2.0,8.0,3.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,2.0,1.0,5.0,7.0,0.0,16.0,0.0,4.0,0.0,5.0,0.0,0.0,0.0
27,14451153.0,0.0,0.0,2.0,1.0,1.0,0.0,8.0,1.0,0.0,2.0,0.0,4.0,0.0,8.0,9.0,3.0,8.0,8.0,1.0,0.0,3.0,5.0,0.0,1.0,4.0,1.0,0.0,6.0,5.0,4.0,2.0,0.0,1.0,1.0,6.0,0.0,0.0,10.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,1.0,0.0,6.0,2.0,11.0,0.0,10.0,5.0,1.0,13.0,4.0,8.0,0.0,35.0,0.0,0.0,12.0,0.0,1.0,1.0,0.0,14.0,0.0,0.0,1.0,13.0,1.0,0.0,0.0,29.0,0.0,2.0,6.0,3.0,7.0,0.0,16.0,1.0,1.0,2.0,9.0,0.0,1.0,23.0,2.0,8.0,1.0,1.0,0.0,1.0,4.0,0.0,5.0,4.0,0.0,26.0,5.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,3.0,0.0,0.0,3.0,10.0,4.0,4.0,1.0,5.0,2.0,7.0,4.0,1.0,14.0,0.0,2.0,1.0,0.0,7.0,8.0,4.0,0.0,1.0,1.0,8.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,3.0,2.0,10.0,0.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,12.0,3.0,5.0,0.0,2.0,3.0,1.0,2.0,2.0,0.0,1.0,0.0
28,144988686.0,1.0,7.0,29.0,17.0,0.0,1.0,19.0,8.0,0.0,22.0,0.0,60.0,1.0,7.0,26.0,11.0,2.0,34.0,0.0,5.0,4.0,4.0,7.0,7.0,0.0,14.0,6.0,0.0,15.0,44.0,12.0,1.0,23.0,1.0,39.0,0.0,0.0,49.0,23.0,15.0,0.0,0.0,8.0,3.0,16.0,4.0,24.0,0.0,6.0,5.0,8.0,16.0,12.0,6.0,14.0,1.0,14.0,28.0,23.0,0.0,17.0,0.0,1.0,35.0,0.0,5.0,5.0,0.0,15.0,0.0,0.0,13.0,38.0,6.0,7.0,0.0,49.0,0.0,0.0,31.0,6.0,4.0,6.0,9.0,0.0,1.0,6.0,7.0,0.0,7.0,72.0,9.0,4.0,14.0,8.0,0.0,25.0,3.0,1.0,1.0,3.0,0.0,17.0,1.0,14.0,2.0,0.0,2.0,0.0,12.0,10.0,26.0,1.0,1.0,72.0,4.0,31.0,10.0,10.0,10.0,1.0,3.0,1.0,7.0,4.0,0.0,24.0,27.0,12.0,13.0,28.0,8.0,6.0,1.0,22.0,18.0,5.0,13.0,9.0,2.0,24.0,21.0,49.0,9.0,46.0,32.0,43.0,76.0,2.0,7.0,6.0,0.0,1.0,5.0,2.0,8.0,33.0,0.0,13.0,7.0,8.0,15.0,0.0,30.0,1.0,9.0,3.0,24.0,0.0,1.0,0.0
