,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71
20,499587034.0,39.0,66.0,5.0,11.0,2.0,12.0,32.0,9.0,89.0,26.0,20.0,21.0,8.0,9.0,11.0,13.0,41.0,34.0,6.0,0.0,9.0,8.0,4.0,25.0,21.0,31.0,39.0,10.0,39.0,31.0,55.0,26.0,6.0,31.0,33.0,48.0,30.0,29.0,13.0,19.0,20.0,3.0,4.0,0.0,6.0,0.0,9.0,23.0,10.0,19.0,12.0,8.0,20.0,10.0,0.0,64.0,5.0,31.0,24.0,28.0,64.0,22.0,10.0,24.0,10.0,13.0,43.0,1.0,20.0,1.0,12.0
21,568062823.0,8.0,12.0,3.0,7.0,7.0,6.0,10.0,4.0,12.0,7.0,6.0,8.0,7.0,4.0,7.0,7.0,12.0,9.0,4.0,9.0,0.0,3.0,1.0,12.0,8.0,10.0,10.0,7.0,9.0,12.0,13.0,7.0,4.0,9.0,9.0,10.0,8.0,11.0,6.0,6.0,9.0,3.0,3.0,0.0,6.0,0.0,6.0,8.0,6.0,8.0,6.0,6.0,9.0,6.0,0.0,14.0,4.0,8.0,9.0,7.0,12.0,10.0,4.0,9.0,6.0,8.0,14.0,1.0,10.0,1.0,10.0
22,704505936.0,15.0,13.0,2.0,4.0,2.0,27.0,7.0,3.0,13.0,15.0,7.0,7.0,5.0,6.0,9.0,2.0,9.0,7.0,7.0,8.0,3.0,0.0,3.0,7.0,7.0,8.0,13.0,5.0,7.0,9.0,11.0,8.0,2.0,9.0,7.0,15.0,7.0,3.0,8.0,5.0,5.0,3.0,5.0,0.0,4.0,0.0,4.0,7.0,5.0,8.0,9.0,3.0,6.0,4.0,0.0,17.0,4.0,4.0,7.0,7.0,11.0,6.0,3.0,4.0,4.0,3.0,9.0,1.0,10.0,1.0,4.0
23,7.083963270681108e+17,1.0,6.0,3.0,9.0,0.0,1.0,0.0,2.0,11.0,7.0,5.0,11.0,5.0,1.0,5.0,4.0,9.0,4.0,6.0,4.0,1.0,3.0,0.0,1.0,6.0,3.0,11.0,3.0,3.0,3.0,15.0,4.0,1.0,14.0,8.0,9.0,4.0,4.0,5.0,7.0,6.0,0.0,0.0,0.0,1.0,0.0,2.0,8.0,4.0,6.0,5.0,4.0,8.0,1.0,0.0,7.0,1.0,5.0,5.0,5.0,3.0,1.0,2.0,6.0,1.0,7.0,7.0,0.0,8.0,0.0,5.0
24,7.239075256077189e+17,18.0,43.0,6.0,13.0,5.0,20.0,34.0,9.0,48.0,20.0,11.0,24.0,11.0,9.0,8.0,40.0,43.0,26.0,8.0,25.0,12.0,7.0,1.0,0.0,22.0,38.0,28.0,24.0,23.0,23.0,66.0,17.0,7.0,28.0,29.0,31.0,32.0,33.0,20.0,13.0,23.0,4.0,6.0,0.0,46.0,0.0,9.0,17.0,11.0,19.0,15.0,12.0,16.0,11.0,0.0,52.0,6.0,42.0,19.0,16.0,21.0,17.0,8.0,19.0,11.0,12.0,63.0,2.0,18.0,2.0,23.0
25,7.27385453553406e+17,23.0,41.0,8.0,20.0,4.0,31.0,21.0,9.0,69.0,34.0,18.0,41.0,18.0,16.0,12.0,28.0,50.0,46.0,13.0,21.0,8.0,7.0,6.0,22.0,0.0,46.0,62.0,33.0,28.0,32.0,87.0,15.0,7.0,62.0,34.0,59.0,29.0,19.0,24.0,20.0,21.0,4.0,6.0,0.0,9.0,0.0,12.0,28.0,18.0,22.0,25.0,21.0,40.0,13.0,0.0,68.0,6.0,35.0,30.0,16.0,39.0,16.0,10.0,33.0,13.0,39.0,49.0,2.0,44.0,2.0,26.0
26,7.30995486744662e+17,44.0,60.0,9.0,17.0,7.0,36.0,59.0,14.0,91.0,41.0,29.0,35.0,18.0,19.0,13.0,332.0,74.0,61.0,12.0,31.0,10.0,8.0,3.0,38.0,46.0,0.0,64.0,37.0,52.0,68.0,123.0,35.0,8.0,59.0,49.0,56.0,45.0,51.0,48.0,22.0,47.0,4.0,9.0,0.0,8.0,0.0,10.0,28.0,21.0,32.0,23.0,24.0,38.0,23.0,0.0,100.0,6.0,78.0,37.0,28.0,43.0,23.0,13.0,35.0,23.0,23.0,63.0,2.0,36.0,2.0,23.0
27,7.655789406351606e+17,43.0,87.0,7.0,23.0,7.0,21.0,69.0,13.0,146.0,75.0,51.0,59.0,18.0,36.0,21.0,55.0,128.0,66.0,17.0,39.0,10.0,13.0,11.0,28.0,62.0,64.0,0.0,43.0,106.0,78.0,152.0,42.0,8.0,111.0,67.0,130.0,63.0,57.0,47.0,29.0,53.0,4.0,6.0,0.0,19.0,0.0,14.0,45.0,26.0,63.0,22.0,39.0,116.0,21.0,0.0,168.0,6.0,85.0,47.0,40.0,76.0,27.0,12.0,54.0,21.0,55.0,97.0,2.0,94.0,2.0,49.0
28,8.017500711758807e+17,11.0,20.0,8.0,15.0,6.0,23.0,22.0,10.0,37.0,26.0,15.0,41.0,20.0,15.0,11.0,38.0,50.0,28.0,9.0,10.0,7.0,5.0,3.0,24.0,33.0,37.0,43.0,0.0,29.0,33.0,50.0,13.0,6.0,50.0,28.0,40.0,40.0,18.0,41.0,13.0,22.0,4.0,15.0,0.0,9.0,0.0,10.0,28.0,16.0,25.0,13.0,17.0,24.0,12.0,0.0,40.0,8.0,37.0,21.0,12.0,26.0,13.0,8.0,17.0,12.0,21.0,33.0,2.0,28.0,2.0,23.0
29,8.15117755183575e+17,51.0,91.0,4.0,14.0,7.0,16.0,112.0,10.0,105.0,54.0,34.0,35.0,12.0,50.0,17.0,56.0,94.0,58.0,10.0,39.0,9.0,7.0,3.0,23.0,28.0,52.0,106.0,29.0,0.0,58.0,108.0,34.0,5.0,74.0,71.0,70.0,69.0,44.0,53.0,17.0,34.0,4.0,5.0,0.0,23.0,0.0,12.0,46.0,14.0,36.0,22.0,25.0,97.0,11.0,0.0,129.0,5.0,97.0,35.0,43.0,55.0,23.0,8.0,41.0,11.0,20.0,81.0,2.0,37.0,2.0,26.0
30,8.331612358225551e+17,50.0,72.0,6.0,14.0,7.0,17.0,58.0,13.0,82.0,44.0,49.0,35.0,16.0,23.0,24.0,50.0,62.0,61.0,13.0,31.0,12.0,9.0,3.0,23.0,32.0,68.0,78.0,33.0,58.0,0.0,93.0,32.0,6.0,53.0,39.0,69.0,40.0,53.0,33.0,19.0,41.0,3.0,5.0,0.0,10.0,0.0,12.0,30.0,16.0,35.0,19.0,22.0,45.0,15.0,0.0,101.0,6.0,49.0,36.0,30.0,43.0,32.0,15.0,32.0,15.0,24.0,77.0,2.0,44.0,2.0,28.0
31,8.429669005062062e+17,73.0,112.0,12.0,22.0,9.0,48.0,131.0,17.0,216.0,75.0,38.0,84.0,22.0,58.0,18.0,117.0,158.0,98.0,17.0,55.0,13.0,11.0,15.0,66.0,87.0,123.0,152.0,50.0,108.0,93.0,0.0,53.0,8.0,135.0,80.0,121.0,80.0,105.0,78.0,34.0,60.0,4.0,18.0,0.0,38.0,0.0,14.0,43.0,34.0,59.0,34.0,41.0,94.0,25.0,0.0,220.0,6.0,155.0,48.0,41.0,107.0,31.0,12.0,65.0,25.0,54.0,130.0,2.0,77.0,2.0,52.0
32,8.500479782282076e+17,30.0,40.0,5.0,9.0,3.0,10.0,36.0,10.0,63.0,21.0,18.0,19.0,7.0,14.0,10.0,27.0,49.0,30.0,7.0,26.0,7.0,8.0,4.0,17.0,15.0,35.0,42.0,13.0,34.0,32.0,53.0,0.0,5.0,34.0,28.0,31.0,28.0,29.0,17.0,14.0,19.0,3.0,5.0,0.0,9.0,0.0,8.0,16.0,13.0,16.0,10.0,14.0,28.0,9.0,0.0,51.0,5.0,37.0,21.0,22.0,31.0,16.0,8.0,23.0,9.0,10.0,30.0,1.0,17.0,1.0,13.0
33,8.505825621667553e+17,3.0,8.0,3.0,8.0,1.0,3.0,4.0,4.0,8.0,6.0,4.0,7.0,4.0,3.0,4.0,4.0,8.0,7.0,4.0,6.0,4.0,2.0,1.0,7.0,7.0,8.0,8.0,6.0,5.0,6.0,8.0,5.0,0.0,7.0,6.0,8.0,7.0,7.0,3.0,6.0,7.0,1.0,2.0,0.0,2.0,0.0,6.0,8.0,5.0,7.0,5.0,4.0,8.0,6.0,0.0,8.0,4.0,6.0,8.0,4.0,7.0,6.0,5.0,8.0,6.0,7.0,8.0,2.0,8.0,2.0,7.0
34,8.510573563644314e+17,33.0,63.0,7.0,18.0,4.0,29.0,39.0,11.0,120.0,48.0,31.0,62.0,22.0,19.0,16.0,62.0,119.0,46.0,10.0,31.0,9.0,9.0,14.0,28.0,62.0,59.0,111.0,50.0,74.0,53.0,135.0,34.0,7.0,0.0,54.0,85.0,78.0,36.0,72.0,29.0,46.0,3.0,6.0,0.0,25.0,0.0,12.0,53.0,27.0,42.0,37.0,33.0,61.0,19.0,0.0,109.0,6.0,68.0,40.0,31.0,75.0,22.0,11.0,35.0,19.0,44.0,83.0,2.0,64.0,2.0,39.0
35,8.628871521488978e+17,35.0,73.0,6.0,15.0,5.0,26.0,48.0,11.0,89.0,39.0,28.0,33.0,13.0,25.0,14.0,41.0,69.0,39.0,11.0,33.0,9.0,7.0,8.0,29.0,34.0,49.0,67.0,28.0,71.0,39.0,80.0,28.0,6.0,54.0,0.0,59.0,55.0,38.0,30.0,20.0,29.0,4.0,7.0,0.0,16.0,0.0,11.0,34.0,27.0,36.0,20.0,19.0,44.0,14.0,0.0,71.0,5.0,61.0,31.0,31.0,39.0,23.0,10.0,28.0,14.0,19.0,60.0,1.0,34.0,1.0,19.0
36,8.662195610952786e+17,52.0,114.0,7.0,23.0,5.0,22.0,53.0,14.0,141.0,66.0,52.0,49.0,19.0,30.0,43.0,35.0,95.0,65.0,16.0,48.0,10.0,15.0,9.0,31.0,59.0,56.0,130.0,40.0,70.0,69.0,121.0,31.0,8.0,85.0,59.0,0.0,49.0,40.0,45.0,31.0,43.0,4.0,7.0,0.0,13.0,0.0,13.0,49.0,22.0,48.0,27.0,27.0,76.0,18.0,0.0,121.0,7.0,48.0,48.0,37.0,74.0,24.0,12.0,48.0,18.0,40.0,97.0,2.0,71.0,2.0,33.0
37,8.668751969756201e+17,41.0,61.0,8.0,16.0,8.0,24.0,54.0,14.0,75.0,34.0,21.0,44.0,18.0,16.0,9.0,54.0,61.0,36.0,11.0,30.0,8.0,7.0,4.0,32.0,29.0,45.0,63.0,40.0,69.0,40.0,80.0,28.0,7.0,78.0,55.0,49.0,0.0,35.0,49.0,22.0,30.0,4.0,10.0,0.0,20.0,0.0,11.0,42.0,21.0,43.0,23.0,21.0,40.0,14.0,0.0,76.0,6.0,61.0,32.0,24.0,38.0,20.0,9.0,25.0,14.0,24.0,48.0,2.0,38.0,2.0,31.0
38,8.684169920755794e+17,59.0,56.0,4.0,14.0,4.0,7.0,89.0,7.0,90.0,35.0,15.0,23.0,14.0,11.0,10.0,41.0,55.0,59.0,6.0,29.0,11.0,3.0,4.0,33.0,19.0,51.0,57.0,18.0,44.0,53.0,105.0,29.0,7.0,36.0,38.0,40.0,35.0,0.0,26.0,21.0,39.0,3.0,3.0,0.0,29.0,0.0,9.0,21.0,11.0,36.0,7.0,19.0,31.0,16.0,0.0,99.0,5.0,72.0,23.0,30.0,30.0,12.0,5.0,26.0,16.0,20.0,59.0,2.0,27.0,2.0,27.0
39,8.836598115391242e+17,18.0,42.0,7.0,9.0,4.0,23.0,31.0,9.0,68.0,23.0,19.0,48.0,19.0,11.0,6.0,64.0,80.0,37.0,7.0,13.0,6.0,8.0,5.0,20.0,24.0,48.0,47.0,41.0,53.0,33.0,78.0,17.0,3.0,72.0,30.0,45.0,49.0,26.0,0.0,16.0,41.0,4.0,7.0,0.0,21.0,0.0,6.0,33.0,14.0,37.0,19.0,24.0,25.0,12.0,0.0,50.0,5.0,43.0,17.0,16.0,26.0,10.0,6.0,8.0,12.0,14.0,45.0,2.0,24.0,2.0,17.0
40,8.84244525555753e+17,13.0,24.0,5.0,14.0,2.0,8.0,14.0,7.0,41.0,15.0,13.0,21.0,11.0,8.0,8.0,16.0,32.0,24.0,7.0,19.0,6.0,5.0,7.0,13.0,20.0,22.0,29.0,13.0,17.0,19.0,34.0,14.0,6.0,29.0,20.0,31.0,22.0,21.0,16.0,0.0,13.0,3.0,4.0,0.0,9.0,0.0,12.0,17.0,12.0,14.0,14.0,13.0,21.0,9.0,0.0,29.0,5.0,19.0,15.0,14.0,18.0,14.0,9.0,20.0,9.0,16.0,23.0,1.0,20.0,1.0,17.0
41,8.927680948204995e+17,19.0,40.0,7.0,17.0,6.0,6.0,32.0,9.0,61.0,28.0,21.0,31.0,13.0,8.0,9.0,38.0,53.0,38.0,8.0,20.0,9.0,5.0,6.0,23.0,21.0,47.0,53.0,22.0,34.0,41.0,60.0,19.0,7.0,46.0,29.0,43.0,30.0,39.0,41.0,13.0,0.0,2.0,2.0,0.0,10.0,0.0,10.0,26.0,13.0,31.0,10.0,19.0,32.0,13.0,0.0,67.0,4.0,27.0,25.0,23.0,27.0,16.0,9.0,26.0,13.0,22.0,53.0,2.0,36.0,2.0,25.0
42,8.952213074443469e+17,3.0,4.0,2.0,4.0,3.0,4.0,4.0,3.0,4.0,2.0,3.0,4.0,4.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,1.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,2.0,0.0,3.0,0.0,2.0,0.0,3.0,4.0,4.0,4.0,3.0,2.0,3.0,4.0,0.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,1.0,3.0,0.0,3.0
43,8.981292377014026e+17,4.0,5.0,5.0,4.0,3.0,11.0,4.0,8.0,7.0,2.0,9.0,6.0,4.0,25.0,12.0,5.0,6.0,5.0,5.0,4.0,3.0,5.0,0.0,6.0,6.0,9.0,6.0,15.0,5.0,5.0,18.0,5.0,2.0,6.0,7.0,7.0,10.0,3.0,7.0,4.0,2.0,3.0,0.0,0.0,2.0,0.0,3.0,9.0,4.0,5.0,4.0,1.0,4.0,3.0,0.0,5.0,5.0,7.0,6.0,4.0,5.0,6.0,6.0,4.0,3.0,2.0,4.0,1.0,3.0,0.0,2.0
