,0,1,2,3,4,5,6,7,8
0,-1.0,14546538.0,145586076.0,153763933.0,2164857816.0,232684821.0,259714026.0,3967365254.0,66253422.0
1,14546538.0,0.0,8.0,11.0,1.0,1.0,1.0,1.0,1.0
2,145586076.0,8.0,0.0,7.0,0.0,2.0,7.0,0.0,0.0
3,153763933.0,11.0,7.0,0.0,2.0,0.0,5.0,1.0,1.0
4,2164857816.0,1.0,0.0,2.0,0.0,1.0,4.0,4.0,1.0
5,232684821.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
6,259714026.0,1.0,7.0,5.0,4.0,0.0,0.0,1.0,0.0
7,3967365254.0,1.0,0.0,1.0,4.0,0.0,1.0,0.0,8.0
8,66253422.0,1.0,0.0,1.0,1.0,0.0,0.0,8.0,0.0
