,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157
20,14195753.0,12.0,3.0,6.0,6.0,15.0,1.0,4.0,25.0,13.0,2.0,1.0,46.0,63.0,0.0,0.0,1.0,7.0,1.0,1.0,0.0,11.0,10.0,6.0,1.0,3.0,27.0,5.0,4.0,3.0,0.0,3.0,0.0,11.0,30.0,0.0,2.0,1.0,9.0,2.0,0.0,35.0,1.0,6.0,1.0,0.0,2.0,2.0,4.0,2.0,0.0,5.0,10.0,0.0,5.0,0.0,16.0,2.0,1.0,23.0,0.0,1.0,0.0,0.0,6.0,2.0,1.0,4.0,2.0,0.0,29.0,0.0,1.0,8.0,20.0,32.0,1.0,0.0,6.0,1.0,6.0,1.0,2.0,4.0,21.0,0.0,11.0,2.0,4.0,7.0,0.0,56.0,2.0,17.0,7.0,4.0,0.0,18.0,0.0,5.0,24.0,3.0,3.0,0.0,1.0,2.0,1.0,2.0,4.0,0.0,1.0,11.0,3.0,3.0,5.0,20.0,9.0,5.0,5.0,6.0,1.0,10.0,2.0,13.0,4.0,6.0,8.0,2.0,4.0,1.0,4.0,1.0,1.0,1.0,1.0,6.0,13.0,5.0,10.0,1.0,6.0,15.0,14.0,2.0,0.0,5.0,22.0,1.0,0.0,7.0,1.0,0.0,8.0,1.0,0.0,3.0,2.0,2.0
21,14223083.0,5.0,2.0,12.0,31.0,28.0,1.0,16.0,15.0,29.0,1.0,0.0,44.0,0.0,4.0,0.0,17.0,6.0,9.0,2.0,11.0,0.0,35.0,10.0,11.0,9.0,51.0,9.0,23.0,24.0,8.0,16.0,1.0,0.0,12.0,0.0,50.0,20.0,22.0,7.0,0.0,19.0,15.0,28.0,10.0,11.0,4.0,2.0,7.0,5.0,3.0,23.0,6.0,9.0,4.0,0.0,20.0,22.0,0.0,35.0,0.0,16.0,12.0,4.0,24.0,1.0,7.0,34.0,11.0,0.0,59.0,0.0,23.0,2.0,16.0,19.0,2.0,0.0,11.0,1.0,1.0,2.0,6.0,5.0,74.0,7.0,3.0,6.0,12.0,3.0,0.0,0.0,7.0,0.0,4.0,27.0,2.0,21.0,3.0,29.0,44.0,2.0,20.0,0.0,13.0,4.0,6.0,7.0,1.0,12.0,1.0,30.0,25.0,1.0,19.0,27.0,0.0,42.0,19.0,28.0,14.0,47.0,12.0,31.0,11.0,18.0,5.0,8.0,31.0,24.0,15.0,13.0,4.0,14.0,0.0,4.0,39.0,17.0,47.0,1.0,21.0,47.0,38.0,11.0,4.0,7.0,1.0,30.0,0.0,11.0,4.0,0.0,13.0,0.0,10.0,12.0,3.0,21.0
22,14311112.0,5.0,2.0,41.0,59.0,81.0,1.0,24.0,14.0,50.0,1.0,2.0,28.0,2.0,11.0,0.0,24.0,2.0,8.0,2.0,10.0,35.0,0.0,17.0,25.0,20.0,113.0,5.0,41.0,48.0,13.0,81.0,0.0,0.0,3.0,0.0,84.0,39.0,95.0,11.0,0.0,9.0,18.0,32.0,9.0,14.0,1.0,0.0,4.0,18.0,8.0,26.0,4.0,9.0,3.0,0.0,15.0,80.0,1.0,54.0,0.0,40.0,45.0,5.0,19.0,1.0,11.0,40.0,12.0,0.0,100.0,0.0,40.0,0.0,16.0,17.0,1.0,0.0,17.0,1.0,1.0,2.0,7.0,6.0,160.0,5.0,1.0,7.0,12.0,5.0,0.0,0.0,10.0,1.0,2.0,46.0,2.0,22.0,1.0,46.0,78.0,0.0,42.0,0.0,44.0,2.0,0.0,2.0,0.0,24.0,1.0,41.0,43.0,1.0,41.0,16.0,0.0,98.0,49.0,73.0,38.0,91.0,14.0,44.0,29.0,50.0,3.0,10.0,67.0,35.0,46.0,25.0,4.0,24.0,0.0,6.0,43.0,34.0,70.0,0.0,52.0,134.0,92.0,19.0,0.0,4.0,1.0,97.0,0.0,7.0,8.0,0.0,9.0,0.0,12.0,36.0,2.0,27.0
23,14311121.0,0.0,0.0,8.0,10.0,17.0,0.0,11.0,2.0,11.0,1.0,1.0,12.0,1.0,2.0,0.0,6.0,1.0,3.0,0.0,6.0,10.0,17.0,0.0,8.0,9.0,27.0,0.0,7.0,19.0,4.0,17.0,0.0,0.0,2.0,1.0,18.0,8.0,12.0,5.0,0.0,7.0,2.0,3.0,5.0,7.0,0.0,1.0,2.0,9.0,4.0,6.0,1.0,4.0,0.0,0.0,2.0,10.0,0.0,12.0,0.0,9.0,4.0,0.0,3.0,1.0,2.0,8.0,3.0,0.0,18.0,0.0,8.0,6.0,2.0,4.0,0.0,0.0,2.0,0.0,0.0,1.0,4.0,3.0,51.0,1.0,0.0,4.0,2.0,3.0,0.0,0.0,2.0,1.0,0.0,15.0,1.0,3.0,0.0,11.0,13.0,1.0,4.0,0.0,10.0,1.0,3.0,2.0,1.0,8.0,0.0,9.0,8.0,0.0,14.0,5.0,0.0,21.0,10.0,12.0,14.0,14.0,8.0,15.0,16.0,14.0,4.0,6.0,16.0,15.0,12.0,9.0,2.0,8.0,1.0,3.0,11.0,7.0,14.0,0.0,10.0,23.0,17.0,5.0,0.0,0.0,3.0,12.0,0.0,1.0,1.0,0.0,2.0,0.0,4.0,9.0,1.0,4.0
24,1434246793.0,1.0,3.0,10.0,35.0,63.0,1.0,11.0,4.0,9.0,1.0,0.0,7.0,1.0,9.0,0.0,3.0,2.0,2.0,1.0,1.0,11.0,25.0,8.0,0.0,6.0,29.0,1.0,7.0,33.0,6.0,29.0,0.0,0.0,4.0,0.0,37.0,18.0,17.0,6.0,0.0,2.0,8.0,6.0,5.0,3.0,2.0,0.0,1.0,20.0,5.0,7.0,2.0,3.0,3.0,0.0,5.0,19.0,1.0,18.0,0.0,26.0,9.0,0.0,5.0,4.0,2.0,12.0,2.0,0.0,26.0,0.0,10.0,2.0,7.0,5.0,1.0,0.0,3.0,1.0,1.0,0.0,1.0,2.0,107.0,1.0,1.0,7.0,5.0,4.0,0.0,0.0,15.0,0.0,2.0,43.0,2.0,6.0,1.0,22.0,15.0,0.0,35.0,0.0,18.0,2.0,0.0,3.0,0.0,13.0,1.0,12.0,22.0,1.0,21.0,4.0,2.0,35.0,16.0,26.0,18.0,29.0,5.0,18.0,25.0,42.0,2.0,3.0,25.0,21.0,16.0,21.0,1.0,8.0,0.0,2.0,6.0,5.0,31.0,0.0,9.0,51.0,30.0,8.0,0.0,1.0,0.0,40.0,0.0,2.0,4.0,0.0,3.0,0.0,1.0,8.0,2.0,6.0
25,14416772.0,1.0,1.0,8.0,9.0,11.0,1.0,11.0,4.0,15.0,1.0,0.0,4.0,0.0,3.0,0.0,6.0,1.0,2.0,0.0,3.0,9.0,20.0,9.0,6.0,0.0,28.0,0.0,4.0,9.0,1.0,12.0,0.0,0.0,1.0,0.0,11.0,1.0,15.0,1.0,0.0,4.0,3.0,7.0,1.0,3.0,1.0,0.0,0.0,4.0,1.0,9.0,0.0,2.0,1.0,0.0,2.0,7.0,0.0,15.0,0.0,8.0,4.0,0.0,4.0,1.0,1.0,4.0,2.0,0.0,18.0,0.0,5.0,0.0,1.0,4.0,0.0,0.0,7.0,1.0,1.0,0.0,1.0,2.0,25.0,2.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,3.0,0.0,7.0,16.0,0.0,4.0,0.0,11.0,2.0,0.0,1.0,0.0,4.0,1.0,14.0,4.0,0.0,8.0,4.0,0.0,14.0,6.0,12.0,15.0,18.0,1.0,10.0,8.0,13.0,0.0,6.0,5.0,4.0,4.0,7.0,1.0,5.0,0.0,1.0,10.0,4.0,13.0,0.0,4.0,20.0,11.0,5.0,0.0,2.0,0.0,10.0,0.0,2.0,2.0,0.0,1.0,0.0,3.0,8.0,1.0,5.0
26,14428536.0,13.0,3.0,49.0,63.0,94.0,1.0,38.0,31.0,109.0,1.0,1.0,93.0,3.0,12.0,0.0,26.0,4.0,9.0,0.0,27.0,51.0,113.0,27.0,29.0,28.0,0.0,11.0,42.0,70.0,17.0,79.0,1.0,1.0,9.0,1.0,101.0,42.0,90.0,16.0,0.0,53.0,19.0,60.0,11.0,24.0,5.0,0.0,2.0,29.0,13.0,46.0,18.0,16.0,4.0,0.0,32.0,108.0,1.0,102.0,0.0,28.0,32.0,11.0,20.0,1.0,21.0,62.0,10.0,3.0,141.0,1.0,60.0,1.0,36.0,63.0,1.0,0.0,20.0,1.0,1.0,8.0,12.0,9.0,191.0,10.0,5.0,9.0,15.0,2.0,0.0,4.0,8.0,0.0,2.0,38.0,1.0,54.0,1.0,50.0,131.0,2.0,38.0,0.0,48.0,4.0,0.0,4.0,1.0,23.0,1.0,81.0,54.0,1.0,65.0,33.0,0.0,129.0,44.0,73.0,69.0,132.0,20.0,74.0,27.0,42.0,11.0,17.0,93.0,39.0,36.0,27.0,4.0,29.0,0.0,4.0,79.0,40.0,122.0,0.0,67.0,171.0,160.0,27.0,1.0,8.0,1.0,105.0,0.0,12.0,6.0,0.0,13.0,0.0,24.0,36.0,2.0,39.0
27,14451153.0,4.0,0.0,0.0,2.0,8.0,1.0,1.0,11.0,4.0,0.0,0.0,44.0,8.0,1.0,1.0,0.0,6.0,0.0,3.0,5.0,9.0,5.0,0.0,1.0,0.0,11.0,0.0,6.0,3.0,0.0,1.0,1.0,1.0,10.0,0.0,10.0,2.0,3.0,1.0,0.0,16.0,0.0,6.0,0.0,1.0,1.0,1.0,6.0,0.0,2.0,11.0,8.0,0.0,3.0,0.0,13.0,4.0,0.0,8.0,0.0,0.0,0.0,1.0,14.0,0.0,1.0,13.0,1.0,0.0,29.0,0.0,6.0,3.0,25.0,16.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,10.0,23.0,0.0,8.0,0.0,8.0,7.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,26.0,1.0,5.0,16.0,4.0,0.0,1.0,0.0,5.0,0.0,10.0,2.0,0.0,0.0,5.0,9.0,4.0,12.0,14.0,0.0,3.0,2.0,1.0,0.0,11.0,7.0,8.0,2.0,4.0,3.0,0.0,4.0,1.0,3.0,3.0,0.0,2.0,0.0,4.0,9.0,1.0,4.0,1.0,2.0,10.0,11.0,2.0,0.0,2.0,1.0,0.0,0.0,5.0,0.0,0.0,20.0,0.0,1.0,1.0,2.0,2.0
28,144988686.0,2.0,1.0,16.0,29.0,48.0,0.0,8.0,6.0,28.0,0.0,1.0,29.0,2.0,5.0,0.0,18.0,10.0,5.0,4.0,4.0,23.0,41.0,7.0,7.0,4.0,42.0,6.0,0.0,21.0,8.0,23.0,0.0,1.0,15.0,0.0,49.0,23.0,22.0,15.0,0.0,2.0,8.0,35.0,3.0,16.0,4.0,0.0,5.0,9.0,8.0,16.0,1.0,12.0,1.0,0.0,14.0,28.0,1.0,23.0,0.0,7.0,15.0,5.0,15.0,2.0,13.0,38.0,6.0,0.0,49.0,0.0,31.0,6.0,18.0,9.0,0.0,0.0,6.0,0.0,0.0,3.0,11.0,3.0,72.0,7.0,4.0,1.0,11.0,3.0,0.0,3.0,1.0,0.0,3.0,12.0,0.0,17.0,1.0,26.0,40.0,0.0,12.0,0.0,10.0,1.0,1.0,4.0,0.0,11.0,0.0,10.0,28.0,1.0,22.0,4.0,0.0,54.0,24.0,27.0,12.0,55.0,13.0,28.0,6.0,8.0,3.0,6.0,39.0,22.0,25.0,13.0,2.0,20.0,0.0,2.0,33.0,21.0,42.0,0.0,43.0,76.0,43.0,7.0,1.0,2.0,0.0,44.0,0.0,8.0,0.0,1.0,14.0,0.0,17.0,9.0,3.0,24.0
29,145995046.0,2.0,1.0,35.0,94.0,73.0,1.0,30.0,6.0,37.0,1.0,2.0,23.0,1.0,6.0,0.0,17.0,1.0,8.0,0.0,3.0,24.0,48.0,19.0,33.0,9.0,70.0,3.0,21.0,0.0,12.0,38.0,2.0,1.0,5.0,0.0,97.0,34.0,26.0,14.0,0.0,9.0,21.0,53.0,14.0,18.0,2.0,0.0,2.0,24.0,14.0,22.0,3.0,11.0,4.0,0.0,10.0,35.0,0.0,62.0,0.0,41.0,51.0,10.0,20.0,1.0,16.0,47.0,11.0,1.0,84.0,0.0,43.0,2.0,9.0,12.0,5.0,0.0,9.0,1.0,1.0,3.0,10.0,1.0,165.0,5.0,0.0,23.0,15.0,6.0,0.0,0.0,11.0,2.0,0.0,51.0,7.0,17.0,1.0,65.0,46.0,0.0,45.0,0.0,58.0,1.0,0.0,3.0,3.0,28.0,1.0,41.0,57.0,1.0,39.0,12.0,1.0,81.0,26.0,82.0,41.0,80.0,16.0,79.0,38.0,51.0,6.0,6.0,64.0,58.0,29.0,25.0,6.0,19.0,1.0,6.0,47.0,28.0,74.0,0.0,57.0,111.0,55.0,16.0,0.0,1.0,1.0,62.0,0.0,2.0,10.0,0.0,8.0,0.0,11.0,23.0,2.0,25.0
30,146426156.0,0.0,0.0,8.0,20.0,20.0,0.0,3.0,0.0,10.0,0.0,0.0,0.0,0.0,3.0,0.0,7.0,0.0,3.0,0.0,0.0,8.0,13.0,4.0,6.0,1.0,17.0,0.0,8.0,12.0,0.0,4.0,0.0,0.0,0.0,0.0,21.0,16.0,5.0,6.0,0.0,0.0,9.0,19.0,4.0,6.0,1.0,0.0,0.0,6.0,7.0,3.0,0.0,5.0,0.0,0.0,0.0,10.0,0.0,11.0,0.0,4.0,8.0,5.0,1.0,0.0,5.0,16.0,2.0,0.0,15.0,0.0,15.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,2.0,5.0,0.0,31.0,6.0,0.0,4.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,7.0,0.0,0.0,0.0,17.0,7.0,0.0,8.0,0.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,15.0,15.0,0.0,8.0,0.0,0.0,18.0,7.0,14.0,5.0,19.0,7.0,15.0,7.0,4.0,0.0,2.0,18.0,16.0,6.0,4.0,3.0,7.0,0.0,0.0,15.0,7.0,22.0,0.0,12.0,22.0,12.0,5.0,0.0,0.0,0.0,19.0,0.0,0.0,2.0,0.0,0.0,0.0,8.0,4.0,0.0,11.0
31,14714136.0,1.0,0.0,27.0,37.0,66.0,0.0,11.0,3.0,25.0,1.0,4.0,11.0,2.0,6.0,0.0,12.0,2.0,6.0,2.0,3.0,16.0,81.0,17.0,29.0,12.0,79.0,1.0,23.0,38.0,4.0,0.0,0.0,2.0,2.0,0.0,57.0,25.0,77.0,8.0,0.0,3.0,11.0,22.0,5.0,11.0,1.0,0.0,1.0,22.0,8.0,21.0,2.0,7.0,0.0,0.0,3.0,65.0,1.0,35.0,0.0,29.0,21.0,2.0,14.0,0.0,9.0,24.0,6.0,0.0,65.0,0.0,17.0,2.0,5.0,4.0,2.0,0.0,7.0,0.0,0.0,0.0,3.0,2.0,140.0,3.0,1.0,8.0,10.0,3.0,0.0,1.0,7.0,1.0,0.0,36.0,1.0,5.0,5.0,32.0,41.0,0.0,32.0,1.0,28.0,2.0,11.0,2.0,1.0,18.0,0.0,26.0,25.0,0.0,25.0,4.0,0.0,69.0,31.0,45.0,27.0,48.0,9.0,37.0,31.0,91.0,2.0,2.0,37.0,21.0,34.0,20.0,4.0,11.0,1.0,4.0,32.0,19.0,44.0,0.0,35.0,81.0,59.0,11.0,0.0,2.0,2.0,107.0,0.0,2.0,1.0,0.0,4.0,0.0,10.0,21.0,0.0,14.0
32,148786408.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,3.0,0.0,10.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
33,149580057.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,4.0,28.0,1.0,0.0,0.0,1.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,19.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,1.0,2.0,0.0,12.0,0.0,1.0,0.0,0.0,24.0,0.0,6.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,6.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0
34,151295285.0,4.0,2.0,2.0,4.0,8.0,2.0,4.0,8.0,8.0,1.0,1.0,77.0,64.0,2.0,1.0,1.0,15.0,0.0,4.0,30.0,12.0,3.0,2.0,4.0,1.0,9.0,10.0,15.0,5.0,0.0,2.0,1.0,19.0,0.0,0.0,13.0,3.0,4.0,2.0,0.0,7.0,1.0,9.0,1.0,0.0,2.0,5.0,8.0,0.0,0.0,13.0,7.0,0.0,6.0,0.0,24.0,2.0,3.0,13.0,0.0,1.0,1.0,1.0,24.0,9.0,0.0,16.0,2.0,0.0,37.0,0.0,10.0,13.0,21.0,23.0,1.0,0.0,2.0,1.0,9.0,0.0,2.0,7.0,29.0,1.0,32.0,0.0,15.0,7.0,0.0,64.0,0.0,6.0,9.0,1.0,0.0,34.0,3.0,5.0,16.0,1.0,2.0,1.0,0.0,9.0,0.0,10.0,1.0,0.0,1.0,8.0,11.0,3.0,14.0,25.0,10.0,4.0,5.0,2.0,4.0,17.0,8.0,5.0,3.0,6.0,6.0,1.0,6.0,4.0,6.0,4.0,3.0,1.0,1.0,11.0,9.0,3.0,11.0,2.0,6.0,17.0,15.0,0.0,1.0,6.0,15.0,2.0,0.0,10.0,1.0,0.0,29.0,4.0,0.0,1.0,5.0,7.0
35,152584516.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,155517993.0,2.0,1.0,56.0,148.0,126.0,1.0,41.0,6.0,58.0,1.0,3.0,47.0,8.0,12.0,0.0,41.0,9.0,15.0,6.0,2.0,50.0,84.0,18.0,37.0,11.0,101.0,10.0,49.0,97.0,21.0,57.0,0.0,2.0,13.0,0.0,0.0,103.0,50.0,43.0,0.0,5.0,36.0,96.0,37.0,29.0,7.0,1.0,7.0,34.0,25.0,38.0,1.0,22.0,3.0,0.0,11.0,66.0,1.0,86.0,0.0,45.0,57.0,15.0,21.0,1.0,19.0,92.0,25.0,0.0,142.0,0.0,136.0,2.0,21.0,10.0,11.0,0.0,17.0,1.0,1.0,5.0,19.0,10.0,493.0,15.0,7.0,31.0,28.0,7.0,0.0,7.0,14.0,0.0,4.0,57.0,7.0,23.0,3.0,91.0,77.0,0.0,63.0,1.0,47.0,9.0,6.0,8.0,3.0,53.0,1.0,56.0,135.0,1.0,68.0,7.0,0.0,208.0,65.0,190.0,33.0,129.0,96.0,102.0,54.0,62.0,2.0,11.0,191.0,63.0,75.0,60.0,10.0,54.0,1.0,4.0,101.0,44.0,144.0,2.0,90.0,265.0,114.0,35.0,0.0,4.0,4.0,186.0,0.0,5.0,11.0,0.0,19.0,0.0,27.0,28.0,2.0,58.0
37,15657091.0,0.0,0.0,20.0,47.0,69.0,0.0,19.0,1.0,21.0,0.0,0.0,16.0,0.0,8.0,0.0,12.0,3.0,5.0,0.0,1.0,20.0,39.0,8.0,18.0,1.0,42.0,2.0,23.0,34.0,16.0,25.0,1.0,0.0,3.0,0.0,103.0,0.0,23.0,33.0,0.0,1.0,15.0,29.0,24.0,12.0,2.0,0.0,2.0,10.0,14.0,3.0,1.0,11.0,0.0,0.0,3.0,27.0,0.0,15.0,0.0,18.0,8.0,9.0,5.0,0.0,10.0,42.0,4.0,0.0,48.0,0.0,39.0,1.0,4.0,2.0,3.0,0.0,4.0,0.0,0.0,3.0,8.0,0.0,133.0,8.0,1.0,11.0,10.0,0.0,0.0,5.0,7.0,0.0,6.0,20.0,2.0,1.0,0.0,35.0,30.0,0.0,28.0,0.0,17.0,1.0,0.0,2.0,1.0,17.0,0.0,24.0,51.0,0.0,44.0,4.0,0.0,69.0,27.0,38.0,14.0,48.0,40.0,44.0,13.0,11.0,0.0,2.0,57.0,39.0,30.0,18.0,8.0,23.0,0.0,0.0,32.0,17.0,71.0,0.0,28.0,82.0,41.0,8.0,1.0,1.0,2.0,62.0,0.0,0.0,0.0,0.0,3.0,1.0,11.0,12.0,1.0,22.0
38,15763350.0,1.0,3.0,29.0,24.0,32.0,1.0,11.0,5.0,33.0,1.0,0.0,10.0,0.0,5.0,0.0,14.0,2.0,5.0,1.0,9.0,22.0,95.0,12.0,17.0,15.0,90.0,3.0,22.0,26.0,5.0,77.0,0.0,0.0,4.0,1.0,50.0,23.0,0.0,6.0,0.0,7.0,8.0,24.0,7.0,10.0,4.0,1.0,0.0,11.0,6.0,30.0,0.0,10.0,2.0,0.0,9.0,67.0,0.0,28.0,0.0,18.0,25.0,2.0,8.0,1.0,8.0,28.0,7.0,0.0,56.0,0.0,27.0,0.0,8.0,8.0,1.0,0.0,12.0,1.0,1.0,0.0,6.0,2.0,95.0,6.0,0.0,3.0,8.0,2.0,0.0,0.0,5.0,0.0,0.0,20.0,0.0,5.0,0.0,28.0,57.0,1.0,23.0,0.0,23.0,1.0,1.0,0.0,1.0,14.0,1.0,26.0,22.0,0.0,28.0,6.0,0.0,65.0,24.0,45.0,19.0,55.0,12.0,32.0,14.0,25.0,1.0,5.0,44.0,17.0,28.0,14.0,2.0,15.0,1.0,2.0,30.0,24.0,43.0,1.0,26.0,86.0,66.0,7.0,0.0,3.0,1.0,71.0,0.0,5.0,2.0,0.0,2.0,0.0,12.0,23.0,1.0,21.0
39,160221039.0,0.0,1.0,6.0,15.0,15.0,1.0,12.0,2.0,6.0,2.0,2.0,4.0,1.0,2.0,0.0,6.0,3.0,1.0,1.0,2.0,7.0,11.0,5.0,6.0,1.0,16.0,1.0,15.0,14.0,6.0,8.0,0.0,0.0,2.0,0.0,43.0,33.0,6.0,0.0,0.0,1.0,5.0,20.0,16.0,5.0,2.0,0.0,0.0,4.0,6.0,5.0,0.0,5.0,1.0,0.0,1.0,8.0,0.0,8.0,0.0,7.0,3.0,3.0,2.0,1.0,6.0,14.0,2.0,0.0,14.0,0.0,19.0,1.0,4.0,2.0,0.0,0.0,4.0,1.0,1.0,4.0,4.0,2.0,60.0,4.0,1.0,7.0,10.0,4.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,4.0,0.0,15.0,9.0,0.0,4.0,0.0,6.0,3.0,0.0,2.0,0.0,8.0,1.0,10.0,14.0,0.0,14.0,3.0,0.0,26.0,11.0,7.0,7.0,12.0,36.0,27.0,5.0,4.0,0.0,3.0,22.0,12.0,9.0,8.0,9.0,8.0,0.0,4.0,21.0,11.0,21.0,0.0,18.0,32.0,10.0,9.0,0.0,2.0,2.0,16.0,0.0,2.0,1.0,0.0,3.0,0.0,7.0,2.0,1.0,9.0
40,162304989.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
