,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54
20,3011418180.0,4.0,30.0,25.0,88.0,27.0,3.0,79.0,50.0,7.0,10.0,8.0,10.0,20.0,9.0,0.0,86.0,52.0,71.0,80.0,0.0,5.0,45.0,5.0,64.0,4.0,13.0,17.0,13.0,29.0,0.0,44.0,9.0,18.0,13.0,1.0,5.0,74.0,10.0,2.0,68.0,7.0,56.0,39.0,2.0,0.0,1.0,9.0,30.0,1.0,7.0,14.0,0.0,1.0,6.0
21,3378668294.0,2.0,1.0,2.0,20.0,18.0,1.0,18.0,27.0,4.0,71.0,0.0,5.0,8.0,4.0,0.0,28.0,14.0,29.0,25.0,5.0,0.0,8.0,3.0,16.0,2.0,6.0,13.0,10.0,4.0,0.0,69.0,0.0,6.0,11.0,0.0,3.0,23.0,9.0,2.0,27.0,3.0,20.0,27.0,3.0,0.0,0.0,30.0,1.0,4.0,7.0,2.0,0.0,0.0,3.0
22,370092843.0,2.0,841.0,74.0,1019.0,32.0,1.0,370.0,69.0,0.0,5.0,16.0,4.0,35.0,3.0,0.0,822.0,547.0,131.0,297.0,45.0,8.0,0.0,18.0,125.0,0.0,17.0,8.0,18.0,58.0,0.0,45.0,43.0,34.0,3.0,1.0,2.0,204.0,4.0,1.0,92.0,3.0,114.0,72.0,0.0,0.0,0.0,7.0,28.0,4.0,12.0,18.0,0.0,0.0,0.0
23,4344951854.0,0.0,25.0,14.0,25.0,10.0,0.0,21.0,3.0,0.0,2.0,6.0,1.0,3.0,0.0,0.0,20.0,12.0,10.0,14.0,5.0,3.0,18.0,0.0,10.0,0.0,1.0,2.0,2.0,6.0,0.0,4.0,4.0,5.0,1.0,1.0,0.0,25.0,1.0,0.0,8.0,1.0,12.0,14.0,0.0,0.0,1.0,0.0,3.0,1.0,5.0,2.0,0.0,0.0,0.0
24,4861887744.0,3.0,101.0,56.0,305.0,46.0,4.0,212.0,143.0,1.0,14.0,15.0,6.0,39.0,5.0,1.0,292.0,133.0,217.0,229.0,64.0,16.0,125.0,10.0,0.0,1.0,25.0,15.0,29.0,55.0,0.0,165.0,17.0,33.0,14.0,1.0,5.0,189.0,8.0,3.0,176.0,4.0,191.0,94.0,2.0,0.0,2.0,6.0,41.0,10.0,13.0,31.0,0.0,0.0,5.0
25,4864314450.0,24.0,0.0,0.0,2.0,3.0,12.0,4.0,4.0,15.0,2.0,0.0,39.0,0.0,19.0,0.0,3.0,0.0,2.0,2.0,4.0,2.0,0.0,0.0,1.0,0.0,1.0,42.0,5.0,0.0,0.0,9.0,0.0,0.0,25.0,0.0,2.0,1.0,3.0,0.0,3.0,2.0,1.0,5.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,17.0
26,540884301.0,1.0,2.0,5.0,51.0,7.0,1.0,43.0,37.0,0.0,9.0,1.0,4.0,5.0,2.0,0.0,48.0,18.0,45.0,49.0,13.0,6.0,17.0,1.0,25.0,1.0,0.0,7.0,16.0,9.0,0.0,36.0,3.0,2.0,3.0,1.0,3.0,23.0,6.0,0.0,29.0,5.0,31.0,23.0,1.0,0.0,0.0,4.0,4.0,0.0,3.0,5.0,0.0,0.0,2.0
27,58516766.0,164.0,1.0,1.0,42.0,25.0,141.0,40.0,40.0,139.0,13.0,0.0,727.0,4.0,881.0,5.0,27.0,8.0,22.0,40.0,17.0,13.0,8.0,2.0,15.0,42.0,7.0,0.0,104.0,5.0,0.0,85.0,0.0,2.0,220.0,0.0,8.0,18.0,21.0,4.0,23.0,18.0,16.0,56.0,6.0,0.0,8.0,10.0,3.0,3.0,0.0,2.0,0.0,5.0,149.0
28,61524466.0,43.0,0.0,9.0,64.0,22.0,27.0,61.0,61.0,23.0,11.0,0.0,67.0,5.0,26.0,5.0,47.0,20.0,37.0,58.0,13.0,10.0,18.0,2.0,29.0,5.0,16.0,104.0,0.0,8.0,0.0,95.0,0.0,2.0,105.0,0.0,7.0,28.0,27.0,14.0,39.0,13.0,27.0,59.0,5.0,0.0,5.0,7.0,5.0,3.0,0.0,9.0,0.0,1.0,21.0
29,69302901.0,1.0,28.0,20.0,100.0,16.0,1.0,73.0,44.0,0.0,4.0,6.0,2.0,20.0,1.0,0.0,95.0,55.0,54.0,94.0,29.0,4.0,58.0,6.0,55.0,0.0,9.0,5.0,8.0,0.0,0.0,32.0,10.0,21.0,3.0,1.0,1.0,57.0,4.0,0.0,44.0,2.0,46.0,28.0,0.0,0.0,0.0,6.0,19.0,0.0,9.0,14.0,0.0,0.0,1.0
30,7.91643479915e+17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,7.037815820420588e+17,36.0,5.0,14.0,190.0,66.0,22.0,172.0,248.0,14.0,47.0,2.0,56.0,20.0,29.0,1.0,228.0,58.0,250.0,288.0,44.0,69.0,45.0,4.0,165.0,9.0,36.0,85.0,95.0,32.0,0.0,0.0,2.0,16.0,73.0,1.0,26.0,109.0,24.0,11.0,261.0,18.0,147.0,173.0,11.0,0.0,18.0,45.0,18.0,18.0,11.0,16.0,0.0,5.0,43.0
32,7.106005821642506e+17,0.0,108.0,9.0,107.0,12.0,0.0,22.0,6.0,0.0,0.0,6.0,0.0,8.0,0.0,0.0,33.0,25.0,37.0,17.0,9.0,0.0,43.0,4.0,17.0,0.0,3.0,0.0,0.0,10.0,0.0,2.0,0.0,7.0,0.0,1.0,0.0,47.0,0.0,0.0,23.0,0.0,80.0,11.0,0.0,0.0,0.0,0.0,5.0,0.0,7.0,5.0,0.0,0.0,0.0
33,7.20436554771116e+17,0.0,30.0,17.0,47.0,19.0,0.0,39.0,21.0,0.0,1.0,7.0,1.0,17.0,1.0,0.0,56.0,37.0,31.0,41.0,18.0,6.0,34.0,5.0,33.0,0.0,2.0,2.0,2.0,21.0,0.0,16.0,7.0,0.0,1.0,1.0,0.0,42.0,2.0,0.0,38.0,1.0,35.0,26.0,0.0,0.0,0.0,1.0,12.0,4.0,9.0,10.0,0.0,0.0,0.0
34,729894487.0,143.0,0.0,2.0,27.0,20.0,98.0,31.0,36.0,90.0,10.0,0.0,216.0,6.0,110.0,2.0,20.0,8.0,19.0,24.0,13.0,11.0,3.0,1.0,14.0,25.0,3.0,220.0,105.0,3.0,0.0,73.0,0.0,1.0,0.0,0.0,3.0,17.0,22.0,6.0,26.0,16.0,16.0,45.0,2.0,0.0,3.0,6.0,2.0,2.0,0.0,2.0,0.0,6.0,105.0
35,730088562.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
36,742289460.0,4.0,0.0,0.0,12.0,3.0,2.0,6.0,10.0,1.0,2.0,0.0,4.0,0.0,2.0,0.0,6.0,0.0,2.0,17.0,5.0,3.0,2.0,0.0,5.0,2.0,3.0,8.0,7.0,1.0,0.0,26.0,0.0,0.0,3.0,0.0,0.0,5.0,1.0,0.0,9.0,0.0,2.0,7.0,5.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0
37,7.453915798006047e+17,2.0,436.0,87.0,502.0,55.0,3.0,277.0,103.0,1.0,19.0,19.0,11.0,43.0,8.0,0.0,365.0,163.0,228.0,236.0,74.0,23.0,204.0,25.0,189.0,1.0,23.0,18.0,28.0,57.0,0.0,109.0,47.0,42.0,17.0,1.0,5.0,0.0,13.0,1.0,196.0,8.0,197.0,112.0,4.0,0.0,1.0,9.0,43.0,7.0,16.0,29.0,0.0,1.0,2.0
38,7.513127665063731e+17,5.0,2.0,4.0,15.0,11.0,2.0,12.0,14.0,11.0,7.0,0.0,8.0,3.0,10.0,1.0,17.0,5.0,12.0,17.0,10.0,9.0,4.0,1.0,8.0,3.0,6.0,21.0,27.0,4.0,0.0,24.0,0.0,2.0,22.0,0.0,1.0,13.0,0.0,1.0,12.0,5.0,9.0,16.0,0.0,0.0,1.0,3.0,1.0,1.0,3.0,1.0,0.0,0.0,4.0
39,7.796301699297403e+17,2.0,0.0,0.0,5.0,3.0,0.0,4.0,4.0,1.0,1.0,0.0,3.0,2.0,1.0,0.0,4.0,5.0,6.0,3.0,2.0,2.0,1.0,0.0,3.0,0.0,0.0,4.0,14.0,0.0,0.0,11.0,0.0,0.0,6.0,0.0,0.0,1.0,1.0,0.0,6.0,1.0,6.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
40,7.854707486472356e+17,8.0,77.0,47.0,267.0,55.0,8.0,197.0,153.0,5.0,18.0,11.0,20.0,43.0,13.0,1.0,272.0,96.0,221.0,275.0,68.0,27.0,92.0,8.0,176.0,3.0,29.0,23.0,39.0,44.0,0.0,261.0,23.0,38.0,26.0,1.0,9.0,196.0,12.0,6.0,0.0,9.0,188.0,111.0,8.0,0.0,3.0,17.0,38.0,9.0,15.0,25.0,0.0,3.0,10.0
41,7.981946285414769e+17,6.0,0.0,1.0,12.0,11.0,5.0,12.0,12.0,2.0,7.0,0.0,13.0,3.0,8.0,0.0,10.0,1.0,8.0,13.0,7.0,3.0,3.0,1.0,4.0,2.0,5.0,18.0,13.0,2.0,0.0,18.0,0.0,1.0,16.0,0.0,0.0,8.0,5.0,1.0,9.0,0.0,7.0,14.0,3.0,0.0,1.0,3.0,0.0,2.0,0.0,1.0,0.0,34.0,6.0
42,8.159112482483692e+17,4.0,125.0,49.0,322.0,63.0,2.0,203.0,133.0,1.0,14.0,16.0,7.0,46.0,4.0,0.0,257.0,122.0,229.0,220.0,56.0,20.0,114.0,12.0,191.0,1.0,31.0,16.0,27.0,46.0,0.0,147.0,80.0,35.0,16.0,1.0,2.0,197.0,9.0,6.0,188.0,7.0,0.0,97.0,2.0,0.0,1.0,11.0,32.0,8.0,13.0,27.0,0.0,0.0,5.0
43,8.165591268096369e+17,20.0,81.0,37.0,161.0,61.0,14.0,120.0,95.0,8.0,20.0,11.0,28.0,32.0,15.0,1.0,143.0,72.0,114.0,132.0,39.0,27.0,72.0,14.0,94.0,5.0,23.0,56.0,59.0,28.0,0.0,173.0,11.0,26.0,45.0,1.0,7.0,112.0,16.0,9.0,111.0,14.0,97.0,0.0,6.0,0.0,4.0,12.0,21.0,7.0,10.0,15.0,0.0,3.0,19.0
44,817507375.0,2.0,0.0,1.0,4.0,4.0,1.0,7.0,6.0,1.0,3.0,0.0,1.0,1.0,1.0,0.0,3.0,3.0,1.0,4.0,2.0,3.0,0.0,0.0,2.0,0.0,1.0,6.0,5.0,0.0,0.0,11.0,0.0,0.0,2.0,0.0,5.0,4.0,0.0,0.0,8.0,3.0,2.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
45,8.256747820457124e+17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,8.584123721044337e+17,1.0,0.0,1.0,3.0,2.0,2.0,3.0,4.0,0.0,2.0,0.0,1.0,0.0,1.0,42.0,2.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,8.0,5.0,0.0,0.0,18.0,0.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
47,8.721770636118712e+17,3.0,1.0,1.0,15.0,4.0,2.0,18.0,13.0,6.0,14.0,0.0,5.0,3.0,3.0,1.0,29.0,6.0,11.0,27.0,9.0,30.0,7.0,0.0,6.0,2.0,4.0,10.0,7.0,6.0,0.0,45.0,0.0,1.0,6.0,0.0,3.0,9.0,3.0,1.0,17.0,3.0,11.0,12.0,3.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,6.0
48,8.775749149658194e+17,0.0,30.0,12.0,52.0,12.0,1.0,43.0,25.0,0.0,4.0,4.0,0.0,15.0,1.0,0.0,50.0,29.0,35.0,41.0,30.0,1.0,28.0,3.0,41.0,1.0,4.0,3.0,5.0,19.0,0.0,18.0,5.0,12.0,2.0,1.0,1.0,43.0,1.0,0.0,38.0,0.0,32.0,21.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,11.0,0.0,0.0,0.0
49,8.849835205438628e+17,0.0,0.0,1.0,5.0,5.0,0.0,4.0,4.0,0.0,2.0,0.0,2.0,3.0,1.0,0.0,8.0,2.0,16.0,4.0,1.0,4.0,4.0,1.0,10.0,0.0,0.0,3.0,3.0,0.0,0.0,18.0,0.0,4.0,2.0,0.0,0.0,7.0,1.0,0.0,9.0,2.0,8.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
50,8.959394730027745e+17,0.0,12.0,7.0,17.0,9.0,0.0,16.0,7.0,0.0,9.0,9.0,0.0,9.0,0.0,0.0,20.0,15.0,9.0,15.0,7.0,7.0,12.0,5.0,13.0,0.0,3.0,0.0,0.0,9.0,0.0,11.0,7.0,9.0,0.0,1.0,0.0,16.0,3.0,0.0,15.0,0.0,13.0,10.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,5.0,0.0,0.0,1.0
51,9.119818808822989e+17,2.0,13.0,14.0,34.0,10.0,1.0,33.0,21.0,0.0,3.0,5.0,1.0,12.0,2.0,0.0,34.0,21.0,35.0,31.0,14.0,2.0,18.0,2.0,31.0,0.0,5.0,2.0,9.0,14.0,0.0,16.0,5.0,10.0,2.0,1.0,0.0,29.0,1.0,0.0,25.0,1.0,27.0,15.0,0.0,0.0,0.0,1.0,11.0,2.0,5.0,0.0,0.0,0.0,1.0
52,9.127430059661066e+17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,9.317240215525048e+17,4.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,1.0,1.0,0.0,6.0,0.0,5.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,0.0,5.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,3.0,34.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
54,9.347037552196198e+17,72.0,0.0,0.0,8.0,10.0,68.0,13.0,19.0,60.0,2.0,0.0,155.0,2.0,89.0,0.0,9.0,1.0,7.0,21.0,6.0,3.0,0.0,0.0,5.0,17.0,2.0,149.0,21.0,1.0,0.0,43.0,0.0,0.0,105.0,0.0,5.0,2.0,4.0,1.0,10.0,6.0,5.0,19.0,5.0,0.0,1.0,6.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0
