,0,1,2,3,4,5,6,7
0,-1.0,122892292.0,145574853.0,2164857816.0,230347300.0,4833615501.0,534614789.0,8.923646005529395e+17
1,122892292.0,0.0,2.0,2.0,13.0,3.0,0.0,3.0
2,145574853.0,2.0,0.0,1.0,6.0,1.0,1.0,2.0
3,2164857816.0,2.0,1.0,0.0,1.0,3.0,1.0,3.0
4,230347300.0,13.0,6.0,1.0,0.0,0.0,1.0,0.0
5,4833615501.0,3.0,1.0,3.0,0.0,0.0,2.0,8.0
6,534614789.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0
7,8.923646005529395e+17,3.0,2.0,3.0,0.0,8.0,0.0,0.0
