,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
12,1586431392.0,1.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,4.0,3.0,0.0,7.0,4.0,8.0,6.0,3.0,2.0,1.0,0.0,2.0,0.0,2.0,4.0,0.0,4.0,3.0,1.0,6.0,3.0,2.0,2.0,0.0,1.0,0.0,5.0,0.0,0.0,3.0,3.0,3.0,2.0,0.0,2.0,0.0,0.0,6.0,3.0,1.0,8.0,0.0,0.0,0.0,8.0,1.0,3.0,0.0,1.0,4.0,8.0,4.0,1.0,8.0,9.0,3.0,1.0,7.0,5.0,7.0,5.0,0.0,0.0,2.0,0.0,0.0,1.0,3.0,0.0,8.0,5.0,5.0,0.0,1.0,0.0,4.0,9.0,0.0,0.0,0.0,8.0,0.0
13,1610054502.0,2.0,2.0,0.0,15.0,0.0,22.0,0.0,2.0,28.0,8.0,0.0,0.0,0.0,15.0,0.0,8.0,6.0,4.0,2.0,0.0,0.0,0.0,3.0,16.0,0.0,2.0,12.0,0.0,3.0,5.0,0.0,16.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,4.0,7.0,8.0,5.0,0.0,0.0,0.0,10.0,12.0,0.0,0.0,0.0,0.0,1.0,6.0,2.0,1.0,7.0,3.0,0.0,2.0,1.0,0.0,0.0,5.0,0.0,0.0,12.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0
14,16704201.0,22.0,21.0,0.0,16.0,0.0,72.0,29.0,5.0,30.0,76.0,1.0,1.0,15.0,0.0,0.0,8.0,7.0,50.0,59.0,0.0,20.0,44.0,47.0,98.0,11.0,42.0,34.0,1.0,6.0,9.0,6.0,113.0,1.0,58.0,47.0,21.0,26.0,38.0,22.0,15.0,2.0,8.0,22.0,26.0,6.0,10.0,30.0,34.0,17.0,9.0,5.0,28.0,0.0,0.0,43.0,29.0,3.0,42.0,3.0,7.0,5.0,17.0,16.0,33.0,10.0,36.0,58.0,13.0,6.0,7.0,45.0,47.0,2.0,3.0,20.0,33.0,41.0,39.0,5.0,7.0,58.0,1.0,2.0,14.0,3.0,0.0,14.0,63.0,25.0,0.0,42.0,4.0,17.0,51.0,4.0,6.0,0.0,33.0,31.0
15,17481929.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,187196080.0,5.0,11.0,0.0,5.0,0.0,18.0,4.0,0.0,4.0,24.0,0.0,3.0,8.0,8.0,0.0,0.0,0.0,17.0,23.0,0.0,12.0,17.0,13.0,22.0,8.0,17.0,7.0,0.0,4.0,5.0,2.0,23.0,1.0,21.0,18.0,8.0,13.0,17.0,7.0,8.0,0.0,2.0,4.0,7.0,0.0,0.0,12.0,19.0,10.0,4.0,1.0,6.0,0.0,0.0,15.0,5.0,3.0,12.0,1.0,3.0,2.0,11.0,3.0,15.0,1.0,6.0,16.0,3.0,2.0,6.0,21.0,23.0,1.0,3.0,7.0,11.0,21.0,16.0,1.0,1.0,14.0,1.0,1.0,5.0,3.0,0.0,9.0,24.0,11.0,0.0,7.0,0.0,7.0,26.0,1.0,2.0,0.0,12.0,7.0
17,214351319.0,0.0,2.0,0.0,5.0,0.0,13.0,1.0,1.0,6.0,10.0,1.0,0.0,6.0,7.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,2.0,3.0,4.0,2.0,2.0,5.0,0.0,0.0,5.0,0.0,10.0,0.0,7.0,4.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,3.0,1.0,2.0,0.0,1.0,3.0,0.0,0.0,1.0,5.0,0.0,0.0,3.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,10.0,3.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,2.0,2.0,2.0,3.0,2.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,7.0,0.0,1.0,4.0,0.0,1.0,0.0,2.0,7.0
18,2171819712.0,21.0,64.0,1.0,7.0,0.0,62.0,32.0,1.0,3.0,216.0,1.0,4.0,4.0,50.0,0.0,17.0,2.0,0.0,359.0,0.0,101.0,90.0,122.0,250.0,35.0,234.0,19.0,16.0,14.0,7.0,19.0,156.0,4.0,186.0,235.0,99.0,104.0,215.0,47.0,56.0,5.0,11.0,16.0,74.0,2.0,71.0,143.0,108.0,115.0,21.0,6.0,114.0,1.0,3.0,159.0,77.0,5.0,138.0,7.0,7.0,20.0,64.0,34.0,76.0,0.0,14.0,121.0,28.0,12.0,18.0,120.0,150.0,5.0,11.0,41.0,57.0,162.0,114.0,8.0,16.0,34.0,2.0,4.0,103.0,17.0,0.0,55.0,216.0,124.0,0.0,14.0,5.0,45.0,163.0,37.0,24.0,0.0,131.0,26.0
19,2181547820.0,21.0,78.0,1.0,11.0,6.0,83.0,47.0,2.0,3.0,304.0,1.0,3.0,2.0,59.0,0.0,23.0,3.0,359.0,0.0,0.0,140.0,154.0,139.0,318.0,61.0,320.0,28.0,23.0,28.0,11.0,24.0,191.0,4.0,261.0,396.0,159.0,140.0,264.0,78.0,94.0,8.0,22.0,35.0,81.0,9.0,105.0,223.0,172.0,132.0,28.0,8.0,160.0,5.0,6.0,207.0,111.0,6.0,176.0,11.0,7.0,37.0,77.0,54.0,89.0,2.0,15.0,129.0,28.0,13.0,27.0,172.0,179.0,18.0,12.0,56.0,80.0,190.0,215.0,21.0,29.0,38.0,1.0,6.0,165.0,19.0,0.0,86.0,305.0,141.0,0.0,17.0,9.0,50.0,195.0,41.0,28.0,0.0,169.0,41.0
20,2259280134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,2298981186.0,12.0,41.0,0.0,2.0,0.0,55.0,10.0,0.0,0.0,187.0,0.0,7.0,0.0,20.0,0.0,12.0,1.0,101.0,140.0,0.0,0.0,101.0,96.0,163.0,28.0,73.0,1.0,0.0,7.0,0.0,19.0,95.0,2.0,138.0,75.0,34.0,92.0,90.0,49.0,64.0,7.0,7.0,2.0,56.0,2.0,11.0,108.0,116.0,68.0,12.0,1.0,41.0,0.0,5.0,127.0,47.0,1.0,140.0,2.0,6.0,30.0,95.0,33.0,56.0,1.0,1.0,87.0,24.0,23.0,18.0,130.0,127.0,16.0,7.0,57.0,65.0,128.0,119.0,16.0,4.0,14.0,0.0,4.0,35.0,23.0,0.0,77.0,171.0,105.0,0.0,8.0,7.0,34.0,142.0,7.0,14.0,0.0,90.0,5.0
22,2543412949.0,10.0,53.0,0.0,18.0,0.0,55.0,9.0,6.0,5.0,157.0,1.0,4.0,0.0,44.0,0.0,17.0,2.0,90.0,154.0,0.0,101.0,0.0,82.0,174.0,96.0,69.0,19.0,1.0,54.0,5.0,11.0,126.0,3.0,129.0,85.0,30.0,75.0,94.0,72.0,47.0,21.0,9.0,21.0,50.0,19.0,18.0,83.0,110.0,53.0,12.0,3.0,56.0,0.0,23.0,104.0,34.0,4.0,115.0,1.0,5.0,32.0,51.0,21.0,58.0,0.0,11.0,78.0,15.0,11.0,43.0,108.0,93.0,4.0,7.0,45.0,71.0,117.0,134.0,64.0,73.0,33.0,0.0,2.0,28.0,14.0,0.0,55.0,156.0,78.0,4.0,28.0,5.0,31.0,98.0,8.0,14.0,0.0,81.0,37.0
