,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64
40,628960161.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,5.0,2.0,6.0,0.0,3.0,0.0,3.0,1.0,7.0,1.0,5.0,0.0,0.0,5.0,1.0,1.0,4.0,1.0,1.0,0.0,9.0,5.0,2.0,4.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,2.0,1.0,5.0,0.0,0.0,2.0,0.0,10.0,0.0,0.0,5.0,1.0,0.0
41,67100318.0,61.0,127.0,0.0,0.0,0.0,6.0,0.0,0.0,171.0,0.0,1.0,3.0,360.0,14.0,0.0,7.0,0.0,488.0,649.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,373.0,0.0,0.0,4.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,7.105260071328522e+17,0.0,2.0,40.0,0.0,0.0,2.0,1.0,1.0,2.0,6.0,45.0,12.0,1.0,83.0,11.0,10.0,0.0,7.0,1.0,4.0,13.0,0.0,3.0,9.0,0.0,21.0,2.0,15.0,8.0,2.0,1.0,1.0,16.0,1.0,1.0,3.0,12.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,17.0,0.0,1.0,0.0,63.0,0.0,15.0,1.0,2.0,57.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,21.0,0.0,0.0
43,7.154919439505859e+17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,7.331642951821107e+17,0.0,7.0,2.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,4.0,0.0,2.0,0.0,0.0,1.0,0.0,12.0,1.0,0.0,0.0,5.0,38.0,1.0,5.0,9.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,4.0,0.0,6.0,22.0,1.0,1.0
45,7.359003038415831e+17,0.0,6.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,55.0,2.0,16.0,123.0,3.0,0.0,0.0,2.0,6.0,2.0,9.0,0.0,0.0,3.0,0.0,39.0,1.0,8.0,1.0,0.0,0.0,0.0,25.0,0.0,3.0,0.0,7.0,0.0,0.0,0.0,8.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,14.0,0.0,2.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.0,0.0
46,7.399461729666785e+17,18.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,75.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0,232.0,268.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,373.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
47,7.54341597354029e+17,0.0,17.0,3.0,0.0,18.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,1.0,2.0,1.0,4.0,0.0,2.0,0.0,0.0,1.0,0.0,68.0,2.0,0.0,0.0,42.0,60.0,1.0,3.0,2.0,43.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,46.0,0.0,4.0
48,763480296.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,20.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,11.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,18.0,0.0,2.0,4.0,1.0,1.0
49,769300429.0,3.0,55.0,216.0,0.0,1.0,27.0,3.0,7.0,43.0,46.0,100.0,45.0,38.0,547.0,32.0,135.0,1.0,97.0,4.0,17.0,105.0,2.0,8.0,79.0,8.0,69.0,15.0,247.0,53.0,14.0,8.0,3.0,39.0,12.0,10.0,17.0,15.0,0.0,8.0,5.0,4.0,63.0,0.0,1.0,35.0,1.0,3.0,2.0,0.0,0.0,15.0,8.0,10.0,246.0,3.0,1.0,1.0,0.0,6.0,0.0,5.0,159.0,1.0,2.0
