,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130
10,1235574732.0,1.0,6.0,1.0,1.0,0.0,1.0,2.0,1.0,2.0,0.0,6.0,0.0,3.0,0.0,3.0,1.0,0.0,3.0,0.0,1.0,2.0,0.0,3.0,4.0,3.0,3.0,2.0,0.0,1.0,10.0,6.0,8.0,0.0,1.0,2.0,8.0,3.0,1.0,1.0,0.0,0.0,1.0,2.0,4.0,1.0,2.0,1.0,3.0,1.0,0.0,4.0,0.0,2.0,3.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,2.0,0.0,1.0,4.0,3.0,2.0,2.0,2.0,0.0,0.0,3.0,2.0,2.0,3.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,1.0,3.0,3.0,1.0,2.0,1.0,8.0,1.0,2.0,2.0,0.0,6.0,8.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,3.0,3.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0
11,123907301.0,4.0,21.0,0.0,2.0,1.0,5.0,2.0,1.0,8.0,6.0,0.0,1.0,12.0,2.0,4.0,0.0,0.0,2.0,2.0,3.0,1.0,0.0,11.0,9.0,18.0,16.0,3.0,0.0,2.0,21.0,24.0,30.0,0.0,5.0,3.0,16.0,0.0,6.0,0.0,3.0,1.0,2.0,0.0,21.0,1.0,1.0,0.0,9.0,4.0,0.0,8.0,1.0,0.0,5.0,1.0,2.0,5.0,0.0,4.0,5.0,1.0,1.0,0.0,0.0,4.0,1.0,8.0,0.0,4.0,0.0,5.0,9.0,4.0,1.0,1.0,10.0,3.0,0.0,11.0,18.0,1.0,19.0,0.0,2.0,2.0,0.0,4.0,14.0,5.0,10.0,5.0,2.0,1.0,6.0,22.0,2.0,7.0,5.0,25.0,1.0,4.0,7.0,7.0,13.0,21.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,13.0,5.0,4.0,2.0,3.0,0.0,11.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,1.0,5.0,4.0
12,1281335275.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,7.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13,130307355.0,14.0,28.0,1.0,3.0,2.0,8.0,32.0,2.0,3.0,3.0,12.0,3.0,0.0,17.0,11.0,3.0,0.0,10.0,6.0,4.0,23.0,0.0,44.0,13.0,23.0,22.0,6.0,0.0,8.0,124.0,100.0,64.0,2.0,21.0,3.0,108.0,33.0,22.0,6.0,14.0,1.0,7.0,1.0,59.0,0.0,6.0,0.0,20.0,0.0,0.0,70.0,4.0,1.0,51.0,1.0,2.0,7.0,0.0,5.0,4.0,2.0,1.0,4.0,1.0,8.0,1.0,8.0,0.0,29.0,9.0,4.0,27.0,19.0,6.0,5.0,15.0,5.0,0.0,21.0,12.0,0.0,19.0,0.0,4.0,0.0,1.0,6.0,4.0,17.0,29.0,1.0,16.0,1.0,3.0,33.0,11.0,47.0,5.0,76.0,1.0,4.0,6.0,4.0,21.0,47.0,1.0,10.0,4.0,0.0,6.0,0.0,1.0,22.0,8.0,42.0,1.0,32.0,0.0,42.0,0.0,1.0,22.0,3.0,5.0,1.0,0.0,1.0,0.0,28.0,5.0
14,134347018.0,0.0,7.0,0.0,0.0,1.0,2.0,9.0,0.0,2.0,0.0,2.0,0.0,17.0,0.0,5.0,3.0,0.0,0.0,1.0,0.0,5.0,0.0,6.0,2.0,0.0,3.0,25.0,0.0,0.0,36.0,24.0,10.0,4.0,4.0,0.0,41.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,0.0,10.0,0.0,0.0,20.0,0.0,1.0,8.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,8.0,0.0,0.0,3.0,6.0,12.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,7.0,0.0,3.0,0.0,0.0,1.0,0.0,7.0,1.0,8.0,1.0,0.0,0.0,0.0,5.0,14.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,1.0,3.0,0.0,9.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,4.0
15,141475437.0,3.0,21.0,1.0,0.0,0.0,1.0,11.0,1.0,2.0,3.0,4.0,1.0,11.0,5.0,0.0,3.0,0.0,3.0,0.0,0.0,9.0,0.0,5.0,5.0,4.0,4.0,1.0,0.0,1.0,19.0,24.0,28.0,0.0,3.0,1.0,36.0,12.0,3.0,2.0,3.0,0.0,1.0,2.0,23.0,3.0,2.0,1.0,9.0,0.0,0.0,24.0,0.0,1.0,19.0,1.0,1.0,2.0,0.0,2.0,3.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,14.0,2.0,2.0,7.0,6.0,4.0,6.0,1.0,0.0,0.0,2.0,3.0,0.0,5.0,0.0,4.0,0.0,0.0,1.0,0.0,8.0,20.0,1.0,2.0,0.0,8.0,3.0,2.0,5.0,2.0,24.0,1.0,2.0,5.0,0.0,11.0,20.0,1.0,12.0,5.0,0.0,3.0,0.0,2.0,2.0,5.0,13.0,0.0,9.0,0.0,20.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,14.0,7.0
16,144160801.0,2.0,4.0,1.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,0.0,1.0,3.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,4.0,0.0,0.0,0.0,10.0,5.0,1.0,0.0,2.0,0.0,0.0,2.0,5.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,2.0,0.0,2.0,1.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,4.0,0.0,1.0,2.0,0.0,7.0,6.0,0.0,2.0,3.0,0.0,2.0,0.0,1.0,0.0,3.0,3.0,0.0,3.0,0.0,3.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0
17,14502433.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,145535500.0,5.0,9.0,1.0,6.0,0.0,7.0,7.0,0.0,1.0,3.0,2.0,0.0,10.0,0.0,3.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,17.0,6.0,17.0,3.0,2.0,0.0,8.0,17.0,14.0,6.0,0.0,6.0,2.0,15.0,5.0,22.0,2.0,1.0,4.0,9.0,2.0,13.0,1.0,4.0,1.0,7.0,2.0,0.0,7.0,2.0,1.0,3.0,0.0,2.0,11.0,1.0,10.0,5.0,0.0,2.0,2.0,1.0,2.0,1.0,4.0,0.0,4.0,0.0,5.0,9.0,2.0,2.0,0.0,4.0,0.0,0.0,11.0,1.0,0.0,2.0,0.0,4.0,3.0,0.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0,6.0,21.0,5.0,1.0,3.0,6.0,1.0,2.0,1.0,8.0,3.0,10.0,0.0,2.0,3.0,0.0,0.0,0.0,1.0,16.0,1.0,3.0,1.0,2.0,0.0,7.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,1.0,0.0,3.0,1.0
19,1472466895.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,37.0,0.0,2.0,0.0,6.0,1.0,0.0,0.0,0.0,2.0,0.0,13.0,0.0,2.0,12.0,8.0,2.0,104.0,2.0,0.0,0.0,5.0,2.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,26.0,0.0,239.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,315.0,1.0,0.0,3.0,1.0,0.0,1.0,8.0,0.0,3.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
