,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66
21,2755463859.0,2.0,4.0,0.0,3.0,0.0,2.0,4.0,0.0,6.0,1.0,2.0,1.0,1.0,0.0,18.0,5.0,15.0,5.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,2.0,1.0,0.0,1.0,4.0,0.0,4.0,3.0,1.0,2.0,0.0,4.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,7.0,2.0,23.0,3.0,3.0,1.0,6.0,1.0,11.0,0.0,1.0,0.0,2.0,2.0,2.0,5.0
22,279593701.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,28072221.0,0.0,1.0,0.0,1.0,1.0,0.0,4.0,0.0,2.0,0.0,1.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0,2.0,0.0,1.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
24,2823591702.0,2.0,20.0,1.0,1.0,0.0,4.0,18.0,0.0,25.0,3.0,1.0,1.0,3.0,0.0,41.0,7.0,33.0,24.0,0.0,0.0,12.0,0.0,1.0,0.0,0.0,0.0,11.0,1.0,0.0,4.0,5.0,0.0,14.0,2.0,1.0,7.0,2.0,8.0,1.0,0.0,7.0,3.0,0.0,0.0,3.0,0.0,0.0,1.0,15.0,3.0,23.0,4.0,27.0,3.0,3.0,2.0,11.0,1.0,29.0,0.0,3.0,0.0,5.0,2.0,4.0,6.0
25,283321125.0,0.0,0.0,75.0,0.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,3.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,38.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
26,286625089.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,2886613249.0,2.0,41.0,9.0,0.0,0.0,4.0,25.0,0.0,32.0,0.0,0.0,0.0,2.0,0.0,21.0,8.0,8.0,25.0,0.0,1.0,2.0,0.0,1.0,11.0,9.0,0.0,0.0,0.0,0.0,2.0,10.0,0.0,21.0,8.0,1.0,6.0,1.0,10.0,5.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,1.0,2.0,20.0,7.0,17.0,5.0,25.0,7.0,6.0,0.0,5.0,0.0,52.0,1.0,1.0,0.0,6.0,6.0,9.0,6.0
28,2953587956.0,0.0,1.0,0.0,1.0,2.0,1.0,7.0,0.0,2.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,2.0,0.0,0.0,1.0
29,3018589736.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,312583003.0,1.0,7.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,1.0,2.0,0.0,0.0,0.0,6.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,3.0,0.0,3.0,5.0,0.0,0.0,1.0,1.0,7.0,0.0,1.0,0.0,5.0,0.0,2.0,0.0
31,313119250.0,2.0,18.0,2.0,2.0,3.0,2.0,14.0,0.0,16.0,3.0,0.0,1.0,2.0,0.0,16.0,9.0,11.0,10.0,0.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0,10.0,1.0,0.0,2.0,0.0,0.0,6.0,5.0,1.0,2.0,1.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0,1.0,4.0,15.0,0.0,11.0,3.0,17.0,10.0,4.0,1.0,4.0,1.0,22.0,1.0,3.0,0.0,6.0,4.0,9.0,5.0
32,321909700.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
33,3230555466.0,0.0,30.0,2.0,0.0,0.0,0.0,11.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,11.0,9.0,10.0,25.0,0.0,0.0,4.0,0.0,0.0,14.0,0.0,0.0,21.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,5.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,0.0,16.0,3.0,14.0,0.0,7.0,0.0,9.0,0.0,42.0,0.0,0.0,3.0,1.0,6.0,5.0,2.0
34,325393829.0,0.0,14.0,1.0,6.0,13.0,3.0,10.0,0.0,8.0,1.0,4.0,3.0,2.0,0.0,6.0,19.0,2.0,3.0,1.0,1.0,3.0,0.0,2.0,2.0,0.0,0.0,8.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,6.0,2.0,4.0,0.0,1.0,8.0,12.0,0.0,0.0,2.0,0.0,0.0,0.0,15.0,7.0,3.0,8.0,61.0,4.0,0.0,0.0,2.0,0.0,10.0,2.0,1.0,0.0,9.0,6.0,15.0,16.0
35,325744757.0,0.0,3.0,0.0,3.0,4.0,2.0,4.0,0.0,3.0,1.0,0.0,3.0,1.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,2.0,1.0,0.0,4.0,2.0,1.0,2.0,0.0,0.0,3.0,2.0,1.0,0.0,6.0,0.0,2.0,3.0
36,3277455930.0,3.0,9.0,4.0,4.0,7.0,12.0,17.0,0.0,11.0,5.0,1.0,4.0,10.0,0.0,5.0,8.0,1.0,3.0,0.0,2.0,2.0,0.0,1.0,7.0,8.0,0.0,6.0,0.0,0.0,4.0,2.0,0.0,2.0,6.0,5.0,0.0,3.0,7.0,1.0,0.0,2.0,4.0,0.0,0.0,2.0,0.0,2.0,0.0,10.0,16.0,3.0,2.0,22.0,11.0,1.0,2.0,1.0,2.0,13.0,3.0,4.0,0.0,14.0,2.0,2.0,5.0
37,3308580440.0,0.0,3.0,2.0,28.0,1.0,3.0,7.0,0.0,5.0,3.0,1.0,1.0,3.0,15.0,0.0,3.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,3.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,4.0,1.0,1.0,2.0,2.0,0.0,0.0,5.0,1.0,0.0,27.0,0.0,19.0,7.0,1.0,4.0,0.0,2.0,0.0,2.0,0.0
38,3310298172.0,2.0,23.0,2.0,1.0,0.0,15.0,14.0,0.0,12.0,1.0,1.0,4.0,1.0,0.0,9.0,6.0,7.0,10.0,1.0,1.0,4.0,0.0,0.0,8.0,3.0,0.0,10.0,0.0,1.0,4.0,4.0,1.0,7.0,4.0,1.0,7.0,1.0,0.0,2.0,0.0,5.0,2.0,6.0,0.0,0.0,0.0,0.0,1.0,9.0,10.0,8.0,2.0,21.0,20.0,4.0,1.0,4.0,0.0,17.0,3.0,0.0,0.0,13.0,6.0,4.0,8.0
39,337034270.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,4.0,1.0,1.0,0.0,3.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
40,3389726902.0,0.0,2.0,1.0,3.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,3.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
41,342020125.0,0.0,15.0,4.0,1.0,1.0,3.0,3.0,0.0,7.0,1.0,1.0,1.0,1.0,0.0,18.0,16.0,17.0,6.0,1.0,1.0,3.0,0.0,0.0,7.0,1.0,0.0,2.0,0.0,0.0,1.0,4.0,1.0,2.0,8.0,0.0,2.0,2.0,5.0,0.0,1.0,0.0,5.0,0.0,0.0,2.0,1.0,1.0,0.0,6.0,1.0,11.0,3.0,40.0,0.0,3.0,2.0,4.0,2.0,16.0,0.0,2.0,0.0,1.0,8.0,9.0,5.0
42,357984828.0,1.0,8.0,1.0,2.0,4.0,5.0,7.0,0.0,5.0,4.0,1.0,3.0,0.0,0.0,8.0,7.0,12.0,3.0,1.0,0.0,4.0,1.0,0.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,4.0,3.0,2.0,12.0,0.0,4.0,0.0,2.0,0.0,1.0,5.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,8.0,2.0,8.0,6.0,33.0,0.0,3.0,1.0,6.0,1.0,7.0,2.0,1.0,0.0,6.0,2.0,5.0,5.0
43,382527275.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,3870001338.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,401184754.0,1.0,2.0,0.0,0.0,5.0,1.0,4.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,6.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0,3.0,0.0,4.0,1.0,1.0,1.0
46,421893092.0,0.0,2.0,2.0,5.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,9.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,6.0,1.0,7.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
47,450818786.0,0.0,3.0,2.0,2.0,16.0,2.0,6.0,0.0,4.0,1.0,1.0,0.0,3.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
48,4759411316.0,1.0,4.0,3.0,1.0,2.0,0.0,3.0,0.0,3.0,3.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,0.0,1.0,4.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,3.0,0.0,3.0,1.0,2.0,2.0,1.0,0.0,1.0,1.0,5.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0
