,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66
49,561833095.0,2.0,45.0,5.0,8.0,13.0,7.0,35.0,0.0,46.0,3.0,1.0,6.0,9.0,0.0,28.0,29.0,18.0,30.0,0.0,1.0,7.0,0.0,2.0,15.0,2.0,0.0,20.0,1.0,0.0,3.0,15.0,0.0,16.0,15.0,5.0,10.0,2.0,9.0,2.0,0.0,6.0,8.0,0.0,0.0,2.0,1.0,2.0,3.0,0.0,8.0,31.0,7.0,46.0,8.0,6.0,2.0,11.0,2.0,63.0,1.0,3.0,0.0,15.0,9.0,14.0,19.0
50,569195664.0,0.0,4.0,25.0,8.0,15.0,12.0,42.0,0.0,4.0,0.0,0.0,4.0,6.0,0.0,3.0,8.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0,3.0,38.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,16.0,2.0,10.0,0.0,2.0,1.0,2.0,70.0,0.0,3.0,0.0,1.0,0.0,8.0,0.0,2.0,7.0,26.0,1.0,0.0,0.0,0.0,0.0,8.0,3.0,3.0,0.0,13.0,0.0,0.0,8.0
51,580963125.0,2.0,36.0,1.0,1.0,2.0,2.0,33.0,0.0,33.0,1.0,0.0,1.0,2.0,0.0,60.0,10.0,42.0,29.0,0.0,0.0,7.0,1.0,0.0,23.0,0.0,0.0,17.0,0.0,0.0,3.0,11.0,0.0,16.0,3.0,1.0,3.0,0.0,8.0,4.0,0.0,11.0,8.0,0.0,0.0,0.0,0.0,1.0,3.0,31.0,2.0,0.0,6.0,24.0,6.0,8.0,1.0,16.0,0.0,54.0,0.0,1.0,0.0,2.0,4.0,12.0,9.0
52,584698030.0,2.0,14.0,1.0,1.0,2.0,3.0,15.0,0.0,8.0,1.0,1.0,0.0,0.0,0.0,7.0,5.0,5.0,3.0,1.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,1.0,3.0,8.0,0.0,2.0,0.0,2.0,1.0,2.0,3.0,6.0,1.0,0.0,1.0,1.0,1.0,1.0,7.0,7.0,6.0,0.0,10.0,1.0,2.0,2.0,2.0,1.0,13.0,1.0,1.0,0.0,2.0,2.0,4.0,5.0
53,59146843.0,11.0,52.0,11.0,13.0,18.0,40.0,58.0,0.0,55.0,13.0,8.0,5.0,11.0,0.0,47.0,79.0,40.0,33.0,2.0,2.0,23.0,0.0,3.0,27.0,2.0,0.0,25.0,8.0,0.0,3.0,17.0,3.0,14.0,61.0,4.0,22.0,5.0,21.0,1.0,1.0,40.0,33.0,0.0,0.0,6.0,2.0,3.0,2.0,46.0,26.0,24.0,10.0,0.0,25.0,4.0,3.0,19.0,3.0,82.0,7.0,7.0,0.0,36.0,30.0,20.0,44.0
54,60608464.0,14.0,27.0,1.0,3.0,5.0,30.0,42.0,0.0,12.0,5.0,0.0,5.0,4.0,0.0,8.0,3.0,1.0,6.0,0.0,1.0,3.0,0.0,1.0,3.0,0.0,0.0,7.0,2.0,0.0,5.0,10.0,1.0,0.0,4.0,2.0,11.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,8.0,1.0,6.0,1.0,25.0,0.0,1.0,1.0,0.0,1.0,29.0,2.0,1.0,0.0,25.0,1.0,3.0,2.0
55,63437612.0,0.0,11.0,2.0,2.0,1.0,2.0,4.0,0.0,9.0,1.0,2.0,1.0,1.0,0.0,3.0,4.0,4.0,7.0,1.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,6.0,0.0,0.0,0.0,4.0,1.0,7.0,0.0,1.0,1.0,0.0,4.0,3.0,1.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,6.0,0.0,8.0,2.0,4.0,1.0,0.0,2.0,4.0,1.0,12.0,0.0,0.0,0.0,1.0,2.0,2.0,4.0
56,67805213.0,0.0,4.0,1.0,25.0,3.0,2.0,3.0,0.0,4.0,1.0,2.0,1.0,2.0,18.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,27.0,1.0,0.0,3.0,2.0,1.0,0.0,0.0,1.0,6.0,1.0,0.0,2.0,0.0,1.0,2.0,3.0,1.0,2.0,0.0,1.0,31.0,3.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
57,72845927.0,2.0,16.0,1.0,1.0,0.0,2.0,7.0,0.0,14.0,0.0,1.0,0.0,0.0,0.0,18.0,6.0,14.0,13.0,1.0,0.0,6.0,0.0,0.0,11.0,0.0,0.0,5.0,0.0,0.0,1.0,4.0,1.0,9.0,2.0,0.0,1.0,0.0,4.0,1.0,1.0,4.0,6.0,0.0,0.0,0.0,1.0,1.0,1.0,11.0,0.0,16.0,2.0,19.0,0.0,4.0,1.0,0.0,1.0,21.0,0.0,0.0,0.0,1.0,3.0,4.0,5.0
58,73458750.0,0.0,3.0,3.0,27.0,2.0,1.0,6.0,0.0,2.0,2.0,2.0,1.0,1.0,16.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,19.0,0.0,0.0,4.0,2.0,1.0,0.0,0.0,1.0,7.0,2.0,1.0,2.0,0.0,0.0,1.0,3.0,1.0,1.0,31.0,1.0,0.0,4.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0
59,77134248.0,7.0,118.0,10.0,11.0,19.0,9.0,88.0,0.0,93.0,6.0,5.0,3.0,8.0,0.0,65.0,28.0,46.0,101.0,1.0,2.0,11.0,0.0,3.0,29.0,0.0,0.0,52.0,1.0,0.0,7.0,22.0,1.0,42.0,10.0,3.0,13.0,7.0,17.0,5.0,1.0,16.0,7.0,0.0,0.0,3.0,2.0,3.0,5.0,63.0,8.0,54.0,13.0,82.0,29.0,12.0,3.0,21.0,4.0,0.0,2.0,8.0,2.0,18.0,28.0,16.0,18.0
60,7.994553867134853e+17,3.0,1.0,1.0,1.0,5.0,5.0,8.0,0.0,1.0,3.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,3.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,3.0,0.0,1.0,7.0,2.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,5.0,0.0,1.0,2.0
61,8.287869781245583e+17,0.0,3.0,3.0,3.0,3.0,2.0,5.0,0.0,8.0,3.0,1.0,2.0,3.0,0.0,1.0,4.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,1.0,4.0,4.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,7.0,1.0,0.0,1.0,0.0,2.0,8.0,1.0,0.0,0.0,5.0,0.0,0.0,1.0
62,8.452086563668623e+17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,8.681957685443953e+17,8.0,18.0,1.0,13.0,15.0,23.0,32.0,0.0,21.0,4.0,2.0,8.0,4.0,0.0,7.0,16.0,1.0,5.0,0.0,1.0,2.0,0.0,1.0,5.0,0.0,0.0,6.0,2.0,0.0,5.0,6.0,0.0,1.0,9.0,6.0,14.0,2.0,13.0,0.0,0.0,1.0,6.0,0.0,0.0,4.0,0.0,1.0,0.0,15.0,13.0,2.0,2.0,36.0,25.0,1.0,1.0,1.0,1.0,18.0,5.0,5.0,0.0,0.0,1.0,2.0,10.0
64,8.830171981382574e+17,0.0,22.0,1.0,0.0,1.0,0.0,5.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,4.0,16.0,5.0,10.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,4.0,0.0,6.0,6.0,0.0,2.0,0.0,6.0,1.0,0.0,8.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,4.0,2.0,30.0,1.0,2.0,0.0,3.0,0.0,28.0,0.0,0.0,0.0,1.0,0.0,8.0,18.0
65,9.493039549108224e+17,1.0,17.0,2.0,2.0,4.0,6.0,3.0,0.0,13.0,1.0,0.0,2.0,2.0,0.0,7.0,23.0,4.0,5.0,0.0,2.0,2.0,0.0,0.0,4.0,1.0,0.0,9.0,0.0,0.0,2.0,9.0,0.0,5.0,15.0,2.0,2.0,2.0,4.0,0.0,0.0,9.0,5.0,0.0,0.0,1.0,0.0,0.0,2.0,14.0,0.0,12.0,4.0,20.0,3.0,2.0,1.0,4.0,0.0,16.0,1.0,0.0,0.0,2.0,8.0,0.0,12.0
66,975318829.0,2.0,27.0,2.0,7.0,5.0,6.0,9.0,0.0,20.0,2.0,0.0,3.0,1.0,0.0,7.0,27.0,6.0,9.0,0.0,0.0,5.0,0.0,0.0,6.0,0.0,0.0,6.0,1.0,0.0,0.0,5.0,0.0,2.0,16.0,3.0,5.0,0.0,8.0,0.0,1.0,5.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,19.0,8.0,9.0,5.0,44.0,2.0,4.0,1.0,5.0,0.0,18.0,2.0,1.0,0.0,10.0,18.0,12.0,0.0
