,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82
0,-1.0,102213447.0,104141579.0,112430335.0,11430852.0,114380994.0,114684715.0,1205427770.0,121064671.0,1318716902.0,138365858.0,141900406.0,14421065.0,145622254.0,153416602.0,15504885.0,1633426388.0,170432792.0,170463709.0,184462039.0,1853970702.0,189130932.0,18951775.0,19056735.0,1946097283.0,19720329.0,197637989.0,20133907.0,211536072.0,22025417.0,2461066640.0,2679193513.0,269477176.0,26981507.0,2856260563.0,29153853.0,29210745.0,2943117608.0,302652207.0,3046072892.0,310341169.0,3164144293.0,318801091.0,320593371.0,32810761.0,33261691.0,36641694.0,378294105.0,388155718.0,38975387.0,4033101155.0,411402689.0,41838575.0,42166286.0,43075191.0,445193336.0,457156328.0,48416262.0,49310742.0,52130729.0,56060363.0,564682329.0,58168421.0,581693046.0,605255836.0,60557074.0,70179948.0,73277102.0,76603196.0,76678133.0,78240333.0,80348405.0,82041060.0,830691013.0,85461373.0,86941100.0,87617355.0,88898791.0,905065902.0,92235802.0,93616967.0,964633976.0,98175911.0
1,102213447.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2,104141579.0,1.0,0.0,0.0,12.0,0.0,1.0,0.0,0.0,0.0,5.0,18.0,1.0,1.0,1.0,5.0,0.0,0.0,1.0,2.0,2.0,2.0,4.0,0.0,10.0,1.0,2.0,9.0,4.0,0.0,0.0,4.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,6.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.0,1.0,0.0
3,112430335.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
4,11430852.0,3.0,12.0,2.0,0.0,17.0,2.0,6.0,2.0,0.0,12.0,9.0,23.0,91.0,3.0,57.0,0.0,1.0,3.0,33.0,10.0,4.0,18.0,2.0,11.0,40.0,10.0,24.0,21.0,3.0,2.0,17.0,0.0,11.0,31.0,4.0,3.0,2.0,9.0,3.0,4.0,0.0,9.0,10.0,1.0,0.0,24.0,4.0,4.0,21.0,5.0,0.0,0.0,5.0,13.0,3.0,2.0,0.0,0.0,9.0,30.0,15.0,40.0,0.0,0.0,16.0,2.0,4.0,0.0,13.0,0.0,1.0,2.0,6.0,8.0,7.0,4.0,2.0,2.0,1.0,176.0,11.0,2.0
5,114380994.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,4.0,0.0,3.0,16.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,25.0,7.0,1.0
6,114684715.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
7,1205427770.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0
8,121064671.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
9,1318716902.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,138365858.0,1.0,5.0,0.0,12.0,0.0,1.0,2.0,0.0,0.0,0.0,4.0,2.0,1.0,2.0,6.0,0.0,1.0,1.0,10.0,6.0,2.0,5.0,1.0,0.0,3.0,3.0,2.0,5.0,1.0,0.0,4.0,0.0,2.0,4.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,5.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,1.0,1.0,0.0,2.0,8.0,1.0,1.0,0.0,3.0,0.0,1.0,1.0,0.0,3.0,0.0,1.0,1.0,3.0,2.0,2.0,1.0,0.0,0.0,1.0,7.0,1.0,0.0
11,141900406.0,0.0,18.0,0.0,9.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
12,14421065.0,1.0,1.0,0.0,23.0,3.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,12.0,2.0,10.0,0.0,0.0,1.0,1.0,2.0,2.0,3.0,1.0,22.0,8.0,1.0,3.0,2.0,1.0,0.0,4.0,0.0,1.0,5.0,1.0,2.0,0.0,1.0,0.0,3.0,0.0,2.0,4.0,0.0,0.0,3.0,2.0,0.0,2.0,3.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,4.0,4.0,2.0,0.0,0.0,10.0,2.0,5.0,1.0,3.0,0.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,32.0,5.0,0.0
13,145622254.0,0.0,1.0,1.0,91.0,12.0,0.0,1.0,2.0,0.0,1.0,0.0,12.0,0.0,0.0,6.0,0.0,0.0,2.0,2.0,1.0,6.0,2.0,0.0,4.0,2.0,0.0,0.0,3.0,1.0,2.0,19.0,0.0,6.0,2.0,0.0,1.0,2.0,3.0,4.0,5.0,4.0,6.0,2.0,0.0,0.0,9.0,2.0,5.0,12.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,28.0,1.0,37.0,29.0,0.0,0.0,35.0,1.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,2.0,0.0,1.0,141.0,37.0,4.0
14,153416602.0,1.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,2.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0
15,15504885.0,2.0,5.0,6.0,57.0,0.0,2.0,1.0,0.0,0.0,6.0,4.0,10.0,6.0,2.0,0.0,0.0,1.0,3.0,3.0,28.0,1.0,35.0,5.0,15.0,39.0,9.0,26.0,16.0,2.0,3.0,1.0,0.0,3.0,43.0,6.0,2.0,3.0,16.0,7.0,2.0,0.0,16.0,12.0,5.0,1.0,12.0,5.0,3.0,1.0,3.0,2.0,0.0,4.0,10.0,7.0,2.0,1.0,0.0,9.0,21.0,4.0,4.0,0.0,0.0,0.0,4.0,8.0,0.0,34.0,0.0,1.0,0.0,6.0,18.0,7.0,0.0,0.0,1.0,2.0,33.0,1.0,0.0
16,1633426388.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,170432792.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
18,170463709.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,8.0,1.0,0.0,1.0,4.0,0.0,2.0,1.0,9.0,1.0,0.0,2.0,7.0,1.0,8.0,0.0,3.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,12.0,0.0,1.0,0.0,2.0,0.0,2.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0
19,184462039.0,0.0,2.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,4.0,0.0,1.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0
