,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146
20,1372440206.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,4.0,1.0,0.0,2.0,2.0,1.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,9.0,1.0,3.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0
21,138278423.0,0.0,0.0,10.0,1.0,1.0,2.0,3.0,0.0,0.0,5.0,2.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,6.0,13.0,4.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,6.0,0.0,6.0,0.0,0.0,1.0,5.0,1.0,13.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0,2.0,6.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,10.0,0.0,3.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,2.0,2.0,5.0,5.0,0.0,11.0,1.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,34.0,3.0,0.0,1.0,0.0,0.0,14.0,4.0,2.0,3.0,20.0,3.0,1.0,1.0,5.0,1.0,0.0,2.0,5.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,16.0,0.0,0.0,2.0,0.0,0.0,4.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
22,14223083.0,1.0,6.0,5.0,2.0,31.0,6.0,1.0,0.0,29.0,6.0,0.0,19.0,0.0,12.0,0.0,4.0,28.0,35.0,9.0,1.0,2.0,0.0,10.0,11.0,9.0,51.0,0.0,10.0,23.0,12.0,11.0,1.0,16.0,1.0,0.0,30.0,50.0,5.0,19.0,15.0,10.0,11.0,2.0,5.0,7.0,3.0,24.0,9.0,11.0,4.0,2.0,20.0,22.0,4.0,0.0,0.0,40.0,11.0,0.0,0.0,0.0,24.0,1.0,2.0,1.0,59.0,23.0,2.0,1.0,7.0,19.0,2.0,1.0,1.0,2.0,9.0,74.0,7.0,3.0,2.0,18.0,7.0,7.0,3.0,11.0,22.0,10.0,5.0,16.0,0.0,27.0,22.0,21.0,44.0,3.0,2.0,5.0,1.0,22.0,60.0,10.0,7.0,12.0,18.0,6.0,10.0,19.0,35.0,42.0,19.0,1.0,14.0,12.0,31.0,32.0,8.0,3.0,24.0,4.0,14.0,14.0,4.0,17.0,36.0,28.0,17.0,47.0,38.0,11.0,7.0,0.0,7.0,8.0,30.0,3.0,11.0,0.0,4.0,0.0,14.0,11.0,16.0,37.0,10.0,14.0,0.0
23,14311121.0,1.0,6.0,0.0,0.0,10.0,1.0,0.0,0.0,11.0,1.0,0.0,5.0,1.0,3.0,1.0,2.0,18.0,22.0,3.0,3.0,0.0,10.0,0.0,8.0,9.0,27.0,2.0,3.0,7.0,2.0,5.0,1.0,17.0,0.0,0.0,17.0,18.0,1.0,7.0,2.0,5.0,7.0,1.0,2.0,2.0,4.0,6.0,4.0,2.0,0.0,0.0,2.0,10.0,1.0,0.0,0.0,25.0,5.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,18.0,8.0,6.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,2.0,51.0,1.0,0.0,1.0,4.0,3.0,4.0,3.0,13.0,17.0,2.0,3.0,14.0,1.0,15.0,10.0,3.0,13.0,1.0,1.0,4.0,2.0,6.0,26.0,2.0,2.0,7.0,7.0,2.0,7.0,14.0,20.0,21.0,10.0,0.0,14.0,8.0,15.0,14.0,6.0,1.0,15.0,2.0,11.0,7.0,3.0,11.0,22.0,7.0,7.0,14.0,17.0,5.0,3.0,0.0,0.0,3.0,12.0,0.0,1.0,2.0,1.0,0.0,9.0,6.0,15.0,30.0,4.0,5.0,0.0
24,1434246793.0,1.0,5.0,1.0,3.0,35.0,3.0,1.0,0.0,9.0,0.0,0.0,6.0,0.0,2.0,1.0,9.0,32.0,52.0,2.0,1.0,1.0,11.0,8.0,0.0,6.0,29.0,1.0,2.0,7.0,2.0,3.0,1.0,29.0,0.0,0.0,27.0,37.0,3.0,2.0,8.0,5.0,3.0,0.0,5.0,1.0,5.0,7.0,3.0,14.0,3.0,1.0,5.0,19.0,1.0,0.0,0.0,63.0,5.0,0.0,0.0,0.0,5.0,2.0,1.0,1.0,26.0,10.0,2.0,3.0,0.0,5.0,1.0,1.0,1.0,1.0,8.0,107.0,1.0,1.0,0.0,6.0,1.0,2.0,4.0,9.0,32.0,8.0,0.0,15.0,0.0,43.0,16.0,6.0,15.0,1.0,0.0,5.0,1.0,5.0,47.0,2.0,3.0,4.0,33.0,3.0,10.0,21.0,17.0,35.0,16.0,0.0,18.0,5.0,18.0,18.0,3.0,0.0,21.0,1.0,28.0,14.0,2.0,17.0,65.0,7.0,5.0,31.0,30.0,8.0,2.0,1.0,1.0,0.0,40.0,2.0,2.0,2.0,4.0,0.0,4.0,11.0,14.0,42.0,1.0,3.0,0.0
25,14416772.0,1.0,10.0,1.0,1.0,9.0,2.0,1.0,0.0,15.0,0.0,0.0,3.0,0.0,2.0,0.0,3.0,17.0,17.0,2.0,1.0,0.0,9.0,9.0,6.0,0.0,28.0,0.0,2.0,4.0,2.0,2.0,1.0,12.0,0.0,0.0,6.0,11.0,2.0,4.0,3.0,1.0,3.0,0.0,2.0,0.0,1.0,5.0,2.0,2.0,1.0,1.0,2.0,7.0,0.0,0.0,0.0,9.0,3.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,18.0,5.0,0.0,2.0,1.0,4.0,0.0,1.0,1.0,1.0,0.0,25.0,2.0,0.0,0.0,5.0,0.0,2.0,1.0,4.0,13.0,2.0,2.0,16.0,0.0,10.0,4.0,3.0,16.0,1.0,0.0,6.0,1.0,4.0,14.0,1.0,1.0,2.0,2.0,1.0,8.0,8.0,14.0,14.0,6.0,0.0,15.0,1.0,10.0,11.0,6.0,0.0,4.0,1.0,8.0,10.0,1.0,1.0,12.0,6.0,4.0,13.0,11.0,5.0,2.0,1.0,2.0,2.0,10.0,1.0,2.0,2.0,2.0,0.0,3.0,6.0,10.0,21.0,3.0,3.0,0.0
26,14428536.0,1.0,17.0,13.0,3.0,63.0,6.0,1.0,2.0,109.0,2.0,0.0,29.0,1.0,22.0,3.0,12.0,83.0,85.0,9.0,2.0,0.0,51.0,27.0,29.0,28.0,0.0,0.0,28.0,42.0,17.0,27.0,1.0,79.0,1.0,1.0,69.0,101.0,10.0,53.0,19.0,11.0,24.0,0.0,8.0,2.0,13.0,32.0,16.0,23.0,4.0,2.0,32.0,108.0,2.0,0.0,0.0,97.0,12.0,0.0,0.0,0.0,20.0,3.0,3.0,1.0,141.0,60.0,1.0,3.0,9.0,63.0,1.0,1.0,1.0,2.0,14.0,191.0,10.0,5.0,1.0,29.0,1.0,17.0,2.0,17.0,85.0,11.0,4.0,75.0,0.0,38.0,36.0,54.0,131.0,6.0,2.0,25.0,1.0,48.0,162.0,8.0,4.0,27.0,22.0,5.0,15.0,65.0,84.0,129.0,44.0,0.0,69.0,20.0,74.0,54.0,17.0,1.0,39.0,4.0,46.0,27.0,4.0,21.0,99.0,68.0,40.0,122.0,160.0,27.0,10.0,2.0,8.0,13.0,105.0,1.0,12.0,2.0,6.0,0.0,31.0,48.0,74.0,114.0,24.0,27.0,0.0
27,144423696.0,0.0,0.0,5.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,2.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,3.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,6.0,1.0,4.0,0.0,1.0,0.0,0.0,16.0,3.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,10.0,2.0,8.0,0.0,0.0,14.0,0.0,0.0,2.0,0.0,0.0,12.0,0.0,1.0,2.0,2.0,11.0,0.0,36.0,6.0,0.0,1.0,31.0,0.0,2.0,0.0,0.0,29.0,1.0,0.0,3.0,3.0,0.0,5.0,9.0,7.0,6.0,42.0,5.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,24.0,0.0,5.0,0.0,2.0,1.0,2.0,6.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0
28,144800132.0,0.0,1.0,23.0,1.0,3.0,8.0,4.0,0.0,18.0,2.0,3.0,1.0,1.0,3.0,8.0,1.0,15.0,0.0,1.0,0.0,13.0,10.0,3.0,2.0,2.0,28.0,4.0,0.0,9.0,0.0,2.0,0.0,3.0,1.0,0.0,11.0,9.0,1.0,31.0,1.0,1.0,1.0,9.0,1.0,29.0,1.0,0.0,0.0,2.0,5.0,1.0,59.0,5.0,8.0,2.0,0.0,13.0,2.0,1.0,0.0,1.0,18.0,0.0,0.0,0.0,44.0,6.0,2.0,1.0,0.0,42.0,0.0,1.0,1.0,1.0,0.0,30.0,1.0,4.0,0.0,0.0,10.0,1.0,9.0,0.0,0.0,1.0,4.0,4.0,0.0,2.0,2.0,146.0,29.0,1.0,3.0,6.0,2.0,56.0,10.0,14.0,8.0,54.0,10.0,9.0,6.0,16.0,9.0,1.0,1.0,6.0,0.0,5.0,6.0,3.0,1.0,6.0,0.0,1.0,3.0,3.0,13.0,0.0,3.0,4.0,1.0,16.0,19.0,1.0,2.0,0.0,3.0,1.0,1.0,0.0,8.0,2.0,1.0,2.0,1.0,3.0,6.0,1.0,0.0,1.0,0.0
29,144988686.0,0.0,5.0,2.0,1.0,29.0,1.0,0.0,1.0,28.0,0.0,0.0,22.0,1.0,11.0,2.0,5.0,38.0,31.0,5.0,0.0,4.0,23.0,7.0,7.0,4.0,42.0,0.0,9.0,0.0,10.0,12.0,1.0,23.0,0.0,1.0,39.0,49.0,1.0,2.0,8.0,3.0,16.0,0.0,6.0,5.0,8.0,23.0,12.0,15.0,1.0,1.0,14.0,28.0,2.0,0.0,0.0,35.0,9.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,49.0,31.0,6.0,0.0,6.0,9.0,0.0,0.0,0.0,1.0,7.0,72.0,7.0,4.0,0.0,14.0,2.0,8.0,3.0,6.0,25.0,6.0,1.0,21.0,0.0,12.0,17.0,17.0,40.0,2.0,0.0,5.0,0.0,21.0,81.0,4.0,4.0,14.0,10.0,4.0,3.0,22.0,31.0,54.0,24.0,2.0,12.0,13.0,28.0,27.0,6.0,1.0,22.0,2.0,11.0,11.0,2.0,6.0,46.0,32.0,21.0,42.0,43.0,7.0,6.0,0.0,2.0,8.0,44.0,0.0,8.0,0.0,0.0,1.0,19.0,8.0,15.0,30.0,17.0,16.0,0.0
30,145653437.0,0.0,4.0,0.0,0.0,22.0,0.0,0.0,0.0,11.0,0.0,0.0,13.0,0.0,3.0,1.0,1.0,12.0,18.0,6.0,0.0,0.0,12.0,2.0,2.0,2.0,17.0,0.0,0.0,10.0,0.0,3.0,1.0,9.0,0.0,0.0,15.0,25.0,3.0,0.0,8.0,4.0,3.0,0.0,3.0,0.0,3.0,18.0,6.0,10.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,18.0,9.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,21.0,8.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,31.0,4.0,0.0,1.0,13.0,0.0,4.0,0.0,5.0,12.0,3.0,0.0,6.0,0.0,11.0,12.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,9.0,0.0,3.0,5.0,14.0,24.0,16.0,0.0,3.0,5.0,12.0,21.0,4.0,0.0,16.0,0.0,5.0,7.0,0.0,6.0,13.0,15.0,9.0,22.0,14.0,4.0,6.0,0.0,0.0,3.0,20.0,0.0,1.0,0.0,2.0,0.0,8.0,4.0,8.0,15.0,9.0,12.0,0.0
31,14627953.0,0.0,4.0,0.0,0.0,18.0,1.0,0.0,0.0,20.0,0.0,0.0,18.0,0.0,10.0,2.0,4.0,11.0,33.0,3.0,0.0,0.0,11.0,5.0,3.0,2.0,27.0,0.0,2.0,12.0,3.0,0.0,1.0,6.0,0.0,1.0,30.0,38.0,0.0,3.0,6.0,4.0,7.0,0.0,1.0,0.0,3.0,13.0,6.0,5.0,1.0,0.0,4.0,16.0,0.0,0.0,0.0,26.0,3.0,0.0,0.0,0.0,4.0,15.0,0.0,0.0,27.0,28.0,0.0,0.0,9.0,4.0,0.0,0.0,0.0,1.0,3.0,36.0,8.0,3.0,0.0,10.0,0.0,7.0,1.0,4.0,19.0,5.0,1.0,14.0,0.0,4.0,15.0,5.0,20.0,2.0,0.0,2.0,0.0,5.0,41.0,0.0,4.0,6.0,5.0,0.0,3.0,17.0,21.0,31.0,5.0,0.0,11.0,17.0,30.0,13.0,6.0,1.0,8.0,0.0,8.0,4.0,0.0,11.0,18.0,21.0,13.0,29.0,17.0,17.0,4.0,0.0,0.0,9.0,22.0,1.0,1.0,1.0,1.0,0.0,17.0,4.0,15.0,20.0,7.0,13.0,0.0
32,146900193.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0
33,14714136.0,0.0,5.0,1.0,0.0,37.0,0.0,0.0,0.0,25.0,1.0,0.0,14.0,4.0,6.0,2.0,6.0,74.0,51.0,6.0,2.0,2.0,16.0,17.0,29.0,12.0,79.0,2.0,3.0,23.0,9.0,6.0,0.0,0.0,0.0,2.0,40.0,57.0,2.0,3.0,11.0,5.0,11.0,0.0,4.0,1.0,8.0,16.0,7.0,17.0,0.0,0.0,3.0,65.0,0.0,0.0,4.0,90.0,9.0,0.0,0.0,0.0,14.0,2.0,0.0,0.0,65.0,17.0,2.0,0.0,1.0,4.0,2.0,0.0,0.0,1.0,4.0,140.0,3.0,1.0,3.0,15.0,3.0,9.0,3.0,13.0,36.0,15.0,4.0,30.0,1.0,36.0,22.0,5.0,41.0,2.0,0.0,9.0,1.0,3.0,69.0,5.0,2.0,6.0,25.0,2.0,5.0,25.0,35.0,69.0,31.0,0.0,27.0,9.0,37.0,43.0,2.0,1.0,21.0,4.0,52.0,23.0,4.0,13.0,66.0,20.0,19.0,44.0,59.0,11.0,8.0,4.0,2.0,4.0,107.0,0.0,2.0,0.0,1.0,0.0,16.0,19.0,25.0,88.0,10.0,19.0,0.0
34,148786408.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,10.0,0.0,8.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,10.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,149580057.0,6.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,28.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,4.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,12.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,2.0,2.0,1.0,16.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,6.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,152205174.0,1.0,11.0,5.0,4.0,110.0,2.0,1.0,2.0,47.0,2.0,0.0,34.0,1.0,21.0,5.0,7.0,41.0,111.0,14.0,1.0,1.0,30.0,17.0,27.0,6.0,69.0,2.0,11.0,39.0,15.0,30.0,1.0,40.0,1.0,1.0,0.0,126.0,2.0,8.0,31.0,16.0,22.0,1.0,8.0,6.0,20.0,61.0,17.0,47.0,3.0,2.0,14.0,43.0,3.0,0.0,0.0,93.0,18.0,0.0,0.0,0.0,21.0,3.0,0.0,0.0,100.0,57.0,7.0,0.0,9.0,15.0,8.0,0.0,1.0,3.0,21.0,177.0,9.0,4.0,1.0,32.0,4.0,24.0,6.0,27.0,72.0,20.0,2.0,38.0,0.0,30.0,65.0,33.0,52.0,4.0,1.0,14.0,1.0,19.0,144.0,5.0,8.0,22.0,51.0,5.0,9.0,52.0,42.0,114.0,37.0,2.0,31.0,37.0,79.0,55.0,8.0,3.0,62.0,8.0,19.0,21.0,7.0,36.0,93.0,52.0,35.0,100.0,54.0,17.0,8.0,0.0,4.0,14.0,73.0,5.0,6.0,0.0,8.0,0.0,36.0,25.0,36.0,90.0,23.0,40.0,0.0
37,155517993.0,2.0,9.0,2.0,1.0,148.0,5.0,1.0,0.0,58.0,4.0,0.0,80.0,3.0,29.0,8.0,12.0,71.0,173.0,15.0,1.0,6.0,50.0,18.0,37.0,11.0,101.0,3.0,9.0,49.0,25.0,38.0,2.0,57.0,0.0,2.0,126.0,0.0,5.0,5.0,36.0,37.0,29.0,1.0,11.0,7.0,25.0,66.0,22.0,56.0,3.0,1.0,11.0,66.0,2.0,0.0,0.0,201.0,21.0,0.0,0.0,0.0,21.0,6.0,1.0,1.0,142.0,136.0,2.0,1.0,11.0,10.0,11.0,1.0,1.0,2.0,33.0,493.0,15.0,7.0,5.0,45.0,3.0,33.0,7.0,34.0,140.0,30.0,3.0,30.0,0.0,57.0,85.0,23.0,77.0,4.0,0.0,10.0,2.0,18.0,276.0,7.0,8.0,20.0,43.0,4.0,6.0,68.0,103.0,208.0,65.0,0.0,33.0,96.0,102.0,70.0,11.0,3.0,63.0,10.0,44.0,31.0,4.0,69.0,141.0,109.0,44.0,144.0,114.0,35.0,16.0,2.0,4.0,12.0,186.0,1.0,5.0,0.0,11.0,0.0,56.0,44.0,40.0,170.0,27.0,46.0,0.0
38,16351147.0,1.0,2.0,0.0,1.0,3.0,3.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,6.0,4.0,2.0,1.0,0.0,5.0,1.0,3.0,2.0,10.0,0.0,1.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,2.0,5.0,0.0,2.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,2.0,6.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,6.0,3.0,0.0,2.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,11.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,3.0,2.0,0.0,5.0,0.0,5.0,2.0,1.0,10.0,1.0,0.0,2.0,1.0,2.0,8.0,0.0,1.0,1.0,0.0,1.0,3.0,2.0,7.0,6.0,4.0,0.0,3.0,1.0,7.0,7.0,4.0,0.0,3.0,1.0,4.0,3.0,1.0,0.0,4.0,5.0,3.0,7.0,3.0,0.0,1.0,0.0,1.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,2.0,5.0,2.0,0.0,0.0
39,16418528.0,1.0,2.0,22.0,2.0,2.0,8.0,6.0,0.0,22.0,2.0,1.0,1.0,2.0,6.0,3.0,1.0,7.0,2.0,1.0,1.0,6.0,19.0,7.0,2.0,4.0,53.0,4.0,31.0,2.0,0.0,3.0,0.0,3.0,3.0,1.0,8.0,5.0,2.0,0.0,0.0,1.0,1.0,4.0,2.0,12.0,0.0,1.0,0.0,3.0,9.0,1.0,28.0,1.0,5.0,0.0,0.0,10.0,3.0,0.0,0.0,1.0,7.0,0.0,4.0,1.0,38.0,2.0,3.0,2.0,0.0,70.0,1.0,2.0,1.0,3.0,1.0,23.0,0.0,2.0,1.0,3.0,7.0,0.0,10.0,0.0,0.0,3.0,10.0,9.0,0.0,4.0,4.0,69.0,30.0,4.0,9.0,8.0,2.0,59.0,6.0,20.0,8.0,67.0,3.0,7.0,13.0,19.0,12.0,6.0,3.0,3.0,1.0,4.0,11.0,5.0,3.0,1.0,1.0,2.0,2.0,2.0,15.0,0.0,5.0,4.0,2.0,17.0,20.0,0.0,1.0,0.0,5.0,1.0,1.0,2.0,12.0,0.0,0.0,1.0,1.0,3.0,12.0,4.0,0.0,0.0,0.0
40,164666306.0,0.0,3.0,0.0,0.0,37.0,0.0,0.0,0.0,15.0,0.0,0.0,14.0,0.0,8.0,1.0,2.0,11.0,32.0,4.0,0.0,0.0,15.0,2.0,8.0,3.0,19.0,1.0,1.0,8.0,8.0,6.0,1.0,11.0,0.0,0.0,31.0,36.0,0.0,0.0,0.0,3.0,6.0,0.0,6.0,1.0,7.0,19.0,8.0,21.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,27.0,6.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,27.0,16.0,2.0,0.0,6.0,2.0,5.0,0.0,0.0,0.0,8.0,41.0,5.0,0.0,2.0,13.0,0.0,4.0,1.0,6.0,24.0,10.0,0.0,10.0,0.0,12.0,20.0,1.0,13.0,0.0,0.0,2.0,0.0,1.0,38.0,0.0,1.0,2.0,18.0,0.0,3.0,11.0,16.0,33.0,12.0,0.0,8.0,5.0,23.0,23.0,3.0,0.0,22.0,3.0,5.0,12.0,2.0,12.0,33.0,14.0,13.0,27.0,18.0,12.0,7.0,0.0,0.0,6.0,26.0,1.0,0.0,0.0,6.0,0.0,11.0,11.0,10.0,22.0,12.0,16.0,0.0
41,16470319.0,1.0,1.0,0.0,1.0,10.0,1.0,1.0,0.0,7.0,0.0,0.0,12.0,0.0,9.0,0.0,1.0,15.0,22.0,1.0,1.0,0.0,10.0,5.0,5.0,1.0,11.0,0.0,1.0,3.0,4.0,4.0,0.0,5.0,0.0,0.0,16.0,37.0,3.0,1.0,3.0,0.0,5.0,0.0,3.0,0.0,7.0,9.0,3.0,4.0,1.0,1.0,3.0,9.0,0.0,0.0,0.0,32.0,5.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,15.0,11.0,0.0,3.0,0.0,3.0,0.0,1.0,1.0,1.0,2.0,39.0,2.0,0.0,0.0,8.0,0.0,9.0,2.0,6.0,18.0,3.0,0.0,2.0,0.0,6.0,12.0,3.0,4.0,1.0,0.0,2.0,1.0,1.0,19.0,1.0,0.0,3.0,4.0,2.0,2.0,10.0,9.0,23.0,9.0,0.0,4.0,19.0,21.0,12.0,3.0,0.0,9.0,4.0,5.0,7.0,1.0,15.0,11.0,14.0,7.0,21.0,10.0,3.0,1.0,0.0,1.0,1.0,10.0,1.0,1.0,0.0,2.0,0.0,16.0,8.0,5.0,19.0,4.0,5.0,0.0
42,16542463.0,0.0,4.0,0.0,0.0,27.0,0.0,0.0,0.0,9.0,1.0,0.0,11.0,1.0,6.0,0.0,5.0,13.0,25.0,4.0,0.0,1.0,11.0,7.0,3.0,3.0,24.0,0.0,1.0,16.0,3.0,7.0,1.0,11.0,1.0,0.0,22.0,29.0,0.0,1.0,6.0,5.0,0.0,0.0,2.0,1.0,4.0,19.0,8.0,14.0,0.0,0.0,1.0,14.0,0.0,0.0,0.0,17.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,28.0,16.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,6.0,35.0,3.0,0.0,0.0,6.0,2.0,5.0,1.0,10.0,12.0,5.0,1.0,7.0,0.0,9.0,19.0,0.0,8.0,0.0,0.0,4.0,0.0,1.0,36.0,2.0,1.0,1.0,6.0,0.0,2.0,9.0,11.0,34.0,11.0,0.0,9.0,6.0,23.0,18.0,2.0,0.0,14.0,1.0,9.0,4.0,1.0,8.0,19.0,17.0,12.0,20.0,18.0,7.0,5.0,1.0,1.0,2.0,24.0,0.0,1.0,0.0,1.0,0.0,10.0,5.0,8.0,18.0,6.0,11.0,0.0
